,Train_Acc,Train_Loss,Test_Acc,Test_Loss,AUC,TN,FP,FN,TP
0,84.60923731279426,0.13090031113503695,84.8319582342796,0.12688449004784094,0.8862466489750128,14589.0,1556.0,1698.0,3610.0
1,84.52732994073645,0.112340069129713,84.87857176152521,0.107194803999858,0.8878074733895887,15204.0,941.0,2303.0,3005.0
2,84.85895705543159,0.11140389740610336,85.13028480865147,0.1065301952636108,0.8904847110177803,14677.0,1468.0,1722.0,3586.0
3,84.99680318084792,0.11056141743305374,85.13028480865147,0.10543364234770858,0.8922244784746747,14885.0,1260.0,1930.0,3378.0
4,85.11666798336314,0.1095874513579682,85.36801379760406,0.10457433347054472,0.8948280793197854,15130.0,1015.0,2124.0,3184.0
5,85.31644582957986,0.10857908905449476,85.74092201556893,0.10348745713610694,0.8975016470694767,14990.0,1155.0,1904.0,3404.0
6,85.47027287190573,0.10792400375906416,85.79219689553909,0.10285477302228756,0.897636522397461,14972.0,1173.0,1875.0,3433.0
7,85.48825300404758,0.10725312040102426,85.83414907006014,0.1020419640031754,0.8999077687768838,14946.0,1199.0,1840.0,3468.0
8,85.70800643198136,0.10607832274272433,86.02526453176712,0.10097456564694007,0.9019904335777664,15072.0,1073.0,1925.0,3383.0
9,85.70201367316048,0.10517403973651196,86.11849158625833,0.100066563697608,0.90298287607853,14954.0,1191.0,1787.0,3521.0
10,85.81588657515411,0.1047135845600427,86.17442781895306,0.0995667833210368,0.903743719490124,15024.0,1121.0,1845.0,3463.0
11,85.80589848660577,0.1042949959823056,86.1604437607794,0.09923391224937693,0.9045104440424628,14777.0,1368.0,1601.0,3707.0
12,85.87182368145444,0.10385143720541086,86.19307322985131,0.09902590218180912,0.9044927306066466,14975.0,1170.0,1792.0,3516.0
13,85.96172329048504,0.10310523070010594,86.1604437607794,0.09827258586904697,0.9063107615773872,14603.0,1542.0,1427.0,3881.0
14,86.11754842682427,0.102411542328643,86.36088192793548,0.09773730872436967,0.9070100455485016,14741.0,1404.0,1522.0,3786.0
15,86.06960217335819,0.10206310036992916,86.42147951335475,0.0972819636705195,0.9073870220027008,15191.0,954.0,1959.0,3349.0
16,86.18347421705255,0.10164324535728438,86.57530415326528,0.09697499257041524,0.9079315526234906,15132.0,1013.0,1867.0,3441.0
17,86.24540501001336,0.10133936487844887,86.58928821143896,0.09693573300584277,0.9082564739807364,14831.0,1314.0,1563.0,3745.0
18,86.08758204258041,0.10107463169742782,86.35622057521094,0.09671844402818236,0.9084724425381044,15344.0,801.0,2126.0,3182.0
19,86.14551697997446,0.10075793234123044,86.41681816063021,0.09645907256253773,0.9091551216217572,14602.0,1543.0,1371.0,3937.0
20,86.25938895412845,0.10047725311829957,86.52869062601967,0.09618516502849196,0.9096254261784976,15288.0,857.0,2033.0,3275.0
21,86.46116251284005,0.10019462648445206,86.75709690952314,0.09584846056299737,0.9097960492736908,15076.0,1069.0,1772.0,3536.0
22,86.4991212731374,0.0998513469348912,86.75243555679856,0.09564772669305983,0.91054538128579,14722.0,1423.0,1419.0,3889.0
23,86.57103896388729,0.09977335612603458,86.8829534330863,0.09534425494044604,0.9106634008443172,14859.0,1286.0,1528.0,3780.0
24,86.53907593930893,0.0995610954761484,86.70582202955299,0.09540873548712564,0.9106513818463654,15133.0,1012.0,1840.0,3468.0
25,86.37725778122919,0.09941927582825302,86.66853120775649,0.09527792188988048,0.9109546806762284,14679.0,1466.0,1394.0,3914.0
26,86.622982859059,0.09946612188610712,86.90626019670908,0.09536762217473277,0.911344714663154,14934.0,1211.0,1598.0,3710.0
27,86.46915455643354,0.09923099851769067,86.75709690952314,0.09515057966053976,0.9109260217840252,15286.0,859.0,1982.0,3326.0
28,86.56304956473194,0.09890896281296664,86.83633990584066,0.09479283040849824,0.9114197108765864,14886.0,1259.0,1565.0,3743.0
29,86.60700041893021,0.09876615170900983,86.82701720039154,0.09479396357639157,0.9112862183168128,15272.0,873.0,1953.0,3355.0
30,86.67092844760509,0.09862686378410096,86.93422831305645,0.09465078373773664,0.9117991144682364,14939.0,1206.0,1597.0,3711.0
31,86.7288645757584,0.09855784815792427,86.9761804875775,0.0946777564610184,0.9121390362350618,14813.0,1332.0,1462.0,3846.0
32,86.69090548300106,0.09834685560846056,86.91092154943365,0.09451890660675934,0.9119630862733008,15279.0,866.0,1942.0,3366.0
33,86.56704508783872,0.0982769093481918,86.77574232042139,0.09433621934720997,0.9115592187698008,15307.0,838.0,1999.0,3309.0
34,86.77481147491153,0.09813474043370747,87.00880995664944,0.09426037729639736,0.9117782329179116,14987.0,1158.0,1629.0,3679.0
35,86.78679858531284,0.09797278953527597,86.96685778212837,0.09423709033333767,0.9129438715129444,14790.0,1355.0,1441.0,3867.0
36,86.58702305107425,0.09768813487102257,86.81769449494243,0.09410228910664603,0.912509629784524,15417.0,728.0,2100.0,3208.0
37,86.83874095726532,0.09764048312426904,87.06008483661958,0.09402285006878697,0.9129309365039838,15035.0,1110.0,1666.0,3642.0
38,86.9226466167158,0.09740739389520713,87.18128000745816,0.09373108340522586,0.9128697679726612,15088.0,1057.0,1693.0,3615.0
39,86.74084956756089,0.09723304046061823,86.88761478581085,0.09367123721142576,0.9127162982046416,14707.0,1438.0,1375.0,3933.0
40,86.92664161398329,0.09713600458608944,87.18594136018272,0.09365799651487597,0.9135358538377828,14991.0,1154.0,1595.0,3713.0
41,86.93862865484425,0.0970283008925814,87.13932783293711,0.0934037638831088,0.9134931688916594,15154.0,991.0,1768.0,3540.0
