Hour,DayFrame,WeekDay,WeekEnd,Clear,Cloudy,Rain,Foggy,Snow,RainBefore,Grid_Block,Grid_Col,Grid_Row,Highway,Land_Use_Mode,Road_Count,Unix,precipIntensity,humidity,Prediction,Probability
8,2,0,1,0,0,1,0,0,1,99,16,22,0,7,20,1517749200,0.167,0.9,0,0.0005203783512115479
12,3,0,1,0,0,1,0,0,1,99,16,22,0,7,20,1517763600,0.005,0.9,0,0.003473132848739624
16,4,0,1,0,1,0,0,0,0,99,16,22,0,7,20,1517778000,0.0,0.85,0,0.039875417947769165
20,1,0,1,0,1,0,0,0,0,99,16,22,0,7,20,1517792400,0.0,0.77,0,0.05467301607131958
23,1,0,1,0,1,0,0,0,0,99,16,22,0,7,20,1517803200,0.0,0.83,0,0.08918458223342896
0,1,0,1,0,1,0,0,0,0,100,17,22,0,2,19,1517720400,0.0,0.36,1,0.9998694062232971
4,1,0,1,0,0,1,0,0,1,100,17,22,0,2,19,1517734800,0.049,0.79,1,0.9998694062232971
8,2,0,1,0,0,1,0,0,1,100,17,22,0,2,19,1517749200,0.169,0.9,1,0.9998693466186523
12,3,0,1,0,0,1,0,0,1,100,17,22,0,2,19,1517763600,0.005,0.9,1,0.9998693466186523
16,4,0,1,0,1,0,0,0,0,100,17,22,0,2,19,1517778000,0.0,0.85,1,0.9998694062232971
20,1,0,1,0,1,0,0,0,0,100,17,22,0,2,19,1517792400,0.0,0.77,1,0.9998694062232971
23,1,0,1,0,1,0,0,0,0,100,17,22,0,2,19,1517803200,0.0,0.83,1,0.9998694062232971
0,1,0,1,0,1,0,0,0,0,101,18,22,0,7,16,1517720400,0.0,0.36,0,0.00107496976852417
4,1,0,1,0,0,1,0,0,1,101,18,22,0,7,16,1517734800,0.049,0.79,0,0.0005988478660583496
8,2,0,1,0,0,1,0,0,1,101,18,22,0,7,16,1517749200,0.17,0.9,0,0.0004795491695404053
12,3,0,1,0,0,1,0,0,1,101,18,22,0,7,16,1517763600,0.005,0.9,0,0.0009858012199401855
16,4,0,1,0,1,0,0,0,0,101,18,22,0,7,16,1517778000,0.0,0.85,0,0.002713322639465332
20,1,0,1,0,1,0,0,0,0,101,18,22,0,7,16,1517792400,0.0,0.77,0,0.003160834312438965
23,1,0,1,0,1,0,0,0,0,101,18,22,0,7,16,1517803200,0.0,0.83,0,0.0040718019008636475
0,1,0,1,0,1,0,0,0,0,102,19,22,0,7,22,1517720400,0.0,0.36,0,0.014611572027206421
4,1,0,1,0,0,1,0,0,1,102,19,22,0,7,22,1517734800,0.049,0.8,0,0.0013533532619476318
8,2,0,1,0,0,1,0,0,1,102,19,22,0,7,22,1517749200,0.171,0.9,0,0.00054931640625
12,3,0,1,0,0,1,0,0,1,102,19,22,0,7,22,1517763600,0.005,0.9,0,0.00989261269569397
16,4,0,1,0,1,0,0,0,0,102,19,22,0,7,22,1517778000,0.0,0.85,0,0.22229227423667908
20,1,0,1,0,1,0,0,0,0,102,19,22,0,7,22,1517792400,0.0,0.77,0,0.2997555732727051
23,1,0,1,0,1,0,0,0,0,102,19,22,0,7,22,1517803200,0.0,0.83,0,0.4434652030467987
0,1,0,1,0,1,0,0,0,0,103,20,22,0,7,23,1517720400,0.0,0.36,0,0.031591176986694336
4,1,0,1,0,0,1,0,0,1,103,20,22,0,7,23,1517734800,0.046,0.8,0,0.0019024312496185303
8,2,0,1,0,0,1,0,0,1,103,20,22,0,7,23,1517749200,0.172,0.9,0,0.0005714297294616699
12,3,0,1,0,0,1,0,0,1,103,20,22,0,7,23,1517763600,0.005,0.9,0,0.01979801058769226
16,4,0,1,0,1,0,0,0,0,103,20,22,0,7,23,1517778000,0.0,0.85,0,0.4686954617500305
20,1,0,1,0,1,0,0,0,0,103,20,22,0,7,23,1517792400,0.0,0.77,1,0.5742383003234863
23,1,0,1,0,1,0,0,0,0,103,20,22,0,7,23,1517803200,0.0,0.83,1,0.7189896702766418
0,1,0,1,0,1,0,0,0,0,104,21,22,1,7,24,1517720400,0.0,0.37,0,0.00044587254524230957
4,1,0,1,0,0,1,0,0,1,104,21,22,1,7,24,1517734800,0.044,0.81,0,0.0004457831382751465
8,2,0,1,0,0,1,0,0,1,104,21,22,1,7,24,1517749200,0.172,0.92,0,0.0004456937313079834
12,3,0,1,0,0,1,0,0,1,104,21,22,1,7,24,1517763600,0.005,0.92,0,0.00044590234756469727
16,4,0,1,0,1,0,0,0,0,104,21,22,1,7,24,1517778000,0.0,0.86,0,0.00044602155685424805
20,1,0,1,0,1,0,0,0,0,104,21,22,1,7,24,1517792400,0.0,0.79,0,0.00044602155685424805
23,1,0,1,0,1,0,0,0,0,104,21,22,1,7,24,1517803200,0.0,0.85,0,0.00044602155685424805
0,1,0,1,0,1,0,0,0,0,105,22,22,1,7,21,1517720400,0.0,0.37,0,0.0004457831382751465
4,1,0,1,0,0,1,0,0,1,105,22,22,1,7,21,1517734800,0.044,0.82,0,0.0004456937313079834
8,2,0,1,0,0,1,0,0,1,105,22,22,1,7,21,1517749200,0.173,0.93,0,0.0004456043243408203
12,3,0,1,0,0,1,0,0,1,105,22,22,1,7,21,1517763600,0.005,0.93,0,0.0004458129405975342
16,4,0,1,0,1,0,0,0,0,105,22,22,1,7,21,1517778000,0.0,0.87,0,0.00044587254524230957
20,1,0,1,0,1,0,0,0,0,105,22,22,1,7,21,1517792400,0.0,0.79,0,0.0004458427429199219
23,1,0,1,0,1,0,0,0,0,105,22,22,1,7,21,1517803200,0.0,0.86,0,0.00044587254524230957
0,1,0,1,0,1,0,0,0,0,106,23,22,1,7,27,1517720400,0.0,0.37,0,0.00044596195220947266
4,1,0,1,0,0,1,0,0,1,106,23,22,1,7,27,1517734800,0.044,0.81,0,0.00044587254524230957
8,2,0,1,0,0,1,0,0,1,106,23,22,1,7,27,1517749200,0.174,0.92,0,0.0004456639289855957
12,3,0,1,0,0,1,0,0,1,106,23,22,1,7,27,1517763600,0.005,0.92,0,0.00044596195220947266
16,4,0,1,0,1,0,0,0,0,106,23,22,1,7,27,1517778000,0.0,0.87,0,0.0004461705684661865
20,1,0,1,0,1,0,0,0,0,106,23,22,1,7,27,1517792400,0.0,0.79,0,0.0004461705684661865
23,1,0,1,0,1,0,0,0,0,106,23,22,1,7,27,1517803200,0.0,0.85,0,0.0004461705684661865
0,1,0,1,0,1,0,0,0,0,107,24,22,1,7,23,1517720400,0.0,0.37,0,0.00044587254524230957
4,1,0,1,0,0,1,0,0,1,107,24,22,1,7,23,1517734800,0.043,0.81,0,0.0004457533359527588
8,2,0,1,0,0,1,0,0,1,107,24,22,1,7,23,1517749200,0.176,0.92,0,0.0004456639289855957
12,3,0,1,0,0,1,0,0,1,107,24,22,1,7,23,1517763600,0.005,0.92,0,0.0004458129405975342
16,4,0,1,0,1,0,0,0,0,107,24,22,1,7,23,1517778000,0.0,0.86,0,0.00044593214988708496
20,1,0,1,0,1,0,0,0,0,107,24,22,1,7,23,1517792400,0.0,0.79,0,0.00044596195220947266
23,1,0,1,0,1,0,0,0,0,107,24,22,1,7,23,1517803200,0.0,0.84,0,0.00044593214988708496
0,1,0,1,0,1,0,0,0,0,108,25,22,1,7,22,1517720400,0.0,0.36,0,0.0004457831382751465
4,1,0,1,0,0,1,0,0,1,108,25,22,1,7,22,1517734800,0.043,0.8,0,0.0004457533359527588
8,2,0,1,0,0,1,0,0,1,108,25,22,1,7,22,1517749200,0.177,0.91,0,0.0004456043243408203
12,3,0,1,0,0,1,0,0,1,108,25,22,1,7,22,1517763600,0.004,0.91,0,0.0004458427429199219
16,4,0,1,0,1,0,0,0,0,108,25,22,1,7,22,1517778000,0.0,0.86,0,0.00044590234756469727
20,1,0,1,0,1,0,0,0,0,108,25,22,1,7,22,1517792400,0.0,0.79,0,0.00044590234756469727
23,1,0,1,0,1,0,0,0,0,108,25,22,1,7,22,1517803200,0.0,0.84,0,0.00044593214988708496
0,1,0,1,0,1,0,0,0,0,109,26,22,1,7,21,1517720400,0.0,0.36,0,0.0004458129405975342
4,1,0,1,0,0,1,0,0,1,109,26,22,1,7,21,1517734800,0.043,0.8,0,0.0004456937313079834
8,2,0,1,0,0,1,0,0,1,109,26,22,1,7,21,1517749200,0.178,0.91,0,0.0004456043243408203
12,3,0,1,0,0,1,0,0,1,109,26,22,1,7,21,1517763600,0.004,0.91,0,0.0004457533359527588
16,4,0,1,0,1,0,0,0,0,109,26,22,1,7,21,1517778000,0.0,0.85,0,0.00044590234756469727
20,1,0,1,0,1,0,0,0,0,109,26,22,1,7,21,1517792400,0.0,0.79,0,0.00044593214988708496
23,1,0,1,0,1,0,0,0,0,109,26,22,1,7,21,1517803200,0.0,0.84,0,0.00044590234756469727
0,1,0,1,0,1,0,0,0,0,110,27,22,1,7,19,1517720400,0.0,0.36,0,0.0004456937313079834
4,1,0,1,0,0,1,0,0,1,110,27,22,1,7,19,1517734800,0.043,0.8,0,0.0004456937313079834
8,2,0,1,0,0,1,0,0,1,110,27,22,1,7,19,1517749200,0.179,0.91,0,0.0004455447196960449
12,3,0,1,0,0,1,0,0,1,110,27,22,1,7,19,1517763600,0.004,0.91,0,0.0004456937313079834
16,4,0,1,0,1,0,0,0,0,110,27,22,1,7,19,1517778000,0.0,0.85,0,0.0004458427429199219
20,1,0,1,0,1,0,0,0,0,110,27,22,1,7,19,1517792400,0.0,0.79,0,0.0004457831382751465
23,1,0,1,0,1,0,0,0,0,110,27,22,1,7,19,1517803200,0.0,0.84,0,0.0004458427429199219
0,1,0,1,0,1,0,0,0,0,111,28,22,1,7,8,1517720400,0.0,0.36,0,0.0004455447196960449
4,1,0,1,0,0,1,0,0,1,111,28,22,1,7,8,1517734800,0.042,0.8,0,0.0004455149173736572
8,2,0,1,0,0,1,0,0,1,111,28,22,1,7,8,1517749200,0.18,0.91,0,0.0004455149173736572
12,3,0,1,0,0,1,0,0,1,111,28,22,1,7,8,1517763600,0.004,0.91,0,0.000445634126663208
16,4,0,1,0,1,0,0,0,0,111,28,22,1,7,8,1517778000,0.0,0.85,0,0.0004456043243408203
20,1,0,1,0,1,0,0,0,0,111,28,22,1,7,8,1517792400,0.0,0.79,0,0.0004455745220184326
23,1,0,1,0,1,0,0,0,0,111,28,22,1,7,8,1517803200,0.0,0.83,0,0.0004456043243408203
0,1,0,1,0,1,0,0,0,0,112,29,22,1,2,2,1517720400,0.0,0.36,1,0.9997954368591309
4,1,0,1,0,0,1,0,0,1,112,29,22,1,2,2,1517734800,0.042,0.8,1,0.9988617897033691
8,2,0,1,0,0,1,0,0,1,112,29,22,1,2,2,1517749200,0.181,0.91,0,0.03661432862281799
12,3,0,1,0,0,1,0,0,1,112,29,22,1,2,2,1517763600,0.004,0.91,1,0.999750018119812
16,4,0,1,0,1,0,0,0,0,112,29,22,1,2,2,1517778000,0.0,0.85,1,0.9998412132263184
20,1,0,1,0,1,0,0,0,0,112,29,22,1,2,2,1517792400,0.0,0.79,1,0.9998440742492676
23,1,0,1,0,1,0,0,0,0,112,29,22,1,2,2,1517803200,0.0,0.83,1,0.9998471736907959
0,1,0,1,0,1,0,0,0,0,113,30,22,0,9,1,1517720400,0.0,0.36,0,0.00044587254524230957
4,1,0,1,0,0,1,0,0,1,113,30,22,0,9,1,1517734800,0.042,0.8,0,0.0004457235336303711
8,2,0,1,0,0,1,0,0,1,113,30,22,0,9,1,1517749200,0.182,0.91,0,0.000445634126663208
12,3,0,1,0,0,1,0,0,1,113,30,22,0,9,1,1517763600,0.004,0.91,0,0.00044587254524230957
16,4,0,1,0,1,0,0,0,0,113,30,22,0,9,1,1517778000,0.0,0.85,0,0.00044596195220947266
20,1,0,1,0,1,0,0,0,0,113,30,22,0,9,1,1517792400,0.0,0.79,0,0.00044596195220947266
23,1,0,1,0,1,0,0,0,0,113,30,22,0,9,1,1517803200,0.0,0.83,0,0.00044599175453186035
0,1,0,1,0,1,0,0,0,0,114,31,22,0,7,1,1517720400,0.0,0.35,0,0.00046455860137939453
4,1,0,1,0,0,1,0,0,1,114,31,22,0,7,1,1517734800,0.042,0.81,0,0.00045627355575561523
8,2,0,1,0,0,1,0,0,1,114,31,22,0,7,1,1517749200,0.184,0.91,0,0.0004495978355407715
12,3,0,1,0,0,1,0,0,1,114,31,22,0,7,1,1517763600,0.004,0.91,0,0.0004641711711883545
16,4,0,1,0,1,0,0,0,0,114,31,22,0,7,1,1517778000,0.0,0.86,0,0.00047644972801208496
20,1,0,1,0,1,0,0,0,0,114,31,22,0,7,1,1517792400,0.0,0.79,0,0.00047847628593444824
23,1,0,1,0,1,0,0,0,0,114,31,22,0,7,1,1517803200,0.0,0.84,0,0.00048166513442993164
0,1,0,1,0,1,0,0,0,0,115,32,22,0,7,13,1517720400,0.0,0.36,0,0.0006490051746368408
4,1,0,1,0,0,1,0,0,1,115,32,22,0,7,13,1517734800,0.042,0.81,0,0.0005210936069488525
8,2,0,1,0,0,1,0,0,1,115,32,22,0,7,13,1517749200,0.185,0.92,0,0.0004622340202331543
12,3,0,1,0,0,1,0,0,1,115,32,22,0,7,13,1517763600,0.004,0.92,0,0.0006355047225952148
16,4,0,1,0,1,0,0,0,0,115,32,22,0,7,13,1517778000,0.0,0.86,0,0.0009477734565734863
20,1,0,1,0,1,0,0,0,0,115,32,22,0,7,13,1517792400,0.0,0.8,0,0.0010187327861785889
23,1,0,1,0,1,0,0,0,0,115,32,22,0,7,13,1517803200,0.0,0.84,0,0.0011247694492340088
0,1,0,1,0,1,0,0,0,0,116,33,22,0,7,8,1517720400,0.0,0.36,0,0.0005093812942504883
4,1,0,1,0,0,1,0,0,1,116,33,22,0,7,8,1517734800,0.04,0.81,0,0.00047594308853149414
8,2,0,1,0,0,1,0,0,1,116,33,22,0,7,8,1517749200,0.187,0.92,0,0.0004540681838989258
12,3,0,1,0,0,1,0,0,1,116,33,22,0,7,8,1517763600,0.004,0.92,0,0.0005066990852355957
16,4,0,1,0,1,0,0,0,0,116,33,22,0,7,8,1517778000,0.0,0.86,0,0.0005696713924407959
20,1,0,1,0,1,0,0,0,0,116,33,22,0,7,8,1517792400,0.0,0.8,0,0.0005820095539093018
23,1,0,1,0,1,0,0,0,0,116,33,22,0,7,8,1517803200,0.0,0.84,0,0.0005991756916046143
0,1,0,1,0,1,0,0,0,0,117,34,22,0,7,3,1517720400,0.0,0.35,0,0.0004710555076599121
4,1,0,1,0,0,1,0,0,1,117,34,22,0,7,3,1517734800,0.04,0.81,0,0.0004596114158630371
8,2,0,1,0,0,1,0,0,1,117,34,22,0,7,3,1517749200,0.188,0.91,0,0.00045031309127807617
12,3,0,1,0,0,1,0,0,1,117,34,22,0,7,3,1517763600,0.004,0.91,0,0.0004703104496002197
16,4,0,1,0,1,0,0,0,0,117,34,22,0,7,3,1517778000,0.0,0.86,0,0.0004886388778686523
20,1,0,1,0,1,0,0,0,0,117,34,22,0,7,3,1517792400,0.0,0.8,0,0.0004920065402984619
23,1,0,1,0,1,0,0,0,0,117,34,22,0,7,3,1517803200,0.0,0.84,0,0.0004964768886566162
0,1,0,1,0,1,0,0,0,0,118,7,21,0,7,1,1517720400,0.0,0.4,0,0.0004571676254272461
4,1,0,1,0,0,1,0,0,1,118,7,21,0,7,1,1517734800,0.052,0.86,0,0.0004520416259765625
8,2,0,1,0,0,1,0,0,1,118,7,21,0,7,1,1517749200,0.156,0.98,0,0.0004489421844482422
12,3,0,1,0,0,1,0,0,1,118,7,21,0,7,1,1517763600,0.007,0.97,0,0.00045672059059143066
16,4,0,1,0,1,0,0,0,0,118,7,21,0,7,1,1517778000,0.0,0.93,0,0.000463634729385376
20,1,0,1,0,1,0,0,0,0,118,7,21,0,7,1,1517792400,0.0,0.84,0,0.00046455860137939453
23,1,0,1,0,1,0,0,0,0,118,7,21,0,7,1,1517803200,0.0,0.9,0,0.0004661977291107178
0,1,0,1,0,1,0,0,0,0,119,8,21,0,0,2,1517720400,0.0,0.37,1,0.9998694062232971
4,1,0,1,0,0,1,0,0,1,119,8,21,0,0,2,1517734800,0.052,0.81,1,0.9998694062232971
8,2,0,1,0,0,1,0,0,1,119,8,21,0,0,2,1517749200,0.157,0.91,1,0.9998694062232971
12,3,0,1,0,0,1,0,0,1,119,8,21,0,0,2,1517763600,0.007,0.9,1,0.9998694062232971
16,4,0,1,0,1,0,0,0,0,119,8,21,0,0,2,1517778000,0.0,0.86,1,0.9998694062232971
20,1,0,1,0,1,0,0,0,0,119,8,21,0,0,2,1517792400,0.0,0.79,1,0.9998694062232971
23,1,0,1,0,1,0,0,0,0,119,8,21,0,0,2,1517803200,0.0,0.84,1,0.9998694062232971
0,1,0,1,0,1,0,0,0,0,120,9,21,0,7,4,1517720400,0.0,0.36,0,0.0004629790782928467
4,1,0,1,0,0,1,0,0,1,120,9,21,0,7,4,1517734800,0.051,0.79,0,0.0004546046257019043
8,2,0,1,0,0,1,0,0,1,120,9,21,0,7,4,1517749200,0.159,0.89,0,0.00044992566108703613
12,3,0,1,0,0,1,0,0,1,120,9,21,0,7,4,1517763600,0.006,0.89,0,0.0004620850086212158
16,4,0,1,0,1,0,0,0,0,120,9,21,0,7,4,1517778000,0.0,0.85,0,0.0004736781120300293
20,1,0,1,0,1,0,0,0,0,120,9,21,0,7,4,1517792400,0.0,0.77,0,0.000475466251373291
23,1,0,1,0,1,0,0,0,0,120,9,21,0,7,4,1517803200,0.0,0.83,0,0.00047838687896728516
0,1,0,1,0,1,0,0,0,0,121,10,21,0,7,3,1517720400,0.0,0.36,0,0.0004604756832122803
4,1,0,1,0,0,1,0,0,1,121,10,21,0,7,3,1517734800,0.049,0.79,0,0.00045365095138549805
8,2,0,1,0,0,1,0,0,1,121,10,21,0,7,3,1517749200,0.159,0.89,0,0.0004494786262512207
12,3,0,1,0,0,1,0,0,1,121,10,21,0,7,3,1517763600,0.006,0.89,0,0.0004597306251525879
16,4,0,1,0,1,0,0,0,0,121,10,21,0,7,3,1517778000,0.0,0.85,0,0.0004691183567047119
20,1,0,1,0,1,0,0,0,0,121,10,21,0,7,3,1517792400,0.0,0.77,0,0.0004706084728240967
23,1,0,1,0,1,0,0,0,0,121,10,21,0,7,3,1517803200,0.0,0.82,0,0.00047278404235839844
0,1,0,1,0,1,0,0,0,0,122,11,21,0,2,1,1517720400,0.0,0.36,1,0.9998693466186523
4,1,0,1,0,0,1,0,0,1,122,11,21,0,2,1,1517734800,0.049,0.79,1,0.9998694062232971
8,2,0,1,0,0,1,0,0,1,122,11,21,0,2,1,1517749200,0.16,0.89,1,0.9998693466186523
12,3,0,1,0,0,1,0,0,1,122,11,21,0,2,1,1517763600,0.006,0.89,1,0.9998693466186523
16,4,0,1,0,1,0,0,0,0,122,11,21,0,2,1,1517778000,0.0,0.85,1,0.9998694062232971
20,1,0,1,0,1,0,0,0,0,122,11,21,0,2,1,1517792400,0.0,0.77,1,0.9998693466186523
23,1,0,1,0,1,0,0,0,0,122,11,21,0,2,1,1517803200,0.0,0.82,1,0.9998694062232971
0,1,0,1,0,1,0,0,0,0,123,12,21,0,7,4,1517720400,0.0,0.36,0,0.00046265125274658203
4,1,0,1,0,0,1,0,0,1,123,12,21,0,7,4,1517734800,0.049,0.79,0,0.0004546642303466797
8,2,0,1,0,0,1,0,0,1,123,12,21,0,7,4,1517749200,0.161,0.89,0,0.00044983625411987305
12,3,0,1,0,0,1,0,0,1,123,12,21,0,7,4,1517763600,0.006,0.89,0,0.0004617273807525635
16,4,0,1,0,1,0,0,0,0,123,12,21,0,7,4,1517778000,0.0,0.84,0,0.0004729330539703369
20,1,0,1,0,1,0,0,0,0,123,12,21,0,7,4,1517792400,0.0,0.77,0,0.00047469139099121094
23,1,0,1,0,1,0,0,0,0,123,12,21,0,7,4,1517803200,0.0,0.82,0,0.0004774928092956543
0,1,0,1,0,1,0,0,0,0,124,13,21,0,2,6,1517720400,0.0,0.36,1,0.9998694658279419
4,1,0,1,0,0,1,0,0,1,124,13,21,0,2,6,1517734800,0.048,0.79,1,0.9998693466186523
8,2,0,1,0,0,1,0,0,1,124,13,21,0,2,6,1517749200,0.163,0.89,1,0.9998694062232971
12,3,0,1,0,0,1,0,0,1,124,13,21,0,2,6,1517763600,0.006,0.89,1,0.9998693466186523
16,4,0,1,0,1,0,0,0,0,124,13,21,0,2,6,1517778000,0.0,0.85,1,0.9998694658279419
20,1,0,1,0,1,0,0,0,0,124,13,21,0,2,6,1517792400,0.0,0.77,1,0.9998694658279419
23,1,0,1,0,1,0,0,0,0,124,13,21,0,2,6,1517803200,0.0,0.82,1,0.9998694658279419
0,1,0,1,0,1,0,0,0,0,125,14,21,1,2,19,1517720400,0.0,0.37,1,0.9998672604560852
4,1,0,1,0,0,1,0,0,1,125,14,21,1,2,19,1517734800,0.048,0.79,1,0.9998613595962524
8,2,0,1,0,0,1,0,0,1,125,14,21,1,2,19,1517749200,0.164,0.9,1,0.999748945236206
12,3,0,1,0,0,1,0,0,1,125,14,21,1,2,19,1517763600,0.006,0.89,1,0.9998664855957031
16,4,0,1,0,1,0,0,0,0,125,14,21,1,2,19,1517778000,0.0,0.85,1,0.9998681545257568
20,1,0,1,0,1,0,0,0,0,125,14,21,1,2,19,1517792400,0.0,0.77,1,0.9998681545257568
23,1,0,1,0,1,0,0,0,0,125,14,21,1,2,19,1517803200,0.0,0.83,1,0.9998682737350464
0,1,0,1,0,1,0,0,0,0,126,15,21,0,2,28,1517720400,0.0,0.36,1,0.9998694062232971
4,1,0,1,0,0,1,0,0,1,126,15,21,0,2,28,1517734800,0.05,0.8,1,0.9998693466186523
8,2,0,1,0,0,1,0,0,1,126,15,21,0,2,28,1517749200,0.166,0.9,1,0.9998693466186523
12,3,0,1,0,0,1,0,0,1,126,15,21,0,2,28,1517763600,0.006,0.9,1,0.9998693466186523
16,4,0,1,0,1,0,0,0,0,126,15,21,0,2,28,1517778000,0.0,0.85,1,0.9998693466186523
20,1,0,1,0,1,0,0,0,0,126,15,21,0,2,28,1517792400,0.0,0.77,1,0.9998694062232971
23,1,0,1,0,1,0,0,0,0,126,15,21,0,2,28,1517803200,0.0,0.83,1,0.9998694062232971
0,1,0,1,0,1,0,0,0,0,127,16,21,0,2,17,1517720400,0.0,0.36,1,0.9998694658279419
4,1,0,1,0,0,1,0,0,1,127,16,21,0,2,17,1517734800,0.05,0.8,1,0.9998694062232971
8,2,0,1,0,0,1,0,0,1,127,16,21,0,2,17,1517749200,0.167,0.9,1,0.9998694062232971
12,3,0,1,0,0,1,0,0,1,127,16,21,0,2,17,1517763600,0.006,0.9,1,0.9998694062232971
16,4,0,1,0,1,0,0,0,0,127,16,21,0,2,17,1517778000,0.0,0.85,1,0.9998694658279419
20,1,0,1,0,1,0,0,0,0,127,16,21,0,2,17,1517792400,0.0,0.77,1,0.9998693466186523
23,1,0,1,0,1,0,0,0,0,127,16,21,0,2,17,1517803200,0.0,0.83,1,0.9998693466186523
0,1,0,1,0,1,0,0,0,0,128,17,21,0,7,14,1517720400,0.0,0.36,0,0.0005482733249664307
4,1,0,1,0,0,1,0,0,1,128,17,21,0,7,14,1517734800,0.049,0.8,0,0.0004852414131164551
8,2,0,1,0,0,1,0,0,1,128,17,21,0,7,14,1517749200,0.169,0.9,0,0.0004584193229675293
12,3,0,1,0,0,1,0,0,1,128,17,21,0,7,14,1517763600,0.005,0.9,0,0.0005406439304351807
16,4,0,1,0,1,0,0,0,0,128,17,21,0,7,14,1517778000,0.0,0.85,0,0.0006645023822784424
20,1,0,1,0,1,0,0,0,0,128,17,21,0,7,14,1517792400,0.0,0.77,0,0.0006867647171020508
23,1,0,1,0,1,0,0,0,0,128,17,21,0,7,14,1517803200,0.0,0.83,0,0.0007257759571075439
0,1,0,1,0,1,0,0,0,0,129,18,21,0,7,16,1517720400,0.0,0.36,0,0.0006091892719268799
4,1,0,1,0,0,1,0,0,1,129,18,21,0,7,16,1517734800,0.049,0.8,0,0.0005027651786804199
8,2,0,1,0,0,1,0,0,1,129,18,21,0,7,16,1517749200,0.17,0.9,0,0.0004622936248779297
12,3,0,1,0,0,1,0,0,1,129,18,21,0,7,16,1517763600,0.005,0.9,0,0.0005951821804046631
16,4,0,1,0,1,0,0,0,0,129,18,21,0,7,16,1517778000,0.0,0.85,0,0.0008304715156555176
20,1,0,1,0,1,0,0,0,0,129,18,21,0,7,16,1517792400,0.0,0.77,0,0.0008757412433624268
23,1,0,1,0,1,0,0,0,0,129,18,21,0,7,16,1517803200,0.0,0.83,0,0.0009574294090270996
0,1,0,1,0,1,0,0,0,0,130,19,21,0,7,19,1517720400,0.0,0.36,0,0.0008158683776855469
4,1,0,1,0,0,1,0,0,1,130,19,21,0,7,19,1517734800,0.049,0.8,0,0.0005515813827514648
8,2,0,1,0,0,1,0,0,1,130,19,21,0,7,19,1517749200,0.171,0.9,0,0.00047147274017333984
12,3,0,1,0,0,1,0,0,1,130,19,21,0,7,19,1517763600,0.005,0.9,0,0.0007746219635009766
16,4,0,1,0,1,0,0,0,0,130,19,21,0,7,19,1517778000,0.0,0.85,0,0.0015452802181243896
20,1,0,1,0,1,0,0,0,0,130,19,21,0,7,19,1517792400,0.0,0.77,0,0.0017210841178894043
23,1,0,1,0,1,0,0,0,0,130,19,21,0,7,19,1517803200,0.0,0.83,0,0.002060413360595703
0,1,0,1,0,1,0,0,0,0,131,20,21,0,7,22,1517720400,0.0,0.36,0,0.001487821340560913
4,1,0,1,0,0,1,0,0,1,131,20,21,0,7,22,1517734800,0.046,0.8,0,0.000674903392791748
8,2,0,1,0,0,1,0,0,1,131,20,21,0,7,22,1517749200,0.172,0.9,0,0.0004875361919403076
12,3,0,1,0,0,1,0,0,1,131,20,21,0,7,22,1517763600,0.005,0.9,0,0.001324683427810669
16,4,0,1,0,1,0,0,0,0,131,20,21,0,7,22,1517778000,0.0,0.85,0,0.005307704210281372
20,1,0,1,0,1,0,0,0,0,131,20,21,0,7,22,1517792400,0.0,0.77,0,0.00652042031288147
23,1,0,1,0,1,0,0,0,0,131,20,21,0,7,22,1517803200,0.0,0.83,0,0.009131938219070435
0,1,0,1,0,1,0,0,0,0,132,21,21,0,7,21,1517720400,0.0,0.36,0,0.0011411607265472412
4,1,0,1,0,0,1,0,0,1,132,21,21,0,7,21,1517734800,0.044,0.81,0,0.0006277561187744141
8,2,0,1,0,0,1,0,0,1,132,21,21,0,7,21,1517749200,0.172,0.92,0,0.00048083066940307617
12,3,0,1,0,0,1,0,0,1,132,21,21,0,7,21,1517763600,0.005,0.92,0,0.0010559260845184326
16,4,0,1,0,1,0,0,0,0,132,21,21,0,7,21,1517778000,0.0,0.86,0,0.003137350082397461
20,1,0,1,0,1,0,0,0,0,132,21,21,0,7,21,1517792400,0.0,0.78,0,0.0037036240100860596
23,1,0,1,0,1,0,0,0,0,132,21,21,0,7,21,1517803200,0.0,0.84,0,0.004872441291809082
0,1,0,1,0,1,0,0,0,0,133,22,21,0,7,20,1517720400,0.0,0.37,0,0.000932544469833374
4,1,0,1,0,0,1,0,0,1,133,22,21,0,7,20,1517734800,0.044,0.82,0,0.00058707594871521
8,2,0,1,0,0,1,0,0,1,133,22,21,0,7,20,1517749200,0.173,0.93,0,0.0004749596118927002
12,3,0,1,0,0,1,0,0,1,133,22,21,0,7,20,1517763600,0.005,0.93,0,0.0008804202079772949
16,4,0,1,0,1,0,0,0,0,133,22,21,0,7,20,1517778000,0.0,0.87,0,0.002062678337097168
20,1,0,1,0,1,0,0,0,0,133,22,21,0,7,20,1517792400,0.0,0.8,0,0.0023738443851470947
23,1,0,1,0,1,0,0,0,0,133,22,21,0,7,20,1517803200,0.0,0.86,0,0.002960383892059326
0,1,0,1,0,1,0,0,0,0,134,23,21,0,7,23,1517720400,0.0,0.37,0,0.0019513964653015137
4,1,0,1,0,0,1,0,0,1,134,23,21,0,7,23,1517734800,0.044,0.81,0,0.0007485151290893555
