Hour,DayFrame,WeekDay,WeekEnd,Clear,Cloudy,Rain,Foggy,Snow,RainBefore,Grid_Block,Grid_Col,Grid_Row,Land_Use_Mode,Road_Count,Unix,precipIntensity,humidity,Prediction,Probability
23,1,0,1,0,1,0,0,0,0,357,18,15,7,17,1517803200,0.0,0.82,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,358,19,15,7,14,1517720400,0.0,0.36,1,0.9999940991401672
4,1,0,1,0,0,1,0,0,1,358,19,15,7,14,1517734800,0.05,0.79,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,358,19,15,7,14,1517749200,0.17,0.9,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,358,19,15,7,14,1517763600,0.005,0.9,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,358,19,15,7,14,1517778000,0.0,0.85,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,358,19,15,7,14,1517792400,0.0,0.77,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,358,19,15,7,14,1517803200,0.0,0.82,1,0.9999940991401672
0,1,0,1,0,1,0,0,0,0,359,20,15,7,31,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,359,20,15,7,31,1517734800,0.047,0.8,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,359,20,15,7,31,1517749200,0.173,0.9,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,359,20,15,7,31,1517763600,0.005,0.9,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,359,20,15,7,31,1517778000,0.0,0.85,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,359,20,15,7,31,1517792400,0.0,0.78,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,359,20,15,7,31,1517803200,0.0,0.83,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,360,21,15,7,15,1517720400,0.0,0.37,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,360,21,15,7,15,1517734800,0.047,0.81,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,360,21,15,7,15,1517749200,0.174,0.92,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,360,21,15,7,15,1517763600,0.005,0.92,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,360,21,15,7,15,1517778000,0.0,0.87,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,360,21,15,7,15,1517792400,0.0,0.8,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,360,21,15,7,15,1517803200,0.0,0.85,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,361,22,15,7,3,1517720400,0.0,0.37,1,0.9999940991401672
4,1,0,1,0,0,1,0,0,1,361,22,15,7,3,1517734800,0.046,0.81,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,361,22,15,7,3,1517749200,0.175,0.92,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,361,22,15,7,3,1517763600,0.005,0.92,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,361,22,15,7,3,1517778000,0.0,0.86,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,361,22,15,7,3,1517792400,0.0,0.79,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,361,22,15,7,3,1517803200,0.0,0.85,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,362,23,15,7,11,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,362,23,15,7,11,1517734800,0.044,0.8,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,362,23,15,7,11,1517749200,0.175,0.91,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,362,23,15,7,11,1517763600,0.005,0.91,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,362,23,15,7,11,1517778000,0.0,0.86,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,362,23,15,7,11,1517792400,0.0,0.79,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,362,23,15,7,11,1517803200,0.0,0.84,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,363,24,15,7,5,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,363,24,15,7,5,1517734800,0.044,0.8,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,363,24,15,7,5,1517749200,0.176,0.91,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,363,24,15,7,5,1517763600,0.005,0.91,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,363,24,15,7,5,1517778000,0.0,0.86,1,0.9999940991401672
20,1,0,1,0,1,0,0,0,0,363,24,15,7,5,1517792400,0.0,0.79,1,0.9999940991401672
23,1,0,1,0,1,0,0,0,0,363,24,15,7,5,1517803200,0.0,0.84,1,0.9999940991401672
0,1,0,1,0,1,0,0,0,0,364,25,15,7,3,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,364,25,15,7,3,1517734800,0.044,0.8,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,364,25,15,7,3,1517749200,0.177,0.91,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,364,25,15,7,3,1517763600,0.004,0.91,1,0.9999940991401672
16,4,0,1,0,1,0,0,0,0,364,25,15,7,3,1517778000,0.0,0.85,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,364,25,15,7,3,1517792400,0.0,0.79,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,364,25,15,7,3,1517803200,0.0,0.83,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,365,26,15,2,3,1517720400,0.0,0.36,1,0.9999940991401672
4,1,0,1,0,0,1,0,0,1,365,26,15,2,3,1517734800,0.044,0.8,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,365,26,15,2,3,1517749200,0.178,0.9,1,0.9999940991401672
12,3,0,1,0,0,1,0,0,1,365,26,15,2,3,1517763600,0.004,0.9,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,365,26,15,2,3,1517778000,0.0,0.85,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,365,26,15,2,3,1517792400,0.0,0.78,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,365,26,15,2,3,1517803200,0.0,0.83,1,0.9999940991401672
0,1,0,1,0,1,0,0,0,0,366,27,15,0,2,1517720400,0.0,0.36,1,0.9999940991401672
4,1,0,1,0,0,1,0,0,1,366,27,15,0,2,1517734800,0.043,0.8,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,366,27,15,0,2,1517749200,0.179,0.9,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,366,27,15,0,2,1517763600,0.004,0.91,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,366,27,15,0,2,1517778000,0.0,0.85,1,0.9999940991401672
20,1,0,1,0,1,0,0,0,0,366,27,15,0,2,1517792400,0.0,0.79,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,366,27,15,0,2,1517803200,0.0,0.83,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,367,28,15,2,5,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,367,28,15,2,5,1517734800,0.043,0.8,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,367,28,15,2,5,1517749200,0.18,0.91,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,367,28,15,2,5,1517763600,0.004,0.91,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,367,28,15,2,5,1517778000,0.0,0.85,1,0.9999940991401672
20,1,0,1,0,1,0,0,0,0,367,28,15,2,5,1517792400,0.0,0.79,1,0.9999940991401672
23,1,0,1,0,1,0,0,0,0,367,28,15,2,5,1517803200,0.0,0.83,1,0.9999940991401672
0,1,0,1,0,1,0,0,0,0,368,29,15,7,14,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,368,29,15,7,14,1517734800,0.044,0.8,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,368,29,15,7,14,1517749200,0.181,0.91,1,0.9999940395355225
12,3,0,1,0,0,0,1,0,0,368,29,15,7,14,1517763600,0.004,0.91,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,368,29,15,7,14,1517778000,0.0,0.86,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,368,29,15,7,14,1517792400,0.0,0.79,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,368,29,15,7,14,1517803200,0.0,0.84,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,369,30,15,7,9,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,369,30,15,7,9,1517734800,0.041,0.81,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,369,30,15,7,9,1517749200,0.182,0.92,1,0.9999940991401672
12,3,0,1,0,0,0,1,0,0,369,30,15,7,9,1517763600,0.004,0.91,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,369,30,15,7,9,1517778000,0.0,0.86,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,369,30,15,7,9,1517792400,0.0,0.8,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,369,30,15,7,9,1517803200,0.0,0.84,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,370,31,15,7,10,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,370,31,15,7,10,1517734800,0.041,0.81,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,370,31,15,7,10,1517749200,0.183,0.92,1,0.9999940395355225
12,3,0,1,0,0,0,1,0,0,370,31,15,7,10,1517763600,0.004,0.91,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,370,31,15,7,10,1517778000,0.0,0.86,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,370,31,15,7,10,1517792400,0.0,0.8,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,370,31,15,7,10,1517803200,0.0,0.84,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,371,32,15,7,10,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,371,32,15,7,10,1517734800,0.041,0.81,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,371,32,15,7,10,1517749200,0.184,0.92,1,0.9999940395355225
12,3,0,1,0,0,0,1,0,0,371,32,15,7,10,1517763600,0.004,0.92,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,371,32,15,7,10,1517778000,0.0,0.86,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,371,32,15,7,10,1517792400,0.0,0.8,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,371,32,15,7,10,1517803200,0.0,0.84,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,372,33,15,7,3,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,372,33,15,7,3,1517734800,0.041,0.81,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,372,33,15,7,3,1517749200,0.186,0.92,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,372,33,15,7,3,1517763600,0.004,0.92,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,372,33,15,7,3,1517778000,0.0,0.86,1,0.9999940991401672
20,1,0,1,0,1,0,0,0,0,372,33,15,7,3,1517792400,0.0,0.8,1,0.9999940991401672
23,1,0,1,0,1,0,0,0,0,372,33,15,7,3,1517803200,0.0,0.84,1,0.9999940991401672
0,1,0,1,0,1,0,0,0,0,373,34,15,7,6,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,373,34,15,7,6,1517734800,0.041,0.81,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,373,34,15,7,6,1517749200,0.187,0.92,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,373,34,15,7,6,1517763600,0.004,0.92,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,373,34,15,7,6,1517778000,0.0,0.86,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,373,34,15,7,6,1517792400,0.0,0.8,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,373,34,15,7,6,1517803200,0.0,0.84,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,374,35,15,7,4,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,374,35,15,7,4,1517734800,0.04,0.81,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,374,35,15,7,4,1517749200,0.188,0.92,1,0.9999940395355225
12,3,0,1,0,0,1,1,0,1,374,35,15,7,4,1517763600,0.004,0.92,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,374,35,15,7,4,1517778000,0.0,0.86,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,374,35,15,7,4,1517792400,0.0,0.8,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,374,35,15,7,4,1517803200,0.0,0.84,1,0.9999940991401672
0,1,0,1,0,1,0,0,0,0,375,36,15,7,6,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,375,36,15,7,6,1517734800,0.04,0.81,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,375,36,15,7,6,1517749200,0.189,0.92,1,0.9999940395355225
12,3,0,1,0,0,0,1,0,0,375,36,15,7,6,1517763600,0.003,0.92,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,375,36,15,7,6,1517778000,0.0,0.86,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,375,36,15,7,6,1517792400,0.0,0.8,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,375,36,15,7,6,1517803200,0.0,0.84,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,376,37,15,7,11,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,376,37,15,7,11,1517734800,0.04,0.82,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,376,37,15,7,11,1517749200,0.19,0.93,1,0.9999940395355225
12,3,0,1,0,0,0,1,0,0,376,37,15,7,11,1517763600,0.003,0.93,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,376,37,15,7,11,1517778000,0.0,0.87,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,376,37,15,7,11,1517792400,0.0,0.81,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,376,37,15,7,11,1517803200,0.0,0.85,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,377,38,15,7,10,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,377,38,15,7,10,1517734800,0.04,0.83,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,377,38,15,7,10,1517749200,0.191,0.94,1,0.9999940395355225
12,3,0,1,0,0,0,1,0,0,377,38,15,7,10,1517763600,0.003,0.94,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,377,38,15,7,10,1517778000,0.0,0.88,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,377,38,15,7,10,1517792400,0.0,0.82,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,377,38,15,7,10,1517803200,0.0,0.86,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,378,39,15,7,7,1517720400,0.0,0.37,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,378,39,15,7,7,1517734800,0.04,0.83,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,378,39,15,7,7,1517749200,0.193,0.95,1,0.9999940395355225
12,3,0,1,0,0,0,1,0,0,378,39,15,7,7,1517763600,0.003,0.95,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,378,39,15,7,7,1517778000,0.0,0.89,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,378,39,15,7,7,1517792400,0.0,0.83,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,378,39,15,7,7,1517803200,0.0,0.86,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,379,40,15,7,15,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,379,40,15,7,15,1517734800,0.039,0.83,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,379,40,15,7,15,1517749200,0.194,0.95,1,0.9999940395355225
12,3,0,1,0,0,0,1,0,0,379,40,15,7,15,1517763600,0.003,0.95,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,379,40,15,7,15,1517778000,0.0,0.88,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,379,40,15,7,15,1517792400,0.0,0.83,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,379,40,15,7,15,1517803200,0.0,0.86,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,380,41,15,7,15,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,380,41,15,7,15,1517734800,0.039,0.82,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,380,41,15,7,15,1517749200,0.195,0.94,1,0.9999940395355225
12,3,0,1,0,0,0,1,0,0,380,41,15,7,15,1517763600,0.003,0.94,1,0.9999940991401672
16,4,0,1,0,1,0,0,0,0,380,41,15,7,15,1517778000,0.0,0.88,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,380,41,15,7,15,1517792400,0.0,0.82,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,380,41,15,7,15,1517803200,0.0,0.85,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,381,42,15,7,4,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,381,42,15,7,4,1517734800,0.039,0.82,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,381,42,15,7,4,1517749200,0.197,0.93,1,0.9999940395355225
12,3,0,1,0,0,0,1,0,0,381,42,15,7,4,1517763600,0.003,0.93,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,381,42,15,7,4,1517778000,0.0,0.87,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,381,42,15,7,4,1517792400,0.0,0.81,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,381,42,15,7,4,1517803200,0.0,0.85,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,382,43,15,0,2,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,382,43,15,0,2,1517734800,0.039,0.83,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,382,43,15,0,2,1517749200,0.199,0.95,1,0.9999940395355225
12,3,0,1,0,0,0,1,0,0,382,43,15,0,2,1517763600,0.003,0.95,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,382,43,15,0,2,1517778000,0.0,0.89,1,0.9999940991401672
20,1,0,1,0,1,0,0,0,0,382,43,15,0,2,1517792400,0.0,0.82,1,0.9999940991401672
23,1,0,1,0,1,0,0,0,0,382,43,15,0,2,1517803200,0.0,0.86,1,0.9999940991401672
0,1,0,1,0,1,0,0,0,0,383,44,15,0,2,1517720400,0.0,0.37,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,383,44,15,0,2,1517734800,0.039,0.85,1,0.9999940991401672
8,2,0,1,0,0,1,0,0,1,383,44,15,0,2,1517749200,0.2,0.96,1,0.9999940395355225
12,3,0,1,0,0,0,1,0,0,383,44,15,0,2,1517763600,0.002,0.96,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,383,44,15,0,2,1517778000,0.0,0.9,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,383,44,15,0,2,1517792400,0.0,0.84,1,0.9999940991401672
23,1,0,1,0,1,0,0,0,0,383,44,15,0,2,1517803200,0.0,0.87,1,0.9999940991401672
0,1,0,1,0,1,0,0,0,0,385,1,14,0,2,1517720400,0.0,0.38,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,385,1,14,0,2,1517734800,0.055,0.83,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,385,1,14,0,2,1517749200,0.145,0.92,1,0.9999940991401672
12,3,0,1,0,0,1,0,0,1,385,1,14,0,2,1517763600,0.007,0.93,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,385,1,14,0,2,1517778000,0.0,0.88,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,385,1,14,0,2,1517792400,0.0,0.81,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,385,1,14,0,2,1517803200,0.0,0.87,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,386,2,14,0,1,1517720400,0.0,0.38,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,386,2,14,0,1,1517734800,0.055,0.83,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,386,2,14,0,1,1517749200,0.146,0.93,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,386,2,14,0,1,1517763600,0.007,0.93,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,386,2,14,0,1,1517778000,0.0,0.88,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,386,2,14,0,1,1517792400,0.0,0.81,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,386,2,14,0,1,1517803200,0.0,0.87,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,387,3,14,0,1,1517720400,0.0,0.39,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,387,3,14,0,1,1517734800,0.055,0.84,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,387,3,14,0,1,1517749200,0.147,0.93,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,387,3,14,0,1,1517763600,0.007,0.94,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,387,3,14,0,1,1517778000,0.0,0.89,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,387,3,14,0,1,1517792400,0.0,0.82,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,387,3,14,0,1,1517803200,0.0,0.87,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,388,4,14,0,1,1517720400,0.0,0.4,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,388,4,14,0,1,1517734800,0.054,0.86,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,388,4,14,0,1,1517749200,0.152,0.97,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,388,4,14,0,1,1517763600,0.007,0.96,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,388,4,14,0,1,1517778000,0.0,0.92,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,388,4,14,0,1,1517792400,0.0,0.84,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,388,4,14,0,1,1517803200,0.0,0.89,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,389,5,14,7,4,1517720400,0.0,0.4,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,389,5,14,7,4,1517734800,0.054,0.86,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,389,5,14,7,4,1517749200,0.152,0.97,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,389,5,14,7,4,1517763600,0.007,0.96,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,389,5,14,7,4,1517778000,0.0,0.92,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,389,5,14,7,4,1517792400,0.0,0.84,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,389,5,14,7,4,1517803200,0.0,0.89,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,390,6,14,7,10,1517720400,0.0,0.41,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,390,6,14,7,10,1517734800,0.054,0.88,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,390,6,14,7,10,1517749200,0.155,0.99,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,390,6,14,7,10,1517763600,0.006,0.99,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,390,6,14,7,10,1517778000,0.0,0.94,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,390,6,14,7,10,1517792400,0.0,0.86,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,390,6,14,7,10,1517803200,0.0,0.91,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,391,7,14,0,5,1517720400,0.0,0.39,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,391,7,14,0,5,1517734800,0.052,0.86,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,391,7,14,0,5,1517749200,0.158,0.96,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,391,7,14,0,5,1517763600,0.007,0.96,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,391,7,14,0,5,1517778000,0.0,0.92,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,391,7,14,0,5,1517792400,0.0,0.84,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,391,7,14,0,5,1517803200,0.0,0.89,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,392,8,14,7,5,1517720400,0.0,0.38,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,392,8,14,7,5,1517734800,0.052,0.81,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,392,8,14,7,5,1517749200,0.158,0.92,1,0.9999940991401672
12,3,0,1,0,0,1,0,0,1,392,8,14,7,5,1517763600,0.007,0.91,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,392,8,14,7,5,1517778000,0.0,0.87,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,392,8,14,7,5,1517792400,0.0,0.8,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,392,8,14,7,5,1517803200,0.0,0.85,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,393,9,14,7,12,1517720400,0.0,0.37,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,393,9,14,7,12,1517734800,0.05,0.79,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,393,9,14,7,12,1517749200,0.16,0.9,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,393,9,14,7,12,1517763600,0.006,0.9,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,393,9,14,7,12,1517778000,0.0,0.85,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,393,9,14,7,12,1517792400,0.0,0.78,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,393,9,14,7,12,1517803200,0.0,0.83,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,394,10,14,0,3,1517720400,0.0,0.37,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,394,10,14,0,3,1517734800,0.05,0.8,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,394,10,14,0,3,1517749200,0.161,0.9,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,394,10,14,0,3,1517763600,0.006,0.9,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,394,10,14,0,3,1517778000,0.0,0.86,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,394,10,14,0,3,1517792400,0.0,0.78,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,394,10,14,0,3,1517803200,0.0,0.83,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,395,11,14,7,10,1517720400,0.0,0.37,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,395,11,14,7,10,1517734800,0.05,0.8,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,395,11,14,7,10,1517749200,0.162,0.91,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,395,11,14,7,10,1517763600,0.006,0.91,1,0.9999940395355225
