Hour,DayFrame,WeekDay,WeekEnd,Clear,Cloudy,Rain,Foggy,Snow,RainBefore,Grid_Block,Grid_Col,Grid_Row,Land_Use_Mode,Road_Count,Unix,precipIntensity,humidity,Prediction,Probability
23,1,0,1,0,1,0,0,0,0,101,18,22,7,16,1517803200,0.0,0.83,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,102,19,22,7,22,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,102,19,22,7,22,1517734800,0.049,0.8,1,0.9999940991401672
8,2,0,1,0,0,1,0,0,1,102,19,22,7,22,1517749200,0.171,0.9,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,102,19,22,7,22,1517763600,0.005,0.9,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,102,19,22,7,22,1517778000,0.0,0.85,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,102,19,22,7,22,1517792400,0.0,0.77,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,102,19,22,7,22,1517803200,0.0,0.83,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,103,20,22,7,23,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,103,20,22,7,23,1517734800,0.046,0.8,1,0.9999940991401672
8,2,0,1,0,0,1,0,0,1,103,20,22,7,23,1517749200,0.172,0.9,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,103,20,22,7,23,1517763600,0.005,0.9,1,0.9999940991401672
16,4,0,1,0,1,0,0,0,0,103,20,22,7,23,1517778000,0.0,0.85,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,103,20,22,7,23,1517792400,0.0,0.77,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,103,20,22,7,23,1517803200,0.0,0.83,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,104,21,22,7,24,1517720400,0.0,0.37,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,104,21,22,7,24,1517734800,0.044,0.81,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,104,21,22,7,24,1517749200,0.172,0.92,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,104,21,22,7,24,1517763600,0.005,0.92,1,0.9999940991401672
16,4,0,1,0,1,0,0,0,0,104,21,22,7,24,1517778000,0.0,0.86,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,104,21,22,7,24,1517792400,0.0,0.79,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,104,21,22,7,24,1517803200,0.0,0.85,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,105,22,22,7,21,1517720400,0.0,0.37,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,105,22,22,7,21,1517734800,0.044,0.82,1,0.9999940991401672
8,2,0,1,0,0,1,0,0,1,105,22,22,7,21,1517749200,0.173,0.93,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,105,22,22,7,21,1517763600,0.005,0.93,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,105,22,22,7,21,1517778000,0.0,0.87,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,105,22,22,7,21,1517792400,0.0,0.79,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,105,22,22,7,21,1517803200,0.0,0.86,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,106,23,22,7,27,1517720400,0.0,0.37,1,0.9999940991401672
4,1,0,1,0,0,1,0,0,1,106,23,22,7,27,1517734800,0.044,0.81,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,106,23,22,7,27,1517749200,0.174,0.92,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,106,23,22,7,27,1517763600,0.005,0.92,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,106,23,22,7,27,1517778000,0.0,0.87,1,0.9999940991401672
20,1,0,1,0,1,0,0,0,0,106,23,22,7,27,1517792400,0.0,0.79,1,0.9999940991401672
23,1,0,1,0,1,0,0,0,0,106,23,22,7,27,1517803200,0.0,0.85,1,0.9999940991401672
0,1,0,1,0,1,0,0,0,0,107,24,22,7,23,1517720400,0.0,0.37,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,107,24,22,7,23,1517734800,0.043,0.81,1,0.9999940991401672
8,2,0,1,0,0,1,0,0,1,107,24,22,7,23,1517749200,0.176,0.92,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,107,24,22,7,23,1517763600,0.005,0.92,1,0.9999940991401672
16,4,0,1,0,1,0,0,0,0,107,24,22,7,23,1517778000,0.0,0.86,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,107,24,22,7,23,1517792400,0.0,0.79,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,107,24,22,7,23,1517803200,0.0,0.84,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,108,25,22,7,22,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,108,25,22,7,22,1517734800,0.043,0.8,1,0.9999940991401672
8,2,0,1,0,0,1,0,0,1,108,25,22,7,22,1517749200,0.177,0.91,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,108,25,22,7,22,1517763600,0.004,0.91,1,0.9999940991401672
16,4,0,1,0,1,0,0,0,0,108,25,22,7,22,1517778000,0.0,0.86,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,108,25,22,7,22,1517792400,0.0,0.79,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,108,25,22,7,22,1517803200,0.0,0.84,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,109,26,22,7,21,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,109,26,22,7,21,1517734800,0.043,0.8,1,0.9999940991401672
8,2,0,1,0,0,1,0,0,1,109,26,22,7,21,1517749200,0.178,0.91,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,109,26,22,7,21,1517763600,0.004,0.91,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,109,26,22,7,21,1517778000,0.0,0.85,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,109,26,22,7,21,1517792400,0.0,0.79,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,109,26,22,7,21,1517803200,0.0,0.84,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,110,27,22,7,19,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,110,27,22,7,19,1517734800,0.043,0.8,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,110,27,22,7,19,1517749200,0.179,0.91,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,110,27,22,7,19,1517763600,0.004,0.91,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,110,27,22,7,19,1517778000,0.0,0.85,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,110,27,22,7,19,1517792400,0.0,0.79,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,110,27,22,7,19,1517803200,0.0,0.84,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,111,28,22,7,8,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,111,28,22,7,8,1517734800,0.042,0.8,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,111,28,22,7,8,1517749200,0.18,0.91,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,111,28,22,7,8,1517763600,0.004,0.91,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,111,28,22,7,8,1517778000,0.0,0.85,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,111,28,22,7,8,1517792400,0.0,0.79,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,111,28,22,7,8,1517803200,0.0,0.83,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,112,29,22,2,2,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,112,29,22,2,2,1517734800,0.042,0.8,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,112,29,22,2,2,1517749200,0.181,0.91,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,112,29,22,2,2,1517763600,0.004,0.91,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,112,29,22,2,2,1517778000,0.0,0.85,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,112,29,22,2,2,1517792400,0.0,0.79,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,112,29,22,2,2,1517803200,0.0,0.83,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,113,30,22,9,1,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,113,30,22,9,1,1517734800,0.042,0.8,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,113,30,22,9,1,1517749200,0.182,0.91,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,113,30,22,9,1,1517763600,0.004,0.91,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,113,30,22,9,1,1517778000,0.0,0.85,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,113,30,22,9,1,1517792400,0.0,0.79,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,113,30,22,9,1,1517803200,0.0,0.83,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,114,31,22,7,1,1517720400,0.0,0.35,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,114,31,22,7,1,1517734800,0.042,0.81,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,114,31,22,7,1,1517749200,0.184,0.91,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,114,31,22,7,1,1517763600,0.004,0.91,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,114,31,22,7,1,1517778000,0.0,0.86,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,114,31,22,7,1,1517792400,0.0,0.79,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,114,31,22,7,1,1517803200,0.0,0.84,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,115,32,22,7,13,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,115,32,22,7,13,1517734800,0.042,0.81,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,115,32,22,7,13,1517749200,0.185,0.92,1,0.9999940991401672
12,3,0,1,0,0,1,0,0,1,115,32,22,7,13,1517763600,0.004,0.92,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,115,32,22,7,13,1517778000,0.0,0.86,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,115,32,22,7,13,1517792400,0.0,0.8,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,115,32,22,7,13,1517803200,0.0,0.84,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,116,33,22,7,8,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,116,33,22,7,8,1517734800,0.04,0.81,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,116,33,22,7,8,1517749200,0.187,0.92,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,116,33,22,7,8,1517763600,0.004,0.92,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,116,33,22,7,8,1517778000,0.0,0.86,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,116,33,22,7,8,1517792400,0.0,0.8,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,116,33,22,7,8,1517803200,0.0,0.84,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,117,34,22,7,3,1517720400,0.0,0.35,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,117,34,22,7,3,1517734800,0.04,0.81,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,117,34,22,7,3,1517749200,0.188,0.91,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,117,34,22,7,3,1517763600,0.004,0.91,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,117,34,22,7,3,1517778000,0.0,0.86,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,117,34,22,7,3,1517792400,0.0,0.8,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,117,34,22,7,3,1517803200,0.0,0.84,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,118,7,21,7,1,1517720400,0.0,0.4,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,118,7,21,7,1,1517734800,0.052,0.86,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,118,7,21,7,1,1517749200,0.156,0.98,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,118,7,21,7,1,1517763600,0.007,0.97,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,118,7,21,7,1,1517778000,0.0,0.93,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,118,7,21,7,1,1517792400,0.0,0.84,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,118,7,21,7,1,1517803200,0.0,0.9,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,119,8,21,0,2,1517720400,0.0,0.37,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,119,8,21,0,2,1517734800,0.052,0.81,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,119,8,21,0,2,1517749200,0.157,0.91,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,119,8,21,0,2,1517763600,0.007,0.9,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,119,8,21,0,2,1517778000,0.0,0.86,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,119,8,21,0,2,1517792400,0.0,0.79,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,119,8,21,0,2,1517803200,0.0,0.84,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,120,9,21,7,4,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,120,9,21,7,4,1517734800,0.051,0.79,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,120,9,21,7,4,1517749200,0.159,0.89,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,120,9,21,7,4,1517763600,0.006,0.89,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,120,9,21,7,4,1517778000,0.0,0.85,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,120,9,21,7,4,1517792400,0.0,0.77,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,120,9,21,7,4,1517803200,0.0,0.83,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,121,10,21,7,3,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,121,10,21,7,3,1517734800,0.049,0.79,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,121,10,21,7,3,1517749200,0.159,0.89,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,121,10,21,7,3,1517763600,0.006,0.89,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,121,10,21,7,3,1517778000,0.0,0.85,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,121,10,21,7,3,1517792400,0.0,0.77,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,121,10,21,7,3,1517803200,0.0,0.82,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,122,11,21,2,1,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,122,11,21,2,1,1517734800,0.049,0.79,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,122,11,21,2,1,1517749200,0.16,0.89,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,122,11,21,2,1,1517763600,0.006,0.89,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,122,11,21,2,1,1517778000,0.0,0.85,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,122,11,21,2,1,1517792400,0.0,0.77,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,122,11,21,2,1,1517803200,0.0,0.82,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,123,12,21,7,4,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,123,12,21,7,4,1517734800,0.049,0.79,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,123,12,21,7,4,1517749200,0.161,0.89,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,123,12,21,7,4,1517763600,0.006,0.89,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,123,12,21,7,4,1517778000,0.0,0.84,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,123,12,21,7,4,1517792400,0.0,0.77,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,123,12,21,7,4,1517803200,0.0,0.82,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,124,13,21,2,6,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,124,13,21,2,6,1517734800,0.048,0.79,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,124,13,21,2,6,1517749200,0.163,0.89,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,124,13,21,2,6,1517763600,0.006,0.89,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,124,13,21,2,6,1517778000,0.0,0.85,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,124,13,21,2,6,1517792400,0.0,0.77,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,124,13,21,2,6,1517803200,0.0,0.82,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,125,14,21,2,19,1517720400,0.0,0.37,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,125,14,21,2,19,1517734800,0.048,0.79,1,0.9999940991401672
8,2,0,1,0,0,1,0,0,1,125,14,21,2,19,1517749200,0.164,0.9,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,125,14,21,2,19,1517763600,0.006,0.89,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,125,14,21,2,19,1517778000,0.0,0.85,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,125,14,21,2,19,1517792400,0.0,0.77,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,125,14,21,2,19,1517803200,0.0,0.83,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,126,15,21,2,28,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,126,15,21,2,28,1517734800,0.05,0.8,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,126,15,21,2,28,1517749200,0.166,0.9,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,126,15,21,2,28,1517763600,0.006,0.9,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,126,15,21,2,28,1517778000,0.0,0.85,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,126,15,21,2,28,1517792400,0.0,0.77,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,126,15,21,2,28,1517803200,0.0,0.83,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,127,16,21,2,17,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,127,16,21,2,17,1517734800,0.05,0.8,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,127,16,21,2,17,1517749200,0.167,0.9,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,127,16,21,2,17,1517763600,0.006,0.9,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,127,16,21,2,17,1517778000,0.0,0.85,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,127,16,21,2,17,1517792400,0.0,0.77,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,127,16,21,2,17,1517803200,0.0,0.83,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,128,17,21,7,14,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,128,17,21,7,14,1517734800,0.049,0.8,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,128,17,21,7,14,1517749200,0.169,0.9,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,128,17,21,7,14,1517763600,0.005,0.9,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,128,17,21,7,14,1517778000,0.0,0.85,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,128,17,21,7,14,1517792400,0.0,0.77,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,128,17,21,7,14,1517803200,0.0,0.83,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,129,18,21,7,16,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,129,18,21,7,16,1517734800,0.049,0.8,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,129,18,21,7,16,1517749200,0.17,0.9,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,129,18,21,7,16,1517763600,0.005,0.9,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,129,18,21,7,16,1517778000,0.0,0.85,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,129,18,21,7,16,1517792400,0.0,0.77,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,129,18,21,7,16,1517803200,0.0,0.83,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,130,19,21,7,19,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,130,19,21,7,19,1517734800,0.049,0.8,1,0.9999940991401672
8,2,0,1,0,0,1,0,0,1,130,19,21,7,19,1517749200,0.171,0.9,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,130,19,21,7,19,1517763600,0.005,0.9,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,130,19,21,7,19,1517778000,0.0,0.85,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,130,19,21,7,19,1517792400,0.0,0.77,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,130,19,21,7,19,1517803200,0.0,0.83,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,131,20,21,7,22,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,131,20,21,7,22,1517734800,0.046,0.8,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,131,20,21,7,22,1517749200,0.172,0.9,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,131,20,21,7,22,1517763600,0.005,0.9,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,131,20,21,7,22,1517778000,0.0,0.85,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,131,20,21,7,22,1517792400,0.0,0.77,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,131,20,21,7,22,1517803200,0.0,0.83,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,132,21,21,7,21,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,132,21,21,7,21,1517734800,0.044,0.81,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,132,21,21,7,21,1517749200,0.172,0.92,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,132,21,21,7,21,1517763600,0.005,0.92,1,0.9999940991401672
16,4,0,1,0,1,0,0,0,0,132,21,21,7,21,1517778000,0.0,0.86,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,132,21,21,7,21,1517792400,0.0,0.78,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,132,21,21,7,21,1517803200,0.0,0.84,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,133,22,21,7,20,1517720400,0.0,0.37,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,133,22,21,7,20,1517734800,0.044,0.82,1,0.9999940991401672
8,2,0,1,0,0,1,0,0,1,133,22,21,7,20,1517749200,0.173,0.93,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,133,22,21,7,20,1517763600,0.005,0.93,1,0.9999940991401672
16,4,0,1,0,1,0,0,0,0,133,22,21,7,20,1517778000,0.0,0.87,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,133,22,21,7,20,1517792400,0.0,0.8,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,133,22,21,7,20,1517803200,0.0,0.86,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,134,23,21,7,23,1517720400,0.0,0.37,1,0.9999940991401672
4,1,0,1,0,0,1,0,0,1,134,23,21,7,23,1517734800,0.044,0.81,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,134,23,21,7,23,1517749200,0.175,0.92,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,134,23,21,7,23,1517763600,0.005,0.92,1,0.9999940395355225
16,4,0,1,0,1,0,0,0,0,134,23,21,7,23,1517778000,0.0,0.87,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,134,23,21,7,23,1517792400,0.0,0.8,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,134,23,21,7,23,1517803200,0.0,0.85,1,0.9999940991401672
0,1,0,1,0,1,0,0,0,0,135,24,21,7,20,1517720400,0.0,0.37,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,135,24,21,7,20,1517734800,0.043,0.81,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,135,24,21,7,20,1517749200,0.176,0.92,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,135,24,21,7,20,1517763600,0.005,0.92,1,0.9999940991401672
16,4,0,1,0,1,0,0,0,0,135,24,21,7,20,1517778000,0.0,0.86,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,135,24,21,7,20,1517792400,0.0,0.79,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,135,24,21,7,20,1517803200,0.0,0.85,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,136,25,21,7,21,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,136,25,21,7,21,1517734800,0.043,0.8,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,136,25,21,7,21,1517749200,0.177,0.91,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,136,25,21,7,21,1517763600,0.004,0.91,1,0.9999940991401672
16,4,0,1,0,1,0,0,0,0,136,25,21,7,21,1517778000,0.0,0.86,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,136,25,21,7,21,1517792400,0.0,0.79,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,136,25,21,7,21,1517803200,0.0,0.84,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,137,26,21,7,21,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,137,26,21,7,21,1517734800,0.043,0.8,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,137,26,21,7,21,1517749200,0.178,0.91,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,137,26,21,7,21,1517763600,0.004,0.91,1,0.9999940991401672
16,4,0,1,0,1,0,0,0,0,137,26,21,7,21,1517778000,0.0,0.85,1,0.9999940395355225
20,1,0,1,0,1,0,0,0,0,137,26,21,7,21,1517792400,0.0,0.79,1,0.9999940395355225
23,1,0,1,0,1,0,0,0,0,137,26,21,7,21,1517803200,0.0,0.83,1,0.9999940395355225
0,1,0,1,0,1,0,0,0,0,138,27,21,7,21,1517720400,0.0,0.36,1,0.9999940395355225
4,1,0,1,0,0,1,0,0,1,138,27,21,7,21,1517734800,0.043,0.8,1,0.9999940395355225
8,2,0,1,0,0,1,0,0,1,138,27,21,7,21,1517749200,0.179,0.91,1,0.9999940395355225
12,3,0,1,0,0,1,0,0,1,138,27,21,7,21,1517763600,0.004,0.91,1,0.9999940395355225
