Hour,DayFrame,WeekDay,WeekEnd,Clear,Cloudy,Rain,Foggy,Snow,RainBefore,Grid_Block,Grid_Col,Grid_Row,Land_Use_Mode,Road_Count,Unix,precipIntensity,Prediction,Probability
8,2,0,1,0,0,1,0,0,1,372,33,15,7,3,1517749200,0.186,1,0.9999308586120605
12,3,0,1,0,0,1,0,0,1,372,33,15,7,3,1517763600,0.004,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,372,33,15,7,3,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,372,33,15,7,3,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,372,33,15,7,3,1517803200,0.0,1,0.999930739402771
0,1,0,1,0,1,0,0,0,0,373,34,15,7,6,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,373,34,15,7,6,1517734800,0.041,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,373,34,15,7,6,1517749200,0.187,1,0.999930739402771
12,3,0,1,0,0,1,0,0,1,373,34,15,7,6,1517763600,0.004,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,373,34,15,7,6,1517778000,0.0,1,0.999930739402771
20,1,0,1,0,1,0,0,0,0,373,34,15,7,6,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,373,34,15,7,6,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,374,35,15,7,4,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,374,35,15,7,4,1517734800,0.04,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,374,35,15,7,4,1517749200,0.188,1,0.9999307990074158
12,3,0,1,0,0,1,1,0,1,374,35,15,7,4,1517763600,0.004,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,374,35,15,7,4,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,374,35,15,7,4,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,374,35,15,7,4,1517803200,0.0,1,0.999930739402771
0,1,0,1,0,1,0,0,0,0,375,36,15,7,6,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,375,36,15,7,6,1517734800,0.04,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,375,36,15,7,6,1517749200,0.189,1,0.999930739402771
12,3,0,1,0,0,0,1,0,0,375,36,15,7,6,1517763600,0.003,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,375,36,15,7,6,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,375,36,15,7,6,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,375,36,15,7,6,1517803200,0.0,1,0.9999308586120605
0,1,0,1,0,1,0,0,0,0,376,37,15,7,11,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,376,37,15,7,11,1517734800,0.04,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,376,37,15,7,11,1517749200,0.19,1,0.9999307990074158
12,3,0,1,0,0,0,1,0,0,376,37,15,7,11,1517763600,0.003,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,376,37,15,7,11,1517778000,0.0,1,0.999930739402771
20,1,0,1,0,1,0,0,0,0,376,37,15,7,11,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,376,37,15,7,11,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,377,38,15,7,10,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,377,38,15,7,10,1517734800,0.04,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,377,38,15,7,10,1517749200,0.191,1,0.999930739402771
12,3,0,1,0,0,0,1,0,0,377,38,15,7,10,1517763600,0.003,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,377,38,15,7,10,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,377,38,15,7,10,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,377,38,15,7,10,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,378,39,15,7,7,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,378,39,15,7,7,1517734800,0.04,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,378,39,15,7,7,1517749200,0.193,1,0.9999307990074158
12,3,0,1,0,0,0,1,0,0,378,39,15,7,7,1517763600,0.003,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,378,39,15,7,7,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,378,39,15,7,7,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,378,39,15,7,7,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,379,40,15,7,15,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,379,40,15,7,15,1517734800,0.039,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,379,40,15,7,15,1517749200,0.194,1,0.9999307990074158
12,3,0,1,0,0,0,1,0,0,379,40,15,7,15,1517763600,0.003,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,379,40,15,7,15,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,379,40,15,7,15,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,379,40,15,7,15,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,380,41,15,7,15,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,380,41,15,7,15,1517734800,0.039,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,380,41,15,7,15,1517749200,0.195,1,0.999930739402771
12,3,0,1,0,0,0,1,0,0,380,41,15,7,15,1517763600,0.003,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,380,41,15,7,15,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,380,41,15,7,15,1517792400,0.0,1,0.9999308586120605
23,1,0,1,0,1,0,0,0,0,380,41,15,7,15,1517803200,0.0,1,0.999930739402771
0,1,0,1,0,1,0,0,0,0,381,42,15,7,4,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,381,42,15,7,4,1517734800,0.039,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,381,42,15,7,4,1517749200,0.197,1,0.9999308586120605
12,3,0,1,0,0,0,1,0,0,381,42,15,7,4,1517763600,0.003,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,381,42,15,7,4,1517778000,0.0,1,0.999930739402771
20,1,0,1,0,1,0,0,0,0,381,42,15,7,4,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,381,42,15,7,4,1517803200,0.0,1,0.999930739402771
0,1,0,1,0,1,0,0,0,0,382,43,15,0,2,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,382,43,15,0,2,1517734800,0.039,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,382,43,15,0,2,1517749200,0.199,1,0.9999308586120605
12,3,0,1,0,0,0,1,0,0,382,43,15,0,2,1517763600,0.003,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,382,43,15,0,2,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,382,43,15,0,2,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,382,43,15,0,2,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,383,44,15,0,2,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,383,44,15,0,2,1517734800,0.039,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,383,44,15,0,2,1517749200,0.2,1,0.999930739402771
12,3,0,1,0,0,0,1,0,0,383,44,15,0,2,1517763600,0.002,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,383,44,15,0,2,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,383,44,15,0,2,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,383,44,15,0,2,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,385,1,14,0,2,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,385,1,14,0,2,1517734800,0.055,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,385,1,14,0,2,1517749200,0.145,1,0.9999308586120605
12,3,0,1,0,0,1,0,0,1,385,1,14,0,2,1517763600,0.007,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,385,1,14,0,2,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,385,1,14,0,2,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,385,1,14,0,2,1517803200,0.0,1,0.999930739402771
0,1,0,1,0,1,0,0,0,0,386,2,14,0,1,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,386,2,14,0,1,1517734800,0.055,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,386,2,14,0,1,1517749200,0.146,1,0.9999307990074158
12,3,0,1,0,0,1,0,0,1,386,2,14,0,1,1517763600,0.007,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,386,2,14,0,1,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,386,2,14,0,1,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,386,2,14,0,1,1517803200,0.0,1,0.9999308586120605
0,1,0,1,0,1,0,0,0,0,387,3,14,0,1,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,387,3,14,0,1,1517734800,0.055,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,387,3,14,0,1,1517749200,0.147,1,0.999930739402771
12,3,0,1,0,0,1,0,0,1,387,3,14,0,1,1517763600,0.007,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,387,3,14,0,1,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,387,3,14,0,1,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,387,3,14,0,1,1517803200,0.0,1,0.9999308586120605
0,1,0,1,0,1,0,0,0,0,388,4,14,0,1,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,388,4,14,0,1,1517734800,0.054,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,388,4,14,0,1,1517749200,0.152,1,0.999930739402771
12,3,0,1,0,0,1,0,0,1,388,4,14,0,1,1517763600,0.007,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,388,4,14,0,1,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,388,4,14,0,1,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,388,4,14,0,1,1517803200,0.0,1,0.9999308586120605
0,1,0,1,0,1,0,0,0,0,389,5,14,7,4,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,389,5,14,7,4,1517734800,0.054,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,389,5,14,7,4,1517749200,0.152,1,0.999930739402771
12,3,0,1,0,0,1,0,0,1,389,5,14,7,4,1517763600,0.007,1,0.9999308586120605
16,4,0,1,0,1,0,0,0,0,389,5,14,7,4,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,389,5,14,7,4,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,389,5,14,7,4,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,390,6,14,7,10,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,390,6,14,7,10,1517734800,0.054,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,390,6,14,7,10,1517749200,0.155,1,0.999930739402771
12,3,0,1,0,0,1,0,0,1,390,6,14,7,10,1517763600,0.006,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,390,6,14,7,10,1517778000,0.0,1,0.9999308586120605
20,1,0,1,0,1,0,0,0,0,390,6,14,7,10,1517792400,0.0,1,0.9999308586120605
23,1,0,1,0,1,0,0,0,0,390,6,14,7,10,1517803200,0.0,1,0.999930739402771
0,1,0,1,0,1,0,0,0,0,391,7,14,0,5,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,391,7,14,0,5,1517734800,0.052,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,391,7,14,0,5,1517749200,0.158,1,0.999930739402771
12,3,0,1,0,0,1,0,0,1,391,7,14,0,5,1517763600,0.007,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,391,7,14,0,5,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,391,7,14,0,5,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,391,7,14,0,5,1517803200,0.0,1,0.999930739402771
0,1,0,1,0,1,0,0,0,0,392,8,14,7,5,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,392,8,14,7,5,1517734800,0.052,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,392,8,14,7,5,1517749200,0.158,1,0.9999307990074158
12,3,0,1,0,0,1,0,0,1,392,8,14,7,5,1517763600,0.007,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,392,8,14,7,5,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,392,8,14,7,5,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,392,8,14,7,5,1517803200,0.0,1,0.999930739402771
0,1,0,1,0,1,0,0,0,0,393,9,14,7,12,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,393,9,14,7,12,1517734800,0.05,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,393,9,14,7,12,1517749200,0.16,1,0.999930739402771
12,3,0,1,0,0,1,0,0,1,393,9,14,7,12,1517763600,0.006,1,0.9999308586120605
16,4,0,1,0,1,0,0,0,0,393,9,14,7,12,1517778000,0.0,1,0.999930739402771
20,1,0,1,0,1,0,0,0,0,393,9,14,7,12,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,393,9,14,7,12,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,394,10,14,0,3,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,394,10,14,0,3,1517734800,0.05,1,0.9999308586120605
8,2,0,1,0,0,1,0,0,1,394,10,14,0,3,1517749200,0.161,1,0.999930739402771
12,3,0,1,0,0,1,0,0,1,394,10,14,0,3,1517763600,0.006,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,394,10,14,0,3,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,394,10,14,0,3,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,394,10,14,0,3,1517803200,0.0,1,0.999930739402771
0,1,0,1,0,1,0,0,0,0,395,11,14,7,10,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,395,11,14,7,10,1517734800,0.05,1,0.9999308586120605
8,2,0,1,0,0,1,0,0,1,395,11,14,7,10,1517749200,0.162,1,0.9999307990074158
12,3,0,1,0,0,1,0,0,1,395,11,14,7,10,1517763600,0.006,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,395,11,14,7,10,1517778000,0.0,1,0.999930739402771
20,1,0,1,0,1,0,0,0,0,395,11,14,7,10,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,395,11,14,7,10,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,396,12,14,7,20,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,396,12,14,7,20,1517734800,0.05,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,396,12,14,7,20,1517749200,0.163,1,0.9999307990074158
12,3,0,1,0,0,1,0,0,1,396,12,14,7,20,1517763600,0.006,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,396,12,14,7,20,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,396,12,14,7,20,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,396,12,14,7,20,1517803200,0.0,1,0.999930739402771
0,1,0,1,0,1,0,0,0,0,397,13,14,7,7,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,397,13,14,7,7,1517734800,0.05,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,397,13,14,7,7,1517749200,0.163,1,0.9999308586120605
12,3,0,1,0,0,1,0,0,1,397,13,14,7,7,1517763600,0.006,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,397,13,14,7,7,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,397,13,14,7,7,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,397,13,14,7,7,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,398,14,14,7,12,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,398,14,14,7,12,1517734800,0.051,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,398,14,14,7,12,1517749200,0.165,1,0.999930739402771
12,3,0,1,0,0,1,0,0,1,398,14,14,7,12,1517763600,0.006,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,398,14,14,7,12,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,398,14,14,7,12,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,398,14,14,7,12,1517803200,0.0,1,0.9999308586120605
0,1,0,1,0,1,0,0,0,0,399,15,14,7,4,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,399,15,14,7,4,1517734800,0.051,1,0.9999308586120605
8,2,0,1,0,0,1,0,0,1,399,15,14,7,4,1517749200,0.166,1,0.999930739402771
12,3,0,1,0,0,1,0,0,1,399,15,14,7,4,1517763600,0.006,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,399,15,14,7,4,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,399,15,14,7,4,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,399,15,14,7,4,1517803200,0.0,1,0.999930739402771
0,1,0,1,0,1,0,0,0,0,401,17,14,5,3,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,401,17,14,5,3,1517734800,0.05,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,401,17,14,5,3,1517749200,0.168,1,0.9999307990074158
12,3,0,1,0,0,1,0,0,1,401,17,14,5,3,1517763600,0.005,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,401,17,14,5,3,1517778000,0.0,1,0.999930739402771
20,1,0,1,0,1,0,0,0,0,401,17,14,5,3,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,401,17,14,5,3,1517803200,0.0,1,0.9999308586120605
0,1,0,1,0,1,0,0,0,0,402,18,14,5,12,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,402,18,14,5,12,1517734800,0.05,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,402,18,14,5,12,1517749200,0.169,1,0.999930739402771
12,3,0,1,0,0,1,0,0,1,402,18,14,5,12,1517763600,0.005,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,402,18,14,5,12,1517778000,0.0,1,0.9999308586120605
20,1,0,1,0,1,0,0,0,0,402,18,14,5,12,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,402,18,14,5,12,1517803200,0.0,1,0.9999308586120605
0,1,0,1,0,1,0,0,0,0,403,19,14,7,12,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,403,19,14,7,12,1517734800,0.05,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,403,19,14,7,12,1517749200,0.17,1,0.999930739402771
12,3,0,1,0,0,1,0,0,1,403,19,14,7,12,1517763600,0.005,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,403,19,14,7,12,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,403,19,14,7,12,1517792400,0.0,1,0.9999308586120605
23,1,0,1,0,1,0,0,0,0,403,19,14,7,12,1517803200,0.0,1,0.999930739402771
0,1,0,1,0,1,0,0,0,0,404,20,14,7,16,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,404,20,14,7,16,1517734800,0.047,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,404,20,14,7,16,1517749200,0.173,1,0.9999307990074158
12,3,0,1,0,0,1,0,0,1,404,20,14,7,16,1517763600,0.005,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,404,20,14,7,16,1517778000,0.0,1,0.999930739402771
20,1,0,1,0,1,0,0,0,0,404,20,14,7,16,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,404,20,14,7,16,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,405,21,14,7,14,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,405,21,14,7,14,1517734800,0.047,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,405,21,14,7,14,1517749200,0.174,1,0.999930739402771
12,3,0,1,0,0,1,0,0,1,405,21,14,7,14,1517763600,0.005,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,405,21,14,7,14,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,405,21,14,7,14,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,405,21,14,7,14,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,406,22,14,7,10,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,406,22,14,7,10,1517734800,0.047,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,406,22,14,7,10,1517749200,0.175,1,0.9999307990074158
12,3,0,1,0,0,1,0,0,1,406,22,14,7,10,1517763600,0.005,1,0.9999308586120605
16,4,0,1,0,1,0,0,0,0,406,22,14,7,10,1517778000,0.0,1,0.999930739402771
20,1,0,1,0,1,0,0,0,0,406,22,14,7,10,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,406,22,14,7,10,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,407,23,14,7,8,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,407,23,14,7,8,1517734800,0.046,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,407,23,14,7,8,1517749200,0.176,1,0.999930739402771
12,3,0,1,0,0,1,0,0,1,407,23,14,7,8,1517763600,0.005,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,407,23,14,7,8,1517778000,0.0,1,0.999930739402771
20,1,0,1,0,1,0,0,0,0,407,23,14,7,8,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,407,23,14,7,8,1517803200,0.0,1,0.999930739402771
0,1,0,1,0,1,0,0,0,0,409,25,14,7,8,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,409,25,14,7,8,1517734800,0.044,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,409,25,14,7,8,1517749200,0.177,1,0.9999308586120605
12,3,0,1,0,0,1,0,0,1,409,25,14,7,8,1517763600,0.004,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,409,25,14,7,8,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,409,25,14,7,8,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,409,25,14,7,8,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,410,26,14,2,4,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,410,26,14,2,4,1517734800,0.044,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,410,26,14,2,4,1517749200,0.178,1,0.9999308586120605
12,3,0,1,0,0,1,0,0,1,410,26,14,2,4,1517763600,0.004,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,410,26,14,2,4,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,410,26,14,2,4,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,410,26,14,2,4,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,411,27,14,2,4,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,411,27,14,2,4,1517734800,0.044,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,411,27,14,2,4,1517749200,0.179,1,0.999930739402771
12,3,0,1,0,0,1,0,0,1,411,27,14,2,4,1517763600,0.004,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,411,27,14,2,4,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,411,27,14,2,4,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,411,27,14,2,4,1517803200,0.0,1,0.999930739402771
0,1,0,1,0,1,0,0,0,0,412,28,14,2,5,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,412,28,14,2,5,1517734800,0.043,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,412,28,14,2,5,1517749200,0.18,1,0.9999307990074158
12,3,0,1,0,0,1,1,0,1,412,28,14,2,5,1517763600,0.004,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,412,28,14,2,5,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,412,28,14,2,5,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,412,28,14,2,5,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,413,29,14,4,4,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,413,29,14,4,4,1517734800,0.042,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,413,29,14,4,4,1517749200,0.181,1,0.9999307990074158
12,3,0,1,0,0,0,1,0,0,413,29,14,4,4,1517763600,0.004,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,413,29,14,4,4,1517778000,0.0,1,0.999930739402771
20,1,0,1,0,1,0,0,0,0,413,29,14,4,4,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,413,29,14,4,4,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,414,30,14,7,10,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,414,30,14,7,10,1517734800,0.042,1,0.9999308586120605
8,2,0,1,0,0,1,0,0,1,414,30,14,7,10,1517749200,0.182,1,0.999930739402771
12,3,0,1,0,0,0,1,0,0,414,30,14,7,10,1517763600,0.004,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,414,30,14,7,10,1517778000,0.0,1,0.999930739402771
20,1,0,1,0,1,0,0,0,0,414,30,14,7,10,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,414,30,14,7,10,1517803200,0.0,1,0.999930739402771
0,1,0,1,0,1,0,0,0,0,415,31,14,7,13,1517720400,0.0,1,0.9999308586120605
4,1,0,1,0,0,1,0,0,1,415,31,14,7,13,1517734800,0.041,1,0.9999307990074158
