Hour,DayFrame,WeekDay,WeekEnd,Clear,Cloudy,Rain,Foggy,Snow,RainBefore,Grid_Block,Grid_Col,Grid_Row,Land_Use_Mode,Road_Count,Unix,precipIntensity,Prediction,Probability
12,3,0,1,0,0,1,0,0,1,229,19,18,7,18,1517763600,0.005,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,229,19,18,7,18,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,229,19,18,7,18,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,229,19,18,7,18,1517803200,0.0,1,0.999930739402771
0,1,0,1,0,1,0,0,0,0,230,20,18,7,23,1517720400,0.0,1,0.9999308586120605
4,1,0,1,0,0,1,0,0,1,230,20,18,7,23,1517734800,0.047,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,230,20,18,7,23,1517749200,0.172,1,0.9999307990074158
12,3,0,1,0,0,1,0,0,1,230,20,18,7,23,1517763600,0.005,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,230,20,18,7,23,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,230,20,18,7,23,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,230,20,18,7,23,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,231,21,18,7,8,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,231,21,18,7,8,1517734800,0.046,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,231,21,18,7,8,1517749200,0.173,1,0.999930739402771
12,3,0,1,0,0,1,0,0,1,231,21,18,7,8,1517763600,0.005,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,231,21,18,7,8,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,231,21,18,7,8,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,231,21,18,7,8,1517803200,0.0,1,0.9999308586120605
0,1,0,1,0,1,0,0,0,0,232,22,18,7,21,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,232,22,18,7,21,1517734800,0.044,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,232,22,18,7,21,1517749200,0.174,1,0.999930739402771
12,3,0,1,0,0,1,0,0,1,232,22,18,7,21,1517763600,0.005,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,232,22,18,7,21,1517778000,0.0,1,0.999930739402771
20,1,0,1,0,1,0,0,0,0,232,22,18,7,21,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,232,22,18,7,21,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,233,23,18,7,26,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,233,23,18,7,26,1517734800,0.044,1,0.9999308586120605
8,2,0,1,0,0,1,0,0,1,233,23,18,7,26,1517749200,0.175,1,0.9999307990074158
12,3,0,1,0,0,1,0,0,1,233,23,18,7,26,1517763600,0.005,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,233,23,18,7,26,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,233,23,18,7,26,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,233,23,18,7,26,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,234,24,18,7,14,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,234,24,18,7,14,1517734800,0.044,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,234,24,18,7,14,1517749200,0.176,1,0.9999307990074158
12,3,0,1,0,0,1,0,0,1,234,24,18,7,14,1517763600,0.005,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,234,24,18,7,14,1517778000,0.0,1,0.999930739402771
20,1,0,1,0,1,0,0,0,0,234,24,18,7,14,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,234,24,18,7,14,1517803200,0.0,1,0.999930739402771
0,1,0,1,0,1,0,0,0,0,235,25,18,7,18,1517720400,0.0,1,0.9999308586120605
4,1,0,1,0,0,1,0,0,1,235,25,18,7,18,1517734800,0.044,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,235,25,18,7,18,1517749200,0.177,1,0.9999307990074158
12,3,0,1,0,0,1,0,0,1,235,25,18,7,18,1517763600,0.004,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,235,25,18,7,18,1517778000,0.0,1,0.999930739402771
20,1,0,1,0,1,0,0,0,0,235,25,18,7,18,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,235,25,18,7,18,1517803200,0.0,1,0.999930739402771
0,1,0,1,0,1,0,0,0,0,236,26,18,7,7,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,236,26,18,7,7,1517734800,0.043,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,236,26,18,7,7,1517749200,0.178,1,0.9999307990074158
12,3,0,1,0,0,1,0,0,1,236,26,18,7,7,1517763600,0.004,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,236,26,18,7,7,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,236,26,18,7,7,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,236,26,18,7,7,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,237,27,18,2,1,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,237,27,18,2,1,1517734800,0.043,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,237,27,18,2,1,1517749200,0.179,1,0.999930739402771
12,3,0,1,0,0,1,0,0,1,237,27,18,2,1,1517763600,0.004,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,237,27,18,2,1,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,237,27,18,2,1,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,237,27,18,2,1,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,238,28,18,7,6,1517720400,0.0,1,0.9999308586120605
4,1,0,1,0,0,1,0,0,1,238,28,18,7,6,1517734800,0.043,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,238,28,18,7,6,1517749200,0.18,1,0.9999307990074158
12,3,0,1,0,0,1,0,0,1,238,28,18,7,6,1517763600,0.004,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,238,28,18,7,6,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,238,28,18,7,6,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,238,28,18,7,6,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,239,29,18,7,13,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,239,29,18,7,13,1517734800,0.042,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,239,29,18,7,13,1517749200,0.181,1,0.999930739402771
12,3,0,1,0,0,1,0,0,1,239,29,18,7,13,1517763600,0.004,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,239,29,18,7,13,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,239,29,18,7,13,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,239,29,18,7,13,1517803200,0.0,1,0.999930739402771
0,1,0,1,0,1,0,0,0,0,240,30,18,7,12,1517720400,0.0,1,0.9999308586120605
4,1,0,1,0,0,1,0,0,1,240,30,18,7,12,1517734800,0.041,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,240,30,18,7,12,1517749200,0.182,1,0.9999307990074158
12,3,0,1,0,0,0,1,0,0,240,30,18,7,12,1517763600,0.004,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,240,30,18,7,12,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,240,30,18,7,12,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,240,30,18,7,12,1517803200,0.0,1,0.999930739402771
0,1,0,1,0,1,0,0,0,0,241,31,18,7,11,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,241,31,18,7,11,1517734800,0.041,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,241,31,18,7,11,1517749200,0.183,1,0.9999307990074158
12,3,0,1,0,0,0,1,0,0,241,31,18,7,11,1517763600,0.004,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,241,31,18,7,11,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,241,31,18,7,11,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,241,31,18,7,11,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,242,32,18,7,17,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,242,32,18,7,17,1517734800,0.041,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,242,32,18,7,17,1517749200,0.185,1,0.9999307990074158
12,3,0,1,0,0,1,0,0,1,242,32,18,7,17,1517763600,0.004,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,242,32,18,7,17,1517778000,0.0,1,0.999930739402771
20,1,0,1,0,1,0,0,0,0,242,32,18,7,17,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,242,32,18,7,17,1517803200,0.0,1,0.999930739402771
0,1,0,1,0,1,0,0,0,0,243,33,18,7,12,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,243,33,18,7,12,1517734800,0.04,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,243,33,18,7,12,1517749200,0.186,1,0.999930739402771
12,3,0,1,0,0,1,0,0,1,243,33,18,7,12,1517763600,0.004,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,243,33,18,7,12,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,243,33,18,7,12,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,243,33,18,7,12,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,244,34,18,7,14,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,244,34,18,7,14,1517734800,0.04,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,244,34,18,7,14,1517749200,0.187,1,0.999930739402771
12,3,0,1,0,0,1,0,0,1,244,34,18,7,14,1517763600,0.004,1,0.9999308586120605
16,4,0,1,0,1,0,0,0,0,244,34,18,7,14,1517778000,0.0,1,0.9999308586120605
20,1,0,1,0,1,0,0,0,0,244,34,18,7,14,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,244,34,18,7,14,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,245,35,18,2,3,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,245,35,18,2,3,1517734800,0.04,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,245,35,18,2,3,1517749200,0.188,1,0.9999307990074158
12,3,0,1,0,0,1,1,0,1,245,35,18,2,3,1517763600,0.004,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,245,35,18,2,3,1517778000,0.0,1,0.999930739402771
20,1,0,1,0,1,0,0,0,0,245,35,18,2,3,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,245,35,18,2,3,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,246,36,18,7,3,1517720400,0.0,1,0.9999308586120605
4,1,0,1,0,0,1,0,0,1,246,36,18,7,3,1517734800,0.04,1,0.9999308586120605
8,2,0,1,0,0,1,0,0,1,246,36,18,7,3,1517749200,0.19,1,0.9999307990074158
12,3,0,1,0,0,0,1,0,0,246,36,18,7,3,1517763600,0.003,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,246,36,18,7,3,1517778000,0.0,1,0.999930739402771
20,1,0,1,0,1,0,0,0,0,246,36,18,7,3,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,246,36,18,7,3,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,247,37,18,7,7,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,247,37,18,7,7,1517734800,0.04,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,247,37,18,7,7,1517749200,0.191,1,0.9999307990074158
12,3,0,1,0,0,0,1,0,0,247,37,18,7,7,1517763600,0.003,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,247,37,18,7,7,1517778000,0.0,1,0.999930739402771
20,1,0,1,0,1,0,0,0,0,247,37,18,7,7,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,247,37,18,7,7,1517803200,0.0,1,0.999930739402771
0,1,0,1,0,1,0,0,0,0,248,38,18,4,6,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,248,38,18,4,6,1517734800,0.04,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,248,38,18,4,6,1517749200,0.192,1,0.9999307990074158
12,3,0,1,0,0,0,1,0,0,248,38,18,4,6,1517763600,0.003,1,0.9999308586120605
16,4,0,1,0,1,0,0,0,0,248,38,18,4,6,1517778000,0.0,1,0.9999308586120605
20,1,0,1,0,1,0,0,0,0,248,38,18,4,6,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,248,38,18,4,6,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,249,39,18,7,6,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,249,39,18,7,6,1517734800,0.039,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,249,39,18,7,6,1517749200,0.193,1,0.999930739402771
12,3,0,1,0,0,0,1,0,0,249,39,18,7,6,1517763600,0.003,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,249,39,18,7,6,1517778000,0.0,1,0.9999308586120605
20,1,0,1,0,1,0,0,0,0,249,39,18,7,6,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,249,39,18,7,6,1517803200,0.0,1,0.999930739402771
0,1,0,1,0,1,0,0,0,0,250,40,18,7,9,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,250,40,18,7,9,1517734800,0.039,1,0.9999308586120605
8,2,0,1,0,0,1,0,0,1,250,40,18,7,9,1517749200,0.194,1,0.999930739402771
12,3,0,1,0,0,0,1,0,0,250,40,18,7,9,1517763600,0.003,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,250,40,18,7,9,1517778000,0.0,1,0.9999308586120605
20,1,0,1,0,1,0,0,0,0,250,40,18,7,9,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,250,40,18,7,9,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,251,41,18,7,9,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,251,41,18,7,9,1517734800,0.039,1,0.9999308586120605
8,2,0,1,0,0,1,0,0,1,251,41,18,7,9,1517749200,0.195,1,0.999930739402771
12,3,0,1,0,0,0,1,0,0,251,41,18,7,9,1517763600,0.003,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,251,41,18,7,9,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,251,41,18,7,9,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,251,41,18,7,9,1517803200,0.0,1,0.999930739402771
0,1,0,1,0,1,0,0,0,0,252,42,18,7,5,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,252,42,18,7,5,1517734800,0.039,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,252,42,18,7,5,1517749200,0.197,1,0.9999307990074158
12,3,0,1,0,0,0,1,0,0,252,42,18,7,5,1517763600,0.003,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,252,42,18,7,5,1517778000,0.0,1,0.9999308586120605
20,1,0,1,0,1,0,0,0,0,252,42,18,7,5,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,252,42,18,7,5,1517803200,0.0,1,0.999930739402771
0,1,0,1,0,1,0,0,0,0,253,43,18,7,3,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,253,43,18,7,3,1517734800,0.039,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,253,43,18,7,3,1517749200,0.198,1,0.999930739402771
12,3,0,1,0,0,0,1,0,0,253,43,18,7,3,1517763600,0.003,1,0.9999308586120605
16,4,0,1,0,1,0,0,0,0,253,43,18,7,3,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,253,43,18,7,3,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,253,43,18,7,3,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,254,44,18,0,2,1517720400,0.0,1,0.9999308586120605
4,1,0,1,0,0,1,0,0,1,254,44,18,0,2,1517734800,0.038,1,0.9999308586120605
8,2,0,1,0,0,1,0,0,1,254,44,18,0,2,1517749200,0.2,1,0.9999307990074158
12,3,0,1,0,0,0,1,0,0,254,44,18,0,2,1517763600,0.002,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,254,44,18,0,2,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,254,44,18,0,2,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,254,44,18,0,2,1517803200,0.0,1,0.999930739402771
0,1,0,1,0,1,0,0,0,0,255,6,17,7,1,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,255,6,17,7,1,1517734800,0.053,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,255,6,17,7,1,1517749200,0.155,1,0.9999307990074158
12,3,0,1,0,0,1,0,0,1,255,6,17,7,1,1517763600,0.006,1,0.9999308586120605
16,4,0,1,0,1,0,0,0,0,255,6,17,7,1,1517778000,0.0,1,0.9999308586120605
20,1,0,1,0,1,0,0,0,0,255,6,17,7,1,1517792400,0.0,1,0.9999308586120605
23,1,0,1,0,1,0,0,0,0,255,6,17,7,1,1517803200,0.0,1,0.9999308586120605
0,1,0,1,0,1,0,0,0,0,256,7,17,7,1,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,256,7,17,7,1,1517734800,0.052,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,256,7,17,7,1,1517749200,0.158,1,0.9999307990074158
12,3,0,1,0,0,1,0,0,1,256,7,17,7,1,1517763600,0.007,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,256,7,17,7,1,1517778000,0.0,1,0.9999308586120605
20,1,0,1,0,1,0,0,0,0,256,7,17,7,1,1517792400,0.0,1,0.9999308586120605
23,1,0,1,0,1,0,0,0,0,256,7,17,7,1,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,258,9,17,7,1,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,258,9,17,7,1,1517734800,0.052,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,258,9,17,7,1,1517749200,0.159,1,0.999930739402771
12,3,0,1,0,0,1,0,0,1,258,9,17,7,1,1517763600,0.006,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,258,9,17,7,1,1517778000,0.0,1,0.9999308586120605
20,1,0,1,0,1,0,0,0,0,258,9,17,7,1,1517792400,0.0,1,0.9999308586120605
23,1,0,1,0,1,0,0,0,0,258,9,17,7,1,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,259,10,17,7,3,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,259,10,17,7,3,1517734800,0.052,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,259,10,17,7,3,1517749200,0.16,1,0.999930739402771
12,3,0,1,0,0,1,0,0,1,259,10,17,7,3,1517763600,0.006,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,259,10,17,7,3,1517778000,0.0,1,0.999930739402771
20,1,0,1,0,1,0,0,0,0,259,10,17,7,3,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,259,10,17,7,3,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,260,11,17,2,10,1517720400,0.0,1,0.9999308586120605
4,1,0,1,0,0,1,0,0,1,260,11,17,2,10,1517734800,0.05,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,260,11,17,2,10,1517749200,0.162,1,0.9999308586120605
12,3,0,1,0,0,1,0,0,1,260,11,17,2,10,1517763600,0.006,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,260,11,17,2,10,1517778000,0.0,1,0.999930739402771
20,1,0,1,0,1,0,0,0,0,260,11,17,2,10,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,260,11,17,2,10,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,261,12,17,7,9,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,261,12,17,7,9,1517734800,0.049,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,261,12,17,7,9,1517749200,0.162,1,0.9999307990074158
12,3,0,1,0,0,1,0,0,1,261,12,17,7,9,1517763600,0.006,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,261,12,17,7,9,1517778000,0.0,1,0.999930739402771
20,1,0,1,0,1,0,0,0,0,261,12,17,7,9,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,261,12,17,7,9,1517803200,0.0,1,0.9999308586120605
0,1,0,1,0,1,0,0,0,0,262,13,17,7,24,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,262,13,17,7,24,1517734800,0.051,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,262,13,17,7,24,1517749200,0.164,1,0.9999307990074158
12,3,0,1,0,0,1,0,0,1,262,13,17,7,24,1517763600,0.006,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,262,13,17,7,24,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,262,13,17,7,24,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,262,13,17,7,24,1517803200,0.0,1,0.999930739402771
0,1,0,1,0,1,0,0,0,0,263,14,17,7,26,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,263,14,17,7,26,1517734800,0.05,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,263,14,17,7,26,1517749200,0.165,1,0.9999307990074158
12,3,0,1,0,0,1,0,0,1,263,14,17,7,26,1517763600,0.006,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,263,14,17,7,26,1517778000,0.0,1,0.999930739402771
20,1,0,1,0,1,0,0,0,0,263,14,17,7,26,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,263,14,17,7,26,1517803200,0.0,1,0.999930739402771
0,1,0,1,0,1,0,0,0,0,264,15,17,7,32,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,264,15,17,7,32,1517734800,0.05,1,0.999930739402771
8,2,0,1,0,0,1,0,0,1,264,15,17,7,32,1517749200,0.166,1,0.9999307990074158
12,3,0,1,0,0,1,0,0,1,264,15,17,7,32,1517763600,0.006,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,264,15,17,7,32,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,264,15,17,7,32,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,264,15,17,7,32,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,265,16,17,7,20,1517720400,0.0,1,0.9999307990074158
4,1,0,1,0,0,1,0,0,1,265,16,17,7,20,1517734800,0.05,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,265,16,17,7,20,1517749200,0.167,1,0.9999307990074158
12,3,0,1,0,0,1,0,0,1,265,16,17,7,20,1517763600,0.006,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,265,16,17,7,20,1517778000,0.0,1,0.9999308586120605
20,1,0,1,0,1,0,0,0,0,265,16,17,7,20,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,265,16,17,7,20,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,266,17,17,7,1,1517720400,0.0,1,0.9999308586120605
4,1,0,1,0,0,1,0,0,1,266,17,17,7,1,1517734800,0.05,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,266,17,17,7,1,1517749200,0.168,1,0.9999308586120605
12,3,0,1,0,0,1,0,0,1,266,17,17,7,1,1517763600,0.005,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,266,17,17,7,1,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,266,17,17,7,1,1517792400,0.0,1,0.9999308586120605
23,1,0,1,0,1,0,0,0,0,266,17,17,7,1,1517803200,0.0,1,0.999930739402771
0,1,0,1,0,1,0,0,0,0,267,18,17,5,4,1517720400,0.0,1,0.9999308586120605
4,1,0,1,0,0,1,0,0,1,267,18,17,5,4,1517734800,0.05,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,267,18,17,5,4,1517749200,0.169,1,0.999930739402771
12,3,0,1,0,0,1,0,0,1,267,18,17,5,4,1517763600,0.005,1,0.9999307990074158
16,4,0,1,0,1,0,0,0,0,267,18,17,5,4,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,267,18,17,5,4,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,267,18,17,5,4,1517803200,0.0,1,0.9999308586120605
0,1,0,1,0,1,0,0,0,0,268,19,17,7,17,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,268,19,17,7,17,1517734800,0.049,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,268,19,17,7,17,1517749200,0.171,1,0.9999307990074158
12,3,0,1,0,0,1,0,0,1,268,19,17,7,17,1517763600,0.005,1,0.999930739402771
16,4,0,1,0,1,0,0,0,0,268,19,17,7,17,1517778000,0.0,1,0.999930739402771
20,1,0,1,0,1,0,0,0,0,268,19,17,7,17,1517792400,0.0,1,0.9999307990074158
23,1,0,1,0,1,0,0,0,0,268,19,17,7,17,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,269,20,17,7,22,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,269,20,17,7,22,1517734800,0.047,1,0.9999307990074158
8,2,0,1,0,0,1,0,0,1,269,20,17,7,22,1517749200,0.172,1,0.999930739402771
12,3,0,1,0,0,1,0,0,1,269,20,17,7,22,1517763600,0.005,1,0.9999308586120605
16,4,0,1,0,1,0,0,0,0,269,20,17,7,22,1517778000,0.0,1,0.9999307990074158
20,1,0,1,0,1,0,0,0,0,269,20,17,7,22,1517792400,0.0,1,0.999930739402771
23,1,0,1,0,1,0,0,0,0,269,20,17,7,22,1517803200,0.0,1,0.9999307990074158
0,1,0,1,0,1,0,0,0,0,270,21,17,7,14,1517720400,0.0,1,0.999930739402771
4,1,0,1,0,0,1,0,0,1,270,21,17,7,14,1517734800,0.046,1,0.999930739402771
