Hour,DayFrame,WeekDay,WeekEnd,Clear,Cloudy,Rain,Foggy,Snow,RainBefore,Grid_Block,Grid_Col,Grid_Row,Highway,Land_Use_Mode,Road_Count,Unix,precipIntensity,Prediction,Probability
4,1,0,1,0,0,1,0,0,1,473,44,13,0,0,1,1517734800,0.039,1,0.9996426105499268
8,2,0,1,0,0,1,0,0,1,473,44,13,0,0,1,1517749200,0.199,1,0.9996426105499268
12,3,0,1,0,0,0,1,0,0,473,44,13,0,0,1,1517763600,0.002,1,0.9996427297592163
16,4,0,1,0,1,0,0,0,0,473,44,13,0,0,1,1517778000,0.0,1,0.9996426105499268
20,1,0,1,0,1,0,0,0,0,473,44,13,0,0,1,1517792400,0.0,1,0.9996427297592163
23,1,0,1,0,1,0,0,0,0,473,44,13,0,0,1,1517803200,0.0,1,0.9996427297592163
0,1,0,1,0,1,0,0,0,0,474,45,13,0,0,1,1517720400,0.0,1,0.9996427297592163
4,1,0,1,0,0,1,0,0,1,474,45,13,0,0,1,1517734800,0.039,1,0.9996426105499268
8,2,0,1,0,0,1,0,0,1,474,45,13,0,0,1,1517749200,0.201,1,0.9996426105499268
12,3,0,1,0,0,0,1,0,0,474,45,13,0,0,1,1517763600,0.002,1,0.9996427297592163
16,4,0,1,0,1,0,0,0,0,474,45,13,0,0,1,1517778000,0.0,1,0.9996427297592163
20,1,0,1,0,1,0,0,0,0,474,45,13,0,0,1,1517792400,0.0,1,0.9996427297592163
23,1,0,1,0,1,0,0,0,0,474,45,13,0,0,1,1517803200,0.0,1,0.9996427297592163
0,1,0,1,0,1,0,0,0,0,478,4,12,0,7,9,1517720400,0.0,0,0.0003587305545806885
4,1,0,1,0,0,1,0,0,1,478,4,12,0,7,9,1517734800,0.055,0,0.00035834312438964844
8,2,0,1,0,0,1,0,0,1,478,4,12,0,7,9,1517749200,0.146,0,0.0003581047058105469
12,3,0,1,0,0,1,0,0,1,478,4,12,0,7,9,1517763600,0.007,0,0.0003586709499359131
16,4,0,1,0,1,0,0,0,0,478,4,12,0,7,9,1517778000,0.0,0,0.0003587305545806885
20,1,0,1,0,1,0,0,0,0,478,4,12,0,7,9,1517792400,0.0,0,0.00035876035690307617
23,1,0,1,0,1,0,0,0,0,478,4,12,0,7,9,1517803200,0.0,0,0.00035881996154785156
0,1,0,1,0,1,0,0,0,0,479,5,12,0,7,15,1517720400,0.0,0,0.000359952449798584
4,1,0,1,0,0,1,0,0,1,479,5,12,0,7,15,1517734800,0.054,0,0.0003593862056732178
8,2,0,1,0,0,1,0,0,1,479,5,12,0,7,15,1517749200,0.147,0,0.0003586113452911377
12,3,0,1,0,0,1,0,0,1,479,5,12,0,7,15,1517763600,0.007,0,0.0003598332405090332
16,4,0,1,0,1,0,0,0,0,479,5,12,0,7,15,1517778000,0.0,0,0.00036004185676574707
20,1,0,1,0,1,0,0,0,0,479,5,12,0,7,15,1517792400,0.0,0,0.00036007165908813477
23,1,0,1,0,1,0,0,0,0,479,5,12,0,7,15,1517803200,0.0,0,0.0003600120544433594
0,1,0,1,0,1,0,0,0,0,480,6,12,0,7,20,1517720400,0.0,0,0.0003624856472015381
4,1,0,1,0,0,1,0,0,1,480,6,12,0,7,20,1517734800,0.054,0,0.0003609955310821533
8,2,0,1,0,0,1,0,0,1,480,6,12,0,7,20,1517749200,0.153,0,0.00035947561264038086
12,3,0,1,0,0,1,0,0,1,480,6,12,0,7,20,1517763600,0.007,0,0.0003623068332672119
16,4,0,1,0,1,0,0,0,0,480,6,12,0,7,20,1517778000,0.0,0,0.00036269426345825195
20,1,0,1,0,1,0,0,0,0,480,6,12,0,7,20,1517792400,0.0,0,0.00036266446113586426
23,1,0,1,0,1,0,0,0,0,480,6,12,0,7,20,1517803200,0.0,0,0.00036272406578063965
0,1,0,1,0,1,0,0,0,0,481,7,12,0,7,12,1517720400,0.0,0,0.0003590881824493408
4,1,0,1,0,0,1,0,0,1,481,7,12,0,7,12,1517734800,0.053,0,0.00035876035690307617
8,2,0,1,0,0,1,0,0,1,481,7,12,0,7,12,1517749200,0.158,0,0.00035828351974487305
12,3,0,1,0,0,1,0,0,1,481,7,12,0,7,12,1517763600,0.006,0,0.0003591477870941162
16,4,0,1,0,1,0,0,0,0,481,7,12,0,7,12,1517778000,0.0,0,0.0003591477870941162
20,1,0,1,0,1,0,0,0,0,481,7,12,0,7,12,1517792400,0.0,0,0.0003592371940612793
23,1,0,1,0,1,0,0,0,0,481,7,12,0,7,12,1517803200,0.0,0,0.0003592371940612793
0,1,0,1,0,1,0,0,0,0,482,8,12,0,0,2,1517720400,0.0,1,0.9996427297592163
4,1,0,1,0,0,1,0,0,1,482,8,12,0,0,2,1517734800,0.051,1,0.9996427297592163
8,2,0,1,0,0,1,0,0,1,482,8,12,0,0,2,1517749200,0.159,1,0.9996426105499268
12,3,0,1,0,0,1,0,0,1,482,8,12,0,0,2,1517763600,0.006,1,0.9996427297592163
16,4,0,1,0,1,0,0,0,0,482,8,12,0,0,2,1517778000,0.0,1,0.9996427297592163
20,1,0,1,0,1,0,0,0,0,482,8,12,0,0,2,1517792400,0.0,1,0.9996427297592163
23,1,0,1,0,1,0,0,0,0,482,8,12,0,0,2,1517803200,0.0,1,0.9996427297592163
0,1,0,1,0,1,0,0,0,0,483,9,12,0,7,4,1517720400,0.0,0,0.00035819411277770996
4,1,0,1,0,0,1,0,0,1,483,9,12,0,7,4,1517734800,0.051,0,0.0003580451011657715
8,2,0,1,0,0,1,0,0,1,483,9,12,0,7,4,1517749200,0.16,0,0.0003578364849090576
12,3,0,1,0,0,1,0,0,1,483,9,12,0,7,4,1517763600,0.006,0,0.00035813450813293457
16,4,0,1,0,1,0,0,0,0,483,9,12,0,7,4,1517778000,0.0,0,0.00035825371742248535
20,1,0,1,0,1,0,0,0,0,483,9,12,0,7,4,1517792400,0.0,0,0.00035813450813293457
23,1,0,1,0,1,0,0,0,0,483,9,12,0,7,4,1517803200,0.0,0,0.00035825371742248535
0,1,0,1,0,1,0,0,0,0,484,10,12,0,7,8,1517720400,0.0,0,0.0003584921360015869
4,1,0,1,0,0,1,0,0,1,484,10,12,0,7,8,1517734800,0.05,0,0.00035831332206726074
8,2,0,1,0,0,1,0,0,1,484,10,12,0,7,8,1517749200,0.161,0,0.0003580152988433838
12,3,0,1,0,0,1,0,0,1,484,10,12,0,7,8,1517763600,0.006,0,0.0003584921360015869
16,4,0,1,0,1,0,0,0,0,484,10,12,0,7,8,1517778000,0.0,0,0.00035858154296875
20,1,0,1,0,1,0,0,0,0,484,10,12,0,7,8,1517792400,0.0,0,0.00035858154296875
23,1,0,1,0,1,0,0,0,0,484,10,12,0,7,8,1517803200,0.0,0,0.0003586411476135254
0,1,0,1,0,1,0,0,0,0,485,11,12,1,7,4,1517720400,0.0,0,0.00035753846168518066
4,1,0,1,0,0,1,0,0,1,485,11,12,1,7,4,1517734800,0.05,0,0.00035753846168518066
8,2,0,1,0,0,1,0,0,1,485,11,12,1,7,4,1517749200,0.162,0,0.00035753846168518066
12,3,0,1,0,0,1,0,0,1,485,11,12,1,7,4,1517763600,0.006,0,0.0003574788570404053
16,4,0,1,0,1,0,0,0,0,485,11,12,1,7,4,1517778000,0.0,0,0.00035753846168518066
20,1,0,1,0,1,0,0,0,0,485,11,12,1,7,4,1517792400,0.0,0,0.0003574788570404053
23,1,0,1,0,1,0,0,0,0,485,11,12,1,7,4,1517803200,0.0,0,0.00035759806632995605
0,1,0,1,0,1,0,0,0,0,486,12,12,0,7,15,1517720400,0.0,0,0.000359952449798584
4,1,0,1,0,0,1,0,0,1,486,12,12,0,7,15,1517734800,0.05,0,0.0003593266010284424
8,2,0,1,0,0,1,0,0,1,486,12,12,0,7,15,1517749200,0.163,0,0.00035858154296875
12,3,0,1,0,0,1,0,0,1,486,12,12,0,7,15,1517763600,0.006,0,0.0003598034381866455
16,4,0,1,0,1,0,0,0,0,486,12,12,0,7,15,1517778000,0.0,0,0.0003599822521209717
20,1,0,1,0,1,0,0,0,0,486,12,12,0,7,15,1517792400,0.0,0,0.0003599226474761963
23,1,0,1,0,1,0,0,0,0,486,12,12,0,7,15,1517803200,0.0,0,0.0003599822521209717
0,1,0,1,0,1,0,0,0,0,487,13,12,0,7,14,1517720400,0.0,0,0.00035947561264038086
4,1,0,1,0,0,1,0,0,1,487,13,12,0,7,14,1517734800,0.05,0,0.0003590583801269531
8,2,0,1,0,0,1,0,0,1,487,13,12,0,7,14,1517749200,0.164,0,0.00035840272903442383
12,3,0,1,0,0,1,0,0,1,487,13,12,0,7,14,1517763600,0.006,0,0.00035947561264038086
16,4,0,1,0,1,0,0,0,0,487,13,12,0,7,14,1517778000,0.0,0,0.00035962462425231934
20,1,0,1,0,1,0,0,0,0,487,13,12,0,7,14,1517792400,0.0,0,0.0003596842288970947
23,1,0,1,0,1,0,0,0,0,487,13,12,0,7,14,1517803200,0.0,0,0.00035962462425231934
0,1,0,1,0,1,0,0,0,0,488,14,12,0,7,11,1517720400,0.0,0,0.00035893917083740234
4,1,0,1,0,0,1,0,0,1,488,14,12,0,7,11,1517734800,0.05,0,0.00035858154296875
8,2,0,1,0,0,1,0,0,1,488,14,12,0,7,11,1517749200,0.166,0,0.00035819411277770996
12,3,0,1,0,0,1,0,0,1,488,14,12,0,7,11,1517763600,0.005,0,0.00035881996154785156
16,4,0,1,0,1,0,0,0,0,488,14,12,0,7,11,1517778000,0.0,0,0.00035896897315979004
20,1,0,1,0,1,0,0,0,0,488,14,12,0,7,11,1517792400,0.0,0,0.00035896897315979004
23,1,0,1,0,1,0,0,0,0,488,14,12,0,7,11,1517803200,0.0,0,0.00035902857780456543
0,1,0,1,0,1,0,0,0,0,489,15,12,0,7,14,1517720400,0.0,0,0.00035953521728515625
4,1,0,1,0,0,1,0,0,1,489,15,12,0,7,14,1517734800,0.051,0,0.0003590583801269531
8,2,0,1,0,0,1,0,0,1,489,15,12,0,7,14,1517749200,0.166,0,0.00035840272903442383
12,3,0,1,0,0,1,0,0,1,489,15,12,0,7,14,1517763600,0.006,0,0.00035950541496276855
16,4,0,1,0,1,0,0,0,0,489,15,12,0,7,14,1517778000,0.0,0,0.00035962462425231934
20,1,0,1,0,1,0,0,0,0,489,15,12,0,7,14,1517792400,0.0,0,0.00035962462425231934
23,1,0,1,0,1,0,0,0,0,489,15,12,0,7,14,1517803200,0.0,0,0.0003596842288970947
0,1,0,1,0,1,0,0,0,0,490,16,12,0,7,6,1517720400,0.0,0,0.00035831332206726074
4,1,0,1,0,0,1,0,0,1,490,16,12,0,7,6,1517734800,0.051,0,0.0003580749034881592
8,2,0,1,0,0,1,0,0,1,490,16,12,0,7,6,1517749200,0.167,0,0.0003579854965209961
12,3,0,1,0,0,1,0,0,1,490,16,12,0,7,6,1517763600,0.006,0,0.00035831332206726074
16,4,0,1,0,1,0,0,0,0,490,16,12,0,7,6,1517778000,0.0,0,0.00035837292671203613
20,1,0,1,0,1,0,0,0,0,490,16,12,0,7,6,1517792400,0.0,0,0.00035825371742248535
23,1,0,1,0,1,0,0,0,0,490,16,12,0,7,6,1517803200,0.0,0,0.00035831332206726074
0,1,0,1,0,1,0,0,0,0,492,18,12,0,5,4,1517720400,0.0,0,0.00038871169090270996
4,1,0,1,0,0,1,0,0,1,492,18,12,0,5,4,1517734800,0.05,0,0.00037744641304016113
8,2,0,1,0,0,1,0,0,1,492,18,12,0,5,4,1517749200,0.169,0,0.00036525726318359375
12,3,0,1,0,0,1,0,0,1,492,18,12,0,5,4,1517763600,0.005,0,0.00039002299308776855
16,4,0,1,0,1,0,0,0,0,492,18,12,0,5,4,1517778000,0.0,0,0.0003910064697265625
20,1,0,1,0,1,0,0,0,0,492,18,12,0,5,4,1517792400,0.0,0,0.0003916919231414795
23,1,0,1,0,1,0,0,0,0,492,18,12,0,5,4,1517803200,0.0,0,0.0003921985626220703
0,1,0,1,0,1,0,0,0,0,493,19,12,0,5,2,1517720400,0.0,0,0.00037744641304016113
4,1,0,1,0,0,1,0,0,1,493,19,12,0,5,2,1517734800,0.05,0,0.0003708004951477051
8,2,0,1,0,0,1,0,0,1,493,19,12,0,5,2,1517749200,0.17,0,0.000363081693649292
12,3,0,1,0,0,1,0,0,1,493,19,12,0,5,2,1517763600,0.005,0,0.0003781914710998535
16,4,0,1,0,1,0,0,0,0,493,19,12,0,5,2,1517778000,0.0,0,0.00037869811058044434
20,1,0,1,0,1,0,0,0,0,493,19,12,0,5,2,1517792400,0.0,0,0.0003790855407714844
23,1,0,1,0,1,0,0,0,0,493,19,12,0,5,2,1517803200,0.0,0,0.00037938356399536133
0,1,0,1,0,1,0,0,0,0,494,20,12,0,7,2,1517720400,0.0,0,0.0003580749034881592
4,1,0,1,0,0,1,0,0,1,494,20,12,0,7,2,1517734800,0.047,0,0.0003579854965209961
8,2,0,1,0,0,1,0,0,1,494,20,12,0,7,2,1517749200,0.172,0,0.0003578066825866699
12,3,0,1,0,0,1,0,0,1,494,20,12,0,7,2,1517763600,0.005,0,0.0003580749034881592
16,4,0,1,0,1,0,0,0,0,494,20,12,0,7,2,1517778000,0.0,0,0.0003581047058105469
20,1,0,1,0,1,0,0,0,0,494,20,12,0,7,2,1517792400,0.0,0,0.0003580451011657715
23,1,0,1,0,1,0,0,0,0,494,20,12,0,7,2,1517803200,0.0,0,0.0003581047058105469
0,1,0,1,0,1,0,0,0,0,495,21,12,0,7,7,1517720400,0.0,0,0.00035840272903442383
4,1,0,1,0,0,1,0,0,1,495,21,12,0,7,7,1517734800,0.047,0,0.00035828351974487305
8,2,0,1,0,0,1,0,0,1,495,21,12,0,7,7,1517749200,0.174,0,0.0003579854965209961
12,3,0,1,0,0,1,0,0,1,495,21,12,0,7,7,1517763600,0.005,0,0.00035840272903442383
16,4,0,1,0,1,0,0,0,0,495,21,12,0,7,7,1517778000,0.0,0,0.0003584623336791992
20,1,0,1,0,1,0,0,0,0,495,21,12,0,7,7,1517792400,0.0,0,0.00035840272903442383
23,1,0,1,0,1,0,0,0,0,495,21,12,0,7,7,1517803200,0.0,0,0.00035840272903442383
0,1,0,1,0,1,0,0,0,0,496,22,12,0,7,11,1517720400,0.0,0,0.00035887956619262695
4,1,0,1,0,0,1,0,0,1,496,22,12,0,7,11,1517734800,0.047,0,0.00035858154296875
8,2,0,1,0,0,1,0,0,1,496,22,12,0,7,11,1517749200,0.175,0,0.00035819411277770996
12,3,0,1,0,0,1,0,0,1,496,22,12,0,7,11,1517763600,0.005,0,0.00035887956619262695
16,4,0,1,0,1,0,0,0,0,496,22,12,0,7,11,1517778000,0.0,0,0.00035887956619262695
20,1,0,1,0,1,0,0,0,0,496,22,12,0,7,11,1517792400,0.0,0,0.00035893917083740234
23,1,0,1,0,1,0,0,0,0,496,22,12,0,7,11,1517803200,0.0,0,0.00035896897315979004
0,1,0,1,0,1,0,0,0,0,497,23,12,0,7,7,1517720400,0.0,0,0.00035840272903442383
4,1,0,1,0,0,1,0,0,1,497,23,12,0,7,7,1517734800,0.047,0,0.00035828351974487305
8,2,0,1,0,0,1,0,0,1,497,23,12,0,7,7,1517749200,0.176,0,0.0003579258918762207
12,3,0,1,0,0,1,0,0,1,497,23,12,0,7,7,1517763600,0.005,0,0.00035840272903442383
16,4,0,1,0,1,0,0,0,0,497,23,12,0,7,7,1517778000,0.0,0,0.00035834312438964844
20,1,0,1,0,1,0,0,0,0,497,23,12,0,7,7,1517792400,0.0,0,0.0003584623336791992
23,1,0,1,0,1,0,0,0,0,497,23,12,0,7,7,1517803200,0.0,0,0.00035840272903442383
0,1,0,1,0,1,0,0,0,0,498,24,12,0,7,9,1517720400,0.0,0,0.0003586411476135254
4,1,0,1,0,0,1,0,0,1,498,24,12,0,7,9,1517734800,0.046,0,0.00035834312438964844
8,2,0,1,0,0,1,0,0,1,498,24,12,0,7,9,1517749200,0.177,0,0.0003579556941986084
12,3,0,1,0,0,1,0,0,1,498,24,12,0,7,9,1517763600,0.005,0,0.00035858154296875
16,4,0,1,0,1,0,0,0,0,498,24,12,0,7,9,1517778000,0.0,0,0.0003586709499359131
20,1,0,1,0,1,0,0,0,0,498,24,12,0,7,9,1517792400,0.0,0,0.0003586709499359131
23,1,0,1,0,1,0,0,0,0,498,24,12,0,7,9,1517803200,0.0,0,0.0003586709499359131
0,1,0,1,0,1,0,0,0,0,499,25,12,0,7,8,1517720400,0.0,0,0.0003584325313568115
4,1,0,1,0,0,1,0,0,1,499,25,12,0,7,8,1517734800,0.044,0,0.00035831332206726074
8,2,0,1,0,0,1,0,0,1,499,25,12,0,7,8,1517749200,0.177,0,0.0003579556941986084
12,3,0,1,0,0,1,0,0,1,499,25,12,0,7,8,1517763600,0.004,0,0.0003584921360015869
16,4,0,1,0,1,0,0,0,0,499,25,12,0,7,8,1517778000,0.0,0,0.0003584325313568115
20,1,0,1,0,1,0,0,0,0,499,25,12,0,7,8,1517792400,0.0,0,0.0003584921360015869
23,1,0,1,0,1,0,0,0,0,499,25,12,0,7,8,1517803200,0.0,0,0.0003585517406463623
0,1,0,1,0,1,0,0,0,0,500,26,12,1,2,4,1517720400,0.0,0,0.00038743019104003906
4,1,0,1,0,0,1,0,0,1,500,26,12,1,2,4,1517734800,0.044,0,0.00037747621536254883
8,2,0,1,0,0,1,0,0,1,500,26,12,1,2,4,1517749200,0.178,0,0.0003647804260253906
12,3,0,1,0,0,1,0,0,1,500,26,12,1,2,4,1517763600,0.004,0,0.0003878176212310791
16,4,0,1,0,1,0,0,0,0,500,26,12,1,2,4,1517778000,0.0,0,0.0003890693187713623
20,1,0,1,0,1,0,0,0,0,500,26,12,1,2,4,1517792400,0.0,0,0.00038954615592956543
23,1,0,1,0,1,0,0,0,0,500,26,12,1,2,4,1517803200,0.0,0,0.0003899037837982178
0,1,0,1,0,1,0,0,0,0,501,27,12,1,2,4,1517720400,0.0,0,0.0003872513771057129
4,1,0,1,0,0,1,0,0,1,501,27,12,1,2,4,1517734800,0.044,0,0.00037738680839538574
8,2,0,1,0,0,1,0,0,1,501,27,12,1,2,4,1517749200,0.178,0,0.0003647804260253906
12,3,0,1,0,0,1,0,0,1,501,27,12,1,2,4,1517763600,0.004,0,0.00038757920265197754
16,4,0,1,0,1,0,0,0,0,501,27,12,1,2,4,1517778000,0.0,0,0.00038889050483703613
20,1,0,1,0,1,0,0,0,0,501,27,12,1,2,4,1517792400,0.0,0,0.00038939714431762695
23,1,0,1,0,1,0,0,0,0,501,27,12,1,2,4,1517803200,0.0,0,0.0003898441791534424
0,1,0,1,0,1,0,0,0,0,502,28,12,0,2,1,1517720400,0.0,1,0.9996418952941895
4,1,0,1,0,0,1,0,0,1,502,28,12,0,2,1,1517734800,0.043,1,0.9996415376663208
8,2,0,1,0,0,1,0,0,1,502,28,12,0,2,1,1517749200,0.179,1,0.9996376037597656
12,3,0,1,0,0,1,1,0,1,502,28,12,0,2,1,1517763600,0.004,1,0.999642014503479
16,4,0,1,0,1,0,0,0,0,502,28,12,0,2,1,1517778000,0.0,1,0.9996419548988342
20,1,0,1,0,1,0,0,0,0,502,28,12,0,2,1,1517792400,0.0,1,0.9996418356895447
23,1,0,1,0,1,0,0,0,0,502,28,12,0,2,1,1517803200,0.0,1,0.9996419548988342
0,1,0,1,0,1,0,0,0,0,503,29,12,0,7,6,1517720400,0.0,0,0.00035831332206726074
4,1,0,1,0,0,1,0,0,1,503,29,12,0,7,6,1517734800,0.042,0,0.00035819411277770996
8,2,0,1,0,0,1,0,0,1,503,29,12,0,7,6,1517749200,0.18,0,0.0003578662872314453
12,3,0,1,0,0,0,1,0,0,503,29,12,0,7,6,1517763600,0.004,0,0.00035840272903442383
16,4,0,1,0,1,0,0,0,0,503,29,12,0,7,6,1517778000,0.0,0,0.00035837292671203613
20,1,0,1,0,1,0,0,0,0,503,29,12,0,7,6,1517792400,0.0,0,0.00035837292671203613
23,1,0,1,0,1,0,0,0,0,503,29,12,0,7,6,1517803200,0.0,0,0.00035825371742248535
0,1,0,1,0,1,0,0,0,0,504,30,12,0,7,4,1517720400,0.0,0,0.00035819411277770996
4,1,0,1,0,0,1,0,0,1,504,30,12,0,7,4,1517734800,0.042,0,0.0003580152988433838
8,2,0,1,0,0,1,0,0,1,504,30,12,0,7,4,1517749200,0.181,0,0.0003578364849090576
12,3,0,1,0,0,0,1,0,0,504,30,12,0,7,4,1517763600,0.004,0,0.00035822391510009766
16,4,0,1,0,1,0,0,0,0,504,30,12,0,7,4,1517778000,0.0,0,0.0003580749034881592
20,1,0,1,0,1,0,0,0,0,504,30,12,0,7,4,1517792400,0.0,0,0.00035819411277770996
23,1,0,1,0,1,0,0,0,0,504,30,12,0,7,4,1517803200,0.0,0,0.00035819411277770996
0,1,0,1,0,1,0,0,0,0,505,31,12,0,7,4,1517720400,0.0,0,0.00035819411277770996
4,1,0,1,0,0,1,0,0,1,505,31,12,0,7,4,1517734800,0.042,0,0.0003580152988433838
8,2,0,1,0,0,1,0,0,1,505,31,12,0,7,4,1517749200,0.183,0,0.0003578364849090576
12,3,0,1,0,0,0,1,0,0,505,31,12,0,7,4,1517763600,0.004,0,0.00035825371742248535
16,4,0,1,0,1,0,0,0,0,505,31,12,0,7,4,1517778000,0.0,0,0.00035813450813293457
20,1,0,1,0,1,0,0,0,0,505,31,12,0,7,4,1517792400,0.0,0,0.00035819411277770996
23,1,0,1,0,1,0,0,0,0,505,31,12,0,7,4,1517803200,0.0,0,0.00035819411277770996
0,1,0,1,0,1,0,0,0,0,506,32,12,0,7,13,1517720400,0.0,0,0.0003592967987060547
4,1,0,1,0,0,1,0,0,1,506,32,12,0,7,13,1517734800,0.041,0,0.00035887956619262695
8,2,0,1,0,0,1,0,0,1,506,32,12,0,7,13,1517749200,0.184,0,0.00035828351974487305
12,3,0,1,0,0,0,1,0,0,506,32,12,0,7,13,1517763600,0.004,0,0.00035950541496276855
16,4,0,1,0,1,0,0,0,0,506,32,12,0,7,13,1517778000,0.0,0,0.0003592967987060547
20,1,0,1,0,1,0,0,0,0,506,32,12,0,7,13,1517792400,0.0,0,0.0003593862056732178
23,1,0,1,0,1,0,0,0,0,506,32,12,0,7,13,1517803200,0.0,0,0.0003593266010284424
0,1,0,1,0,1,0,0,0,0,507,33,12,1,7,7,1517720400,0.0,0,0.00035753846168518066
4,1,0,1,0,0,1,0,0,1,507,33,12,1,7,7,1517734800,0.041,0,0.00035753846168518066
8,2,0,1,0,0,1,0,0,1,507,33,12,1,7,7,1517749200,0.185,0,0.00035753846168518066
12,3,0,1,0,0,0,1,0,0,507,33,12,1,7,7,1517763600,0.004,0,0.00035753846168518066
16,4,0,1,0,1,0,0,0,0,507,33,12,1,7,7,1517778000,0.0,0,0.0003574788570404053
20,1,0,1,0,1,0,0,0,0,507,33,12,1,7,7,1517792400,0.0,0,0.0003574788570404053
23,1,0,1,0,1,0,0,0,0,507,33,12,1,7,7,1517803200,0.0,0,0.0003574788570404053
0,1,0,1,0,1,0,0,0,0,508,34,12,1,7,8,1517720400,0.0,0,0.00035753846168518066
4,1,0,1,0,0,1,0,0,1,508,34,12,1,7,8,1517734800,0.041,0,0.00035753846168518066
8,2,0,1,0,0,1,0,0,1,508,34,12,1,7,8,1517749200,0.186,0,0.00035759806632995605
12,3,0,1,0,0,0,1,0,0,508,34,12,1,7,8,1517763600,0.004,0,0.00035753846168518066
16,4,0,1,0,1,0,0,0,0,508,34,12,1,7,8,1517778000,0.0,0,0.00035753846168518066
20,1,0,1,0,1,0,0,0,0,508,34,12,1,7,8,1517792400,0.0,0,0.00035753846168518066
23,1,0,1,0,1,0,0,0,0,508,34,12,1,7,8,1517803200,0.0,0,0.00035753846168518066
0,1,0,1,0,1,0,0,0,0,509,35,12,0,7,12,1517720400,0.0,0,0.00035896897315979004
4,1,0,1,0,0,1,0,0,1,509,35,12,0,7,12,1517734800,0.041,0,0.00035876035690307617
8,2,0,1,0,0,1,0,0,1,509,35,12,0,7,12,1517749200,0.188,0,0.00035813450813293457
12,3,0,1,0,0,1,0,0,1,509,35,12,0,7,12,1517763600,0.004,0,0.00035902857780456543
16,4,0,1,0,1,0,0,0,0,509,35,12,0,7,12,1517778000,0.0,0,0.0003591179847717285
20,1,0,1,0,1,0,0,0,0,509,35,12,0,7,12,1517792400,0.0,0,0.0003591179847717285
23,1,0,1,0,1,0,0,0,0,509,35,12,0,7,12,1517803200,0.0,0,0.0003590583801269531
0,1,0,1,0,1,0,0,0,0,510,36,12,0,7,17,1517720400,0.0,0,0.0003603696823120117
4,1,0,1,0,0,1,0,0,1,510,36,12,0,7,17,1517734800,0.041,0,0.0003597140312194824
8,2,0,1,0,0,1,0,0,1,510,36,12,0,7,17,1517749200,0.189,0,0.00035858154296875
12,3,0,1,0,0,0,1,0,0,510,36,12,0,7,17,1517763600,0.003,0,0.00036087632179260254
16,4,0,1,0,1,0,0,0,0,510,36,12,0,7,17,1517778000,0.0,0,0.0003605186939239502
20,1,0,1,0,1,0,0,0,0,510,36,12,0,7,17,1517792400,0.0,0,0.0003604590892791748
23,1,0,1,0,1,0,0,0,0,510,36,12,0,7,17,1517803200,0.0,0,0.0003605484962463379
0,1,0,1,0,1,0,0,0,0,511,37,12,0,7,12,1517720400,0.0,0,0.00035896897315979004
4,1,0,1,0,0,1,0,0,1,511,37,12,0,7,12,1517734800,0.04,0,0.0003587007522583008
8,2,0,1,0,0,1,0,0,1,511,37,12,0,7,12,1517749200,0.19,0,0.00035819411277770996
12,3,0,1,0,0,0,1,0,0,511,37,12,0,7,12,1517763600,0.003,0,0.0003591775894165039
16,4,0,1,0,1,0,0,0,0,511,37,12,0,7,12,1517778000,0.0,0,0.0003590583801269531
20,1,0,1,0,1,0,0,0,0,511,37,12,0,7,12,1517792400,0.0,0,0.00035899877548217773
23,1,0,1,0,1,0,0,0,0,511,37,12,0,7,12,1517803200,0.0,0,0.0003591179847717285
0,1,0,1,0,1,0,0,0,0,512,38,12,0,7,13,1517720400,0.0,0,0.0003592371940612793
4,1,0,1,0,0,1,0,0,1,512,38,12,0,7,13,1517734800,0.04,0,0.00035890936851501465
8,2,0,1,0,0,1,0,0,1,512,38,12,0,7,13,1517749200,0.191,0,0.00035822391510009766
12,3,0,1,0,0,0,1,0,0,512,38,12,0,7,13,1517763600,0.003,0,0.00035941600799560547
16,4,0,1,0,1,0,0,0,0,512,38,12,0,7,13,1517778000,0.0,0,0.0003592967987060547
20,1,0,1,0,1,0,0,0,0,512,38,12,0,7,13,1517792400,0.0,0,0.0003592967987060547
23,1,0,1,0,1,0,0,0,0,512,38,12,0,7,13,1517803200,0.0,0,0.000359266996383667
0,1,0,1,0,1,0,0,0,0,513,39,12,0,7,14,1517720400,0.0,0,0.00035941600799560547
4,1,0,1,0,0,1,0,0,1,513,39,12,0,7,14,1517734800,0.04,0,0.00035902857780456543
8,2,0,1,0,0,1,0,0,1,513,39,12,0,7,14,1517749200,0.193,0,0.00035828351974487305
12,3,0,1,0,0,0,1,0,0,513,39,12,0,7,14,1517763600,0.003,0,0.0003596842288970947
16,4,0,1,0,1,0,0,0,0,513,39,12,0,7,14,1517778000,0.0,0,0.00035944581031799316
20,1,0,1,0,1,0,0,0,0,513,39,12,0,7,14,1517792400,0.0,0,0.00035950541496276855
23,1,0,1,0,1,0,0,0,0,513,39,12,0,7,14,1517803200,0.0,0,0.00035950541496276855
0,1,0,1,0,1,0,0,0,0,514,40,12,0,7,17,1517720400,0.0,0,0.000360339879989624
4,1,0,1,0,0,1,0,0,1,514,40,12,0,7,17,1517734800,0.04,0,0.0003597140312194824
8,2,0,1,0,0,1,0,0,1,514,40,12,0,7,17,1517749200,0.194,0,0.00035858154296875
12,3,0,1,0,0,0,1,0,0,514,40,12,0,7,17,1517763600,0.003,0,0.00036081671714782715
