Hour,DayFrame,WeekDay,WeekEnd,Clear,Cloudy,Rain,Foggy,Snow,RainBefore,Grid_Block,Grid_Col,Grid_Row,Highway,Land_Use_Mode,Road_Count,Unix,precipIntensity,Prediction,Probability
8,2,0,1,0,0,1,0,0,1,155,13,20,1,2,5,1517749200,0.163,1,0.9986714720726013
12,3,0,1,0,0,1,0,0,1,155,13,20,1,2,5,1517763600,0.006,1,0.9996238946914673
16,4,0,1,0,1,0,0,0,0,155,13,20,1,2,5,1517778000,0.0,1,0.9996260404586792
20,1,0,1,0,1,0,0,0,0,155,13,20,1,2,5,1517792400,0.0,1,0.9996263980865479
23,1,0,1,0,1,0,0,0,0,155,13,20,1,2,5,1517803200,0.0,1,0.9996268153190613
0,1,0,1,0,1,0,0,0,0,156,14,20,1,2,17,1517720400,0.0,1,0.9996418952941895
4,1,0,1,0,0,1,0,0,1,156,14,20,1,2,17,1517734800,0.05,1,0.9996415376663208
8,2,0,1,0,0,1,0,0,1,156,14,20,1,2,17,1517749200,0.165,1,0.9996387958526611
12,3,0,1,0,0,1,0,0,1,156,14,20,1,2,17,1517763600,0.006,1,0.9996418952941895
16,4,0,1,0,1,0,0,0,0,156,14,20,1,2,17,1517778000,0.0,1,0.9996418952941895
20,1,0,1,0,1,0,0,0,0,156,14,20,1,2,17,1517792400,0.0,1,0.9996418952941895
23,1,0,1,0,1,0,0,0,0,156,14,20,1,2,17,1517803200,0.0,1,0.9996419548988342
0,1,0,1,0,1,0,0,0,0,157,15,20,0,2,20,1517720400,0.0,1,0.9996427297592163
4,1,0,1,0,0,1,0,0,1,157,15,20,0,2,20,1517734800,0.05,1,0.9996427297592163
8,2,0,1,0,0,1,0,0,1,157,15,20,0,2,20,1517749200,0.166,1,0.9996427297592163
12,3,0,1,0,0,1,0,0,1,157,15,20,0,2,20,1517763600,0.006,1,0.9996427297592163
16,4,0,1,0,1,0,0,0,0,157,15,20,0,2,20,1517778000,0.0,1,0.9996427297592163
20,1,0,1,0,1,0,0,0,0,157,15,20,0,2,20,1517792400,0.0,1,0.9996427297592163
23,1,0,1,0,1,0,0,0,0,157,15,20,0,2,20,1517803200,0.0,1,0.9996426105499268
0,1,0,1,0,1,0,0,0,0,158,16,20,0,9,19,1517720400,0.0,0,0.00036081671714782715
4,1,0,1,0,0,1,0,0,1,158,16,20,0,9,19,1517734800,0.05,0,0.000359952449798584
8,2,0,1,0,0,1,0,0,1,158,16,20,0,9,19,1517749200,0.167,0,0.00035884976387023926
12,3,0,1,0,0,1,0,0,1,158,16,20,0,9,19,1517763600,0.006,0,0.00036069750785827637
16,4,0,1,0,1,0,0,0,0,158,16,20,0,9,19,1517778000,0.0,0,0.00036090612411499023
20,1,0,1,0,1,0,0,0,0,158,16,20,0,9,19,1517792400,0.0,0,0.00036093592643737793
23,1,0,1,0,1,0,0,0,0,158,16,20,0,9,19,1517803200,0.0,0,0.00036087632179260254
0,1,0,1,0,1,0,0,0,0,159,17,20,0,7,22,1517720400,0.0,1,0.9525195360183716
4,1,0,1,0,0,1,0,0,1,159,17,20,0,7,22,1517734800,0.05,0,0.22023972868919373
8,2,0,1,0,0,1,0,0,1,159,17,20,0,7,22,1517749200,0.168,0,0.0012241005897521973
12,3,0,1,0,0,1,0,0,1,159,17,20,0,7,22,1517763600,0.005,1,0.9399070739746094
16,4,0,1,0,1,0,0,0,0,159,17,20,0,7,22,1517778000,0.0,1,0.9686540365219116
20,1,0,1,0,1,0,0,0,0,159,17,20,0,7,22,1517792400,0.0,1,0.971890926361084
23,1,0,1,0,1,0,0,0,0,159,17,20,0,7,22,1517803200,0.0,1,0.9741266965866089
0,1,0,1,0,1,0,0,0,0,160,18,20,0,2,14,1517720400,0.0,1,0.9996427297592163
4,1,0,1,0,0,1,0,0,1,160,18,20,0,2,14,1517734800,0.049,1,0.9996426105499268
8,2,0,1,0,0,1,0,0,1,160,18,20,0,2,14,1517749200,0.17,1,0.9996427297592163
12,3,0,1,0,0,1,0,0,1,160,18,20,0,2,14,1517763600,0.005,1,0.9996427297592163
16,4,0,1,0,1,0,0,0,0,160,18,20,0,2,14,1517778000,0.0,1,0.9996427297592163
20,1,0,1,0,1,0,0,0,0,160,18,20,0,2,14,1517792400,0.0,1,0.9996427297592163
23,1,0,1,0,1,0,0,0,0,160,18,20,0,2,14,1517803200,0.0,1,0.9996427297592163
0,1,0,1,0,1,0,0,0,0,161,19,20,0,7,25,1517720400,0.0,1,0.9985369443893433
4,1,0,1,0,0,1,0,0,1,161,19,20,0,7,25,1517734800,0.049,1,0.9854699373245239
8,2,0,1,0,0,1,0,0,1,161,19,20,0,7,25,1517749200,0.171,0,0.011126816272735596
12,3,0,1,0,0,1,0,0,1,161,19,20,0,7,25,1517763600,0.005,1,0.9983763694763184
16,4,0,1,0,1,0,0,0,0,161,19,20,0,7,25,1517778000,0.0,1,0.998762309551239
20,1,0,1,0,1,0,0,0,0,161,19,20,0,7,25,1517792400,0.0,1,0.9988117814064026
23,1,0,1,0,1,0,0,0,0,161,19,20,0,7,25,1517803200,0.0,1,0.9988471269607544
0,1,0,1,0,1,0,0,0,0,162,20,20,0,7,25,1517720400,0.0,1,0.9985096454620361
4,1,0,1,0,0,1,0,0,1,162,20,20,0,7,25,1517734800,0.046,1,0.9874401688575745
8,2,0,1,0,0,1,0,0,1,162,20,20,0,7,25,1517749200,0.172,0,0.010289311408996582
12,3,0,1,0,0,1,0,0,1,162,20,20,0,7,25,1517763600,0.005,1,0.9983446598052979
16,4,0,1,0,1,0,0,0,0,162,20,20,0,7,25,1517778000,0.0,1,0.9987417459487915
20,1,0,1,0,1,0,0,0,0,162,20,20,0,7,25,1517792400,0.0,1,0.9987927079200745
23,1,0,1,0,1,0,0,0,0,162,20,20,0,7,25,1517803200,0.0,1,0.9988291263580322
0,1,0,1,0,1,0,0,0,0,163,21,20,0,7,16,1517720400,0.0,0,0.0020741820335388184
4,1,0,1,0,0,1,0,0,1,163,21,20,0,7,16,1517734800,0.044,0,0.0008597373962402344
8,2,0,1,0,0,1,0,0,1,163,21,20,0,7,16,1517749200,0.172,0,0.0004222393035888672
12,3,0,1,0,0,1,0,0,1,163,21,20,0,7,16,1517763600,0.005,0,0.001976519823074341
16,4,0,1,0,1,0,0,0,0,163,21,20,0,7,16,1517778000,0.0,0,0.002436697483062744
20,1,0,1,0,1,0,0,0,0,163,21,20,0,7,16,1517792400,0.0,0,0.0025569498538970947
23,1,0,1,0,1,0,0,0,0,163,21,20,0,7,16,1517803200,0.0,0,0.002657085657119751
0,1,0,1,0,1,0,0,0,0,164,22,20,0,7,17,1517720400,0.0,0,0.0044040679931640625
4,1,0,1,0,0,1,0,0,1,164,22,20,0,7,17,1517734800,0.044,0,0.0012396574020385742
8,2,0,1,0,0,1,0,0,1,164,22,20,0,7,17,1517749200,0.173,0,0.00044342875480651855
12,3,0,1,0,0,1,0,0,1,164,22,20,0,7,17,1517763600,0.005,0,0.004076629877090454
16,4,0,1,0,1,0,0,0,0,164,22,20,0,7,17,1517778000,0.0,0,0.005534917116165161
20,1,0,1,0,1,0,0,0,0,164,22,20,0,7,17,1517792400,0.0,0,0.0059212446212768555
23,1,0,1,0,1,0,0,0,0,164,22,20,0,7,17,1517803200,0.0,0,0.006247043609619141
0,1,0,1,0,1,0,0,0,0,165,23,20,0,7,16,1517720400,0.0,0,0.002005547285079956
4,1,0,1,0,0,1,0,0,1,165,23,20,0,7,16,1517734800,0.044,0,0.0008454620838165283
8,2,0,1,0,0,1,0,0,1,165,23,20,0,7,16,1517749200,0.175,0,0.00041922926902770996
12,3,0,1,0,0,1,0,0,1,165,23,20,0,7,16,1517763600,0.005,0,0.0019089579582214355
16,4,0,1,0,1,0,0,0,0,165,23,20,0,7,16,1517778000,0.0,0,0.0023488998413085938
20,1,0,1,0,1,0,0,0,0,165,23,20,0,7,16,1517792400,0.0,0,0.002462714910507202
23,1,0,1,0,1,0,0,0,0,165,23,20,0,7,16,1517803200,0.0,0,0.0025574862957000732
0,1,0,1,0,1,0,0,0,0,166,24,20,0,7,19,1517720400,0.0,0,0.04841575026512146
4,1,0,1,0,0,1,0,0,1,166,24,20,0,7,19,1517734800,0.044,0,0.004469364881515503
8,2,0,1,0,0,1,0,0,1,166,24,20,0,7,19,1517749200,0.176,0,0.0005185306072235107
12,3,0,1,0,0,1,0,0,1,166,24,20,0,7,19,1517763600,0.005,0,0.04094362258911133
16,4,0,1,0,1,0,0,0,0,166,24,20,0,7,19,1517778000,0.0,0,0.07080709934234619
20,1,0,1,0,1,0,0,0,0,166,24,20,0,7,19,1517792400,0.0,0,0.07876923680305481
23,1,0,1,0,1,0,0,0,0,166,24,20,0,7,19,1517803200,0.0,0,0.08557435870170593
0,1,0,1,0,1,0,0,0,0,167,25,20,0,7,29,1517720400,0.0,1,0.9995538592338562
4,1,0,1,0,0,1,0,0,1,167,25,20,0,7,29,1517734800,0.043,1,0.9993751049041748
8,2,0,1,0,0,1,0,0,1,167,25,20,0,7,29,1517749200,0.177,1,0.8550126552581787
12,3,0,1,0,0,1,0,0,1,167,25,20,0,7,29,1517763600,0.004,1,0.9995498657226562
16,4,0,1,0,1,0,0,0,0,167,25,20,0,7,29,1517778000,0.0,1,0.999565839767456
20,1,0,1,0,1,0,0,0,0,167,25,20,0,7,29,1517792400,0.0,1,0.999568521976471
23,1,0,1,0,1,0,0,0,0,167,25,20,0,7,29,1517803200,0.0,1,0.9995704889297485
0,1,0,1,0,1,0,0,0,0,168,26,20,0,7,21,1517720400,0.0,1,0.6555777788162231
4,1,0,1,0,0,1,0,0,1,168,26,20,0,7,21,1517734800,0.043,0,0.05161786079406738
8,2,0,1,0,0,1,0,0,1,168,26,20,0,7,21,1517749200,0.178,0,0.000712662935256958
12,3,0,1,0,0,1,0,0,1,168,26,20,0,7,21,1517763600,0.004,1,0.6140535473823547
16,4,0,1,0,1,0,0,0,0,168,26,20,0,7,21,1517778000,0.0,1,0.7572991847991943
20,1,0,1,0,1,0,0,0,0,168,26,20,0,7,21,1517792400,0.0,1,0.7810050249099731
23,1,0,1,0,1,0,0,0,0,168,26,20,0,7,21,1517803200,0.0,1,0.7980623245239258
0,1,0,1,0,1,0,0,0,0,169,27,20,0,7,7,1517720400,0.0,0,0.0003966391086578369
4,1,0,1,0,0,1,0,0,1,169,27,20,0,7,7,1517734800,0.043,0,0.00038251280784606934
8,2,0,1,0,0,1,0,0,1,169,27,20,0,7,7,1517749200,0.179,0,0.00036582350730895996
12,3,0,1,0,0,1,0,0,1,169,27,20,0,7,7,1517763600,0.004,0,0.0003962218761444092
16,4,0,1,0,1,0,0,0,0,169,27,20,0,7,7,1517778000,0.0,0,0.00039896368980407715
20,1,0,1,0,1,0,0,0,0,169,27,20,0,7,7,1517792400,0.0,0,0.00039964914321899414
23,1,0,1,0,1,0,0,0,0,169,27,20,0,7,7,1517803200,0.0,0,0.00040024518966674805
0,1,0,1,0,1,0,0,0,0,170,28,20,0,2,6,1517720400,0.0,1,0.9996427297592163
4,1,0,1,0,0,1,0,0,1,170,28,20,0,2,6,1517734800,0.042,1,0.9996427297592163
8,2,0,1,0,0,1,0,0,1,170,28,20,0,2,6,1517749200,0.18,1,0.9996426105499268
12,3,0,1,0,0,1,0,0,1,170,28,20,0,2,6,1517763600,0.004,1,0.9996427297592163
16,4,0,1,0,1,0,0,0,0,170,28,20,0,2,6,1517778000,0.0,1,0.9996427297592163
20,1,0,1,0,1,0,0,0,0,170,28,20,0,2,6,1517792400,0.0,1,0.9996427297592163
23,1,0,1,0,1,0,0,0,0,170,28,20,0,2,6,1517803200,0.0,1,0.9996427297592163
0,1,0,1,0,1,0,0,0,0,171,29,20,0,7,7,1517720400,0.0,0,0.0003961026668548584
4,1,0,1,0,0,1,0,0,1,171,29,20,0,7,7,1517734800,0.042,0,0.00038242340087890625
8,2,0,1,0,0,1,0,0,1,171,29,20,0,7,7,1517749200,0.181,0,0.0003657042980194092
12,3,0,1,0,0,1,0,0,1,171,29,20,0,7,7,1517763600,0.004,0,0.00039565563201904297
16,4,0,1,0,1,0,0,0,0,171,29,20,0,7,7,1517778000,0.0,0,0.00039845705032348633
20,1,0,1,0,1,0,0,0,0,171,29,20,0,7,7,1517792400,0.0,0,0.0003991127014160156
23,1,0,1,0,1,0,0,0,0,171,29,20,0,7,7,1517803200,0.0,0,0.00039967894554138184
0,1,0,1,0,1,0,0,0,0,172,30,20,1,7,8,1517720400,0.0,0,0.00035774707794189453
4,1,0,1,0,0,1,0,0,1,172,30,20,1,7,8,1517734800,0.043,0,0.00035771727561950684
8,2,0,1,0,0,1,0,0,1,172,30,20,1,7,8,1517749200,0.182,0,0.00035771727561950684
12,3,0,1,0,0,1,0,0,1,172,30,20,1,7,8,1517763600,0.004,0,0.0003578066825866699
16,4,0,1,0,1,0,0,0,0,172,30,20,1,7,8,1517778000,0.0,0,0.00035774707794189453
20,1,0,1,0,1,0,0,0,0,172,30,20,1,7,8,1517792400,0.0,0,0.00035768747329711914
23,1,0,1,0,1,0,0,0,0,172,30,20,1,7,8,1517803200,0.0,0,0.00035774707794189453
0,1,0,1,0,1,0,0,0,0,173,31,20,1,7,4,1517720400,0.0,0,0.00035771727561950684
4,1,0,1,0,0,1,0,0,1,173,31,20,1,7,4,1517734800,0.043,0,0.00035765767097473145
8,2,0,1,0,0,1,0,0,1,173,31,20,1,7,4,1517749200,0.183,0,0.00035762786865234375
12,3,0,1,0,0,1,0,0,1,173,31,20,1,7,4,1517763600,0.004,0,0.00035765767097473145
16,4,0,1,0,1,0,0,0,0,173,31,20,1,7,4,1517778000,0.0,0,0.0003577768802642822
20,1,0,1,0,1,0,0,0,0,173,31,20,1,7,4,1517792400,0.0,0,0.0003577768802642822
23,1,0,1,0,1,0,0,0,0,173,31,20,1,7,4,1517803200,0.0,0,0.0003577768802642822
0,1,0,1,0,1,0,0,0,0,174,32,20,0,7,5,1517720400,0.0,0,0.0003814399242401123
4,1,0,1,0,0,1,0,0,1,174,32,20,0,7,5,1517734800,0.04,0,0.0003739297389984131
8,2,0,1,0,0,1,0,0,1,174,32,20,0,7,5,1517749200,0.185,0,0.0003631711006164551
12,3,0,1,0,0,1,0,0,1,174,32,20,0,7,5,1517763600,0.004,0,0.00038102269172668457
16,4,0,1,0,1,0,0,0,0,174,32,20,0,7,5,1517778000,0.0,0,0.0003826022148132324
20,1,0,1,0,1,0,0,0,0,174,32,20,0,7,5,1517792400,0.0,0,0.00038298964500427246
23,1,0,1,0,1,0,0,0,0,174,32,20,0,7,5,1517803200,0.0,0,0.0003832876682281494
0,1,0,1,0,1,0,0,0,0,175,33,20,0,7,5,1517720400,0.0,0,0.00038129091262817383
4,1,0,1,0,0,1,0,0,1,175,33,20,0,7,5,1517734800,0.04,0,0.00037384033203125
8,2,0,1,0,0,1,0,0,1,175,33,20,0,7,5,1517749200,0.186,0,0.0003631114959716797
12,3,0,1,0,0,1,0,0,1,175,33,20,0,7,5,1517763600,0.004,0,0.0003809034824371338
16,4,0,1,0,1,0,0,0,0,175,33,20,0,7,5,1517778000,0.0,0,0.00038245320320129395
20,1,0,1,0,1,0,0,0,0,175,33,20,0,7,5,1517792400,0.0,0,0.0003828108310699463
23,1,0,1,0,1,0,0,0,0,175,33,20,0,7,5,1517803200,0.0,0,0.00038310885429382324
0,1,0,1,0,1,0,0,0,0,176,34,20,0,7,1,1517720400,0.0,0,0.0003682076930999756
4,1,0,1,0,0,1,0,0,1,176,34,20,0,7,1,1517734800,0.04,0,0.0003654062747955322
8,2,0,1,0,0,1,0,0,1,176,34,20,0,7,1,1517749200,0.188,0,0.000360637903213501
12,3,0,1,0,0,1,0,0,1,176,34,20,0,7,1,1517763600,0.004,0,0.0003680884838104248
16,4,0,1,0,1,0,0,0,0,176,34,20,0,7,1,1517778000,0.0,0,0.000368654727935791
20,1,0,1,0,1,0,0,0,0,176,34,20,0,7,1,1517792400,0.0,0,0.0003688037395477295
23,1,0,1,0,1,0,0,0,0,176,34,20,0,7,1,1517803200,0.0,0,0.00036898255348205566
0,1,0,1,0,1,0,0,0,0,177,35,20,0,7,6,1517720400,0.0,0,0.00038695335388183594
4,1,0,1,0,0,1,0,0,1,177,35,20,0,7,6,1517734800,0.04,0,0.00037729740142822266
8,2,0,1,0,0,1,0,0,1,177,35,20,0,7,6,1517749200,0.189,0,0.00036400556564331055
12,3,0,1,0,0,1,1,0,1,177,35,20,0,7,6,1517763600,0.004,0,0.00039380788803100586
16,4,0,1,0,1,0,0,0,0,177,35,20,0,7,6,1517778000,0.0,0,0.0003885626792907715
20,1,0,1,0,1,0,0,0,0,177,35,20,0,7,6,1517792400,0.0,0,0.0003890097141265869
23,1,0,1,0,1,0,0,0,0,177,35,20,0,7,6,1517803200,0.0,0,0.00038939714431762695
0,1,0,1,0,1,0,0,0,0,178,36,20,0,7,15,1517720400,0.0,0,0.0010346174240112305
4,1,0,1,0,0,1,0,0,1,178,36,20,0,7,15,1517734800,0.04,0,0.0006352066993713379
8,2,0,1,0,0,1,0,0,1,178,36,20,0,7,15,1517749200,0.19,0,0.000394970178604126
12,3,0,1,0,0,0,1,0,0,178,36,20,0,7,15,1517763600,0.003,0,0.0017971992492675781
16,4,0,1,0,1,0,0,0,0,178,36,20,0,7,15,1517778000,0.0,0,0.0011376440525054932
20,1,0,1,0,1,0,0,0,0,178,36,20,0,7,15,1517792400,0.0,0,0.001171022653579712
23,1,0,1,0,1,0,0,0,0,178,36,20,0,7,15,1517803200,0.0,0,0.0011984705924987793
0,1,0,1,0,1,0,0,0,0,179,37,20,0,7,16,1517720400,0.0,0,0.0016238391399383545
4,1,0,1,0,0,1,0,0,1,179,37,20,0,7,16,1517734800,0.039,0,0.000808030366897583
8,2,0,1,0,0,1,0,0,1,179,37,20,0,7,16,1517749200,0.191,0,0.0004050731658935547
12,3,0,1,0,0,0,1,0,0,179,37,20,0,7,16,1517763600,0.003,0,0.003630220890045166
16,4,0,1,0,1,0,0,0,0,179,37,20,0,7,16,1517778000,0.0,0,0.0018655359745025635
20,1,0,1,0,1,0,0,0,0,179,37,20,0,7,16,1517792400,0.0,0,0.0019452571868896484
23,1,0,1,0,1,0,0,0,0,179,37,20,0,7,16,1517803200,0.0,0,0.0020113885402679443
0,1,0,1,0,1,0,0,0,0,180,38,20,0,7,14,1517720400,0.0,0,0.0007450282573699951
4,1,0,1,0,0,1,0,0,1,180,38,20,0,7,14,1517734800,0.039,0,0.0005403459072113037
8,2,0,1,0,0,1,0,0,1,180,38,20,0,7,14,1517749200,0.192,0,0.00038617849349975586
12,3,0,1,0,0,0,1,0,0,180,38,20,0,7,14,1517763600,0.003,0,0.001067817211151123
16,4,0,1,0,1,0,0,0,0,180,38,20,0,7,14,1517778000,0.0,0,0.0007933974266052246
20,1,0,1,0,1,0,0,0,0,180,38,20,0,7,14,1517792400,0.0,0,0.0008088052272796631
23,1,0,1,0,1,0,0,0,0,180,38,20,0,7,14,1517803200,0.0,0,0.0008215010166168213
0,1,0,1,0,1,0,0,0,0,181,39,20,0,7,5,1517720400,0.0,0,0.00038060545921325684
4,1,0,1,0,0,1,0,0,1,181,39,20,0,7,5,1517734800,0.039,0,0.00037348270416259766
8,2,0,1,0,0,1,0,0,1,181,39,20,0,7,5,1517749200,0.193,0,0.00036281347274780273
12,3,0,1,0,0,0,1,0,0,181,39,20,0,7,5,1517763600,0.003,0,0.0003865063190460205
16,4,0,1,0,1,0,0,0,0,181,39,20,0,7,5,1517778000,0.0,0,0.00038182735443115234
20,1,0,1,0,1,0,0,0,0,181,39,20,0,7,5,1517792400,0.0,0,0.0003820955753326416
23,1,0,1,0,1,0,0,0,0,181,39,20,0,7,5,1517803200,0.0,0,0.00038236379623413086
0,1,0,1,0,1,0,0,0,0,182,7,19,0,7,1,1517720400,0.0,0,0.00036457180976867676
4,1,0,1,0,0,1,0,0,1,182,7,19,0,7,1,1517734800,0.053,0,0.0003624260425567627
8,2,0,1,0,0,1,0,0,1,182,7,19,0,7,1,1517749200,0.156,0,0.00036016106605529785
12,3,0,1,0,0,1,0,0,1,182,7,19,0,7,1,1517763600,0.007,0,0.00036448240280151367
16,4,0,1,0,1,0,0,0,0,182,7,19,0,7,1,1517778000,0.0,0,0.000364840030670166
20,1,0,1,0,1,0,0,0,0,182,7,19,0,7,1,1517792400,0.0,0,0.0003648698329925537
23,1,0,1,0,1,0,0,0,0,182,7,19,0,7,1,1517803200,0.0,0,0.0003649592399597168
0,1,0,1,0,1,0,0,0,0,183,8,19,0,7,1,1517720400,0.0,0,0.00036454200744628906
4,1,0,1,0,0,1,0,0,1,183,8,19,0,7,1,1517734800,0.052,0,0.0003623664379119873
8,2,0,1,0,0,1,0,0,1,183,8,19,0,7,1,1517749200,0.158,0,0.00036010146141052246
12,3,0,1,0,0,1,0,0,1,183,8,19,0,7,1,1517763600,0.007,0,0.0003643929958343506
16,4,0,1,0,1,0,0,0,0,183,8,19,0,7,1,1517778000,0.0,0,0.00036472082138061523
20,1,0,1,0,1,0,0,0,0,183,8,19,0,7,1,1517792400,0.0,0,0.000364840030670166
23,1,0,1,0,1,0,0,0,0,183,8,19,0,7,1,1517803200,0.0,0,0.0003648698329925537
0,1,0,1,0,1,0,0,0,0,186,11,19,0,7,7,1517720400,0.0,0,0.00037860870361328125
4,1,0,1,0,0,1,0,0,1,186,11,19,0,7,7,1517734800,0.049,0,0.0003712475299835205
8,2,0,1,0,0,1,0,0,1,186,11,19,0,7,7,1517749200,0.16,0,0.0003635585308074951
12,3,0,1,0,0,1,0,0,1,186,11,19,0,7,7,1517763600,0.006,0,0.0003782808780670166
16,4,0,1,0,1,0,0,0,0,186,11,19,0,7,7,1517778000,0.0,0,0.0003795921802520752
20,1,0,1,0,1,0,0,0,0,186,11,19,0,7,7,1517792400,0.0,0,0.00037994980812072754
23,1,0,1,0,1,0,0,0,0,186,11,19,0,7,7,1517803200,0.0,0,0.0003802478313446045
0,1,0,1,0,1,0,0,0,0,187,12,19,1,0,12,1517720400,0.0,1,0.9996426105499268
4,1,0,1,0,0,1,0,0,1,187,12,19,1,0,12,1517734800,0.049,1,0.9996426105499268
8,2,0,1,0,0,1,0,0,1,187,12,19,1,0,12,1517749200,0.161,1,0.999642550945282
12,3,0,1,0,0,1,0,0,1,187,12,19,1,0,12,1517763600,0.006,1,0.9996426105499268
16,4,0,1,0,1,0,0,0,0,187,12,19,1,0,12,1517778000,0.0,1,0.9996426105499268
20,1,0,1,0,1,0,0,0,0,187,12,19,1,0,12,1517792400,0.0,1,0.9996427297592163
23,1,0,1,0,1,0,0,0,0,187,12,19,1,0,12,1517803200,0.0,1,0.9996427297592163
0,1,0,1,0,1,0,0,0,0,188,13,19,1,2,5,1517720400,0.0,1,0.9995684623718262
4,1,0,1,0,0,1,0,0,1,188,13,19,1,2,5,1517734800,0.051,1,0.9993832111358643
8,2,0,1,0,0,1,0,0,1,188,13,19,1,2,5,1517749200,0.164,1,0.94252610206604
12,3,0,1,0,0,1,0,0,1,188,13,19,1,2,5,1517763600,0.006,1,0.9995667934417725
16,4,0,1,0,1,0,0,0,0,188,13,19,1,2,5,1517778000,0.0,1,0.9995776414871216
20,1,0,1,0,1,0,0,0,0,188,13,19,1,2,5,1517792400,0.0,1,0.9995798468589783
23,1,0,1,0,1,0,0,0,0,188,13,19,1,2,5,1517803200,0.0,1,0.9995813965797424
0,1,0,1,0,1,0,0,0,0,189,14,19,0,2,8,1517720400,0.0,1,0.9996426105499268
4,1,0,1,0,0,1,0,0,1,189,14,19,0,2,8,1517734800,0.05,1,0.9996426105499268
8,2,0,1,0,0,1,0,0,1,189,14,19,0,2,8,1517749200,0.165,1,0.9996426105499268
12,3,0,1,0,0,1,0,0,1,189,14,19,0,2,8,1517763600,0.006,1,0.9996427297592163
16,4,0,1,0,1,0,0,0,0,189,14,19,0,2,8,1517778000,0.0,1,0.9996426105499268
20,1,0,1,0,1,0,0,0,0,189,14,19,0,2,8,1517792400,0.0,1,0.9996427297592163
23,1,0,1,0,1,0,0,0,0,189,14,19,0,2,8,1517803200,0.0,1,0.9996427297592163
0,1,0,1,0,1,0,0,0,0,190,15,19,0,2,7,1517720400,0.0,1,0.9996427297592163
4,1,0,1,0,0,1,0,0,1,190,15,19,0,2,7,1517734800,0.05,1,0.9996426105499268
8,2,0,1,0,0,1,0,0,1,190,15,19,0,2,7,1517749200,0.166,1,0.9996427297592163
12,3,0,1,0,0,1,0,0,1,190,15,19,0,2,7,1517763600,0.006,1,0.9996427297592163
16,4,0,1,0,1,0,0,0,0,190,15,19,0,2,7,1517778000,0.0,1,0.9996427297592163
20,1,0,1,0,1,0,0,0,0,190,15,19,0,2,7,1517792400,0.0,1,0.9996426105499268
23,1,0,1,0,1,0,0,0,0,190,15,19,0,2,7,1517803200,0.0,1,0.9996426105499268
0,1,0,1,0,1,0,0,0,0,191,16,19,0,0,5,1517720400,0.0,1,0.9996427297592163
4,1,0,1,0,0,1,0,0,1,191,16,19,0,0,5,1517734800,0.05,1,0.9996427297592163
8,2,0,1,0,0,1,0,0,1,191,16,19,0,0,5,1517749200,0.167,1,0.9996427297592163
12,3,0,1,0,0,1,0,0,1,191,16,19,0,0,5,1517763600,0.006,1,0.9996427297592163
16,4,0,1,0,1,0,0,0,0,191,16,19,0,0,5,1517778000,0.0,1,0.9996427297592163
20,1,0,1,0,1,0,0,0,0,191,16,19,0,0,5,1517792400,0.0,1,0.9996427297592163
23,1,0,1,0,1,0,0,0,0,191,16,19,0,0,5,1517803200,0.0,1,0.9996426105499268
0,1,0,1,0,1,0,0,0,0,192,17,19,0,7,12,1517720400,0.0,0,0.0004284977912902832
4,1,0,1,0,0,1,0,0,1,192,17,19,0,7,12,1517734800,0.05,0,0.00039651989936828613
8,2,0,1,0,0,1,0,0,1,192,17,19,0,7,12,1517749200,0.168,0,0.00037088990211486816
12,3,0,1,0,0,1,0,0,1,192,17,19,0,7,12,1517763600,0.005,0,0.00042700767517089844
16,4,0,1,0,1,0,0,0,0,192,17,19,0,7,12,1517778000,0.0,0,0.0004335939884185791
20,1,0,1,0,1,0,0,0,0,192,17,19,0,7,12,1517792400,0.0,0,0.00043520331382751465
23,1,0,1,0,1,0,0,0,0,192,17,19,0,7,12,1517803200,0.0,0,0.00043648481369018555
0,1,0,1,0,1,0,0,0,0,193,18,19,0,7,7,1517720400,0.0,0,0.00037783384323120117
4,1,0,1,0,0,1,0,0,1,193,18,19,0,7,7,1517734800,0.049,0,0.0003707706928253174
8,2,0,1,0,0,1,0,0,1,193,18,19,0,7,7,1517749200,0.17,0,0.0003630518913269043
12,3,0,1,0,0,1,0,0,1,193,18,19,0,7,7,1517763600,0.005,0,0.0003775358200073242
16,4,0,1,0,1,0,0,0,0,193,18,19,0,7,7,1517778000,0.0,0,0.0003788173198699951
20,1,0,1,0,1,0,0,0,0,193,18,19,0,7,7,1517792400,0.0,0,0.00037917494773864746
23,1,0,1,0,1,0,0,0,0,193,18,19,0,7,7,1517803200,0.0,0,0.0003794431686401367
0,1,0,1,0,1,0,0,0,0,194,19,19,0,7,28,1517720400,0.0,1,0.9985131025314331
4,1,0,1,0,0,1,0,0,1,194,19,19,0,7,28,1517734800,0.049,1,0.9848417043685913
8,2,0,1,0,0,1,0,0,1,194,19,19,0,7,28,1517749200,0.171,0,0.011102914810180664
12,3,0,1,0,0,1,0,0,1,194,19,19,0,7,28,1517763600,0.005,1,0.9983328580856323
16,4,0,1,0,1,0,0,0,0,194,19,19,0,7,28,1517778000,0.0,1,0.9987474679946899
20,1,0,1,0,1,0,0,0,0,194,19,19,0,7,28,1517792400,0.0,1,0.9987984895706177
23,1,0,1,0,1,0,0,0,0,194,19,19,0,7,28,1517803200,0.0,1,0.9988350868225098
