Hour,DayFrame,WeekDay,WeekEnd,Clear,Cloudy,Rain,Foggy,Snow,RainBefore,Grid_Block,Grid_Col,Grid_Row,Highway,Land_Use_Mode,Road_Count,time,Prediction,Probability
0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,106,23,22,1,7,27,1517720400,0,0.08688360452651978
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,106,23,22,1,7,27,1517734800,0,0.08698493242263794
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,106,23,22,1,7,27,1517749200,1,0.9824984073638916
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,106,23,22,1,7,27,1517763600,1,0.967066764831543
16,4,0,1,0.0,1.0,0.0,0.0,0.0,0.0,106,23,22,1,7,27,1517778000,1,0.974227786064148
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,106,23,22,1,7,27,1517792400,1,0.9813763499259949
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,106,23,22,1,7,27,1517803200,1,0.9829134345054626
0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,107,24,22,1,7,23,1517720400,0,0.08691620826721191
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,107,24,22,1,7,23,1517734800,0,0.08696365356445312
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,107,24,22,1,7,23,1517749200,1,0.9814870357513428
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,107,24,22,1,7,23,1517763600,1,0.9698531627655029
16,4,0,1,0.0,1.0,0.0,0.0,0.0,0.0,107,24,22,1,7,23,1517778000,1,0.9812546968460083
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,107,24,22,1,7,23,1517792400,1,0.9832905530929565
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,107,24,22,1,7,23,1517803200,1,0.9835457801818848
0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,108,25,22,1,7,22,1517720400,0,0.08690008521080017
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,108,25,22,1,7,22,1517734800,0,0.0869017243385315
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,108,25,22,1,7,22,1517749200,1,0.9808076024055481
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,108,25,22,1,7,22,1517763600,1,0.9716976284980774
16,4,0,1,0.0,1.0,0.0,0.0,0.0,0.0,108,25,22,1,7,22,1517778000,1,0.981847882270813
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,108,25,22,1,7,22,1517792400,1,0.9833948612213135
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,108,25,22,1,7,22,1517803200,1,0.983565092086792
0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,109,26,22,1,7,21,1517720400,0,0.0868891179561615
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,109,26,22,1,7,21,1517734800,0,0.08688166737556458
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,109,26,22,1,7,21,1517749200,1,0.9800429940223694
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,109,26,22,1,7,21,1517763600,1,0.9740240573883057
16,4,0,1,0.0,1.0,0.0,0.0,0.0,0.0,109,26,22,1,7,21,1517778000,1,0.9823578596115112
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,109,26,22,1,7,21,1517792400,1,0.9834487438201904
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,109,26,22,1,7,21,1517803200,1,0.9835714101791382
0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,110,27,22,1,7,19,1517720400,0,0.08688008785247803
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,110,27,22,1,7,19,1517734800,0,0.08687490224838257
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,110,27,22,1,7,19,1517749200,1,0.9792798757553101
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,110,27,22,1,7,19,1517763600,1,0.9770606756210327
16,4,0,1,0.0,1.0,0.0,0.0,0.0,0.0,110,27,22,1,7,19,1517778000,1,0.9830160140991211
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,110,27,22,1,7,19,1517792400,1,0.983528733253479
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,110,27,22,1,7,19,1517803200,1,0.9836000800132751
0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,111,28,22,1,7,8,1517720400,0,0.08687633275985718
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,111,28,22,1,7,8,1517734800,0,0.08687382936477661
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,111,28,22,1,7,8,1517749200,1,0.9796984195709229
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,111,28,22,1,7,8,1517763600,1,0.9711034297943115
16,4,0,1,0.0,1.0,0.0,0.0,0.0,0.0,111,28,22,1,7,8,1517778000,1,0.9833739995956421
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,111,28,22,1,7,8,1517792400,1,0.9835866689682007
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,111,28,22,1,7,8,1517803200,1,0.9836287498474121
0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,112,29,22,1,2,2,1517720400,1,0.9821900129318237
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,112,29,22,1,2,2,1517734800,1,0.9761139154434204
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,112,29,22,1,2,2,1517749200,1,0.9836291670799255
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,112,29,22,1,2,2,1517763600,1,0.9824142456054688
16,4,0,1,0.0,1.0,0.0,0.0,0.0,1.0,112,29,22,1,2,2,1517778000,1,0.9837451577186584
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,112,29,22,1,2,2,1517792400,1,0.9837467670440674
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,112,29,22,1,2,2,1517803200,1,0.9837473630905151
0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,113,30,22,0,9,1,1517720400,0,0.0868731439113617
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,113,30,22,0,9,1,1517734800,0,0.0868731439113617
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,113,30,22,0,9,1,1517749200,0,0.08713385462760925
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,113,30,22,0,9,1,1517763600,0,0.0912993848323822
16,4,0,1,0.0,1.0,0.0,0.0,0.0,1.0,113,30,22,0,9,1,1517778000,0,0.08695423603057861
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,113,30,22,0,9,1,1517792400,0,0.0868731439113617
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,113,30,22,0,9,1,1517803200,0,0.0868731439113617
0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,114,31,22,0,7,1,1517720400,0,0.0868731439113617
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,114,31,22,0,7,1,1517734800,0,0.0868731439113617
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,114,31,22,0,7,1,1517749200,0,0.09653717279434204
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,114,31,22,0,7,1,1517763600,0,0.08706304430961609
16,4,0,1,0.0,1.0,0.0,0.0,0.0,1.0,114,31,22,0,7,1,1517778000,0,0.0918487012386322
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,114,31,22,0,7,1,1517792400,0,0.0868731439113617
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,114,31,22,0,7,1,1517803200,0,0.0868731439113617
0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,115,32,22,0,7,13,1517720400,0,0.0868731439113617
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,115,32,22,0,7,13,1517734800,0,0.0868731439113617
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,115,32,22,0,7,13,1517749200,0,0.09117791056632996
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,115,32,22,0,7,13,1517763600,0,0.0868736207485199
16,4,0,1,0.0,1.0,0.0,0.0,0.0,1.0,115,32,22,0,7,13,1517778000,0,0.08691272139549255
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,115,32,22,0,7,13,1517792400,0,0.0868731439113617
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,115,32,22,0,7,13,1517803200,0,0.0868731439113617
0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,116,33,22,0,7,8,1517720400,0,0.0868731439113617
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,116,33,22,0,7,8,1517734800,0,0.0868731439113617
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,116,33,22,0,7,8,1517749200,0,0.37491312623023987
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,116,33,22,0,7,8,1517763600,0,0.08693209290504456
16,4,0,1,0.0,1.0,0.0,0.0,0.0,1.0,116,33,22,0,7,8,1517778000,0,0.09123176336288452
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,116,33,22,0,7,8,1517792400,0,0.0868731439113617
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,116,33,22,0,7,8,1517803200,0,0.0868731439113617
0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,117,34,22,0,7,3,1517720400,0,0.0868731439113617
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,117,34,22,0,7,3,1517734800,0,0.0868731439113617
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,117,34,22,0,7,3,1517749200,0,0.23890641331672668
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,117,34,22,0,7,3,1517763600,0,0.08717885613441467
16,4,0,1,0.0,1.0,0.0,0.0,0.0,1.0,117,34,22,0,7,3,1517778000,0,0.10203462839126587
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,117,34,22,0,7,3,1517792400,0,0.0868731439113617
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,117,34,22,0,7,3,1517803200,0,0.0868731439113617
0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,118,7,21,0,7,1,1517720400,0,0.0868731439113617
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,118,7,21,0,7,1,1517734800,0,0.0868731439113617
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,118,7,21,0,7,1,1517749200,0,0.0868731439113617
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,118,7,21,0,7,1,1517763600,0,0.0868731439113617
16,4,0,1,0.0,1.0,0.0,0.0,0.0,1.0,118,7,21,0,7,1,1517778000,0,0.08688655495643616
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,118,7,21,0,7,1,1517792400,0,0.08687329292297363
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,118,7,21,0,7,1,1517803200,0,0.08687332272529602
0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,119,8,21,0,0,2,1517720400,0,0.0868731439113617
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,119,8,21,0,0,2,1517734800,0,0.0868731439113617
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,119,8,21,0,0,2,1517749200,0,0.09514662623405457
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,119,8,21,0,0,2,1517763600,0,0.0868731439113617
16,4,0,1,0.0,1.0,0.0,0.0,0.0,1.0,119,8,21,0,0,2,1517778000,0,0.08801999688148499
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,119,8,21,0,0,2,1517792400,0,0.08706462383270264
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,119,8,21,0,0,2,1517803200,0,0.08700889348983765
0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,120,9,21,0,7,4,1517720400,0,0.0868731439113617
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,120,9,21,0,7,4,1517734800,0,0.0868731439113617
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,120,9,21,0,7,4,1517749200,0,0.08687320351600647
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,120,9,21,0,7,4,1517763600,0,0.0868731439113617
16,4,0,1,0.0,1.0,0.0,0.0,0.0,0.0,120,9,21,0,7,4,1517778000,0,0.0868731439113617
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,120,9,21,0,7,4,1517792400,0,0.08687320351600647
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,120,9,21,0,7,4,1517803200,0,0.0868731439113617
0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,121,10,21,0,7,3,1517720400,0,0.0868731439113617
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,121,10,21,0,7,3,1517734800,0,0.0868731439113617
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,121,10,21,0,7,3,1517749200,0,0.08687317371368408
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,121,10,21,0,7,3,1517763600,0,0.0868731439113617
16,4,0,1,0.0,1.0,0.0,0.0,0.0,1.0,121,10,21,0,7,3,1517778000,0,0.08688056468963623
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,121,10,21,0,7,3,1517792400,0,0.0868731439113617
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,121,10,21,0,7,3,1517803200,0,0.0868731439113617
0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,122,11,21,0,2,1,1517720400,0,0.0868731439113617
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,122,11,21,0,2,1,1517734800,0,0.0868731439113617
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,122,11,21,0,2,1,1517749200,0,0.08709487318992615
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,122,11,21,0,2,1,1517763600,0,0.0868731439113617
16,4,0,1,0.0,1.0,0.0,0.0,0.0,1.0,122,11,21,0,2,1,1517778000,0,0.09169402718544006
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,122,11,21,0,2,1,1517792400,0,0.08929932117462158
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,122,11,21,0,2,1,1517803200,0,0.0883324146270752
0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,123,12,21,0,7,4,1517720400,0,0.0868731439113617
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,123,12,21,0,7,4,1517734800,0,0.0868731439113617
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,123,12,21,0,7,4,1517749200,0,0.08687320351600647
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,123,12,21,0,7,4,1517763600,0,0.0868731439113617
16,4,0,1,0.0,1.0,0.0,0.0,0.0,1.0,123,12,21,0,7,4,1517778000,0,0.08688682317733765
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,123,12,21,0,7,4,1517792400,0,0.0868731439113617
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,123,12,21,0,7,4,1517803200,0,0.0868731439113617
0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,124,13,21,0,2,6,1517720400,0,0.0868731439113617
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,124,13,21,0,2,6,1517734800,0,0.0868731439113617
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,124,13,21,0,2,6,1517749200,0,0.09576264023780823
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,124,13,21,0,2,6,1517763600,0,0.0868731439113617
16,4,0,1,0.0,1.0,0.0,0.0,0.0,0.0,124,13,21,0,2,6,1517778000,0,0.12478572130203247
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,124,13,21,0,2,6,1517792400,0,0.1413603127002716
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,124,13,21,0,2,6,1517803200,0,0.13816618919372559
0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,125,14,21,1,2,19,1517720400,1,0.9834812879562378
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,125,14,21,1,2,19,1517734800,1,0.9829006195068359
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,125,14,21,1,2,19,1517749200,1,0.9837278127670288
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,125,14,21,1,2,19,1517763600,1,0.9835528135299683
16,4,0,1,0.0,1.0,0.0,0.0,0.0,0.0,125,14,21,1,2,19,1517778000,1,0.9837469458580017
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,125,14,21,1,2,19,1517792400,1,0.9837481379508972
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,125,14,21,1,2,19,1517803200,1,0.983748197555542
0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,126,15,21,0,2,28,1517720400,0,0.0868731439113617
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,126,15,21,0,2,28,1517734800,0,0.0868731439113617
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,126,15,21,0,2,28,1517749200,1,0.7993568181991577
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,126,15,21,0,2,28,1517763600,0,0.0868731439113617
16,4,0,1,0.0,1.0,0.0,0.0,0.0,0.0,126,15,21,0,2,28,1517778000,0,0.0868731439113617
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,126,15,21,0,2,28,1517792400,0,0.0868731439113617
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,126,15,21,0,2,28,1517803200,0,0.0868731439113617
0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,127,16,21,0,2,17,1517720400,0,0.0868731439113617
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,127,16,21,0,2,17,1517734800,0,0.0868731439113617
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,127,16,21,0,2,17,1517749200,0,0.1435544788837433
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,127,16,21,0,2,17,1517763600,0,0.0868731439113617
16,4,0,1,0.0,1.0,0.0,0.0,0.0,0.0,127,16,21,0,2,17,1517778000,0,0.08687323331832886
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,127,16,21,0,2,17,1517792400,0,0.08688125014305115
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,127,16,21,0,2,17,1517803200,0,0.08701425790786743
0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,128,17,21,0,7,14,1517720400,0,0.0868731439113617
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,128,17,21,0,7,14,1517734800,0,0.0868731439113617
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,128,17,21,0,7,14,1517749200,0,0.1382097601890564
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,128,17,21,0,7,14,1517763600,0,0.08687323331832886
16,4,0,1,0.0,1.0,0.0,0.0,0.0,0.0,128,17,21,0,7,14,1517778000,0,0.08687368035316467
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,128,17,21,0,7,14,1517792400,0,0.08687865734100342
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,128,17,21,0,7,14,1517803200,0,0.0869796872138977
0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,129,18,21,0,7,16,1517720400,0,0.0868731439113617
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,129,18,21,0,7,16,1517734800,0,0.0868731439113617
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,129,18,21,0,7,16,1517749200,0,0.2739392817020416
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,129,18,21,0,7,16,1517763600,0,0.0868731439113617
16,4,0,1,0.0,1.0,0.0,0.0,0.0,0.0,129,18,21,0,7,16,1517778000,0,0.08687320351600647
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,129,18,21,0,7,16,1517792400,0,0.0868733823299408
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,129,18,21,0,7,16,1517803200,0,0.08687689900398254
0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,130,19,21,0,7,19,1517720400,0,0.0868731439113617
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,130,19,21,0,7,19,1517734800,0,0.0868731439113617
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,130,19,21,0,7,19,1517749200,0,0.4506748914718628
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,130,19,21,0,7,19,1517763600,0,0.0868731439113617
16,4,0,1,0.0,1.0,0.0,0.0,0.0,0.0,130,19,21,0,7,19,1517778000,0,0.0868731439113617
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,130,19,21,0,7,19,1517792400,0,0.0868731439113617
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,130,19,21,0,7,19,1517803200,0,0.0868731439113617
0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,131,20,21,0,7,22,1517720400,0,0.0868731439113617
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,131,20,21,0,7,22,1517734800,0,0.0868731439113617
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,131,20,21,0,7,22,1517749200,0,0.4871029853820801
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,131,20,21,0,7,22,1517763600,0,0.0868731439113617
16,4,0,1,0.0,1.0,0.0,0.0,0.0,0.0,131,20,21,0,7,22,1517778000,0,0.0868731439113617
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,131,20,21,0,7,22,1517792400,0,0.0868731439113617
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,131,20,21,0,7,22,1517803200,0,0.0868731439113617
0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,132,21,21,0,7,21,1517720400,0,0.0868731439113617
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,132,21,21,0,7,21,1517734800,0,0.0868731439113617
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,132,21,21,0,7,21,1517749200,0,0.13666027784347534
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,132,21,21,0,7,21,1517763600,0,0.0868731439113617
16,4,0,1,0.0,1.0,0.0,0.0,0.0,0.0,132,21,21,0,7,21,1517778000,0,0.0868731439113617
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,132,21,21,0,7,21,1517792400,0,0.0868731439113617
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,132,21,21,0,7,21,1517803200,0,0.0868731439113617
0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,133,22,21,0,7,20,1517720400,0,0.0868731439113617
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,133,22,21,0,7,20,1517734800,0,0.0868731439113617
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,133,22,21,0,7,20,1517749200,0,0.09646522998809814
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,133,22,21,0,7,20,1517763600,0,0.0868731439113617
16,4,0,1,0.0,1.0,0.0,0.0,0.0,0.0,133,22,21,0,7,20,1517778000,0,0.0868731439113617
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,133,22,21,0,7,20,1517792400,0,0.0868731439113617
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,133,22,21,0,7,20,1517803200,0,0.0868731439113617
0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,134,23,21,0,7,23,1517720400,0,0.0868731439113617
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,134,23,21,0,7,23,1517734800,0,0.0868731439113617
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,134,23,21,0,7,23,1517749200,0,0.09196528792381287
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,134,23,21,0,7,23,1517763600,0,0.0868731439113617
16,4,0,1,0.0,1.0,0.0,0.0,0.0,0.0,134,23,21,0,7,23,1517778000,0,0.0868731439113617
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,134,23,21,0,7,23,1517792400,0,0.0868731439113617
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,134,23,21,0,7,23,1517803200,0,0.0868731439113617
0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,135,24,21,0,7,20,1517720400,0,0.0868731439113617
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,135,24,21,0,7,20,1517734800,0,0.0868731439113617
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,135,24,21,0,7,20,1517749200,0,0.08821183443069458
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,135,24,21,0,7,20,1517763600,0,0.0868731439113617
16,4,0,1,0.0,1.0,0.0,0.0,0.0,0.0,135,24,21,0,7,20,1517778000,0,0.0868731439113617
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,135,24,21,0,7,20,1517792400,0,0.0868731439113617
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,135,24,21,0,7,20,1517803200,0,0.0868731439113617
0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,136,25,21,0,7,21,1517720400,0,0.0868731439113617
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,136,25,21,0,7,21,1517734800,0,0.0868731439113617
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,136,25,21,0,7,21,1517749200,0,0.08741569519042969
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,136,25,21,0,7,21,1517763600,0,0.0868731439113617
16,4,0,1,0.0,1.0,0.0,0.0,0.0,0.0,136,25,21,0,7,21,1517778000,0,0.0868731439113617
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,136,25,21,0,7,21,1517792400,0,0.0868731439113617
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,136,25,21,0,7,21,1517803200,0,0.0868731439113617
0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,137,26,21,0,7,21,1517720400,0,0.0868731439113617
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,137,26,21,0,7,21,1517734800,0,0.0868731439113617
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,137,26,21,0,7,21,1517749200,0,0.087095707654953
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,137,26,21,0,7,21,1517763600,0,0.0868731439113617
16,4,0,1,0.0,1.0,0.0,0.0,0.0,0.0,137,26,21,0,7,21,1517778000,0,0.0868731439113617
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,137,26,21,0,7,21,1517792400,0,0.0868731439113617
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,137,26,21,0,7,21,1517803200,0,0.0868731439113617
0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,138,27,21,0,7,21,1517720400,0,0.0868731439113617
4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,138,27,21,0,7,21,1517734800,0,0.0868731439113617
8,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,138,27,21,0,7,21,1517749200,0,0.08696508407592773
12,3,0,1,0.0,0.0,1.0,0.0,0.0,1.0,138,27,21,0,7,21,1517763600,0,0.0868731439113617
16,4,0,1,0.0,1.0,0.0,0.0,0.0,0.0,138,27,21,0,7,21,1517778000,0,0.0868731439113617
20,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,138,27,21,0,7,21,1517792400,0,0.0868731439113617
23,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,138,27,21,0,7,21,1517803200,0,0.0868731439113617
