,BLM,ELM,Co. Seq.,ID_NUMBER,Thru_Lanes,ROW ,Num_Lns,Spd_Limit,Terrain,Land_Use,Illum,Operation,Acc_Ctrl,Sch Spd Limit,Truck Spd Limit,BLM_Lat,BLM_Long,ELM_Lat,ELM_Long
59,0.0,0.12,2,3301151002,2,36.0,2,,2.0,0,,2,0,,,35.4254600712447,-85.0464498532615,35.4245070691166,-85.0446958498884
60,0.0,1.8,1,3301406001,4,80.0,4,45.0,2.0,2,1.0,2,0,,,35.0839924220286,-85.3175724645339,35.104795184929,-85.2987030840079
61,1.8,2.63,1,3301406001,4,80.0,4,35.0,2.0,2,1.0,2,0,,,35.104795184929,-85.2987030840079,35.1155235464441,-85.2918816489383
62,2.63,2.81,1,3301406001,4,80.0,4,35.0,2.0,2,1.0,2,0,15.0,,35.1155235464441,-85.2918816489383,35.1179362626278,-85.2906661042699
63,2.81,3.347,1,3301406001,4,80.0,4,35.0,2.0,2,1.0,2,0,,,35.1179362626278,-85.2906661042699,35.124431499031,-85.2858693932257
64,3.347,3.9589999999999996,1,3301406001,4,70.0,4,45.0,2.0,2,1.0,2,0,,,35.124431499031,-85.2858693932257,35.1327225151227,-85.281866383638
65,3.9589999999999996,5.04,1,3301406001,4,80.0,4,45.0,2.0,2,1.0,2,0,,,35.1327225151227,-85.281866383638,35.146817213752,-85.2736740082515
66,5.04,6.928999999999999,1,3301406001,2,80.0,2,50.0,2.0,2,1.0,2,0,,,35.146817213752,-85.2736740082515,35.1702295870649,-85.2568523262935
67,6.928999999999999,7.42,1,3301406001,2,80.0,2,50.0,2.0,2,1.0,2,0,,,35.1702295870649,-85.2568523262935,35.1758615979668,-85.2515697183221
68,7.42,7.52,1,3301406001,2,150.0,2,50.0,2.0,2,1.0,2,0,,,35.1758615979668,-85.2515697183221,35.1769975998155,-85.2504723121705
69,7.52,7.56,1,3301406001,4,200.0,4,50.0,2.0,2,1.0,2,0,,,35.1769975998155,-85.2504723121705,35.1774375761955,-85.249984658737
70,7.56,7.86,1,3301406001,3,500.0,3,50.0,2.0,2,1.0,2,0,,,35.1774375761955,-85.249984658737,35.1808856071279,-85.2467093038586
71,0.0,0.61,1,3301431001,2,40.0,2,35.0,2.0,7,1.0,2,0,,,35.0599813384373,-85.031904892721,35.0670313533474,-85.0382849042647
72,0.61,0.861,1,3301431001,2,36.0,2,35.0,2.0,7,1.0,2,0,,,35.0670313533474,-85.0382849042647,35.07030735967,-85.0364738999974
73,0.861,1.55,1,3301431001,2,40.0,2,35.0,2.0,0,,2,0,,,35.07030735967,-85.0364738999974,35.0792993773316,-85.0339268931721
74,0.0,2.57,1,3302154001,2,50.0,2,35.0,2.0,7,,2,0,,,35.0431013152625,-85.1157850650148,35.0139997398537,-85.0900461930729
75,2.57,5.39,1,3302154001,2,50.0,2,35.0,2.0,0,,2,0,,,35.0139997398537,-85.0900461930729,35.02558127326,-85.0605289568765
76,0.0,2.677,1,3302156001,2,40.0,2,35.0,2.0,0,,2,0,,,35.1326904887211,-85.0702909565405,35.1393775066167,-85.1061810277409
77,2.677,3.32,1,3302156001,2,40.0,2,35.0,2.0,0,,2,0,,,35.1393775066167,-85.1061810277409,35.1360755013026,-85.1164540490936
78,0.0,0.09,1,3302158001,3,150.0,3,50.0,2.0,0,,2,0,,,35.231952697384,-85.1509771010175,35.2316209274914,-85.1494372447189
79,0.09,0.25,1,3302158001,3,100.0,3,50.0,2.0,0,,2,0,,,35.2316209274914,-85.1494372447189,35.2313635119018,-85.1466329225046
80,0.25,1.97,1,3302158001,2,100.0,2,50.0,2.0,0,,2,0,,,35.2313635119018,-85.1466329225046,35.2286441736743,-85.1168168630269
81,1.97,2.34,1,3302158001,2,100.0,2,50.0,2.0,0,,2,0,,,35.2286441736743,-85.1168168630269,35.2278557657548,-85.1104521740995
82,2.34,3.167,1,3302158001,2,100.0,2,45.0,2.0,0,,2,0,,,35.2278557657548,-85.1104521740995,35.2305546878365,-85.0971229924344
83,3.167,4.26,1,3302158001,2,40.0,2,30.0,2.0,0,,2,0,,,35.2305546878365,-85.0971229924344,35.2254056794643,-85.112446024363
84,0.0,2.82,1,3302160001,2,40.0,2,40.0,2.0,0,,2,0,,,35.3150058479832,-85.0278538364969,35.2920647985665,-85.0000707846427
85,2.82,4.85,1,3302160001,2,40.0,2,40.0,2.0,0,,2,0,,,35.2920647985665,-85.0000707846427,35.2708142824997,-84.9855310422442
86,4.85,5.27,1,3302160001,2,30.0,2,40.0,2.0,0,,2,0,,,35.2708142824997,-84.9855310422442,35.2684437485934,-84.978676745866
87,5.27,6.04,1,3302160001,2,40.0,2,40.0,2.0,0,,2,0,,,35.2684437485934,-84.978676745866,35.2751947607619,-84.968250723502
88,0.0,0.154,1,3302162001,3,150.0,3,50.0,2.0,0,,2,0,,,35.1881316215611,-85.2462293015634,35.1903726260152,-85.2460023006949
89,0.154,0.23,1,3302162001,2,150.0,2,50.0,2.0,0,,2,0,,,35.1903726260152,-85.2460023006949,35.1914465100858,-85.2457245265966
90,0.23,1.85,1,3302162001,2,80.0,2,50.0,2.0,0,,2,0,,,35.1914465100858,-85.2457245265966,35.211386666166,-85.2307852660992
91,1.85,2.85,1,3302162001,2,80.0,2,40.0,2.0,2,,2,0,,,35.211386666166,-85.2307852660992,35.222438869529,-85.2205220725914
92,2.85,3.02,1,3302162001,2,80.0,2,40.0,2.0,2,1.0,2,0,,,35.222438869529,-85.2205220725914,35.2239976216159,-85.2182421565515
93,3.02,3.56,1,3302162001,2,80.0,2,40.0,2.0,2,1.0,2,0,,,35.2239976216159,-85.2182421565515,35.2290913393462,-85.2108156537775
94,3.56,4.87,1,3302162001,2,80.0,2,40.0,2.0,7,1.0,2,0,,,35.2290913393462,-85.2108156537775,35.2415882527707,-85.1931176790246
95,4.87,4.96,1,3302162001,2,80.0,2,40.0,2.0,2,1.0,2,0,,,35.2415882527707,-85.1931176790246,35.2425307236503,-85.1920011819821
96,0.0,0.61,1,3302199001,2,60.0,2,40.0,2.0,4,,2,0,,,34.9866582363737,-85.3918656318218,34.9936460384079,-85.3860163045361
97,0.61,2.81,1,3302199001,2,60.0,2,45.0,2.0,5,1.0,2,0,,,34.9936460384079,-85.3860163045361,35.0203023005069,-85.3657715732075
98,0.0,0.005,1,3302201001,2,50.0,2,35.0,2.0,7,0.0,2,0,,,35.02558127326,-85.0605289568765,35.0256292733471,-85.0604589567264
99,0.005,1.12,1,3302201001,2,50.0,2,35.0,2.0,7,1.0,2,0,,,35.0256292733471,-85.0604589567264,35.0409693873004,-85.0555878110616
100,1.12,1.33,1,3302201001,2,50.0,2,30.0,2.0,7,1.0,2,0,,,35.0409693873004,-85.0555878110616,35.0434318757502,-85.0535041381986
101,1.33,1.61,1,3302201001,2,50.0,2,30.0,2.0,7,1.0,2,0,15.0,,35.0434318757502,-85.0535041381986,35.0463669504376,-85.0506290685351
102,1.61,1.93,1,3302201001,2,60.0,2,30.0,2.0,9,1.0,2,0,,,35.0463669504376,-85.0506290685351,35.0506191891622,-85.0488286114587
103,1.93,2.1,1,3302201001,2,60.0,2,30.0,2.0,2,1.0,2,0,,,35.0506191891622,-85.0488286114587,35.0528593263069,-85.0485819276866
104,0.0,2.33,1,3302205001,2,44.0,2,40.0,2.0,0,0.0,2,0,,,35.1396213410961,-85.1207538363644,35.1215533824317,-85.0947544053464
105,2.33,2.5,1,3302205001,2,40.0,2,40.0,2.0,0,0.0,2,0,20.0,,35.1215533824317,-85.0947544053464,35.1216836226233,-85.0917657051993
106,2.5,5.66,1,3302205001,2,40.0,2,40.0,2.0,0,,2,0,,,35.1216836226233,-85.0917657051993,35.0841600668099,-85.0767584299154
107,5.66,5.76,1,3302205001,2,100.0,2,40.0,2.0,0,,2,0,,,35.0841600668099,-85.0767584299154,35.0840612501923,-85.0750417400648
108,5.76,5.95,1,3302205001,3,150.0,3,40.0,2.0,0,,2,0,,,35.0840612501923,-85.0750417400648,35.0858933493892,-85.0727947643999
109,5.95,6.01,1,3302205001,4,150.0,4,40.0,2.0,0,,2,0,,,35.0858933493892,-85.0727947643999,35.0866483968972,-85.072282469208
110,6.01,6.11,1,3302205001,3,150.0,3,40.0,2.0,2,,2,0,,,35.0866483968972,-85.072282469208,35.087712398854,-85.0710229664284
111,6.11,6.21,1,3302205001,4,100.0,4,40.0,2.0,2,,2,0,,,35.087712398854,-85.0710229664284,35.0867066759386,-85.0694394543987
112,6.21,6.28,1,3302205001,4,300.0,4,40.0,2.0,2,,2,0,,,35.0867066759386,-85.0694394543987,35.0861993954708,-85.068195961008
113,0.0,0.12,1,3302207001,3,100.0,3,40.0,2.0,2,,2,0,,,35.087712398854,-85.0710229664284,35.0882041140412,-85.0690426778786
114,0.12,0.35,1,3302207001,4,100.0,4,40.0,2.0,2,,2,0,,,35.0882041140412,-85.0690426778786,35.0879573985815,-85.0649869542056
115,0.35,0.66,1,3302207001,2,60.0,2,40.0,2.0,2,,2,0,,,35.0879573985815,-85.0649869542056,35.0921300298322,-85.0651615462835
116,0.66,0.97,1,3302207001,2,50.0,2,40.0,2.0,0,,2,0,15.0,,35.0921300298322,-85.0651615462835,35.0961085150114,-85.0636385902796
117,0.97,7.11,1,3302207001,2,50.0,2,40.0,2.0,0,,2,0,,,35.0961085150114,-85.0636385902796,35.1793365794313,-85.0498489065213
118,0.0,0.14,1,3302209001,2,40.0,2,25.0,2.0,4,1.0,2,0,,,35.1219505011832,-85.3441225112676,35.1226625028932,-85.3464735158853
119,0.14,0.15,1,3302209001,2,30.0,2,25.0,2.0,4,1.0,2,0,,,35.1226625028932,-85.3464735158853,35.122793503177,-85.346653516225
120,0.15,0.22,1,3302209001,2,40.0,2,25.0,2.0,4,1.0,2,0,,,35.122793503177,-85.346653516225,35.123622998217,-85.3472520580206
121,0.22,0.43,1,3302209001,2,40.0,2,25.0,2.0,7,1.0,2,0,,,35.123622998217,-85.3472520580206,35.126413510308,-85.3457545137581
122,0.43,1.67,1,3302209001,2,40.0,2,30.0,2.0,7,1.0,2,0,,,35.126413510308,-85.3457545137581,35.1424043270898,-85.3500532588208
123,1.67,2.3,1,3302209001,2,40.0,2,30.0,2.0,0,0.0,2,0,,,35.1424043270898,-85.3500532588208,35.1510500610326,-85.3497114585836
124,2.3,2.99,1,3302209001,2,60.0,2,30.0,2.0,0,0.0,2,0,,,35.1510500610326,-85.3497114585836,35.1559205709399,-85.3590535352978
125,0.0,4.55,1,3302211001,2,50.0,2,45.0,2.0,0,,2,0,,,35.1747765675037,-85.0277108626695,35.2340329969038,-84.9932564367745
126,4.55,7.76,1,3302211001,2,44.0,2,45.0,2.0,0,,2,0,,,35.2340329969038,-84.9932564367745,35.2751947607619,-84.968250723502
127,7.76,9.37,1,3302211001,2,50.0,2,45.0,2.0,0,,2,0,,,35.2751947607619,-84.968250723502,35.2876377026653,-84.9463137812109
128,0.0,0.63,1,3302213001,2,32.0,2,35.0,2.0,0,,2,0,,,35.1859766075975,-85.1683501446364,35.1923106212208,-85.176017158954
129,0.0,1.19,1,3302215001,2,40.0,2,30.0,1.0,0,,2,0,,,35.2303626916752,-85.1307600604521,35.2144386591148,-85.1250790519347
130,0.0,0.91,1,3302217001,2,,2,,2.0,0,,2,0,,,35.2573927552969,-85.2074932105613,35.2685235617507,-85.2041140247813
131,0.91,3.737,1,3302217001,2,40.0,2,30.0,2.0,7,,2,0,,,35.2685235617507,-85.2041140247813,35.2917968195117,-85.1705271294487
132,3.737,4.07,1,3302217001,2,40.0,2,30.0,2.0,7,1.0,2,0,,,35.2917968195117,-85.1705271294487,35.2914608181894,-85.1653091189567
133,0.0,0.59,1,3302219001,2,100.0,2,45.0,2.0,0,1.0,2,0,,,35.2771467883294,-85.1554341016407,35.2835039397351,-85.1552419346652
134,0.59,0.83,1,3302219001,2,100.0,2,45.0,2.0,2,1.0,2,0,,,35.2835039397351,-85.1552419346652,35.2868889396148,-85.1556178168565
135,0.83,0.91,1,3302219001,2,100.0,2,40.0,2.0,2,1.0,2,0,,,35.2868889396148,-85.1556178168565,35.288022810093,-85.1555260998075
136,0.91,1.083,1,3302219001,2,30.0,2,20.0,2.0,7,1.0,2,0,,,35.288022810093,-85.1555260998075,35.2885368114969,-85.1585381058041
137,1.083,1.5119999999999998,1,3302219001,2,21.0,2,20.0,2.0,7,1.0,2,0,,,35.2885368114969,-85.1585381058041,35.2898528150654,-85.1660471207476
138,1.5119999999999998,1.63,1,3302219001,2,32.0,2,20.0,2.0,7,1.0,2,0,,,35.2898528150654,-85.1660471207476,35.2914608181894,-85.1653091189567
139,1.63,1.76,1,3302219001,2,40.0,2,20.0,2.0,7,0.0,2,0,,,35.2914608181894,-85.1653091189567,35.2932963959884,-85.1647895411424
140,1.76,2.327,1,3302219001,2,40.0,2,35.0,2.0,2,0.0,2,0,,,35.2932963959884,-85.1647895411424,35.3012398377926,-85.1656711178752
141,2.327,2.391,1,3302219001,2,40.0,2,35.0,2.0,2,1.0,2,0,,,35.3012398377926,-85.1656711178752,35.3021748396456,-85.1655351174267
142,2.391,2.73,1,3302219001,2,100.0,2,35.0,2.0,7,1.0,2,0,,,35.3021748396456,-85.1655351174267,35.3056826576066,-85.1613845533295
143,2.73,3.15,1,3302219001,2,38.0,2,35.0,2.0,7,,2,0,,,35.3056826576066,-85.1613845533295,35.3112462559622,-85.1599896929225
144,3.15,4.38,1,3302219001,2,34.0,2,35.0,2.0,7,,2,0,,,35.3112462559622,-85.1599896929225,35.3262224913025,-85.1496361021144
145,4.38,5.87,1,3302219001,2,50.0,2,35.0,2.0,0,,2,0,,,35.3262224913025,-85.1496361021144,35.3429579171703,-85.1331940444015
146,5.87,6.18,1,3302219001,2,40.0,2,35.0,2.0,0,,2,0,,,35.3429579171703,-85.1331940444015,35.3410179127637,-85.1289890362529
147,0.0,3.06,1,3302221001,2,44.0,2,40.0,2.0,0,,2,0,,,35.2269726711416,-85.0217568407987,35.262901255762,-85.0213472016978
148,3.06,3.23,1,3302221001,2,44.0,2,35.0,2.0,0,,2,0,,,35.262901255762,-85.0213472016978,35.2650989193567,-85.0200195129484
149,3.23,5.45,1,3302221001,2,44.0,2,40.0,2.0,0,,2,0,,,35.2650989193567,-85.0200195129484,35.2920647985665,-85.0000707846427
150,0.0,2.52,1,3302223001,2,40.0,2,30.0,2.0,0,,2,0,,,35.3403599102898,-85.1197520176816,35.3697159663058,-85.0982989687623
151,0.0,1.99,1,3302227001,2,40.0,2,35.0,2.0,0,,2,0,,,35.413862050795,-85.0681528994154,35.395255016327,-85.0899139469909
152,0.0,0.04,1,3303542001,4,300.0,4,40.0,1.0,5,1.0,2,0,,,35.1145104756354,-85.2569533366644,35.114020985338,-85.2566538599155
153,0.04,0.08,1,3303542001,4,300.0,5,40.0,1.0,5,1.0,2,0,,,35.114020985338,-85.2566538599155,35.1138153875988,-85.2559972545617
154,0.08,0.29,1,3303542001,4,100.0,5,40.0,1.0,2,1.0,2,0,,,35.1138153875988,-85.2559972545617,35.1125443970203,-85.2526238518606
155,0.29,0.315,1,3303542001,4,100.0,4,40.0,1.0,2,1.0,2,0,,,35.1125443970203,-85.2526238518606,35.1123914788374,-85.2522253894003
156,0.315,0.32,1,3303542001,4,100.0,4,50.0,1.0,2,1.0,2,0,,,35.1123914788374,-85.2522253894003,35.1123611524588,-85.2521455506077
157,0.32,0.47,1,3303542001,4,150.0,5,50.0,1.0,9,1.0,2,0,,,35.1123611524588,-85.2521455506077,35.1114543523093,-85.2497494348513
158,0.47,0.5,1,3303542001,4,150.0,4,50.0,1.0,9,1.0,2,0,,,35.1114543523093,-85.2497494348513,35.111264611074,-85.2492748995379
159,0.5,1.73,1,3303542001,4,100.0,4,50.0,2.0,5,1.0,2,0,,,35.111264611074,-85.2492748995379,35.1089796985132,-85.2304592138312
160,1.73,1.76,1,3303542001,3,160.0,3,50.0,2.0,9,1.0,2,0,,,35.1089796985132,-85.2304592138312,35.1089305096001,-85.2299714571338
161,1.76,1.93,1,3303542001,3,120.0,3,50.0,2.0,9,1.0,2,0,,,35.1089305096001,-85.2299714571338,35.1104640695558,-85.2281138512553
162,1.93,1.96,1,3303542001,3,100.0,3,50.0,2.0,9,1.0,2,0,,,35.1104640695558,-85.2281138512553,35.1108695928468,-85.2282985492062
163,1.96,2.02,1,3303542001,2,100.0,2,50.0,2.0,9,1.0,2,0,,,35.1108695928468,-85.2282985492062,35.1113939846112,-85.229129902926
164,2.02,2.05,1,3303542001,1,150.0,1,50.0,2.0,9,1.0,1,0,,,35.1113939846112,-85.229129902926,35.1117567530205,-85.2294204920691
165,0.0,0.22,1,3303546001,4,75.0,4,30.0,2.0,2,1.0,2,0,,,35.0626703782729,-85.3084884500618,35.0617783760388,-85.3048084428001
166,0.22,0.305,1,3303546001,4,60.0,4,30.0,2.0,2,1.0,2,0,,,35.0617783760388,-85.3048084428001,35.061230300031,-85.3034776538521
167,0.305,0.41,1,3303546001,3,100.0,3,30.0,2.0,2,1.0,2,0,,,35.061230300031,-85.3034776538521,35.0609593739935,-85.3014794362334
168,0.41,0.92,1,3303546001,5,100.0,5,35.0,2.0,2,1.0,2,0,,,35.0609593739935,-85.3014794362334,35.0537806849336,-85.3037737599163
169,0.92,1.04,1,3303546001,4,70.0,4,30.0,2.0,2,1.0,2,0,,,35.0537806849336,-85.3037737599163,35.0521815972155,-85.3046456267964
170,1.04,1.12,1,3303546001,3,68.0,3,30.0,2.0,2,1.0,2,0,,,35.0521815972155,-85.3046456267964,35.0511613548548,-85.3052254455615
171,1.12,1.325,1,3303546001,2,80.0,2,30.0,2.0,2,1.0,2,0,,,35.0511613548548,-85.3052254455615,35.0484243495713,-85.3067854492026
