date,time,temperature,dewpoint,humidity,wind_speed,wind_gust_speed,wind_dir_degrees,wind_dir,pressure,windchill,heatindex,precip,precip_rate,precip_1hr,precip_today,solarradiation,uv_index,temperature_indoor,humidity_indoor,software_type,event,conditions
2017-06-21,16:07:00,,,,3.2,,158,SSE,1015.1,,,,0,0,0,,,,,,
2017-06-21,16:16:00,28.8,19.4,59,3.2,,270,West,1015.1,,30.2,0,0,0,0,,,,,,
2017-06-21,16:28:00,28.6,20.6,61,0,,113,ESE,1015.1,,30.5,0,0,0,0,,,,,,
2017-06-21,17:01:00,28.6,21.1,63,3.2,,113,ESE,1014.8,,31,0,0,0,0,,,,,,
2017-06-21,17:34:00,27.7,19.4,61,3.2,,158,SSE,1014.8,,29,0,0,0,0,,,,,,
2017-06-21,18:06:00,27.8,20,63,4.8,,158,SSE,1014.8,,29.4,0,0,0,0,,,,,,
2017-06-21,18:40:00,27.7,20,65,0,,180,South,990.4,,29.4,0,0,0,0,,,,,,
2017-06-21,19:13:00,27.4,20.6,68,0,,135,SE,990.4,,29.1,0,0,0,0,,,,,,
2017-06-21,19:46:00,26.7,20,68,4.8,,158,SSE,990.7,,28.1,0,0,0,0,,,,,,
2017-06-21,20:18:00,25.1,19.4,73,1.6,,113,ESE,990.7,,,0,0,0,0,,,,,,
2017-06-21,20:56:00,24.2,19.4,75,1.6,,158,SSE,990.7,,,0,0,0,0,,,,,,
2017-06-21,21:28:00,24.2,20,79,3.2,,113,ESE,990.7,,,0,0,0,0,,,,,,
2017-06-21,22:01:00,23.9,20,81,3.2,,135,SE,991.1,,,0,0,0,0,,,,,,
2017-06-21,22:34:00,23.8,20,81,3.2,,225,SW,991.4,,,0,0,0,0,,,,,,
2017-06-21,23:06:00,23.7,20.6,83,0,,45,NE,991.1,,,0,0,0,0,,,,,,
2017-06-21,23:39:00,23.6,20.6,85,3.2,,225,SW,991.4,,,0,0,0,0,,,,,,
2017-06-22,00:11:00,23.3,20.6,86,1.6,,113,ESE,991.4,,,0,0,0,0,,,,,,
2017-06-22,00:44:00,23.1,20.6,88,0,,23,NNE,991.4,,,0,0,0,0,,,,,,
2017-06-22,01:17:00,22.8,20.6,88,0,,113,ESE,991.4,,,0,0,0,0,,,,,,
