Response Date,Fixed Time CallClosed,Address,City,Latitude,Longitude,Problem
2/12/2020 6:10:04 PM,2/12/2020 6:28:30 PM,Market St / E 7th St,CHATTANOOGA,35048375,85309461,ACC2-MVC No Injuries
2/12/2020 5:21:03 PM,2/12/2020 6:16:31 PM,E 3rd St / Mabel St,CHATTANOOGA,35051299,85299453,ACC2-MVC No Injuries
2/12/2020 5:05:30 PM,2/12/2020 5:19:09 PM,9000 - 9033 Lee Hwy,CHATTANOOGA,35085686,85066688,ACC4-MVC Entrapment
2/12/2020 5:05:30 PM,2/12/2020 5:19:34 PM,9000 - 9033 Lee Hwy,CHATTANOOGA,35085686,85066688,ACC4-MVC Entrapment
2/12/2020 5:05:30 PM,2/12/2020 5:22:01 PM,9000 - 9033 Lee Hwy,CHATTANOOGA,35085686,85066688,ACC4-MVC Entrapment
2/12/2020 5:04:55 PM,2/12/2020 6:28:54 PM,9000 - 9033 Lee Hwy,CHATTANOOGA,35085686,85066688,ACC2-MVC No Injuries
2/12/2020 4:21:02 PM,2/12/2020 4:45:22 PM,Airport Rd / Lovell Field Loop,CHATTANOOGA,35046196,85200138,ACC2-MVC No Injuries
2/12/2020 4:01:11 PM,2/12/2020 4:41:14 PM,CENTRAL AVE / BLACKFORD ST,CHATTANOOGA,35048649,85287235,ACC2-MVC No Injuries
2/12/2020 3:55:24 PM,2/12/2020 4:45:35 PM,100 Highway 153 Sb,CHATTANOOGA,35034506,85183441,ACC2-MVC No Injuries
2/12/2020 3:39:33 PM,2/12/2020 4:13:51 PM,300 ASHLAND TER,RED BANK,35120342,85286305,ACC2-MVC No Injuries
2/12/2020 3:29:43 PM,2/12/2020 3:32:12 PM,4762 Highway 58,CHATTANOOGA,35087880,85188389,ACC2-MVC No Injuries
2/12/2020 2:57:22 PM,2/12/2020 3:19:29 PM,Airport Rd / Lee Hwy,CHATTANOOGA,35022265,85198591,ACC2-MVC No Injuries
2/12/2020 2:55:58 PM,2/12/2020 3:49:50 PM,4762 HIGHWAY 58,CHATTANOOGA,35088250,85188703,ACCDEL-MVC Delayed
2/12/2020 2:16:27 PM,2/12/2020 3:05:48 PM,407 Chestnut St,CHATTANOOGA,35051245,85312336,ACC2-MVC No Injuries
2/12/2020 2:13:27 PM,2/12/2020 2:41:46 PM,210 - 249 HIGHWAY 27 NB,CHATTANOOGA,35058188,85316377,ACC2-MVC No Injuries
2/12/2020 2:07:47 PM,2/12/2020 2:39:17 PM,3100 Brainerd Rd,CHATTANOOGA,35027705,85255515,ACC3-MVC Unknown Injuries
2/12/2020 2:07:01 PM,2/12/2020 4:18:09 PM,3220 Brainerd Rd,CHATTANOOGA,35027230,85254290,ACC3-MVC Unknown Injuries
2/12/2020 1:57:37 PM,2/12/2020 3:41:15 PM,4766 Highway 58,CHATTANOOGA,35088355,85187522,ACC2-MVC No Injuries
2/12/2020 1:48:57 PM,2/12/2020 2:29:09 PM,1617 Wilcox Blvd,CHATTANOOGA,35056050,85269378,ACC2-MVC No Injuries
2/12/2020 1:32:00 PM,2/12/2020 2:45:26 PM,5200 Brainerd Rd,CHATTANOOGA,35011188,85224669,ACC2-MVC No Injuries
2/12/2020 1:22:29 PM,2/12/2020 1:28:51 PM,600 Highway 153 Nb,CHATTANOOGA,35094661,85225106,ACC2-MVC No Injuries
2/12/2020 1:22:27 PM,2/12/2020 4:34:43 PM,660 HIGHWAY 153 NB,CHATTANOOGA,35102832,85228970,ACC2-MVC No Injuries
2/12/2020 1:01:00 PM,2/12/2020 2:13:08 PM,8851-8885 OLD LEE HWY,CHATTANOOGA,35084371,85072247,ACC2-MVC No Injuries
2/12/2020 12:27:30 PM,2/12/2020 12:52:51 PM,Ooltewah Ringgold Rd / Apison Pike,COLLEGEDALE,35059606,85066700,ACC2-MVC No Injuries
2/12/2020 12:23:54 PM,2/12/2020 12:38:56 PM,690 - 749 W MAIN ST,CHATTANOOGA,35040196,85318215,ACC1-MVC Injuries
2/12/2020 12:23:54 PM,2/12/2020 1:16:39 PM,690 - 749 W MAIN ST,CHATTANOOGA,35040196,85318215,ACC1-MVC Injuries
2/12/2020 12:22:21 PM,2/12/2020 12:24:10 PM,700-798 W Main Street Ct,CHATTANOOGA,35040415,85318036,ACC1-MVC Injuries
2/12/2020 12:21:52 PM,2/12/2020 1:09:13 PM,700 W MAIN ST,CHATTANOOGA,35040182,85318925,ACC1-MVC Injuries
2/12/2020 11:31:28 AM,2/12/2020 12:32:03 PM,E Main St / Top St,CHATTANOOGA,35030644,85292775,ACC2-MVC No Injuries
2/12/2020 10:06:28 AM,2/12/2020 10:32:27 AM,17220 Interstate 24 Eb,CHATTANOOGA,34997641,85397632,ACC2-MVC No Injuries
2/12/2020 9:44:25 AM,2/12/2020 10:24:54 AM,615 Derby St,CHATTANOOGA,35041762,85263350,ACC2-MVC No Injuries
2/12/2020 9:04:01 AM,2/12/2020 9:19:35 AM,5380-5399 HIGHWAY 58,CHATTANOOGA,35104625,85160078,ACC4-MVC Entrapment
2/12/2020 9:04:00 AM,2/12/2020 9:33:44 AM,5380-5399 HIGHWAY 58,CHATTANOOGA,35104625,85160078,ACC4-MVC Entrapment
2/12/2020 8:59:11 AM,2/12/2020 9:51:14 AM,5380-5399 HIGHWAY 58,CHATTANOOGA,35104625,85160078,ACC1-MVC Injuries
2/12/2020 8:59:10 AM,2/12/2020 9:05:32 AM,Highway 58 / N Hickory Valley Rd,CHATTANOOGA,35104417,85160984,ACC3-MVC Unknown Injuries
2/12/2020 8:14:39 AM,2/12/2020 9:21:39 AM,240 Highway 27 Sb,CHATTANOOGA,35064771,85318583,ACC2-MVC No Injuries
2/12/2020 8:08:29 AM,2/12/2020 10:17:31 AM,100 INTERSTATE 75 NB,,34996081,85206737,ACC2-MVC No Injuries
2/12/2020 8:07:14 AM,2/12/2020 8:50:34 AM,2300 S HOLTZCLAW AVE,CHATTANOOGA,35022247,85291758,ACC2-MVC No Injuries
2/12/2020 7:52:57 AM,2/12/2020 8:32:22 AM,600 N Market St,CHATTANOOGA,35068284,85308932,ACC2-MVC No Injuries
2/12/2020 6:40:02 AM,2/12/2020 7:18:55 AM,5500-5599 Little Debbie Pkwy,COLLEGEDALE,35083189,85064515,ACC2-MVC No Injuries
2/12/2020 5:39:51 AM,2/12/2020 7:16:15 AM,8001 Volkswagen Dr,CHATTANOOGA,35080045,85132664,ACC2-MVC No Injuries
2/12/2020 5:35:43 AM,2/12/2020 6:36:40 AM,5311 Highway 153,CHATTANOOGA,35128246,85243412,ACC2-MVC No Injuries
2/12/2020 5:13:07 AM,2/12/2020 6:22:03 AM,LEE HWY / OOLTEWAH GEORGETOWN RD,COLLEGEDALE,35082749,85058540,ACC2-MVC No Injuries
