Response Date,Fixed Time CallClosed,Address,City,Latitude,Longitude,Problem
2/12/2020 11:20:24 PM,2/13/2020 12:29:50 AM,3743 Cummings Hwy,CHATTANOOGA,35018490,85380847,ACC2-MVC No Injuries
2/12/2020 10:23:01 PM,2/13/2020 12:13:51 AM,773 Curve St,CHATTANOOGA,35077936,85298834,ACC2-MVC No Injuries
2/12/2020 10:11:29 PM,2/12/2020 11:13:56 PM,6100 HIGHWAY 60,HAMILTON COUNTY,35349068,84982626,ACC2-MVC No Injuries
2/12/2020 10:06:33 PM,2/12/2020 11:10:48 PM,4600 HANCOCK RD,CHATTANOOGA,35079716,85181532,ACC2-MVC No Injuries
2/12/2020 9:51:33 PM,2/12/2020 10:56:00 PM,E Brainerd Rd / Givens Rd,CHATTANOOGA,35002825,85141303,ACC2-MVC No Injuries
2/12/2020 9:30:58 PM,2/12/2020 9:32:24 PM,1300 Tunnel Blvd,CHATTANOOGA,35043309,85237710,ACC3-MVC Unknown Injuries
2/12/2020 9:30:19 PM,2/12/2020 9:45:34 PM,3703 Taft Hwy,HAMILTON COUNTY,35174533,85329314,ACC2-MVC No Injuries
2/12/2020 9:24:33 PM,2/12/2020 11:09:43 PM,1403 TUNNEL BLVD,CHATTANOOGA,35045687,85238176,ACC3-MVC Unknown Injuries
2/12/2020 9:24:15 PM,2/12/2020 9:26:16 PM,1300-1311 Tunnel Blvd,CHATTANOOGA,35043954,85237813,ACC3-MVC Unknown Injuries
2/12/2020 8:58:34 PM,2/12/2020 9:19:52 PM,465 Timberlinks Dr,SIGNAL MOUNTAIN,35135660,85351264,ACC3-MVC Unknown Injuries
2/12/2020 8:57:59 PM,2/12/2020 9:21:07 PM,465 Timberlinks Dr,SIGNAL MOUNTAIN,35135660,85351264,ACC3-MVC Unknown Injuries
2/12/2020 8:57:24 PM,2/12/2020 9:36:07 PM,4000 Taft Hwy,HAMILTON COUNTY,35177521,85332564,ACC2-MVC No Injuries
2/12/2020 8:57:48 PM,2/12/2020 9:02:28 PM,3703 Taft Hwy,HAMILTON COUNTY,35174533,85329314,ACC3-MVC Unknown Injuries
2/12/2020 8:00:13 PM,2/12/2020 9:33:50 PM,S Kelley St / Bailey Ave,CHATTANOOGA,35031818,85271722,ACC2-MVC No Injuries
2/12/2020 7:45:53 PM,2/12/2020 7:59:01 PM,1402 Williams Rd,CHATTANOOGA,35125892,85256207,ACC2-MVC No Injuries
2/12/2020 7:42:42 PM,2/12/2020 7:56:17 PM,3937 Zale Way,HAMILTON COUNTY,35044645,85103319,ACC1-MVC Injuries
2/12/2020 7:42:42 PM,2/12/2020 7:57:44 PM,3937 Zale Way,HAMILTON COUNTY,35044645,85103319,ACC1-MVC Injuries
2/12/2020 7:41:34 PM,2/12/2020 9:07:45 PM,8340 BILL REED RD,HAMILTON COUNTY,35043772,85103667,ACC1-MVC Injuries
2/12/2020 7:41:39 PM,2/12/2020 7:53:26 PM,7400 Allemande Way,CHATTANOOGA,35048559,85144508,ACCDEL-MVC Delayed
2/12/2020 7:41:09 PM,2/12/2020 9:14:13 PM,3160 BIMINI PL,EAST RIDGE,35002208,85268338,ACC2-MVC No Injuries
2/12/2020 6:53:45 PM,2/12/2020 8:05:01 PM,2296 Gunbarrel Rd,CHATTANOOGA,35039818,85149705,ACC2-MVC No Injuries
2/12/2020 6:46:14 PM,2/12/2020 7:21:16 PM,2260 Gunbarrel Rd,CHATTANOOGA,35037047,85151171,ACC2-MVC No Injuries
2/12/2020 6:39:25 PM,2/12/2020 6:41:24 PM,8400 Apison Pike,COLLEGEDALE,35068009,85094641,ACC2-MVC No Injuries
