Response Date,Fixed Time CallClosed,Address,City,Latitude,Longitude,Problem
2/10/2020 11:31:41 PM,2/10/2020 11:32:42 PM,5100 Bess Moore Rd,COLLEGEDALE,35039712,85024161,ACC1-MVC Injuries
2/10/2020 11:31:41 PM,2/10/2020 11:32:44 PM,5100 Bess Moore Rd,COLLEGEDALE,35039712,85024161,ACC1-MVC Injuries
2/10/2020 11:29:53 PM,2/10/2020 11:42:14 PM,5100 Bess Moore Rd,COLLEGEDALE,35039712,85024161,ACC2-MVC No Injuries
2/10/2020 11:15:16 PM,2/10/2020 11:39:23 PM,1327 Woodsage Dr,HAMILTON COUNTY,35215544,85162553,ACC1-MVC Injuries
2/10/2020 11:15:16 PM,2/10/2020 11:45:51 PM,1327 Woodsage Dr,HAMILTON COUNTY,35215544,85162553,ACC1-MVC Injuries
2/10/2020 11:14:41 PM,2/11/2020 12:14:02 AM,1327 Woodsage Dr,HAMILTON COUNTY,35215544,85162553,ACC1-MVC Injuries
2/10/2020 10:59:32 PM,2/11/2020 1:06:30 AM,18240 Interstate 24 Wb,CHATTANOOGA,35021191,85261372,ACC2-MVC No Injuries
2/10/2020 10:53:08 PM,2/10/2020 11:56:57 PM,114 S Seminole Dr,CHATTANOOGA,35025789,85255854,ACC2-MVC No Injuries
2/10/2020 9:50:19 PM,2/10/2020 11:10:44 PM,2140-2598 Northpoint Blvd,CHATTANOOGA,35131840,85234198,ACC3-MVC Unknown Injuries
2/10/2020 9:07:58 PM,2/10/2020 9:13:18 PM,650 Highway 153 Nb,CHATTANOOGA,35101390,85228924,ACC3-MVC Unknown Injuries
2/10/2020 9:06:22 PM,2/10/2020 9:13:11 PM,560 HIGHWAY 153 NB,CHATTANOOGA,35090917,85219834,ACC3-MVC Unknown Injuries
2/10/2020 9:05:36 PM,2/10/2020 10:19:17 PM,530 HIGHWAY 153 NB,CHATTANOOGA,35088437,85215557,ACC3-MVC Unknown Injuries
2/10/2020 9:01:45 PM,2/10/2020 11:59:34 PM,3151 Broad St,CHATTANOOGA,35019269,85321684,ACC2-MVC No Injuries
2/10/2020 8:46:19 PM,2/10/2020 8:48:08 PM,7200 - 8009 Volkswagen Dr,CHATTANOOGA,35070247,85138535,ACC2-MVC No Injuries
2/10/2020 8:36:19 PM,2/10/2020 9:00:02 PM,5900 WINDING LN,CHATTANOOGA,35148895,85249197,ACC2-MVC No Injuries
2/10/2020 8:09:42 PM,2/10/2020 8:56:18 PM,17820 - 17869 Interstate 24 Wb,CHATTANOOGA,35029902,85322207,ACC2-MVC No Injuries
2/10/2020 7:13:20 PM,2/10/2020 7:27:29 PM,532 Central Ave,CHATTANOOGA,35044237,85289230,ACC1-MVC Injuries
2/10/2020 7:13:20 PM,2/10/2020 7:26:19 PM,532 Central Ave,CHATTANOOGA,35044237,85289230,ACC1-MVC Injuries
2/10/2020 7:13:09 PM,2/10/2020 7:40:52 PM,300 WORKMAN RD,CHATTANOOGA,34997209,85309969,ACC2-MVC No Injuries
2/10/2020 7:11:17 PM,2/10/2020 7:12:52 PM,532 Central Ave,CHATTANOOGA,35044237,85289230,ACC2-MVC No Injuries
2/10/2020 7:11:15 PM,2/10/2020 8:11:00 PM,532 Central Ave,CHATTANOOGA,35044237,85289230,ACC2-MVC No Injuries
2/10/2020 7:10:23 PM,2/10/2020 8:39:20 PM,1120 Judd Rd,CHATTANOOGA,35086510,85265537,ACC2-MVC No Injuries
2/10/2020 7:07:47 PM,2/10/2020 8:15:32 PM,2528 BROAD ST,CHATTANOOGA,35027830,85315794,ACC2-MVC No Injuries
2/10/2020 7:01:45 PM,2/10/2020 7:07:14 PM,Morrison Springs Rd / Mountain Creek Rd,HAMILTON COUNTY,35126626,85310272,ACC3-MVC Unknown Injuries
2/10/2020 6:45:20 PM,2/10/2020 7:34:27 PM,2020 Gunbarrel Rd,CHATTANOOGA,35030081,85153146,ACC2-MVC No Injuries
2/10/2020 6:32:51 PM,2/11/2020 12:57:11 AM,1100 GREEN POND RD,SODDY DAISY,35239097,85157894,ACC2-MVC No Injuries
2/10/2020 6:31:05 PM,2/10/2020 7:48:32 PM,5469-5499 Highway 153,CHATTANOOGA,35140816,85248537,ACC2-MVC No Injuries
2/10/2020 6:12:19 PM,2/10/2020 7:13:47 PM,5120 Highway 153,CHATTANOOGA,35122929,85238444,ACC2-MVC No Injuries
2/10/2020 6:03:45 PM,2/10/2020 6:35:26 PM,17800 INTERSTATE 24 WB,CHATTANOOGA,35027231,85323459,ACC3-MVC Unknown Injuries
2/10/2020 6:00:34 PM,2/10/2020 9:53:00 PM,GRAYSVILLE RD / FOSTER RD,CHATTANOOGA,34998671,85148817,ACC2-MVC No Injuries
2/10/2020 5:50:19 PM,2/10/2020 6:12:17 PM,Dayton Blvd / Ashland Ter,RED BANK,35121593,85287910,ACC2-MVC No Injuries
2/10/2020 5:47:12 PM,2/10/2020 9:53:12 PM,900 Graysville Rd,CHATTANOOGA,34995506,85148309,ACC2-MVC No Injuries
2/10/2020 5:47:04 PM,2/10/2020 7:18:20 PM,4631 Shallowford Rd,CHATTANOOGA,35051450,85212800,ACC2-MVC No Injuries
2/10/2020 5:25:35 PM,2/10/2020 5:46:53 PM,9449 Dayton Pike,SODDY DAISY,35238760,85198537,ACC2-MVC No Injuries
2/10/2020 5:24:55 PM,2/10/2020 6:14:00 PM,2020 Gunbarrel Rd,CHATTANOOGA,35030081,85153146,ACC2-MVC No Injuries
2/10/2020 5:25:33 PM,2/10/2020 5:44:35 PM,Dodds Ave / E 34th St,CHATTANOOGA,35002327,85280834,ACC2-MVC No Injuries
2/10/2020 5:13:34 PM,2/10/2020 5:33:59 PM,18200 INTERSTATE 24 EB,CHATTANOOGA,35019101,85266949,ACC2-MVC No Injuries
2/10/2020 5:04:40 PM,2/10/2020 6:15:23 PM,3825 MCDOWELL ST,CHATTANOOGA,35038682,85233159,ACC2-MVC No Injuries
2/10/2020 5:01:13 PM,2/10/2020 5:42:35 PM,4200 N ACCESS RD,CHATTANOOGA,35112749,85254500,ACC2-MVC No Injuries
2/10/2020 4:48:58 PM,2/10/2020 4:49:57 PM,5962-5996 Shallowford Rd,CHATTANOOGA,35054150,85190410,ACC3-MVC Unknown Injuries
2/10/2020 4:47:32 PM,2/10/2020 4:49:28 PM,Shallowford Rd / Chapman Rd,CHATTANOOGA,35054014,85188743,ACC3-MVC Unknown Injuries
2/10/2020 4:47:25 PM,2/10/2020 5:36:00 PM,1-9 Exit Shallowford Rd Off Ramp Nb,CHATTANOOGA,35054120,85189950,ACC2-MVC No Injuries
2/10/2020 4:44:05 PM,2/10/2020 4:48:01 PM,120 Interstate 75 Nb,CHATTANOOGA,35001294,85210866,ACC2-MVC No Injuries
2/10/2020 4:38:23 PM,2/10/2020 5:15:22 PM,9901-9989 Apison Pike,COLLEGEDALE,35053300,85049980,ACC2-MVC No Injuries
2/10/2020 4:31:10 PM,2/10/2020 5:01:42 PM,5950 SHALLOWFORD RD,CHATTANOOGA,35054134,85194819,ACC2-MVC No Injuries
2/10/2020 4:11:03 PM,2/10/2020 4:13:28 PM,570-708 Highway 153 Nb,CHATTANOOGA,35091783,85221331,ACC2-MVC No Injuries
2/10/2020 4:08:44 PM,2/10/2020 5:01:20 PM,670 Highway 153 Nb,CHATTANOOGA,35104278,85229018,ACC2-MVC No Injuries
2/10/2020 3:58:19 PM,2/10/2020 4:16:26 PM,740 Highway 153 Nb,CHATTANOOGA,35114182,85230413,ACC1-MVC Injuries
2/10/2020 3:58:19 PM,2/10/2020 5:12:32 PM,740 Highway 153 Nb,CHATTANOOGA,35114182,85230413,ACC1-MVC Injuries
2/10/2020 3:57:56 PM,2/10/2020 3:58:31 PM,730-790 Highway 153 Nb,CHATTANOOGA,35114450,85230550,ACC1-MVC Injuries
2/10/2020 3:57:32 PM,2/10/2020 5:41:27 PM,740 Highway 153 Nb,CHATTANOOGA,35114182,85230413,ACC1-MVC Injuries
2/10/2020 3:57:24 PM,2/10/2020 4:02:01 PM,730 - 790 Highway 153 Nb,CHATTANOOGA,35117108,85233435,ACC3-MVC Unknown Injuries
2/10/2020 3:53:27 PM,2/10/2020 4:25:18 PM,7022 Shallowford Rd,CHATTANOOGA,35042883,85157803,ACC2-MVC No Injuries
2/10/2020 3:39:21 PM,2/10/2020 4:28:51 PM,4110 Shallowford Rd,CHATTANOOGA,35042164,85220198,ACC2-MVC No Injuries
2/10/2020 3:32:34 PM,2/10/2020 4:12:11 PM,3800 Tag Dr,CHATTANOOGA,35070181,85205771,ACC2-MVC No Injuries
2/10/2020 3:30:47 PM,2/10/2020 3:31:43 PM,18160 Interstate 24 Wb,CHATTANOOGA,35014835,85271540,ACC2-MVC No Injuries
2/10/2020 3:29:24 PM,2/10/2020 4:47:39 PM,Highway 153 / Dayton Blvd,CHATTANOOGA,35180857,85247050,ACCDEL-MVC Delayed
2/10/2020 3:27:12 PM,2/10/2020 3:32:38 PM,3556 Garner Rd,CHATTANOOGA,35054758,85230186,ACC1-MVC Injuries
2/10/2020 3:26:40 PM,2/10/2020 3:30:22 PM,18100 Interstate 24 Wb,CHATTANOOGA,35016831,85281292,ACC2-MVC No Injuries
2/10/2020 3:25:38 PM,2/10/2020 4:17:39 PM,18160 INTERSTATE 24 WB,CHATTANOOGA,35014835,85271540,ACC2-MVC No Injuries
2/10/2020 3:25:19 PM,2/10/2020 4:09:05 PM,18310 INTERSTATE 24 EB,CHATTANOOGA,35014375,85252128,ACC2-MVC No Injuries
2/10/2020 3:24:40 PM,2/10/2020 3:28:28 PM,18310-18399 Interstate 24 Eb,CHATTANOOGA,35014375,85252128,ACC2-MVC No Injuries
2/10/2020 3:21:21 PM,2/10/2020 3:58:42 PM,804 TUNNEL BLVD,CHATTANOOGA,35039101,85239587,ACC1-MVC Injuries
2/10/2020 2:44:32 PM,2/10/2020 3:21:22 PM,3800 Amnicola Hwy,CHATTANOOGA,35090224,85257971,ACC2-MVC No Injuries
2/10/2020 2:36:06 PM,2/10/2020 3:40:55 PM,9500 DALLAS HOLLOW RD,SODDY DAISY,35231999,85150971,ACC2-MVC No Injuries
2/10/2020 2:16:42 PM,2/10/2020 4:19:44 PM,18000 INTERSTATE 24 EB,CHATTANOOGA,35021809,85297892,ACC2-MVC No Injuries
2/10/2020 2:08:53 PM,2/10/2020 2:53:46 PM,5438 Mccahill Rd,CHATTANOOGA,35152291,85281967,ACC2-MVC No Injuries
2/10/2020 2:07:18 PM,2/10/2020 2:32:06 PM,1667 Ooltewah Ringgold Rd,HAMILTON COUNTY,34997964,85096726,ACC1-MVC Injuries
2/10/2020 2:07:18 PM,2/10/2020 3:03:14 PM,1667 Ooltewah Ringgold Rd,HAMILTON COUNTY,34997964,85096726,ACC1-MVC Injuries
2/10/2020 2:06:59 PM,2/10/2020 2:31:36 PM,1667 Ooltewah Ringgold Rd,HAMILTON COUNTY,34997964,85096726,ACC1-MVC Injuries
2/10/2020 2:05:03 PM,2/10/2020 3:34:17 PM,5400 HIGHWAY 153,CHATTANOOGA,35136575,85246361,ACC2-MVC No Injuries
2/10/2020 2:03:29 PM,2/10/2020 2:10:11 PM,Eads St / Beulah Dr,EAST RIDGE,35004696,85188947,ACCDEL-MVC Delayed
2/10/2020 2:03:03 PM,2/10/2020 2:32:28 PM,6734 Lee Hwy,CHATTANOOGA,35038841,85171139,ACC2-MVC No Injuries
2/10/2020 1:27:12 PM,2/10/2020 4:19:37 PM,1524 E MAIN ST,CHATTANOOGA,35027223,85284751,ACC2-MVC No Injuries
2/10/2020 12:55:49 PM,2/10/2020 12:56:28 PM,7025 Shallowford Rd,CHATTANOOGA,35043380,85157310,ACC3-MVC Unknown Injuries
2/10/2020 12:48:20 PM,2/10/2020 12:51:49 PM,7000 Shallowford Rd,CHATTANOOGA,35044088,85160208,ACC3-MVC Unknown Injuries
2/10/2020 12:47:45 PM,2/10/2020 2:17:40 PM,7000 SHALLOWFORD RD,CHATTANOOGA,35044088,85160208,ACC2-MVC No Injuries
2/10/2020 12:29:33 PM,2/10/2020 2:01:30 PM,3062 Williams St,CHATTANOOGA,35020545,85318219,ACC2-MVC No Injuries
2/10/2020 12:18:33 PM,2/10/2020 12:56:20 PM,300 W 25TH ST,CHATTANOOGA,35028134,85315277,ACC2-MVC No Injuries
2/10/2020 12:08:37 PM,2/10/2020 1:08:33 PM,271 Northgate Mall Dr,CHATTANOOGA,35130367,85239250,ACCDEL-MVC Delayed
2/10/2020 11:30:28 AM,2/10/2020 12:34:00 PM,810-898 E Main St,CHATTANOOGA,35032120,85296780,ACC2-MVC No Injuries
2/10/2020 11:25:31 AM,2/10/2020 11:28:24 AM,1-9 Exit Lake Resort Dr On Ramp Nb,CHATTANOOGA,35109873,85228418,ACCDEL-MVC Delayed
2/10/2020 11:16:05 AM,2/10/2020 11:18:21 AM,18310-18398 Interstate 24 Eb,CHATTANOOGA,35010230,85242070,ACC3-MVC Unknown Injuries
2/10/2020 11:15:27 AM,2/10/2020 11:18:29 AM,18311-18399 Interstate 24 Eb,CHATTANOOGA,35009100,85238800,ACC2-MVC No Injuries
2/10/2020 11:09:59 AM,2/10/2020 3:08:46 PM,18310 INTERSTATE 24 EB,CHATTANOOGA,35014375,85252128,ACC2-MVC No Injuries
2/10/2020 10:34:11 AM,2/10/2020 11:21:35 AM,SHALLOWFORD RD / W SHEPHERD RD,CHATTANOOGA,35052959,85180238,ACC2-MVC No Injuries
2/10/2020 10:27:15 AM,2/10/2020 10:33:24 AM,4900 - 5099 Highway 60,HAMILTON COUNTY,35381942,85001490,ACC2-MVC No Injuries
2/10/2020 9:58:46 AM,2/10/2020 11:17:02 AM,271 Northgate Mall Dr,CHATTANOOGA,35130367,85239250,ACCDEL-MVC Delayed
2/10/2020 9:50:31 AM,2/10/2020 9:53:46 AM,1000-1099 Julian Rd,CHATTANOOGA,35001080,85151956,ACC3-MVC Unknown Injuries
2/10/2020 9:43:40 AM,2/10/2020 10:22:47 AM,106 Northgate Mall Dr,CHATTANOOGA,35133339,85241404,ACC2-MVC No Injuries
2/10/2020 9:38:59 AM,2/10/2020 11:28:32 AM,8101 Dudley Rd,CHATTANOOGA,35001003,85151674,ACC2-MVC No Injuries
2/10/2020 9:38:56 AM,2/10/2020 10:33:09 AM,4800-4898 Brainerd Rd,CHATTANOOGA,35013350,85229390,ACC2-MVC No Injuries
2/10/2020 9:20:46 AM,2/10/2020 2:11:48 PM,5226 Woodland View Cir,CHATTANOOGA,34990639,85302776,ACCDEL-MVC Delayed
2/10/2020 9:07:33 AM,2/10/2020 9:53:30 AM,SHALLOWFORD RD / OVERNITE DR,CHATTANOOGA,35042997,85157294,ACC2-MVC No Injuries
2/10/2020 8:58:36 AM,2/10/2020 9:18:27 AM,1100 - 1299 Central Ave,CHATTANOOGA,35037719,85293294,ACC2-MVC No Injuries
2/10/2020 8:45:32 AM,2/10/2020 8:53:17 AM,1300 DODSON AVE,CHATTANOOGA,35050976,85261731,ACC1-MVC Injuries
2/10/2020 8:45:32 AM,2/10/2020 8:54:10 AM,1300 DODSON AVE,CHATTANOOGA,35050976,85261731,ACC1-MVC Injuries
2/10/2020 8:44:58 AM,2/10/2020 9:51:09 AM,1300 DODSON AVE,CHATTANOOGA,35050976,85261731,ACC2-MVC No Injuries
2/10/2020 8:21:06 AM,2/10/2020 8:24:01 AM,120 INTERSTATE 75 NB,CHATTANOOGA,35001294,85210866,ACC2-MVC No Injuries
2/10/2020 8:20:45 AM,2/10/2020 8:21:48 AM,Central Ave / Rossville Blvd,CHATTANOOGA,35026260,85299374,ACCDEL-MVC Delayed
2/10/2020 8:20:19 AM,2/10/2020 9:42:52 AM,120 INTERSTATE 75 NB,CHATTANOOGA,35001294,85210866,ACC2-MVC No Injuries
2/10/2020 8:12:11 AM,2/10/2020 9:00:10 AM,Morris Hill Rd / Belleau Woods Dr,CHATTANOOGA,35022592,85123569,ACC2-MVC No Injuries
2/10/2020 8:10:59 AM,2/10/2020 9:17:39 AM,1400 GUNBARREL RD,CHATTANOOGA,35015214,85163699,ACC2-MVC No Injuries
2/10/2020 7:52:30 AM,2/10/2020 8:42:10 AM,Amnicola Hwy / River Terminal Rd,CHATTANOOGA,35071166,85269770,ACC2-MVC No Injuries
2/10/2020 7:47:51 AM,2/10/2020 9:31:52 AM,1203 Hixson Pike,CHATTANOOGA,35069582,85289508,ACC2-MVC No Injuries
2/10/2020 7:36:53 AM,2/10/2020 8:47:41 AM,Graysville Rd / Foster Rd,CHATTANOOGA,34998671,85148817,ACC2-MVC No Injuries
2/10/2020 7:18:02 AM,2/10/2020 7:42:10 AM,17100 - 17369 Interstate 24 Eb,CHATTANOOGA,34983166,85408990,ACC1-MVC Injuries
2/10/2020 7:18:02 AM,2/10/2020 8:16:13 AM,17100 - 17369 Interstate 24 Eb,CHATTANOOGA,34983166,85408990,ACC1-MVC Injuries
2/10/2020 7:16:43 AM,2/10/2020 8:44:44 AM,17100 - 17369 Interstate 24 Eb,CHATTANOOGA,34983166,85408990,ACC1-MVC Injuries
2/10/2020 7:16:17 AM,2/10/2020 8:07:13 AM,4707 Dayton Blvd,RED BANK,35135956,85281791,ACC2-MVC No Injuries
2/10/2020 7:13:57 AM,2/10/2020 8:11:49 AM,2000 Amnicola Hwy,CHATTANOOGA,35060863,85273526,ACC2-MVC No Injuries
2/10/2020 7:13:30 AM,2/10/2020 7:33:01 AM,703 Signal Mountain Rd,CHATTANOOGA,35098406,85329331,ACC2-MVC No Injuries
2/10/2020 6:57:13 AM,2/10/2020 8:38:34 AM,17160 Interstate 24 Eb,CHATTANOOGA,34989782,85402588,ACC2-MVC No Injuries
2/10/2020 6:42:50 AM,2/10/2020 8:03:33 AM,996 HOOKER RD,CHATTANOOGA,34990845,85301990,ACC2-MVC No Injuries
2/10/2020 6:18:20 AM,2/10/2020 7:16:51 AM,7420 Bonny Oaks Dr,CHATTANOOGA,35060930,85136543,ACC2-MVC No Injuries
2/10/2020 5:22:53 AM,2/10/2020 5:29:43 AM,7372 VOLKSWAGEN DR,CHATTANOOGA,35069798,85135669,ACC1-MVC Injuries
2/10/2020 5:22:53 AM,2/10/2020 5:32:26 AM,7372 VOLKSWAGEN DR,CHATTANOOGA,35069798,85135669,ACC1-MVC Injuries
2/10/2020 5:09:11 AM,2/10/2020 6:10:30 AM,7372 VOLKSWAGEN DR,CHATTANOOGA,35069798,85135669,ACC1-MVC Injuries
