Unnamed: 0,Clear,Cloudy,DayFrame,DayOfWeek,FUNC_CLASS,Foggy,Grid_Num,Hour,Join_Count,NBR_LANES,Rain,RainBefore,Snow,TY_TERRAIN,Unix,WeekDay,cloudCover,dewPoint,humidity,precipIntensity,temperature,windSpeed,visibility,uvIndex
1110,1,0,4,1,19.0,0,166,16,157,2.0,0,0,0,2.0,1579640400,1,0.0,15.22,0.39,0.0,38.29,6.99,10.0,1
1111,1,0,1,1,19.0,0,166,20,157,2.0,0,0,0,2.0,1579654800,1,0.0,15.16,0.55,0.0,29.43,3.85,10.0,0
1112,1,0,1,1,19.0,0,166,23,157,2.0,0,0,0,2.0,1579665600,1,0.0,15.43,0.64,0.0,25.89,4.02,10.0,0
1113,1,0,1,1,19.0,0,167,0,33,2.0,0,0,0,2.0,1579582800,1,0.12,12.88,0.59,0.0,25.17,7.48,10.0,0
1114,0,1,1,1,19.0,0,167,4,33,2.0,0,0,0,2.0,1579597200,1,0.55,13.74,0.6,0.0004,25.7,8.65,10.0,0
1115,1,0,2,1,19.0,0,167,8,33,2.0,0,0,0,2.0,1579611600,1,0.2,14.18,0.62,0.0,25.33,8.37,10.0,0
1116,1,0,3,1,19.0,0,167,12,33,2.0,0,0,0,2.0,1579626000,1,0.04,15.54,0.51,0.0007,31.67,8.13,10.0,3
1117,1,0,4,1,19.0,0,167,16,33,2.0,0,0,0,2.0,1579640400,1,0.0,15.52,0.38,0.0,38.7,7.03,10.0,1
1118,1,0,1,1,19.0,0,167,20,33,2.0,0,0,0,2.0,1579654800,1,0.0,14.88,0.54,0.0,29.53,3.87,10.0,0
1119,1,0,1,1,19.0,0,167,23,33,2.0,0,0,0,2.0,1579665600,1,0.0,15.09,0.63,0.0,25.77,4.03,10.0,0
1120,1,0,1,1,19.0,0,168,0,402,4.0,0,0,0,2.0,1579582800,1,0.12,12.92,0.59,0.0,25.3,7.49,10.0,0
1121,0,1,1,1,19.0,0,168,4,402,4.0,0,0,0,2.0,1579597200,1,0.54,13.77,0.6,0.0004,25.83,8.65,10.0,0
1122,1,0,2,1,19.0,0,168,8,402,4.0,0,0,0,2.0,1579611600,1,0.2,14.15,0.62,0.0,25.49,8.46,10.0,0
1123,1,0,3,1,19.0,0,168,12,402,4.0,0,0,0,2.0,1579626000,1,0.04,15.42,0.5,0.0008,31.89,8.2,10.0,3
1124,1,0,4,1,19.0,0,168,16,402,4.0,0,0,0,2.0,1579640400,1,0.0,15.47,0.38,0.0,38.87,7.08,10.0,1
1125,1,0,1,1,19.0,0,168,20,402,4.0,0,0,0,2.0,1579654800,1,0.0,14.82,0.54,0.0,29.61,3.89,10.0,0
1126,1,0,1,1,19.0,0,168,23,402,4.0,0,0,0,2.0,1579665600,1,0.0,14.93,0.63,0.0,25.81,4.04,10.0,0
1127,1,0,1,1,11.0,0,169,0,156,6.0,0,0,0,2.0,1579582800,1,0.13,12.91,0.59,0.0,25.25,7.52,10.0,0
1128,0,1,1,1,11.0,0,169,4,156,6.0,0,0,0,2.0,1579597200,1,0.54,13.77,0.6,0.0004,25.79,8.67,10.0,0
1129,1,0,2,1,11.0,0,169,8,156,6.0,0,0,0,2.0,1579611600,1,0.2,14.15,0.62,0.0,25.4,8.48,10.0,0
1130,1,0,3,1,11.0,0,169,12,156,6.0,0,0,0,2.0,1579626000,1,0.04,15.52,0.51,0.0008,31.73,8.23,10.0,3
1131,1,0,4,1,11.0,0,169,16,156,6.0,0,0,0,2.0,1579640400,1,0.0,15.46,0.38,0.0,38.7,7.12,10.0,1
1132,1,0,1,1,11.0,0,169,20,156,6.0,0,0,0,2.0,1579654800,1,0.0,14.88,0.54,0.0,29.56,3.92,10.0,0
1133,1,0,1,1,11.0,0,169,23,156,6.0,0,0,0,2.0,1579665600,1,0.0,15.05,0.63,0.0,25.81,4.05,10.0,0
1134,1,0,1,1,11.0,0,170,0,79,4.0,0,0,0,2.0,1579582800,1,0.12,12.95,0.59,0.0,25.39,7.53,10.0,0
1135,0,1,1,1,11.0,0,170,4,79,4.0,0,0,0,2.0,1579597200,1,0.54,13.81,0.6,0.0004,25.94,8.67,10.0,0
1136,1,0,2,1,11.0,0,170,8,79,4.0,0,0,0,2.0,1579611600,1,0.2,14.11,0.61,0.0,25.57,8.51,10.0,0
1137,1,0,3,1,11.0,0,170,12,79,4.0,0,0,0,2.0,1579626000,1,0.04,15.4,0.5,0.0008,31.96,8.3,10.0,3
1138,1,0,4,1,11.0,0,170,16,79,4.0,0,0,0,2.0,1579640400,1,0.0,15.38,0.38,0.0,38.87,7.18,10.0,1
1139,1,0,1,1,11.0,0,170,20,79,4.0,0,0,0,2.0,1579654800,1,0.0,14.82,0.54,0.0,29.64,3.92,10.0,0
1140,1,0,1,1,11.0,0,170,23,79,4.0,0,0,0,2.0,1579665600,1,0.0,14.91,0.63,0.0,25.81,4.05,10.0,0
1141,1,0,1,1,11.0,0,171,0,9,4.0,0,0,0,2.0,1579582800,1,0.13,12.91,0.58,0.0,25.45,7.56,10.0,0
1142,0,1,1,1,11.0,0,171,4,9,4.0,0,0,0,2.0,1579597200,1,0.54,13.79,0.59,0.0004,26.05,8.68,10.0,0
1143,1,0,2,1,11.0,0,171,8,9,4.0,0,0,0,2.0,1579611600,1,0.2,14.05,0.61,0.0,25.61,8.54,10.0,0
1144,1,0,3,1,11.0,0,171,12,9,4.0,0,0,0,2.0,1579626000,1,0.04,15.43,0.5,0.0008,31.94,8.32,10.0,3
1145,1,0,4,1,11.0,0,171,16,9,4.0,0,0,0,2.0,1579640400,1,0.0,15.32,0.38,0.0,38.81,7.23,10.0,1
1146,1,0,1,1,11.0,0,171,20,9,4.0,0,0,0,2.0,1579654800,1,0.0,14.86,0.53,0.0,29.7,3.95,10.0,0
1147,1,0,1,1,11.0,0,171,23,9,4.0,0,0,0,2.0,1579665600,1,0.0,14.91,0.63,0.0,25.89,4.07,10.0,0
1148,1,0,1,1,18.0,0,172,0,29,2.0,0,0,0,2.0,1579582800,1,0.13,12.92,0.59,0.0,25.43,7.57,10.0,0
1149,0,1,1,1,18.0,0,172,4,29,2.0,0,0,0,2.0,1579597200,1,0.53,13.8,0.59,0.0005,26.02,8.68,10.0,0
1150,1,0,2,1,18.0,0,172,8,29,2.0,0,0,0,2.0,1579611600,1,0.21,14.04,0.61,0.0,25.54,8.57,10.0,0
1151,1,0,3,1,18.0,0,172,12,29,2.0,0,0,0,2.0,1579626000,1,0.04,15.46,0.5,0.0009,31.82,8.39,10.0,3
1152,1,0,4,1,18.0,0,172,16,29,2.0,0,0,0,2.0,1579640400,1,0.0,15.29,0.38,0.0,38.67,7.29,10.0,1
1153,1,0,1,1,18.0,0,172,20,29,2.0,0,0,0,2.0,1579654800,1,0.0,14.89,0.54,0.0,29.65,3.96,10.0,0
1154,1,0,1,1,18.0,0,172,23,29,2.0,0,0,0,2.0,1579665600,1,0.0,15.04,0.63,0.0,25.87,4.07,10.0,0
1155,1,0,1,1,11.0,0,173,0,304,2.0,0,0,0,2.0,1579582800,1,0.13,12.92,0.58,0.0,25.59,7.61,10.0,0
1156,0,1,1,1,11.0,0,173,4,304,2.0,0,0,0,2.0,1579597200,1,0.53,13.8,0.59,0.0005,26.26,8.7,10.0,0
1157,1,0,2,1,11.0,0,173,8,304,2.0,0,0,0,2.0,1579611600,1,0.21,13.91,0.61,0.0,25.68,8.63,10.0,0
1158,1,0,3,1,11.0,0,173,12,304,2.0,0,0,0,2.0,1579626000,1,0.04,15.42,0.5,0.0009,31.91,8.49,10.0,3
1159,1,0,4,1,11.0,0,173,16,304,2.0,0,0,0,2.0,1579640400,1,0.0,15.1,0.38,0.0,38.62,7.41,10.0,1
1160,1,0,1,1,11.0,0,173,20,304,2.0,0,0,0,2.0,1579654800,1,0.0,14.93,0.53,0.0,29.81,4.0,10.0,0
1161,1,0,1,1,11.0,0,173,23,304,2.0,0,0,0,2.0,1579665600,1,0.0,15.09,0.63,0.0,26.05,4.09,10.0,0
1162,1,0,1,1,19.0,0,174,0,679,2.0,0,0,0,2.0,1579582800,1,0.14,12.96,0.58,0.0,25.51,7.64,10.0,0
1163,0,1,1,1,19.0,0,174,4,679,2.0,0,0,0,2.0,1579597200,1,0.53,13.84,0.59,0.0005,26.11,8.71,10.0,0
1164,1,0,2,1,19.0,0,174,8,679,2.0,0,0,0,2.0,1579611600,1,0.21,13.99,0.61,0.0,25.59,8.66,10.0,0
1165,1,0,3,1,19.0,0,174,12,679,2.0,0,0,0,2.0,1579626000,1,0.04,15.45,0.5,0.0009,31.86,8.52,10.0,3
1166,1,0,4,1,19.0,0,174,16,679,2.0,0,0,0,2.0,1579640400,1,0.0,15.2,0.38,0.0,38.63,7.45,10.0,1
1167,1,0,1,1,19.0,0,174,20,679,2.0,0,0,0,2.0,1579654800,1,0.0,14.87,0.54,0.0,29.67,4.03,10.0,0
1168,1,0,1,1,19.0,0,174,23,679,2.0,0,0,0,2.0,1579665600,1,0.0,15.01,0.63,0.0,25.87,4.11,10.0,0
1169,1,0,1,1,11.0,0,175,0,221,8.0,0,0,0,2.0,1579582800,1,0.14,12.73,0.59,0.0,25.22,7.65,10.0,0
1170,0,1,1,1,11.0,0,175,4,221,8.0,0,0,0,2.0,1579597200,1,0.52,13.6,0.59,0.0005,25.79,8.71,10.0,0
1171,1,0,2,1,11.0,0,175,8,221,8.0,0,0,0,2.0,1579611600,1,0.22,13.82,0.61,0.0,25.36,8.71,10.0,0
1172,1,0,3,1,11.0,0,175,12,221,8.0,0,0,0,2.0,1579626000,1,0.04,15.34,0.5,0.0009,31.75,8.59,10.0,3
1173,1,0,4,1,11.0,0,175,16,221,8.0,0,0,0,2.0,1579640400,1,0.0,15.14,0.38,0.0,38.54,7.53,10.0,1
1174,1,0,1,1,11.0,0,175,20,221,8.0,0,0,0,2.0,1579654800,1,0.0,14.7,0.54,0.0,29.44,4.03,10.0,0
1175,1,0,1,1,11.0,0,175,23,221,8.0,0,0,0,2.0,1579665600,1,0.0,15.15,0.63,0.0,25.88,4.1,10.0,0
1176,1,0,1,1,19.0,0,176,0,159,2.0,0,0,0,2.0,1579582800,1,0.14,13.05,0.59,0.0,25.5,7.68,10.0,0
1177,0,1,1,1,19.0,0,176,4,159,2.0,0,0,0,2.0,1579597200,1,0.52,13.87,0.59,0.0005,26.07,8.73,10.0,0
1178,1,0,2,1,19.0,0,176,8,159,2.0,0,0,0,2.0,1579611600,1,0.19,14.0,0.61,0.0,25.55,8.75,10.0,0
1179,1,0,3,1,19.0,0,176,12,159,2.0,0,0,0,2.0,1579626000,1,0.04,15.45,0.5,0.0009,31.85,8.62,10.0,3
1180,1,0,4,1,19.0,0,176,16,159,2.0,0,0,0,2.0,1579640400,1,0.0,15.15,0.38,0.0,38.59,7.59,10.0,1
1181,1,0,1,1,19.0,0,176,20,159,2.0,0,0,0,2.0,1579654800,1,0.0,14.86,0.54,0.0,29.58,4.06,10.0,0
1182,1,0,1,1,19.0,0,176,23,159,2.0,0,0,0,2.0,1579665600,1,0.0,15.08,0.63,0.0,25.81,4.13,10.0,0
1183,1,0,1,1,19.0,0,177,0,90,2.0,0,0,0,2.0,1579582800,1,0.14,13.08,0.59,0.0,25.54,7.7,10.0,0
1184,0,1,1,1,19.0,0,177,4,90,2.0,0,0,0,2.0,1579597200,1,0.52,13.89,0.59,0.0005,26.12,8.73,10.0,0
1185,1,0,2,1,19.0,0,177,8,90,2.0,0,0,0,2.0,1579611600,1,0.19,13.97,0.61,0.0,25.57,8.8,10.0,0
1186,1,0,3,1,19.0,0,177,12,90,2.0,0,0,0,2.0,1579626000,1,0.04,15.44,0.5,0.0009,31.83,8.69,10.0,3
1187,1,0,4,1,19.0,0,177,16,90,2.0,0,0,0,2.0,1579640400,1,0.0,15.07,0.38,0.0,38.53,7.68,10.0,1
1188,1,0,1,1,19.0,0,177,20,90,2.0,0,0,0,2.0,1579654800,1,0.0,14.89,0.54,0.0,29.6,4.06,10.0,0
1189,1,0,1,1,19.0,0,177,23,90,2.0,0,0,0,2.0,1579665600,1,0.0,15.14,0.63,0.0,25.83,4.12,10.0,0
1190,1,0,1,1,19.0,0,178,0,175,2.0,0,0,0,2.0,1579582800,1,0.15,13.1,0.59,0.0,25.51,7.73,10.0,0
1191,0,1,1,1,19.0,0,178,4,175,2.0,0,0,0,2.0,1579597200,1,0.51,13.91,0.6,0.0004,26.09,8.75,10.0,0
1192,1,0,2,1,19.0,0,178,8,175,2.0,0,0,0,2.0,1579611600,1,0.19,13.97,0.61,0.0,25.5,8.86,10.0,0
1193,1,0,3,1,19.0,0,178,12,175,2.0,0,0,0,2.0,1579626000,1,0.04,15.5,0.51,0.0008,31.73,8.72,10.0,3
1194,1,0,4,1,19.0,0,178,16,175,2.0,0,0,0,2.0,1579640400,1,0.0,15.04,0.38,0.0,38.43,7.75,10.0,1
1195,1,0,1,1,19.0,0,178,20,175,2.0,0,0,0,2.0,1579654800,1,0.0,14.92,0.54,0.0,29.58,4.09,10.0,0
1196,1,0,1,1,19.0,0,178,23,175,2.0,0,0,0,2.0,1579665600,1,0.0,15.21,0.64,0.0,25.86,4.14,10.0,0
1197,1,0,1,1,19.0,0,179,0,215,2.0,0,0,0,2.0,1579582800,1,0.15,13.15,0.59,0.0,25.55,7.74,10.0,0
1198,0,1,1,1,19.0,0,179,4,215,2.0,0,0,0,2.0,1579597200,1,0.51,13.94,0.59,0.0004,26.15,8.75,10.0,0
1199,1,0,2,1,19.0,0,179,8,215,2.0,0,0,0,2.0,1579611600,1,0.19,13.94,0.61,0.0,25.52,8.93,10.0,0
1200,1,0,3,1,19.0,0,179,12,215,2.0,0,0,0,2.0,1579626000,1,0.03,15.48,0.51,0.0008,31.72,8.79,10.0,3
1201,1,0,4,1,19.0,0,179,16,215,2.0,0,0,0,2.0,1579640400,1,0.0,14.95,0.38,0.0,38.38,7.86,10.0,1
1202,1,0,1,1,19.0,0,179,20,215,2.0,0,0,0,2.0,1579654800,1,0.0,14.96,0.54,0.0,29.61,4.09,10.0,0
1203,1,0,1,1,19.0,0,179,23,215,2.0,0,0,0,2.0,1579665600,1,0.0,15.29,0.64,0.0,25.9,4.14,10.0,0
1204,1,0,1,1,19.0,0,180,0,203,2.0,0,0,0,2.0,1579582800,1,0.15,13.22,0.59,0.0,25.49,7.77,10.0,0
1205,0,1,1,1,19.0,0,180,4,203,2.0,0,0,0,2.0,1579597200,1,0.51,13.99,0.6,0.0004,26.1,8.76,10.0,0
1206,1,0,2,1,19.0,0,180,8,203,2.0,0,0,0,2.0,1579611600,1,0.19,13.96,0.61,0.0,25.41,9.01,10.0,0
1207,1,0,3,1,19.0,0,180,12,203,2.0,0,0,0,2.0,1579626000,1,0.03,15.51,0.51,0.0008,31.56,8.81,10.0,3
1208,1,0,4,1,19.0,0,180,16,203,2.0,0,0,0,2.0,1579640400,1,0.0,14.87,0.38,0.0,38.24,7.95,10.0,1
1209,1,0,1,1,19.0,0,180,20,203,2.0,0,0,0,2.0,1579654800,1,0.0,15.03,0.54,0.0,29.57,4.13,10.0,0
1210,1,0,1,1,19.0,0,180,23,203,2.0,0,0,0,2.0,1579665600,1,0.0,15.39,0.64,0.0,25.96,4.16,10.0,0
1211,1,0,1,1,19.0,0,181,0,34,2.0,0,0,0,2.0,1579582800,1,0.15,13.23,0.6,0.0,25.34,7.78,10.0,0
1212,0,1,1,1,19.0,0,181,4,34,2.0,0,0,0,2.0,1579597200,1,0.51,14.12,0.61,0.0004,25.84,9.2,10.0,0
1213,1,0,2,1,19.0,0,181,8,34,2.0,0,0,0,2.0,1579611600,1,0.19,14.07,0.63,0.0,25.03,9.12,10.0,0
1214,1,0,3,1,19.0,0,181,12,34,2.0,0,0,0,2.0,1579626000,1,0.03,15.12,0.52,0.0008,30.85,8.89,10.0,3
1215,1,0,4,1,19.0,0,181,16,34,2.0,0,0,0,2.0,1579640400,1,0.0,14.3,0.38,0.0,37.55,8.09,10.0,1
1216,1,0,1,1,19.0,0,181,20,34,2.0,0,0,0,2.0,1579654800,1,0.0,15.35,0.55,0.0,29.47,4.42,10.0,0
1217,1,0,1,1,19.0,0,181,23,34,2.0,0,0,0,2.0,1579665600,1,0.0,15.64,0.64,0.0,26.16,4.16,10.0,0
1218,1,0,1,1,19.0,0,182,0,170,2.0,0,0,0,2.0,1579582800,1,0.16,13.2,0.6,0.0,25.28,7.81,10.0,0
1219,0,1,1,1,19.0,0,182,4,170,2.0,0,0,0,2.0,1579597200,1,0.51,14.06,0.61,0.0004,25.75,9.33,10.0,0
1220,1,0,2,1,19.0,0,182,8,170,2.0,0,0,0,2.0,1579611600,1,0.19,13.95,0.63,0.0,24.89,9.26,10.0,0
1221,1,0,3,1,19.0,0,182,12,170,2.0,0,0,0,2.0,1579626000,1,0.03,15.01,0.52,0.0007,30.66,8.91,10.0,3
1222,1,0,4,1,19.0,0,182,16,170,2.0,0,0,0,2.0,1579640400,1,0.0,14.14,0.38,0.0,37.33,8.25,10.0,1
1223,1,0,1,1,19.0,0,182,20,170,2.0,0,0,0,2.0,1579654800,1,0.0,15.28,0.55,0.0,29.45,4.54,10.0,0
1224,1,0,1,1,19.0,0,182,23,170,2.0,0,0,0,2.0,1579665600,1,0.0,15.66,0.64,0.0,26.27,4.18,10.0,0
1225,1,0,1,1,19.0,0,183,0,485,2.0,0,0,0,2.0,1579582800,1,0.16,13.34,0.59,0.0,25.52,7.83,10.0,0
1226,0,1,1,1,19.0,0,183,4,485,2.0,0,0,0,2.0,1579597200,1,0.5,14.15,0.6,0.0004,25.98,9.48,10.0,0
1227,1,0,2,1,19.0,0,183,8,485,2.0,0,0,0,2.0,1579611600,1,0.19,13.91,0.62,0.0,25.08,9.43,10.0,0
1228,1,0,3,1,19.0,0,183,12,485,2.0,0,0,0,2.0,1579626000,1,0.03,15.15,0.51,0.0007,30.97,8.99,10.0,3
1229,1,0,4,1,19.0,0,183,16,485,2.0,0,0,0,2.0,1579640400,1,0.0,14.3,0.38,0.0,37.6,8.45,10.0,1
1230,1,0,1,1,19.0,0,183,20,485,2.0,0,0,0,2.0,1579654800,1,0.0,15.27,0.55,0.0,29.56,4.64,10.0,0
1231,1,0,1,1,19.0,0,183,23,485,2.0,0,0,0,2.0,1579665600,1,0.0,15.66,0.64,0.0,26.32,4.18,10.0,0
1232,1,0,1,1,19.0,0,186,0,34,2.0,0,0,0,2.0,1579582800,1,0.17,13.51,0.59,0.0,26.07,7.96,10.0,0
1233,0,1,1,1,19.0,0,186,4,34,2.0,0,0,0,2.0,1579597200,1,0.5,13.9,0.59,0.0,26.35,10.71,10.0,0
1234,1,0,2,1,19.0,0,186,8,34,2.0,0,0,0,2.0,1579611600,1,0.19,13.03,0.59,0.0,25.19,10.63,10.0,0
1235,1,0,3,1,19.0,0,186,12,34,2.0,0,0,0,2.0,1579626000,1,0.03,15.2,0.5,0.0,31.69,9.1,10.0,3
1236,1,0,4,1,19.0,0,186,16,34,2.0,0,0,0,2.0,1579640400,1,0.0,14.31,0.37,0.0,38.13,9.64,10.0,1
1237,1,0,1,1,19.0,0,186,20,34,2.0,0,0,0,2.0,1579654800,1,0.0,14.43,0.52,0.0,29.84,5.49,10.0,0
1238,1,0,1,1,19.0,0,186,23,34,2.0,0,0,0,2.0,1579665600,1,0.0,15.5,0.61,0.0,27.02,4.27,10.0,0
1239,1,0,1,1,19.0,0,187,0,57,2.0,0,0,0,2.0,1579582800,1,0.17,13.6,0.58,0.0,26.23,8.0,10.0,0
1240,0,1,1,1,19.0,0,187,4,57,2.0,0,0,0,2.0,1579597200,1,0.49,13.9,0.59,0.0,26.45,11.13,10.0,0
1241,1,0,2,1,19.0,0,187,8,57,2.0,0,0,0,2.0,1579611600,1,0.19,12.83,0.59,0.0,25.18,11.05,10.0,0
1242,1,0,3,1,19.0,0,187,12,57,2.0,0,0,0,2.0,1579626000,1,0.03,15.09,0.5,0.0,31.77,9.17,10.0,3
1243,1,0,4,1,19.0,0,187,16,57,2.0,0,0,0,2.0,1579640400,1,0.0,14.18,0.37,0.0,38.14,10.07,10.0,1
1244,1,0,1,1,19.0,0,187,20,57,2.0,0,0,0,2.0,1579654800,1,0.0,14.31,0.52,0.0,29.93,5.76,10.0,0
1245,1,0,1,1,19.0,0,187,23,57,2.0,0,0,0,2.0,1579665600,1,0.0,15.55,0.61,0.0,27.31,4.28,10.0,0
1246,1,0,1,1,19.0,0,188,0,0,2.0,0,0,0,2.0,1579582800,1,0.18,13.92,0.58,0.0,26.55,8.04,10.0,0
1247,0,1,1,1,19.0,0,188,4,0,2.0,0,0,0,2.0,1579597200,1,0.49,14.0,0.58,0.0,26.63,12.22,10.0,0
1248,1,0,2,1,19.0,0,188,8,0,2.0,0,0,0,2.0,1579611600,1,0.19,12.4,0.58,0.0,24.96,12.23,10.0,0
1249,1,0,3,1,19.0,0,188,12,0,2.0,0,0,0,2.0,1579626000,1,0.03,15.03,0.5,0.0,31.79,9.19,10.0,3
1250,1,0,4,1,19.0,0,188,16,0,2.0,0,0,0,2.0,1579640400,1,0.0,14.09,0.37,0.0,38.13,11.08,10.0,1
1251,1,0,1,1,19.0,0,188,20,0,2.0,0,0,0,2.0,1579654800,1,0.0,14.14,0.51,0.0,30.13,6.59,10.0,0
1252,1,0,1,1,19.0,0,188,23,0,2.0,0,0,0,2.0,1579665600,1,0.0,15.79,0.59,0.0,28.09,4.32,10.0,0
1253,1,0,1,1,19.0,0,189,0,3,2.0,0,0,0,2.0,1579582800,1,0.18,13.78,0.58,0.0,26.41,8.08,10.0,0
1254,0,1,1,1,19.0,0,189,4,3,2.0,0,0,0,2.0,1579597200,1,0.49,13.92,0.59,0.0,26.5,11.92,10.0,0
1255,1,0,2,1,19.0,0,189,8,3,2.0,0,0,0,2.0,1579611600,1,0.19,12.49,0.58,0.0,25.01,11.83,10.0,0
1256,1,0,3,1,19.0,0,189,12,3,2.0,0,0,0,2.0,1579626000,1,0.03,14.94,0.49,0.0,31.77,9.26,10.0,3
1257,1,0,4,1,19.0,0,189,16,3,2.0,0,0,0,2.0,1579640400,1,0.0,13.98,0.37,0.0,38.05,10.86,10.0,1
1258,1,0,1,1,19.0,0,189,20,3,2.0,0,0,0,2.0,1579654800,1,0.0,14.11,0.51,0.0,30.05,6.3,10.0,0
1259,1,0,1,1,19.0,0,189,23,3,2.0,0,0,0,2.0,1579665600,1,0.0,15.66,0.6,0.0,27.86,4.33,10.0,0
1260,1,0,1,1,19.0,0,190,0,24,2.0,0,0,0,2.0,1579582800,1,0.19,13.88,0.59,0.0,26.47,8.12,10.0,0
1261,0,1,1,1,19.0,0,190,4,24,2.0,0,0,0,2.0,1579597200,1,0.49,13.94,0.59,0.0,26.54,12.24,10.0,0
1262,1,0,2,1,19.0,0,190,8,24,2.0,0,0,0,2.0,1579611600,1,0.19,12.41,0.59,0.0,24.9,12.22,10.0,0
1263,1,0,3,1,19.0,0,190,12,24,2.0,0,0,0,2.0,1579626000,1,0.03,14.89,0.49,0.0,31.74,9.28,10.0,3
1264,1,0,4,1,19.0,0,190,16,24,2.0,0,0,0,2.0,1579640400,1,0.0,14.02,0.37,0.0,38.0,11.09,10.0,1
1265,1,0,1,1,19.0,0,190,20,24,2.0,0,0,0,2.0,1579654800,1,0.0,14.03,0.51,0.0,30.04,6.6,10.0,0
1266,1,0,1,1,19.0,0,190,23,24,2.0,0,0,0,2.0,1579665600,1,0.0,15.67,0.59,0.0,27.99,4.37,10.0,0
1267,1,0,1,1,19.0,0,191,0,146,2.0,0,0,0,2.0,1579582800,1,0.18,12.94,0.59,0.0,25.37,8.16,10.0,0
1268,0,1,1,1,19.0,0,191,4,146,2.0,0,0,0,2.0,1579597200,1,0.49,13.78,0.59,0.0,26.23,9.21,10.0,0
1269,1,0,2,1,19.0,0,191,8,146,2.0,0,0,0,2.0,1579611600,1,0.19,12.79,0.59,0.0,25.0,11.08,10.0,0
1270,1,0,3,1,19.0,0,191,12,146,2.0,0,0,0,2.0,1579626000,1,0.03,14.89,0.5,0.0,31.64,9.35,10.0,3
1271,1,0,4,1,19.0,0,191,16,146,2.0,0,0,0,2.0,1579640400,1,0.0,13.92,0.38,0.0,37.42,10.16,10.0,1
1272,1,0,1,1,19.0,0,191,20,146,2.0,0,0,0,2.0,1579654800,1,0.0,14.1,0.52,0.0,29.77,5.82,10.0,0
1273,1,0,1,1,19.0,0,191,23,146,2.0,0,0,0,2.0,1579665600,1,0.0,15.35,0.61,0.0,27.18,4.38,10.0,0
1274,1,0,1,1,14.0,0,192,0,535,5.0,0,0,0,2.0,1579582800,1,0.19,12.95,0.59,0.0,25.27,8.21,10.0,0
1275,0,1,1,1,14.0,0,192,4,535,5.0,0,0,0,2.0,1579597200,1,0.49,13.71,0.59,0.0002,26.04,9.25,10.0,0
1276,1,0,2,1,14.0,0,192,8,535,5.0,0,0,0,2.0,1579611600,1,0.19,12.93,0.6,0.0,24.93,10.72,10.0,0
1277,1,0,3,1,14.0,0,192,12,535,5.0,0,0,0,2.0,1579626000,1,0.03,14.8,0.5,0.0,31.49,9.36,10.0,3
1278,1,0,4,1,14.0,0,192,16,535,5.0,0,0,0,2.0,1579640400,1,0.0,13.87,0.38,0.0,37.36,9.81,10.0,1
1279,1,0,1,1,14.0,0,192,20,535,5.0,0,0,0,2.0,1579654800,1,0.0,14.12,0.52,0.0,29.6,5.61,10.0,0
1280,1,0,1,1,14.0,0,192,23,535,5.0,0,0,0,2.0,1579665600,1,0.0,15.2,0.61,0.0,26.85,4.41,10.0,0
1281,1,0,1,1,11.0,0,193,0,336,2.0,0,0,0,2.0,1579582800,1,0.19,12.84,0.59,0.0,25.34,8.24,10.0,0
1282,0,1,1,1,11.0,0,193,4,336,2.0,0,0,0,2.0,1579597200,1,0.48,13.49,0.59,0.0003,26.05,9.31,10.0,0
1283,1,0,2,1,11.0,0,193,8,336,2.0,0,0,0,2.0,1579611600,1,0.19,13.06,0.6,0.0,25.14,10.21,10.0,0
1284,1,0,3,1,11.0,0,193,12,336,2.0,0,0,0,2.0,1579626000,1,0.03,14.78,0.49,0.0,31.74,9.43,10.0,3
1285,1,0,4,1,11.0,0,193,16,336,2.0,0,0,0,2.0,1579640400,1,0.0,13.84,0.37,0.0,37.58,9.36,10.0,1
1286,1,0,1,1,11.0,0,193,20,336,2.0,0,0,0,2.0,1579654800,1,0.0,13.97,0.52,0.0,29.48,5.27,10.0,0
1287,1,0,1,1,11.0,0,193,23,336,2.0,0,0,0,2.0,1579665600,1,0.0,14.93,0.62,0.0,26.34,4.43,10.0,0
1288,1,0,1,1,19.0,0,194,0,250,2.0,0,0,0,2.0,1579582800,1,0.19,12.54,0.59,0.0,24.88,8.29,10.0,0
1289,0,1,1,1,19.0,0,194,4,250,2.0,0,0,0,2.0,1579597200,1,0.48,13.26,0.59,0.0004,25.64,9.36,10.0,0
1290,1,0,2,1,19.0,0,194,8,250,2.0,0,0,0,2.0,1579611600,1,0.19,13.07,0.6,0.0,24.91,9.99,10.0,0
1291,1,0,3,1,19.0,0,194,12,250,2.0,0,0,0,2.0,1579626000,1,0.03,14.78,0.49,0.0007,31.63,9.45,10.0,3
1292,1,0,4,1,19.0,0,194,16,250,2.0,0,0,0,2.0,1579640400,1,0.0,13.79,0.37,0.0,37.47,9.14,10.0,1
1293,1,0,1,1,19.0,0,194,20,250,2.0,0,0,0,2.0,1579654800,1,0.0,13.96,0.52,0.0,29.24,5.14,10.0,0
1294,1,0,1,1,19.0,0,194,23,250,2.0,0,0,0,2.0,1579665600,1,0.0,14.95,0.62,0.0,26.21,4.46,10.0,0
1295,1,0,1,1,19.0,0,195,0,659,2.0,0,0,0,2.0,1579582800,1,0.19,12.83,0.59,0.0,25.24,8.33,10.0,0
