Clear,Cloudy,DayFrame,DayOfWeek,FUNC_CLASS,Foggy,Grid_Num,Hour,Join_Count,NBR_LANES,Rain,RainBefore,Snow,TY_TERRAIN,Unix,WeekDay,cloudCover,dewPoint,humidity,precipIntensity,temperature,windSpeed,visibility,uvIndex
0,0,1,4,11.0,0,1,0,14,4.0,1,1,0,2.0,1579842000,1,0.99,37.42,0.89,0.0823,40.33,9.81,6.224,0
0,0,1,4,11.0,0,1,4,14,4.0,1,1,0,2.0,1579856400,1,0.97,38.34,0.92,0.0272,40.59,7.18,9.196,0
0,0,2,4,11.0,0,1,8,14,4.0,1,1,0,2.0,1579870800,1,0.95,40.23,0.94,0.0589,41.71,5.55,2.9389999999999996,0
0,0,3,4,11.0,0,1,12,14,4.0,1,1,0,2.0,1579885200,1,0.99,45.02,1.0,0.0119,45.02,6.17,7.226,2
0,1,4,4,11.0,0,1,16,14,4.0,0,0,0,2.0,1579899600,1,0.51,42.39,0.72,0.0,51.11,8.0,10.0,1
0,1,1,4,11.0,0,1,20,14,4.0,0,0,0,2.0,1579914000,1,0.62,39.07,0.8,0.0014,44.91,6.04,10.0,0
0,1,1,4,11.0,0,1,23,14,4.0,0,0,0,2.0,1579924800,1,0.63,36.04,0.83,0.0026,40.91,6.9,10.0,0
0,0,1,4,17.0,0,2,0,2,2.0,1,1,0,2.0,1579842000,1,0.99,37.25,0.89,0.0819,40.32,9.66,6.364,0
0,0,1,4,17.0,0,2,4,2,2.0,1,1,0,2.0,1579856400,1,0.97,38.2,0.91,0.0272,40.62,7.14,9.24,0
0,0,2,4,17.0,0,2,8,2,2.0,1,1,0,2.0,1579870800,1,0.95,40.29,0.96,0.0581,41.37,5.54,3.05,0
0,0,3,4,17.0,0,2,12,2,2.0,1,1,0,2.0,1579885200,1,0.99,44.48,1.0,0.0117,44.48,6.19,7.312,2
0,1,4,4,17.0,0,2,16,2,2.0,0,0,0,2.0,1579899600,1,0.51,41.45,0.73,0.0,49.71,7.96,10.0,1
0,1,1,4,17.0,0,2,20,2,2.0,0,0,0,2.0,1579914000,1,0.62,38.77,0.81,0.0014,44.08,6.03,10.0,0
0,1,1,4,17.0,0,2,23,2,2.0,0,0,0,2.0,1579924800,1,0.63,35.25,0.83,0.0026,39.9,6.85,10.0,0
0,0,1,4,11.0,0,3,0,111,4.0,1,1,0,2.0,1579842000,1,0.99,37.53,0.89,0.0872,40.38,9.09,6.801,0
0,0,1,4,11.0,0,3,4,111,4.0,1,1,0,2.0,1579856400,1,0.97,37.91,0.9,0.0274,40.67,7.09,9.068,0
0,0,2,4,11.0,0,3,8,111,4.0,1,1,0,2.0,1579870800,1,0.96,40.17,0.92,0.0488,42.19,5.69,3.825,0
0,0,3,4,11.0,0,3,12,111,4.0,1,1,0,2.0,1579885200,1,0.99,45.25,0.97,0.0107,45.94,6.41,8.149,2
0,1,4,4,11.0,0,3,16,111,4.0,0,0,0,2.0,1579899600,1,0.53,42.68,0.7,0.0,52.22,7.77,10.0,1
0,1,1,4,11.0,0,3,20,111,4.0,0,0,0,2.0,1579914000,1,0.6,39.22,0.77,0.0014,45.9,5.85,10.0,0
0,1,1,4,11.0,0,3,23,111,4.0,0,0,0,2.0,1579924800,1,0.63,35.85,0.79,0.0025,41.96,6.51,10.0,0
0,0,1,4,11.0,0,4,0,38,4.0,1,1,0,2.0,1579842000,1,0.99,37.52,0.89,0.0866,40.38,8.94,6.944,0
0,0,1,4,11.0,0,4,4,38,4.0,1,1,0,2.0,1579856400,1,0.98,37.84,0.9,0.0273,40.68,7.05,9.095,0
0,0,2,4,11.0,0,4,8,38,4.0,1,1,0,2.0,1579870800,1,0.96,40.17,0.92,0.0478,42.23,5.68,3.932,0
0,0,3,4,11.0,0,4,12,38,4.0,1,1,0,2.0,1579885200,1,0.99,45.28,0.97,0.0105,46.01,6.42,8.247,2
0,1,4,4,11.0,0,4,16,38,4.0,0,0,0,2.0,1579899600,1,0.53,42.72,0.7,0.0,52.3,7.73,10.0,1
0,1,1,4,11.0,0,4,20,38,4.0,0,0,0,2.0,1579914000,1,0.6,39.26,0.77,0.0014,45.98,5.84,10.0,0
0,1,1,4,11.0,0,4,23,38,4.0,0,0,0,2.0,1579924800,1,0.62,35.87,0.79,0.0025,42.04,6.46,10.0,0
0,0,1,4,16.0,0,5,0,11,2.0,1,1,0,2.0,1579842000,1,0.99,37.21,0.88,0.0883,40.39,8.91,6.945,0
0,0,1,4,16.0,0,5,4,11,2.0,1,1,0,2.0,1579856400,1,0.98,37.48,0.88,0.0274,40.71,7.06,9.037,0
0,0,2,4,16.0,0,5,8,11,2.0,1,1,0,2.0,1579870800,1,0.96,40.16,0.92,0.0462,42.35,5.73,4.051,0
0,0,3,4,16.0,0,5,12,11,2.0,1,1,0,2.0,1579885200,1,0.99,45.69,0.97,0.0104,46.5,6.47,8.379,2
0,1,4,4,16.0,0,5,16,11,2.0,0,0,0,2.0,1579899600,1,0.53,42.86,0.69,0.0,52.64,7.71,10.0,1
0,1,1,4,16.0,0,5,20,11,2.0,0,0,0,2.0,1579914000,1,0.6,39.53,0.77,0.0014,46.35,5.81,10.0,0
0,1,1,4,16.0,0,5,23,11,2.0,0,0,0,2.0,1579924800,1,0.62,36.06,0.78,0.0025,42.41,6.42,10.0,0
0,0,1,4,19.0,0,6,0,14,1.0,1,1,0,3.0,1579842000,1,0.99,37.21,0.88,0.0876,40.4,8.76,7.087000000000001,0
0,0,1,4,19.0,0,6,4,14,1.0,1,1,0,3.0,1579856400,1,0.98,37.46,0.88,0.0274,40.72,7.03,9.06,0
0,0,2,4,19.0,0,6,8,14,1.0,1,1,0,3.0,1579870800,1,0.96,40.19,0.92,0.0452,42.39,5.72,4.157,0
0,0,3,4,19.0,0,6,12,14,1.0,1,1,0,3.0,1579885200,1,0.99,45.73,0.97,0.0102,46.56,6.49,8.479,2
