Clear,Cloudy,DayFrame,DayOfWeek,FUNC_CLASS,Foggy,Grid_Num,Hour,Join_Count,NBR_LANES,Rain,RainBefore,Snow,TY_TERRAIN,Unix,WeekDay,cloudCover,dewPoint,humidity,precipIntensity,temperature,windSpeed,visibility,uvIndex
0,1,4,4,19.0,0,6,16,14,1.0,0,0,0,3.0,1579899600,1,0.54,42.93,0.69,0.0,52.73,7.67,10.0,1
0,1,1,4,19.0,0,6,20,14,1.0,0,0,0,3.0,1579914000,1,0.6,39.58,0.77,0.0014,46.43,5.8,10.0,0
0,1,1,4,19.0,0,6,23,14,1.0,0,0,0,3.0,1579924800,1,0.62,36.11,0.78,0.0024,42.49,6.37,10.0,0
0,0,1,4,19.0,0,7,0,0,2.0,1,1,0,2.0,1579842000,1,0.99,36.65,0.88,0.0903,39.82,8.54,7.225,0
0,0,1,4,19.0,0,7,4,0,2.0,1,1,0,2.0,1579856400,1,0.98,37.56,0.9,0.0276,40.26,7.02,8.974,0
0,0,2,4,19.0,0,7,8,0,2.0,1,1,0,2.0,1579870800,1,0.96,39.82,0.97,0.040999999999999995,40.62,5.8,4.496,0
0,0,3,4,19.0,0,7,12,0,2.0,1,1,0,2.0,1579885200,1,0.98,43.34,1.0,0.0099,43.34,6.59,8.832,2
0,1,4,4,19.0,0,7,16,0,2.0,0,0,0,2.0,1579899600,1,0.54,40.26,0.76,0.0,47.41,7.6,10.0,1
0,1,1,4,19.0,0,7,20,0,2.0,0,0,0,2.0,1579914000,1,0.59,36.61,0.83,0.0015,41.38,5.72,10.0,0
0,1,1,4,19.0,0,7,23,0,2.0,0,0,0,2.0,1579924800,1,0.62,32.7,0.83,0.0025,37.52,6.23,10.0,0
0,0,1,4,19.0,0,8,0,3,2.0,1,1,0,2.0,1579842000,1,0.99,36.39,0.88,0.0898,39.56,8.39,7.3660000000000005,0
0,0,1,4,19.0,0,8,4,3,2.0,1,1,0,2.0,1579856400,1,0.98,37.36,0.9,0.0275,40.01,6.99,8.988999999999999,0
0,0,2,4,19.0,0,8,8,3,2.0,1,1,0,2.0,1579870800,1,0.97,39.74,0.97,0.0398,40.43,5.79,4.599,0
0,0,3,4,19.0,0,8,12,3,2.0,1,1,0,2.0,1579885200,1,0.98,42.71,1.0,0.0098,42.71,6.61,8.936,2
0,1,4,4,19.0,0,8,16,3,2.0,0,0,0,2.0,1579899600,1,0.55,39.97,0.76,0.0,47.03,7.57,10.0,1
0,1,1,4,19.0,0,8,20,3,2.0,0,0,0,2.0,1579914000,1,0.59,35.89,0.83,0.0015,40.63,5.71,10.0,0
0,1,1,4,19.0,0,8,23,3,2.0,0,0,0,2.0,1579924800,1,0.62,32.1,0.83,0.0024,36.93,6.19,10.0,0
0,0,1,4,17.0,0,9,0,5,2.0,1,1,0,3.0,1579842000,1,0.99,36.74,0.88,0.0915,39.9,8.36,7.36,0
0,0,1,4,17.0,0,9,4,5,2.0,1,1,0,3.0,1579856400,1,0.98,37.58,0.9,0.0277,40.32,7.0,8.941,0
0,0,2,4,17.0,0,9,8,5,2.0,1,1,0,3.0,1579870800,1,0.97,39.88,0.97,0.0382,40.72,5.83,4.7139999999999995,0
0,0,3,4,17.0,0,9,12,5,2.0,1,1,0,3.0,1579885200,1,0.98,43.51,1.0,0.0098,43.51,6.65,9.052999999999999,2
0,1,4,4,17.0,0,9,16,5,2.0,0,0,0,3.0,1579899600,1,0.55,40.41,0.76,0.0,47.62,7.55,10.0,1
0,1,1,4,17.0,0,9,20,5,2.0,0,0,0,3.0,1579914000,1,0.58,36.79,0.83,0.0015,41.62,5.68,10.0,0
0,1,1,4,17.0,0,9,23,5,2.0,0,0,0,3.0,1579924800,1,0.62,32.88,0.82,0.0024,37.75,6.14,10.0,0
0,0,1,4,16.0,0,10,0,30,2.0,1,1,0,3.0,1579842000,1,0.99,37.36,0.89,0.0907,40.44,8.21,7.501,0
0,0,1,4,16.0,0,10,4,30,2.0,1,1,0,3.0,1579856400,1,0.98,38.07,0.9,0.0281,40.74,6.97,8.952,0
0,0,2,4,16.0,0,10,8,30,2.0,1,1,0,3.0,1579870800,1,0.97,40.26,0.95,0.0371,41.5,5.83,4.814,0
0,0,3,4,16.0,0,10,12,30,2.0,1,1,0,3.0,1579885200,1,0.98,44.34,0.99,0.0096,44.52,6.67,9.158999999999999,2
0,1,4,4,16.0,0,10,16,30,2.0,0,0,0,3.0,1579899600,1,0.55,41.16,0.73,0.0,49.36,7.52,10.0,1
0,1,1,4,16.0,0,10,20,30,2.0,0,0,0,3.0,1579914000,1,0.58,38.38,0.81,0.0015,43.88,5.67,10.0,0
0,1,1,4,16.0,0,10,23,30,2.0,0,0,0,3.0,1579924800,1,0.62,34.71,0.82,0.0025,39.63,6.1,10.0,0
0,0,1,4,19.0,0,11,0,6,2.0,1,1,0,2.0,1579842000,1,0.99,37.75,0.9,0.0926,40.53,8.17,7.492000000000001,0
0,0,1,4,19.0,0,11,4,6,2.0,1,1,0,2.0,1579856400,1,0.98,37.87,0.89,0.0282,40.75,6.98,8.908,0
0,0,2,4,19.0,0,11,8,6,2.0,1,1,0,2.0,1579870800,1,0.97,40.38,0.93,0.0355,42.37,5.87,4.928,0
0,0,3,4,19.0,0,11,12,6,2.0,1,1,0,2.0,1579885200,1,0.98,45.08,0.97,0.0097,46.01,6.71,9.271,2
0,1,4,4,19.0,0,11,16,6,2.0,0,0,0,2.0,1579899600,1,0.56,43.1,0.7,0.0,52.55,7.5,10.0,1
0,1,1,4,19.0,0,11,20,6,2.0,0,0,0,2.0,1579914000,1,0.58,39.32,0.77,0.0015,46.1,5.64,10.0,0
0,1,1,4,19.0,0,11,23,6,2.0,0,0,0,2.0,1579924800,1,0.62,35.86,0.78,0.0025,42.12,6.05,10.0,0
0,0,1,4,19.0,0,12,0,37,2.0,1,1,0,2.0,1579842000,1,0.99,37.64,0.89,0.0917,40.54,8.02,7.63,0
0,0,1,4,19.0,0,12,4,37,2.0,1,1,0,2.0,1579856400,1,0.98,37.7,0.89,0.0282,40.78,6.95,8.915,0
0,0,2,4,19.0,0,12,8,37,2.0,1,1,0,2.0,1579870800,1,0.97,40.31,0.92,0.0342,42.47,5.86,5.025,0
0,0,3,4,19.0,0,12,12,37,2.0,1,1,0,2.0,1579885200,1,0.98,45.2,0.96,0.0095,46.27,6.73,9.375,2
0,1,4,4,19.0,0,12,16,37,2.0,0,0,0,2.0,1579899600,1,0.56,43.1,0.7,0.0,52.78,7.48,10.0,1
0,1,1,4,19.0,0,12,20,37,2.0,0,0,0,2.0,1579914000,1,0.58,39.45,0.77,0.0015,46.32,5.63,10.0,0
0,1,1,4,19.0,0,12,23,37,2.0,0,0,0,2.0,1579924800,1,0.62,35.94,0.78,0.0025,42.37,6.01,10.0,0
0,0,1,4,19.0,0,13,0,5,2.0,1,1,0,2.0,1579842000,1,0.98,37.39,0.88,0.0932,40.55,7.99,7.617999999999999,0
0,0,1,4,19.0,0,13,4,5,2.0,1,1,0,2.0,1579856400,1,0.98,37.48,0.88,0.0283,40.8,6.95,8.873,0
0,0,2,4,19.0,0,13,8,5,2.0,1,1,0,2.0,1579870800,1,0.97,40.28,0.92,0.0326,42.54,5.9,5.136,0
0,0,3,4,19.0,0,13,12,5,2.0,1,1,0,2.0,1579885200,1,0.98,45.43,0.96,0.0095,46.51,6.77,9.482000000000001,2
0,1,4,4,19.0,0,13,16,5,2.0,0,0,0,2.0,1579899600,1,0.56,43.18,0.69,0.0,53.0,7.46,10.0,1
0,1,1,4,19.0,0,13,20,5,2.0,0,0,0,2.0,1579914000,1,0.57,39.61,0.77,0.0015,46.55,5.6,10.0,0
0,1,1,4,19.0,0,13,23,5,2.0,0,0,0,2.0,1579924800,1,0.62,36.09,0.78,0.0025,42.61,5.96,10.0,0
0,0,1,4,19.0,0,14,0,17,2.0,1,1,0,2.0,1579842000,1,0.98,37.41,0.88,0.0925,40.58,7.84,7.752999999999999,0
0,0,1,4,19.0,0,14,4,17,2.0,1,1,0,2.0,1579856400,1,0.98,37.48,0.88,0.0282,40.82,6.93,8.877,0
0,0,2,4,19.0,0,14,8,17,2.0,1,1,0,2.0,1579870800,1,0.97,40.31,0.92,0.0313,42.58,5.9,5.229,0
0,0,3,4,19.0,0,14,12,17,2.0,1,1,0,2.0,1579885200,1,0.98,45.44,0.96,0.0093,46.56,6.79,9.584,2
0,1,4,4,19.0,0,14,16,17,2.0,0,0,0,2.0,1579899600,1,0.56,43.23,0.69,0.0,53.08,7.44,10.0,1
0,1,1,4,19.0,0,14,20,17,2.0,0,0,0,2.0,1579914000,1,0.57,39.63,0.77,0.0014,46.61,5.6,10.0,0
0,1,1,4,19.0,0,14,23,17,2.0,0,0,0,2.0,1579924800,1,0.62,36.12,0.77,0.0024,42.67,5.92,10.0,0
0,0,1,4,,0,15,0,1,,1,1,0,,1579842000,1,0.98,37.49,0.88,0.094,40.71,7.58,7.733,0
0,0,1,4,,0,15,4,1,,1,1,0,,1579856400,1,0.98,37.59,0.88,0.0283,40.96,6.92,8.826,0
0,0,2,4,,0,15,8,1,,1,1,0,,1579870800,1,0.97,40.54,0.92,0.0297,42.82,5.91,5.3260000000000005,0
0,0,3,4,,0,15,12,1,,1,1,0,,1579885200,1,0.98,45.36,0.96,0.0093,46.51,6.81,9.679,2
0,1,4,4,,0,15,16,1,,0,0,0,,1579899600,1,0.57,43.39,0.69,0.0,53.28,7.42,10.0,1
0,1,1,4,,0,15,20,1,,0,0,0,,1579914000,1,0.57,39.8,0.76,0.0014,46.8,5.53,10.0,0
0,1,1,4,,0,15,23,1,,0,0,0,,1579924800,1,0.62,36.13,0.77,0.0024,42.73,5.87,10.0,0
0,0,1,4,19.0,0,16,0,9,2.0,1,1,0,2.0,1579842000,1,0.98,37.47,0.88,0.0931,40.63,7.39,7.862,0
0,0,1,4,19.0,0,16,4,9,2.0,1,1,0,2.0,1579856400,1,0.98,37.5,0.88,0.0281,40.85,6.89,8.826,0
0,0,2,4,19.0,0,16,8,9,2.0,1,1,0,2.0,1579870800,1,0.97,40.35,0.92,0.0283,42.63,5.91,5.414,0
0,0,3,4,19.0,0,16,12,9,2.0,1,1,0,2.0,1579885200,1,0.98,45.4,0.96,0.009000000000000001,46.59,6.83,9.777000000000001,2
0,1,4,4,19.0,0,16,16,9,2.0,0,0,0,2.0,1579899600,1,0.57,43.29,0.69,0.0,53.18,7.41,10.0,1
0,1,1,4,19.0,0,16,20,9,2.0,0,0,0,2.0,1579914000,1,0.57,39.65,0.76,0.0014,46.67,5.53,10.0,0
0,1,1,4,19.0,0,16,23,9,2.0,0,0,0,2.0,1579924800,1,0.62,36.13,0.77,0.0024,42.75,5.83,10.0,0
0,0,1,4,19.0,0,17,0,18,2.0,1,1,0,2.0,1579842000,1,0.98,37.57,0.89,0.0945,40.64,7.34,7.843,0
0,0,1,4,19.0,0,17,4,18,2.0,1,1,0,2.0,1579856400,1,0.98,37.57,0.88,0.0282,40.85,6.89,8.789,0
0,0,2,4,19.0,0,17,8,18,2.0,1,1,0,2.0,1579870800,1,0.97,40.37,0.92,0.0266,42.62,5.94,5.519,0
0,0,3,4,19.0,0,17,12,18,2.0,1,1,0,2.0,1579885200,1,0.98,45.27,0.96,0.009000000000000001,46.47,6.87,9.871,2
0,1,4,4,19.0,0,17,16,18,2.0,0,0,0,2.0,1579899600,1,0.57,43.28,0.69,0.0,53.14,7.39,10.0,1
0,1,1,4,19.0,0,17,20,18,2.0,0,0,0,2.0,1579914000,1,0.57,39.6,0.76,0.0014,46.6,5.5,10.0,0
0,1,1,4,19.0,0,17,23,18,2.0,0,0,0,2.0,1579924800,1,0.62,36.06,0.77,0.0024,42.68,5.78,10.0,0
0,0,1,4,19.0,0,18,0,188,2.0,1,1,0,2.0,1579842000,1,0.98,37.97,0.9,0.0934,40.69,7.14,7.965,0
0,0,1,4,19.0,0,18,4,188,2.0,1,1,0,2.0,1579856400,1,0.98,37.89,0.89,0.027999999999999997,40.86,6.86,8.786,0
0,0,2,4,19.0,0,18,8,188,2.0,1,1,0,2.0,1579870800,1,0.97,40.59,0.93,0.0251,42.55,5.93,5.599,0
0,0,3,4,19.0,0,18,12,188,2.0,1,1,0,2.0,1579885200,1,0.98,45.02,0.96,0.0088,46.13,6.89,9.96,2
0,1,4,4,19.0,0,18,16,188,2.0,0,0,0,2.0,1579899600,1,0.58,43.37,0.7,0.0,52.84,7.38,10.0,1
0,1,1,4,19.0,0,18,20,188,2.0,0,0,0,2.0,1579914000,1,0.57,39.4,0.77,0.0014,46.27,5.5,10.0,0
0,1,1,4,19.0,0,18,23,188,2.0,0,0,0,2.0,1579924800,1,0.62,35.92,0.78,0.0024,42.33,5.74,10.0,0
0,0,1,4,19.0,0,20,0,45,2.0,1,1,0,2.0,1579842000,1,0.98,38.06,0.9,0.0935,40.78,6.86,8.048,0
0,0,1,4,19.0,0,20,4,45,2.0,1,1,0,2.0,1579856400,1,0.98,37.97,0.89,0.0282,40.89,6.83,8.74,0
0,0,2,4,19.0,0,20,8,45,2.0,1,1,0,2.0,1579870800,1,0.98,40.56,0.93,0.0216,42.46,5.95,5.761,0
0,0,3,4,19.0,0,20,12,45,2.0,1,1,0,2.0,1579885200,1,0.98,45.04,0.97,0.0086,45.82,6.92,10.0,2
0,1,4,4,19.0,0,20,16,45,2.0,0,0,0,2.0,1579899600,1,0.57,43.27,0.71,0.0,52.4,7.38,10.0,1
0,1,1,4,19.0,0,20,20,45,2.0,0,0,0,2.0,1579914000,1,0.55,39.47,0.78,0.0014,45.88,5.48,10.0,0
0,1,1,4,19.0,0,20,23,45,2.0,0,0,0,2.0,1579924800,1,0.61,36.08,0.8,0.0023,41.93,5.65,10.0,0
0,0,1,4,19.0,0,21,0,1,2.0,1,1,0,2.0,1579842000,1,0.98,37.93,0.89,0.0815,41.0,6.63,8.133,0
0,0,1,4,19.0,0,21,4,1,2.0,1,1,0,2.0,1579856400,1,0.95,38.47,0.9,0.0427,41.19,7.15,8.988999999999999,0
0,0,2,4,19.0,0,21,8,1,2.0,1,1,0,2.0,1579870800,1,0.98,40.96,0.92,0.0167,43.08,6.5,6.303,0
0,0,3,4,19.0,0,21,12,1,2.0,1,1,0,2.0,1579885200,1,0.98,45.03,0.95,0.0112,46.41,7.46,9.98,2
0,1,4,4,19.0,0,21,16,1,2.0,0,0,0,2.0,1579899600,1,0.61,43.91,0.71,0.0,53.15,7.13,10.0,1
0,1,1,4,19.0,0,21,20,1,2.0,0,0,0,2.0,1579914000,1,0.54,39.77,0.76,0.0011,46.8,5.24,10.0,0
0,1,1,4,19.0,0,21,23,1,2.0,0,0,0,2.0,1579924800,1,0.6,36.19,0.77,0.0025,42.97,5.53,10.0,0
0,0,1,4,19.0,0,22,0,3,2.0,1,1,0,2.0,1579842000,1,0.98,37.9,0.89,0.0817,41.0,6.57,8.203,0
0,0,1,4,19.0,0,22,4,3,2.0,1,1,0,2.0,1579856400,1,0.95,38.5,0.9,0.0441,41.21,7.2,9.033,0
0,0,2,4,19.0,0,22,8,3,2.0,1,1,0,2.0,1579870800,1,0.98,40.98,0.92,0.0181,43.11,6.58,6.392,0
0,0,3,4,19.0,0,22,12,3,2.0,1,1,0,2.0,1579885200,1,0.98,45.0,0.95,0.0113,46.37,7.52,9.969,2
0,1,4,4,19.0,0,22,16,3,2.0,0,0,0,2.0,1579899600,1,0.61,44.0,0.71,0.0,53.09,7.15,10.0,1
0,1,1,4,19.0,0,22,20,3,2.0,0,0,0,2.0,1579914000,1,0.54,39.78,0.77,0.0011,46.76,5.25,10.0,0
0,1,1,4,19.0,0,22,23,3,2.0,0,0,0,2.0,1579924800,1,0.6,36.18,0.77,0.0025,42.98,5.55,10.0,0
0,0,1,4,19.0,0,23,0,0,2.0,1,1,0,2.0,1579842000,1,0.98,37.86,0.89,0.0829,40.98,6.76,8.232000000000001,0
0,0,1,4,19.0,0,23,4,0,2.0,1,1,0,2.0,1579856400,1,0.94,38.45,0.9,0.0457,41.19,7.23,9.048,0
0,0,2,4,19.0,0,23,8,0,2.0,1,1,0,2.0,1579870800,1,0.98,40.97,0.92,0.0189,43.1,6.62,6.45,0
0,0,3,4,19.0,0,23,12,0,2.0,1,1,0,2.0,1579885200,1,0.98,44.96,0.95,0.0119,46.32,7.56,10.0,2
0,1,4,4,19.0,0,23,16,0,2.0,0,0,0,2.0,1579899600,1,0.62,44.05,0.71,0.0,53.03,7.14,10.0,1
0,1,1,4,19.0,0,23,20,0,2.0,0,0,0,2.0,1579914000,1,0.54,39.79,0.76,0.0012,46.8,5.22,10.0,0
0,1,1,4,19.0,0,23,23,0,2.0,0,0,0,2.0,1579924800,1,0.6,36.16,0.77,0.0025,42.92,5.54,10.0,0
0,0,1,4,19.0,0,24,0,10,2.0,1,1,0,2.0,1579842000,1,0.98,37.86,0.89,0.0825,40.97,6.72,8.316,0
0,0,1,4,19.0,0,24,4,10,2.0,1,1,0,2.0,1579856400,1,0.94,38.48,0.9,0.0469,41.19,7.29,9.093,0
0,0,2,4,19.0,0,24,8,10,2.0,1,1,0,2.0,1579870800,1,0.98,41.0,0.92,0.02,43.09,6.73,6.577000000000001,0
0,0,3,4,19.0,0,24,12,10,2.0,1,1,0,2.0,1579885200,1,0.98,44.87,0.95,0.012,46.21,7.64,10.0,2
0,1,4,4,19.0,0,24,16,10,2.0,0,0,0,2.0,1579899600,1,0.62,44.14,0.72,0.0002,52.89,7.17,10.0,1
0,1,1,4,19.0,0,24,20,10,2.0,0,0,0,2.0,1579914000,1,0.54,39.76,0.77,0.0012,46.68,5.23,10.0,0
0,1,1,4,19.0,0,24,23,10,2.0,0,0,0,2.0,1579924800,1,0.6,36.1,0.77,0.0025,42.85,5.56,10.0,0
0,0,1,4,19.0,0,25,0,6,2.0,1,1,0,2.0,1579842000,1,0.98,38.1,0.89,0.0835,40.96,6.89,8.327,0
0,0,1,4,19.0,0,25,4,6,2.0,1,1,0,2.0,1579856400,1,0.94,38.61,0.91,0.0485,41.17,7.32,9.107000000000001,0
0,0,2,4,19.0,0,25,8,6,2.0,1,1,0,2.0,1579870800,1,0.98,41.14,0.93,0.0207,42.99,6.78,6.642,0
0,0,3,4,19.0,0,25,12,6,2.0,1,1,0,2.0,1579885200,1,0.98,44.74,0.96,0.0126,45.83,7.67,10.0,2
0,1,4,4,19.0,0,25,16,6,2.0,0,0,0,2.0,1579899600,1,0.62,44.21,0.73,0.0002,52.52,7.16,10.0,1
0,1,1,4,19.0,0,25,20,6,2.0,0,0,0,2.0,1579914000,1,0.54,39.59,0.77,0.0013,46.38,5.21,10.0,0
0,1,1,4,19.0,0,25,23,6,2.0,0,0,0,2.0,1579924800,1,0.6,35.97,0.78,0.0025,42.44,5.55,10.0,0
0,0,1,4,19.0,0,26,0,2,2.0,1,1,0,2.0,1579842000,1,0.99,38.07,0.89,0.0825,40.93,6.85,8.413,0
0,0,1,4,19.0,0,26,4,2,2.0,1,1,0,2.0,1579856400,1,0.93,38.59,0.9,0.0497,41.16,7.38,9.152999999999999,0
0,0,2,4,19.0,0,26,8,2,2.0,1,1,0,2.0,1579870800,1,0.98,41.12,0.93,0.0214,42.96,6.89,6.79,0
0,0,3,4,19.0,0,26,12,2,2.0,1,1,0,2.0,1579885200,1,0.98,44.73,0.97,0.0127,45.66,7.76,10.0,2
0,1,4,4,19.0,0,26,16,2,2.0,0,0,0,2.0,1579899600,1,0.63,44.35,0.74,0.0002,52.29,7.19,10.0,1
0,1,1,4,19.0,0,26,20,2,2.0,0,0,0,2.0,1579914000,1,0.54,39.59,0.78,0.0013,46.18,5.22,10.0,0
0,1,1,4,19.0,0,26,23,2,2.0,0,0,0,2.0,1579924800,1,0.6,35.95,0.78,0.0025,42.28,5.57,10.0,0
0,0,1,4,,0,27,0,1,,1,1,0,,1579842000,1,0.99,37.27,0.89,0.08,40.3,9.69,6.355,0
0,0,1,4,,0,27,4,1,,1,1,0,,1579856400,1,0.97,38.21,0.91,0.027000000000000003,40.61,7.12,9.317,0
0,0,2,4,,0,27,8,1,,1,1,0,,1579870800,1,0.95,40.3,0.96,0.0598,41.39,5.48,2.928,0
0,0,3,4,,0,27,12,1,,1,1,0,,1579885200,1,0.99,44.51,1.0,0.0118,44.51,6.15,7.1579999999999995,2
0,1,4,4,,0,27,16,1,,0,0,0,,1579899600,1,0.51,41.55,0.73,0.0,49.84,7.97,10.0,1
0,1,1,4,,0,27,20,1,,0,0,0,,1579914000,1,0.63,38.81,0.81,0.0014,44.14,6.06,10.0,0
0,1,1,4,,0,27,23,1,,0,0,0,,1579924800,1,0.63,35.34,0.83,0.0025,39.99,6.89,10.0,0
0,0,1,4,11.0,0,28,0,125,4.0,1,1,0,2.0,1579842000,1,0.99,37.68,0.9,0.0844,40.4,8.82,7.084,0
0,0,1,4,11.0,0,28,4,125,4.0,1,1,0,2.0,1579856400,1,0.98,38.19,0.91,0.0271,40.66,7.0,9.179,0
0,0,2,4,11.0,0,28,8,125,4.0,1,1,0,2.0,1579870800,1,0.96,40.33,0.93,0.0484,42.08,5.62,3.92,0
0,0,3,4,11.0,0,28,12,125,4.0,1,1,0,2.0,1579885200,1,0.99,45.12,0.98,0.0102,45.54,6.4,8.213,2
0,1,4,4,11.0,0,28,16,125,4.0,0,0,0,2.0,1579899600,1,0.53,42.86,0.71,0.0,51.89,7.71,10.0,1
0,1,1,4,11.0,0,28,20,125,4.0,0,0,0,2.0,1579914000,1,0.61,39.1,0.78,0.0014,45.57,5.87,10.0,0
0,1,1,4,11.0,0,28,23,125,4.0,0,0,0,2.0,1579924800,1,0.62,35.96,0.8,0.0024,41.59,6.46,10.0,0
0,0,1,4,19.0,0,29,0,7,1.0,1,1,0,3.0,1579842000,1,0.99,37.3,0.89,0.086,40.38,8.79,7.086,0
0,0,1,4,19.0,0,29,4,7,1.0,1,1,0,3.0,1579856400,1,0.98,37.53,0.88,0.0272,40.71,7.02,9.118,0
