Hour,WeekDay,WeekEnd,Clear,Cloudy,Rain,Foggy,Snow,RainBefore,Grid_Block,Grid_Col,Grid_Row,Highway,Land_Use_Mode,Road_Count,precipIntensity,Probability,Prediction
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,1.0,0.0,0.0,0.0,0.0,2.9802322e-07,0.0
0.17391304347826086,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,1.0,0.0,0.0,0.0,0.0,8.940697e-08,0.0
0.34782608695652173,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.13636363636363635,1.0,0.0,0.0,0.0,0.48760330578512406,0.01655376,0.0
0.5217391304347826,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,1.0,0.0,0.0,0.0,0.0,2.9802322e-08,0.0
0.6956521739130435,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8695652173913043,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,1.0,0.0,0.0,0.0,0.0,5.9604645e-08,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,1.0,0.0,0.0,0.0,0.0,2.9802322e-08,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0011049723756906078,0.1590909090909091,1.0,0.0,0.8,0.3939393939393939,0.0,2.0861626e-07,0.0
0.17391304347826086,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0011049723756906078,0.1590909090909091,1.0,0.0,0.8,0.3939393939393939,0.0,0.0,0.0
0.34782608695652173,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0011049723756906078,0.1590909090909091,1.0,0.0,0.8,0.3939393939393939,0.5123966942148761,0.016555578,0.0
0.5217391304347826,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0011049723756906078,0.1590909090909091,1.0,0.0,0.8,0.3939393939393939,0.0,0.0,0.0
0.6956521739130435,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0011049723756906078,0.1590909090909091,1.0,0.0,0.8,0.3939393939393939,0.0,0.0,0.0
0.8695652173913043,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0011049723756906078,0.1590909090909091,1.0,0.0,0.8,0.3939393939393939,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0011049723756906078,0.1590909090909091,1.0,0.0,0.8,0.3939393939393939,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0022099447513812156,0.18181818181818182,1.0,1.0,0.8,0.303030303030303,0.0,2.3841858e-07,0.0
0.17391304347826086,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0022099447513812156,0.18181818181818182,1.0,1.0,0.8,0.303030303030303,0.0,0.0,0.0
0.34782608695652173,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0022099447513812156,0.18181818181818182,1.0,1.0,0.8,0.303030303030303,0.5454545454545455,0.016576082,0.0
0.5217391304347826,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0022099447513812156,0.18181818181818182,1.0,1.0,0.8,0.303030303030303,0.0,0.0039015412,0.0
0.6956521739130435,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0022099447513812156,0.18181818181818182,1.0,1.0,0.8,0.303030303030303,0.0,0.0015549362,0.0
0.8695652173913043,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0022099447513812156,0.18181818181818182,1.0,1.0,0.8,0.303030303030303,0.0,1.7017126e-05,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0022099447513812156,0.18181818181818182,1.0,1.0,0.8,0.303030303030303,0.0,8.046627e-07,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0033149171270718232,0.20454545454545456,1.0,1.0,0.1,0.18181818181818182,0.0,2.0861626e-07,0.0
0.17391304347826086,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0033149171270718232,0.20454545454545456,1.0,1.0,0.1,0.18181818181818182,0.0,5.9604645e-08,0.0
0.34782608695652173,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0033149171270718232,0.20454545454545456,1.0,1.0,0.1,0.18181818181818182,0.5702479338842976,0.016562492,0.0
0.5217391304347826,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0033149171270718232,0.20454545454545456,1.0,1.0,0.1,0.18181818181818182,0.0,0.0042872727,0.0
0.6956521739130435,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0033149171270718232,0.20454545454545456,1.0,1.0,0.1,0.18181818181818182,0.0,2.9802322e-07,0.0
0.8695652173913043,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0033149171270718232,0.20454545454545456,1.0,1.0,0.1,0.18181818181818182,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0033149171270718232,0.20454545454545456,1.0,1.0,0.1,0.18181818181818182,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.004419889502762431,0.22727272727272727,1.0,1.0,0.1,0.06060606060606061,0.0,2.9802322e-07,0.0
0.17391304347826086,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.004419889502762431,0.22727272727272727,1.0,1.0,0.1,0.06060606060606061,0.0,8.940697e-08,0.0
0.34782608695652173,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.004419889502762431,0.22727272727272727,1.0,1.0,0.1,0.06060606060606061,0.6033057851239669,0.016561091,0.0
0.5217391304347826,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.004419889502762431,0.22727272727272727,1.0,1.0,0.1,0.06060606060606061,0.0,0.0032628775,0.0
0.6956521739130435,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.004419889502762431,0.22727272727272727,1.0,1.0,0.1,0.06060606060606061,0.0,2.0861626e-07,0.0
0.8695652173913043,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.004419889502762431,0.22727272727272727,1.0,1.0,0.1,0.06060606060606061,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.004419889502762431,0.22727272727272727,1.0,1.0,0.1,0.06060606060606061,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.005524861878453039,0.24999999999999997,1.0,1.0,0.1,0.18181818181818182,0.0,2.0861626e-07,0.0
0.17391304347826086,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.005524861878453039,0.24999999999999997,1.0,1.0,0.1,0.18181818181818182,0.0,2.9802322e-08,0.0
0.34782608695652173,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.005524861878453039,0.24999999999999997,1.0,1.0,0.1,0.18181818181818182,0.6363636363636365,0.016563445,0.0
