BLM,ELM,Sp. Case,Co. Seq.,ID_NUMBER,Sub Route,Ad_Sys,Gov_Cont,Func_Class,Inc Area Nbr,Urb Area Nbr,Sp Systems,State Aid Code
0.245,0.658,0,1,330A677001,0,12,4,19,52,52,,
0.658,0.721,0,1,330A677001,0,12,4,19,52,52,,
0,0.13,0,1,330A678001,0,12,4,19,52,52,,
0.13,0.535,0,1,330A678001,0,12,4,19,52,52,,
0,0.586,0,1,330A679001,0,12,4,19,52,52,,
0,0.109,0,1,330A680001,0,12,4,19,52,52,,
0.109,0.215,0,1,330A680001,0,12,4,19,52,52,,
0.215,0.268,0,1,330A680001,0,12,4,19,52,52,,
0,0.377,0,1,330A681001,0,12,4,19,52,52,,
0,0.116,0,1,330A682001,0,12,4,19,52,52,,
0,0.091,0,1,330A683001,0,12,4,19,52,52,,
0,0.286,0,1,330A684001,0,12,4,19,52,52,,
0,0.115,0,1,330A685001,0,12,4,19,52,52,,
0,0.063,0,1,330A686001,0,12,4,19,52,52,,
0,0.063,0,1,330A687001,0,12,4,19,52,52,,
0,0.13,0,1,330A688001,0,12,4,19,52,52,,
0,0.159,0,1,330A689001,0,12,4,19,52,52,,
0,0.189,0,1,330A690001,0,12,4,19,52,52,,
0,0.205,0,1,330A691001,0,12,4,19,52,52,,
0,0.045,0,1,330A692001,0,12,4,19,52,52,,
0,0.256,0,1,330A693001,0,12,4,19,52,52,,
0,0.258,0,1,330A694001,0,12,4,19,52,52,,
0,0.063,0,1,330A695001,0,12,4,19,52,52,,
0,0.251,0,1,330A696001,0,12,4,19,52,52,,
0,0.255,0,1,330A697001,0,12,4,19,52,52,,
0,0.803,0,1,330A698001,0,12,4,19,52,52,,
0.803,1.009,0,1,330A698001,0,12,4,19,52,52,,
0,0.37,0,1,330A699001,0,12,4,19,52,52,,
0.37,0.623,0,1,330A699001,0,12,4,19,52,52,,
0,0.351,0,1,330A700001,0,12,4,19,52,52,,
0,0.25,0,1,330A701001,0,12,4,19,52,52,,
0,0.188,0,1,330A702001,0,12,4,19,52,52,,
0.188,0.654,0,1,330A702001,0,12,4,19,52,52,,
0,0.51,0,1,330A703001,0,12,4,19,52,52,,
0,0.844,0,1,330A704001,0,12,4,19,52,52,,
0,0.253,0,1,330A705001,0,12,4,19,52,52,,
0,0.54,0,1,330A706001,0,12,4,19,52,52,,
0,0.408,0,1,330A707001,0,12,4,19,52,52,,
0,0.156,0,1,330A708001,0,12,4,19,52,52,,
0,0.247,0,1,330A709001,0,12,4,19,52,52,,
0,0.25,0,1,330A710001,0,12,4,19,52,52,,
0,0.086,0,1,330A711001,0,12,4,19,52,52,,
0,0.251,0,1,330A712001,0,12,4,19,52,52,,
0,0.062,0,1,330A713001,0,12,4,19,52,52,,
0,0.075,0,1,330A714001,0,12,4,19,52,52,,
0.075,0.138,0,1,330A714001,0,12,4,19,52,52,,
0,0.129,0,1,330A716001,0,12,4,19,52,52,,
0,0.505,0,1,330A717001,0,12,4,19,52,52,,
0,0.185,0,1,330A718001,0,12,4,19,52,52,,
0,0.155,0,1,330A720001,0,12,4,19,52,52,,
0,0.181,0,1,330A721001,0,12,4,19,52,52,,
0,0.165,0,1,330A722001,0,12,4,19,52,52,,
0.165,0.208,0,1,330A722001,0,12,4,19,52,52,,
0.208,0.374,0,1,330A722001,0,12,4,19,52,52,,
0,0.177,0,1,330A723001,0,12,4,19,52,52,,
0,0.189,0,1,330A724001,0,12,4,19,52,52,,
0,0.416,0,1,330A725001,0,12,4,19,52,52,,
0,0.16,0,1,330A726001,0,12,4,19,52,52,,
0,0.03,0,1,330A727001,0,12,4,19,52,52,,
0.03,0.24,0,1,330A727001,0,12,4,19,52,52,,
0.24,0.405,0,1,330A727001,0,12,4,19,52,52,,
0,0.197,0,1,330A728001,0,12,4,19,52,52,,
0,0.034,0,1,330A729001,0,12,4,19,52,52,,
0,0.143,0,1,330A730001,0,12,4,19,52,52,,
0,0.234,0,1,330A731001,0,12,4,19,52,52,,
0,0.536,0,1,330A732001,0,12,4,19,52,52,,
0.536,0.58,0,1,330A732001,0,12,4,19,52,52,,
0.58,0.833,0,1,330A732001,0,12,4,19,52,52,,
0,0.085,0,1,330A733001,0,12,4,19,52,52,,
0.085,0.198,0,1,330A733001,0,12,4,19,52,52,,
0,0.153,0,1,330A734001,0,12,4,19,52,52,,
0,0.153,0,1,330A735001,0,12,4,19,52,52,,
0,0.116,0,1,330A736001,0,12,4,19,52,52,,
0.116,1.146,0,1,330A736001,0,12,4,19,52,52,,
0,0.309,0,1,330A737001,0,12,4,19,52,52,,
0.309,0.441,0,1,330A737001,0,12,4,19,52,52,,
0,0.354,0,1,330A738001,0,12,4,19,52,52,,
0.354,0.658,0,1,330A738001,0,12,4,19,52,52,,
0,0.349,0,1,330A739001,0,12,4,19,52,52,,
0,0.324,0,1,330A740001,0,12,4,19,52,52,,
0,0.093,0,1,330A741001,0,12,4,19,52,52,,
0,0.324,0,1,330A742001,0,12,4,19,52,52,,
0.324,0.366,0,1,330A742001,0,12,4,19,52,52,,
0.366,0.564,0,1,330A742001,0,12,4,19,52,52,,
0.564,0.769,0,1,330A742001,0,12,4,19,52,52,,
0,0.654,0,1,330A743001,0,12,4,19,52,52,,
0,1.158,0,1,330A744001,0,12,4,19,52,52,,
0,0.099,0,1,330A745001,0,12,4,19,52,52,,
0,0.386,0,1,330A746001,0,12,4,19,52,52,,
0,0.295,0,1,330A747001,0,12,4,19,52,52,,
0,0.253,0,1,330A748001,0,12,4,19,52,52,,
0,0.046,0,1,330A749001,0,12,4,19,52,52,,
0,0.276,0,1,330A750001,0,12,4,19,52,52,,
0,0.373,0,1,330A751001,0,12,4,19,52,52,,
0,0.033,0,1,330A752001,0,12,4,19,52,52,,
0,0.185,0,1,330A753001,0,12,4,19,52,52,,
0,0.746,0,1,330A754001,0,12,4,19,52,52,,
0,0.856,0,1,330A755001,0,12,4,19,52,52,,
0,0.083,0,1,330A756001,0,12,4,19,52,52,,
0,0.056,0,1,330A757001,0,12,4,19,52,52,,
0,0.112,0,1,330A758001,0,12,4,19,52,52,,
0,0.084,0,1,330A759001,0,12,4,19,52,52,,
0,0.129,0,1,330A760001,0,12,4,19,52,52,,
0,0.075,0,1,330A761001,0,12,4,19,52,52,,
0.075,0.324,0,1,330A761001,0,12,4,19,52,52,,
0,0.084,0,1,330A762001,0,12,4,19,52,52,,
0,0.033,0,1,330A763001,0,12,4,19,52,52,,
0,0.119,0,1,330A764001,0,12,4,19,52,52,,
0,0.329,0,1,330A765001,0,12,4,19,52,52,,
0,0.033,0,1,330A766001,0,12,4,19,52,52,,
0,0.4,0,1,330A767001,0,12,4,19,52,52,,
0.4,0.598,0,1,330A767001,0,12,4,19,52,52,,
0,0.018,0,1,330A768001,0,12,4,19,52,52,,
0,0.097,0,1,330A769001,0,12,4,19,52,52,,
0,0.165,0,1,330A770001,0,12,4,19,52,52,,
0,0.161,0,1,330A771001,0,12,4,19,52,52,,
0,0.072,0,1,330A772001,0,12,4,19,52,52,,
0,0.441,0,1,330A773001,0,12,4,19,52,52,,
0.441,0.543,0,1,330A773001,0,12,4,19,52,52,,
0,0.058,0,1,330A774001,0,12,4,19,52,52,,
0,0.101,0,1,330A775001,0,12,4,19,52,52,,
0,0.042,0,1,330A776001,0,12,4,19,52,52,,
0,0.081,0,1,330A777001,0,12,4,19,52,52,,
0,0.3,0,1,330A778001,0,12,4,19,52,52,,
0,0.274,0,1,330A779001,0,12,4,19,52,52,,
0,0.201,0,1,330A780001,0,12,4,19,52,52,,
0,0.363,0,1,330A781001,0,12,4,19,52,52,,
0,0.069,0,1,330A782001,0,12,4,19,52,52,,
0,0.127,0,1,330A783001,0,12,4,19,52,52,,
0,0.198,0,1,330A784001,0,12,4,19,52,52,,
0,0.117,0,1,330A785001,0,12,4,19,52,52,,
0,0.199,0,1,330A786001,0,12,4,19,52,52,,
0,0.124,0,1,330A787001,0,12,4,19,52,52,,
0,0.991,0,1,330A788001,0,12,4,19,52,52,,
0,0.239,0,1,330A789001,0,12,4,19,52,52,,
0,0.244,0,1,330A790001,0,12,4,19,52,52,,
0,0.092,0,1,330A791001,0,12,4,19,52,52,,
0,0.565,0,1,330A792001,0,12,4,19,52,52,,
0,0.243,0,1,330A793001,0,12,4,19,52,52,,
0,0.138,0,1,330A794001,0,12,4,19,52,52,,
0,0.211,0,1,330A795001,0,12,4,19,52,52,,
0,0.504,0,1,330A796001,0,12,4,19,52,52,,
0,0.501,0,1,330A797001,0,12,4,19,52,52,,
0,0.219,0,1,330A798001,0,12,4,19,52,52,,
0,0.128,0,1,330A799001,0,12,4,19,52,52,,
0.128,0.283,0,1,330A799001,0,12,4,19,52,52,,
0,0.062,0,1,330A800001,0,12,4,19,52,52,,
0,0.305,0,1,330A802001,0,12,4,19,52,52,,
0,0.162,0,1,330A803001,0,12,4,19,52,52,,
0,0.243,0,1,330A804001,0,12,4,19,52,52,,
0,0.357,0,1,330A805001,0,12,4,19,52,52,,
0.357,0.75,0,1,330A805001,0,12,4,19,52,52,,
0,0.58,0,1,330A806001,0,12,4,19,52,52,,
0.58,0.743,0,1,330A806001,0,12,4,19,52,52,,
0,0.423,0,1,330A807001,0,12,4,19,52,52,,
0,0.177,0,1,330A808001,0,12,4,19,52,52,,
0.177,0.243,0,1,330A808001,0,12,4,19,52,52,,
0,0.251,0,1,330A809001,0,12,4,19,52,52,,
0,0.251,0,1,330A810001,0,12,4,19,52,52,,
0.251,0.334,0,1,330A810001,0,12,4,19,52,52,,
0,0.248,0,1,330A811001,0,12,4,19,52,52,,
0,0.087,0,1,330A812001,0,12,4,19,52,52,,
0.087,0.119,0,1,330A812001,0,12,4,19,52,52,,
0,0.178,0,1,330A813001,0,12,4,19,52,52,,
0,0.18,0,1,330A814001,0,12,4,19,52,52,,
0,0.27,0,1,330A815001,0,12,4,19,52,52,,
0.27,0.454,0,1,330A815001,0,12,4,19,52,52,,
0,0.269,0,1,330A816001,0,12,4,19,52,52,,
0,0.018,0,1,330A817001,0,12,4,19,52,52,,
0,0.186,0,1,330A818001,0,12,4,19,52,52,,
0,0.111,0,1,330A819001,0,12,4,19,52,52,,
0,0.047,0,1,330A820001,0,12,4,19,52,52,,
0,0.036,0,1,330A821001,0,12,4,19,52,52,,
0,0.434,0,1,330A823001,0,12,4,19,52,52,,
0,0.088,0,1,330A824001,0,12,4,19,52,52,,
0,0.05,0,1,330A825001,0,12,4,19,52,52,,
0,0.177,0,1,330A826001,0,12,4,19,52,52,,
0.177,0.227,0,1,330A826001,0,12,4,19,52,52,,
0,0.255,0,1,330A827001,0,12,4,19,52,52,,
0.255,0.43,0,1,330A827001,0,12,4,19,52,52,,
0.43,0.527,0,1,330A827001,0,12,4,19,52,52,,
0,0.247,0,1,330A828001,0,12,4,19,52,52,,
0,0.1,0,1,330A829001,0,12,4,19,52,52,,
0,0.103,0,1,330A830001,0,12,4,19,52,52,,
0,0.282,0,1,330A832001,0,12,4,19,52,52,,
0.282,0.449,0,1,330A832001,0,12,4,19,52,52,,
0,0.134,0,1,330A833001,0,12,4,19,52,52,,
0,0.36,0,1,330A834001,0,12,4,19,52,52,,
0,0.071,0,1,330A835001,0,12,4,19,52,52,,
0,0.264,0,1,330A836001,0,12,4,19,52,52,,
0,0.042,0,1,330A837001,0,12,4,19,52,52,,
0,1.057,0,1,330A838001,0,12,4,19,52,52,,
0,0.089,0,1,330A839001,0,12,4,19,52,52,,
0,0.048,0,1,330A840001,0,12,4,19,52,52,,
0,0.099,0,1,330A841001,0,12,4,19,52,52,,
0,0.099,0,1,330A842001,0,12,4,19,52,52,,
0,0.18,0,1,330A843001,0,12,4,19,52,52,,
0,0.126,0,1,330A844001,0,12,4,19,52,52,,
0,0.091,0,1,330A845001,0,12,4,19,52,52,,
0,0.159,0,1,330A846001,0,12,4,19,52,52,,
0,0.101,0,1,330A847001,0,12,4,19,52,52,,
0,0.134,0,1,330A848001,0,12,4,19,52,52,,
0,0.191,0,1,330A849001,0,12,4,19,52,52,,
0,0.167,0,1,330A850001,0,12,4,19,52,52,,
0.167,0.26,0,1,330A850001,0,12,4,19,52,52,,
0.26,0.294,0,1,330A850001,0,12,4,19,52,52,,
0,1.055,0,1,330A851001,0,12,4,19,52,52,,
0,0.187,0,1,330A852001,0,12,4,19,52,52,,
0.187,0.226,0,1,330A852001,0,12,4,19,52,52,,
0,0.09,0,1,330A853001,0,12,4,19,52,52,,
0,0.279,0,1,330A854001,0,12,4,19,52,52,,
0,0.106,0,1,330A855001,0,12,4,19,52,52,,
0,0.195,0,1,330A856001,0,12,4,19,52,52,,
0,0.058,0,1,330A857001,0,12,4,19,52,52,,
0,0.094,0,1,330A858001,0,12,4,19,52,52,,
0,0.06,0,1,330A859001,0,12,4,19,52,52,,
0,0.057,0,1,330A860001,0,12,4,19,52,52,,
0,0.063,0,1,330A861001,0,12,4,19,52,52,,
0,0.062,0,1,330A862001,0,12,4,19,52,52,,
0,0.107,0,1,330A863001,0,11,2,19,,52,,
0,0.23,0,1,330A864001,0,12,4,19,52,52,,
0.23,0.452,0,1,330A864001,0,11,2,19,,52,,
0,0.175,0,1,330A865001,0,12,4,19,52,52,,
0.175,0.176,0,1,330A865001,0,12,4,19,52,52,,
0.176,0.255,0,1,330A865001,0,12,4,19,52,52,,
0,0.097,0,1,330A866001,0,12,4,19,52,52,,
0,0.036,0,1,330A867001,0,12,4,19,52,52,,
0,0.11,0,1,330A868001,0,12,4,19,52,52,,
0,0.155,0,1,330A869001,0,12,4,19,52,52,,
0,0.153,0,1,330A870001,0,12,4,19,52,52,,
0,0.066,0,1,330A871001,0,12,4,19,52,52,,
0,0.243,0,1,330A873001,0,12,4,19,52,52,,
0,0.05,0,1,330A874001,0,12,4,19,52,52,,
0,0.168,0,1,330A875001,0,12,4,19,52,52,,
0.168,0.29,0,1,330A875001,0,12,4,19,52,52,,
0,0.248,0,1,330A876001,0,12,4,19,52,52,,
0.248,0.623,0,1,330A876001,0,12,4,19,52,52,,
0.623,0.659,0,1,330A876001,0,12,4,19,52,52,,
0.659,0.736,0,1,330A876001,0,12,4,19,52,52,,
0,0.182,0,1,330A877001,0,12,4,19,52,52,,
0,0.047,0,1,330A878001,0,12,4,19,52,52,,
0,0.118,0,1,330A879001,0,12,4,19,52,52,,
0,0.029,0,1,330A880001,0,12,4,19,52,52,,
0,0.155,0,1,330A881001,0,12,4,19,52,52,,
0,0.498,0,1,330A882001,0,12,4,19,52,52,,
0,0.361,0,1,330A883001,0,12,4,19,52,52,,
0,0.279,0,1,330A884001,0,12,4,19,52,52,,
0,0.081,0,1,330A885001,0,12,4,19,52,52,,
0.081,0.448,0,1,330A885001,0,12,4,19,52,52,,
0,0.636,0,1,330A886001,0,12,4,19,52,52,,
0,0.432,0,1,330A887001,0,12,4,19,52,52,,
0,0.271,0,1,330A888001,0,12,4,19,52,52,,
0,0.116,0,1,330A889001,0,12,4,19,52,52,,
0,0.151,0,1,330A890001,0,12,4,19,52,52,,
0.151,0.443,0,1,330A890001,0,12,4,19,52,52,,
0,0.343,0,1,330A891001,0,12,4,19,52,52,,
0,0.28,0,1,330A892001,0,12,4,19,52,52,,
0,0.26,0,1,330A893001,0,12,4,19,52,52,,
0,0.072,0,1,330A894001,0,12,4,19,52,52,,
0,0.255,0,1,330A895001,0,12,4,19,52,52,,
0,0.43,0,1,330A896001,0,12,4,19,52,52,,
0,0.24,0,1,330A897001,0,12,4,19,52,52,,
0,0.196,0,1,330A898001,0,12,4,19,52,52,,
0,0.171,0,1,330A899001,0,12,4,19,52,52,,
0.171,0.407,0,1,330A899001,0,12,4,19,52,52,,
0,0.121,0,1,330A900001,0,12,4,19,52,52,,
0.121,0.391,0,1,330A900001,0,12,4,19,52,52,,
0.391,0.738,0,1,330A900001,0,12,4,19,52,52,,
0,0.21,0,1,330A901001,0,12,4,19,52,52,,
0,0.393,0,1,330A902001,0,12,4,19,52,52,,
0,0.579,0,1,330A903001,0,12,4,19,52,52,,
0,0.182,0,1,330A904001,0,12,4,19,52,52,,
0,0.127,0,1,330A905001,0,12,4,19,52,52,,
0,0.452,0,1,330A906001,0,12,4,19,52,52,,
0.452,0.51,0,1,330A906001,0,12,4,19,52,52,,
0.51,0.609,0,1,330A906001,0,12,4,19,52,52,,
0,0.254,0,1,330A907001,0,12,4,19,52,52,,
0,0.189,0,1,330A908001,0,12,4,19,52,52,,
0,0.067,0,1,330A909001,0,12,4,19,52,52,,
0,0.165,0,1,330A910001,0,12,4,19,52,52,,
0.165,0.203,0,1,330A910001,0,12,4,19,52,52,,
0,0.71,0,1,330A911001,0,12,4,19,52,52,,
0,0.106,0,1,330A912001,0,12,4,19,52,52,,
0,0.103,0,1,330A913001,0,12,4,19,52,52,,
0,0.103,0,1,330A914001,0,12,4,19,52,52,,
0,0.567,0,1,330A915001,0,12,4,19,52,52,,
0,0.509,0,1,330A916001,0,12,4,19,52,52,,
0,0.081,0,1,330A917001,0,12,4,19,52,52,,
0.081,0.521,0,1,330A917001,0,12,4,19,52,52,,
0,0.12,0,1,330A918001,0,12,4,19,52,52,,
0,0.132,0,1,330A919001,0,12,4,19,52,52,,
0,0.541,0,1,330A920001,0,12,4,19,52,52,,
0.541,0.598,0,1,330A920001,0,12,4,19,52,52,,
0.598,0.726,0,1,330A920001,0,12,4,19,52,52,,
0,0.547,0,1,330A921001,0,12,4,19,52,52,,
0,0.439,0,1,330A922001,0,12,4,19,52,52,,
0,0.462,0,1,330A923001,0,12,4,19,52,52,,
0,0.066,0,1,330A924001,0,12,4,19,52,52,,
0,0.306,0,1,330A925001,0,12,4,19,52,52,,
0,0.203,0,1,330A926001,0,12,4,19,52,52,,
0.203,0.256,0,1,330A926001,0,12,4,19,52,52,,
0,0.046,0,1,330A927001,0,12,4,19,52,52,,
0,0.172,0,1,330A928001,0,12,4,19,52,52,,
0,0.061,0,1,330A929001,0,12,4,19,52,52,,
0,0.071,0,1,330A930001,0,12,4,19,52,52,,
0,0.144,0,1,330A931001,0,12,4,19,52,52,,
0,0.84,0,1,330A932001,0,12,4,19,52,52,,
0,0.326,0,1,330A933001,0,12,4,19,52,52,,
0.326,0.498,0,1,330A933001,0,12,4,19,52,52,,
0,0.187,0,1,330A934001,0,12,4,19,52,52,,
0.187,0.883,0,1,330A934001,0,12,4,19,52,52,,
0,0.776,0,1,330A935001,0,12,4,19,52,52,,
0,0.294,0,1,330A936001,0,12,4,19,52,52,,
0,0.778,0,1,330A937001,0,12,4,19,52,52,,
0,0.817,0,1,330A938001,0,12,4,19,52,52,,
0.817,1.796,0,1,330A938001,0,12,4,19,52,52,,
1.796,1.831,0,1,330A938001,0,12,4,19,52,52,,
0,0.173,0,1,330A939001,0,12,4,19,52,52,,
0.173,0.534,0,1,330A939001,0,12,4,19,52,52,,
0.534,1.142,0,1,330A939001,0,12,4,19,52,52,,
0,0.303,0,1,330A940001,0,12,4,19,52,52,,
0.303,0.874,0,1,330A940001,0,12,4,19,52,52,,
0,0.211,0,1,330A941001,0,12,4,19,52,52,,
0,0.434,0,1,330A942001,0,12,4,19,52,52,,
0,1.475,0,1,330A943001,0,12,4,19,52,52,,
0,0.786,0,1,330A945001,0,12,4,19,52,52,,
0.786,0.98,0,1,330A945001,0,12,4,19,52,52,,
0,0.801,0,1,330A946001,0,12,4,19,52,52,,
0.801,1.07,0,1,330A946001,0,12,4,19,52,52,,
0,0.286,0,1,330A947001,0,12,4,19,52,52,,
0,0.427,0,1,330A948001,0,12,4,19,52,52,,
0,0.143,0,1,330A949001,0,12,4,19,52,52,,
0,0.087,0,1,330A950001,0,12,4,19,52,52,,
0,0.129,0,1,330A951001,0,12,4,19,52,52,,
0,0.098,0,1,330A952001,0,12,4,19,52,52,,
0,0.141,0,1,330A953001,0,12,4,19,52,52,,
0,0.253,0,1,330A954001,0,12,4,19,52,52,,
0,0.065,0,1,330A955001,0,12,4,19,52,52,,
0,0.808,0,1,330A956001,0,12,4,19,52,52,,
0,0.192,0,1,330A957001,0,12,4,19,52,52,,
0,0.605,0,1,330A958001,0,12,4,19,52,52,,
0,0.437,0,1,330A959001,0,12,4,19,52,52,,
0.437,0.698,0,1,330A959001,0,12,4,19,52,52,,
0,0.229,0,1,330A960001,0,12,4,19,52,52,,
0,0.036,0,1,330A961001,0,12,4,19,52,52,,
0,0.122,0,1,330A962001,0,12,4,19,52,52,,
0,0.124,0,1,330A963001,0,12,4,19,52,52,,
0,0.164,0,1,330A964001,0,12,4,19,52,52,,
0,0.275,0,1,330A965001,0,12,4,19,52,52,,
0,0.394,0,1,330A966001,0,12,4,19,52,52,,
0,0.398,0,1,330A967001,0,12,4,19,52,52,,
0,0.108,0,1,330A968001,0,12,4,19,52,52,,
0,0.071,0,1,330A969001,0,12,4,19,52,52,,
0,0.401,0,1,330A970001,0,12,4,19,52,52,,
0,0.068,0,1,330A971001,0,12,4,19,52,52,,
0,0.166,0,1,330A972001,0,12,4,19,52,52,,
0,0.189,0,1,330A973001,0,12,4,19,52,52,,
0.189,0.295,0,1,330A973001,0,12,4,19,52,52,,
0,0.23,0,1,330A974001,0,12,4,19,52,52,,
0.23,0.718,0,1,330A974001,0,12,4,19,52,52,,
0,0.042,0,1,330A975001,0,12,4,19,52,52,,
0,0.314,0,1,330A976001,0,12,4,19,52,52,,
0,0.092,0,1,330A977001,0,12,4,19,52,52,,
0,0.119,0,1,330A978001,0,12,4,19,52,52,,
0,0.086,0,1,330A979001,0,12,4,19,52,52,,
0,0.194,0,1,330A980001,0,12,4,19,52,52,,
0,0.253,0,1,330A981001,0,12,4,19,52,52,,
0,0.252,0,1,330A982001,0,12,4,19,52,52,,
0,0.249,0,1,330A983001,0,12,4,19,52,52,,
0,0.247,0,1,330A984001,0,12,4,19,52,52,,
0,0.44,0,1,330A985001,0,12,4,19,52,52,,
0,0.214,0,1,330A986001,0,12,4,19,52,52,,
0.214,0.281,0,1,330A986001,0,12,4,19,52,52,,
0.281,0.336,0,1,330A986001,0,12,4,19,52,52,,
0.336,0.755,0,1,330A986001,0,12,4,19,52,52,,
0,0.104,0,1,330A987001,0,12,4,19,52,52,,
0,0.249,0,1,330A988001,0,12,4,19,52,52,,
0,0.969,0,1,330A989001,0,12,4,19,52,52,,
0,0.194,0,1,330A990001,0,12,4,19,52,52,,
0,0.084,0,1,330A991001,0,12,4,19,52,52,,
0,0.127,0,1,330A992001,0,12,4,19,52,52,,
0,0.106,0,1,330A993001,0,12,4,19,52,52,,
0,0.289,0,1,330A994001,0,12,4,19,52,52,,
0.289,0.477,0,1,330A994001,0,12,4,19,52,52,,
0,0.033,0,1,330A995001,0,12,4,19,52,52,,
0.033,0.288,0,1,330A995001,0,12,4,19,52,52,,
0,0.146,0,1,330A996001,0,12,4,19,52,52,,
0.146,0.729,0,1,330A996001,0,12,4,19,52,52,,
0,0.101,0,1,330A997001,0,12,4,19,52,52,,
0.101,0.148,0,1,330A997001,0,12,4,19,52,52,,
0,0.071,0,1,330A998001,0,12,4,19,52,52,,
0,0.138,0,1,330A999001,0,12,4,19,52,52,,
0,0.721,0,1,330B001001,0,12,4,19,52,52,,
0,0.131,0,1,330B002001,0,12,4,19,52,52,,
0,0.192,0,1,330B003001,0,12,4,19,52,52,,
0,0.075,0,1,330B004001,0,12,4,19,52,52,,
0,0.076,0,1,330B005001,0,12,4,19,52,52,,
0,0.129,0,1,330B006001,0,12,4,19,52,52,,
0,0.118,0,1,330B007001,0,12,4,19,52,52,,
0,0.132,0,1,330B008001,0,12,4,19,52,52,,
0,0.215,0,1,330B009001,0,12,4,19,52,52,,
0,0.111,0,1,330B010001,0,12,4,19,52,52,,
0.111,0.493,0,1,330B010001,0,12,4,19,52,52,,
0,0.447,0,1,330B011001,0,12,4,19,52,52,,
0,0.156,0,1,330B012001,0,12,4,19,52,52,,
0,0.164,0,1,330B013001,0,12,4,19,52,52,,
0,0.15,0,1,330B014001,0,12,4,19,52,52,,
0,0.187,0,1,330B015001,0,12,4,19,52,52,,
0,0.235,0,1,330B016001,0,12,4,19,52,52,,
0,0.124,0,1,330B017001,0,12,4,19,52,52,,
0,0.239,0,1,330B018001,0,12,4,19,52,52,,
0,0.197,0,1,330B019001,0,12,4,19,52,52,,
0,0.352,0,1,330B020001,0,12,4,19,52,52,,
0,0.154,0,1,330B021001,0,12,4,19,52,52,,
0,0.242,0,1,330B022001,0,12,4,19,52,52,,
0,0.246,0,1,330B023001,0,12,4,19,52,52,,
0.246,0.361,0,1,330B023001,0,12,4,19,52,52,,
0,0.212,0,1,330B024001,0,12,4,19,52,52,,
0,0.284,0,1,330B025001,0,12,4,19,52,52,,
0.284,0.503,0,1,330B025001,0,12,4,19,52,52,,
0,0.381,0,1,330B026001,0,12,4,19,52,52,,
0,0.27,0,1,330B027001,0,12,4,19,52,52,,
0,0.205,0,1,330B028001,0,12,4,19,52,52,,
0,0.191,0,1,330B029001,0,12,4,19,52,52,,
0.191,0.446,0,1,330B029001,0,12,4,19,52,52,,
0,0.309,0,1,330B030001,0,12,4,19,52,52,,
0,0.289,0,1,330B031001,0,12,4,19,52,52,,
0,0.159,0,1,330B032001,0,12,4,19,52,52,,
0,0.201,0,1,330B033001,0,12,4,19,52,52,,
0.201,0.311,0,1,330B033001,0,12,4,19,52,52,,
0,0.072,0,1,330B034001,0,12,4,19,52,52,,
0,0.473,0,1,330B035001,0,12,4,19,52,52,,
0.473,0.557,0,1,330B035001,0,12,4,19,52,52,,
0,0.155,0,1,330B036001,0,12,4,19,52,52,,
0,0.16,0,1,330B037001,0,12,4,19,52,52,,
0,0.371,0,1,330B038001,0,12,4,19,52,52,,
0,0.312,0,1,330B039001,0,12,4,19,52,52,,
0.312,0.455,0,1,330B039001,0,12,4,19,52,52,,
0,0.132,0,1,330B040001,0,12,4,19,52,52,,
0,0.11,0,1,330B041001,0,12,4,19,52,52,,
0,0.192,0,1,330B042001,0,12,4,19,52,52,,
0,0.243,0,1,330B043001,0,12,4,19,52,52,,
0,0.192,0,1,330B044001,0,12,4,19,52,52,,
0,0.33,0,1,330B045001,0,12,4,19,52,52,,
0,0.326,0,1,330B046001,0,12,4,19,52,52,,
0.326,0.773,0,1,330B046001,0,12,4,19,52,52,,
0,0.062,0,1,330B047001,0,12,4,19,52,52,,
0,0.293,0,1,330B048001,0,12,4,19,52,52,,
0,0.177,0,1,330B049001,0,12,4,19,52,52,,
0,0.082,0,1,330B050001,0,12,4,19,52,52,,
0,0.068,0,1,330B051001,0,12,4,19,52,52,,
0,1.595,0,1,330B052001,0,12,4,19,52,52,,
0,1.208,0,1,330B053001,0,12,4,19,52,52,,
0,0.138,0,1,330B054001,0,12,4,19,52,52,,
0.138,0.407,0,1,330B054001,0,12,4,19,52,52,,
0.407,0.82,0,1,330B054001,0,12,4,19,52,52,,
0,0.314,0,1,330B055001,0,12,4,19,52,52,,
0,0.145,0,1,330B056001,0,12,4,19,52,52,,
0,0.179,0,1,330B057001,0,12,4,19,52,52,,
0,0.207,0,1,330B058001,0,12,4,19,52,52,,
0.207,0.502,0,1,330B058001,0,12,4,19,52,52,,
0,0.191,0,1,330B059001,0,12,4,19,52,52,,
0,0.146,0,1,330B060001,0,12,4,19,52,52,,
0,0.135,0,1,330B061001,0,12,4,19,52,52,,
0.135,0.272,0,1,330B061001,0,12,4,19,52,52,,
0,0.073,0,1,330B062001,0,12,4,19,52,52,,
0,0.092,0,1,330B063001,0,12,4,19,52,52,,
0,0.069,0,1,330B064001,0,12,4,19,52,52,,
0,0.417,0,1,330B065001,0,12,4,19,52,52,,
0.417,0.781,0,1,330B065001,0,12,4,19,52,52,,
0,0.177,0,1,330B066001,0,12,4,19,52,52,,
0,0.368,0,1,330B067001,0,12,4,19,52,52,,
0,0.086,0,1,330B068001,0,12,4,19,52,52,,
