BLM,ELM,Sp. Case,Co. Seq.,ID_NUMBER,Sub Route,Ad_Sys,Gov_Cont,Func_Class,Inc Area Nbr,Urb Area Nbr,Sp Systems,State Aid Code
0,0.061,0,1,330D101001,0,11,2,19,,52,,
0,0.216,0,1,330D102001,0,11,2,19,,52,,
0,0.257,0,1,330D103001,0,12,4,19,52,52,,
0,0.109,0,1,330D104001,0,12,4,19,52,52,,
0,0.761,0,1,330D105001,0,12,4,19,52,52,,
0,0.259,0,1,330D106001,0,12,4,19,52,52,,
0,0.288,0,1,330D107001,0,12,4,19,52,52,,
0,0.011,0,1,330D108001,0,11,2,19,,52,,
0.011,0.426,0,1,330D108001,0,12,4,19,52,52,,
0,0.41,0,1,330D109001,0,11,2,19,,52,,
0,0.33,0,1,330D110001,0,12,4,19,52,52,,
0,0.059,0,1,330D111001,0,12,4,19,52,52,,
0,0.01,0,1,330D112001,0,11,2,19,,52,,
0.01,1.098,0,1,330D112001,0,12,4,19,52,52,,
0,0.254,0,1,330D113001,0,11,2,19,,52,,
0,0.631,0,1,330D114001,0,11,2,19,,52,,
0.631,0.937,0,1,330D114001,0,11,2,19,,52,,
0,0.096,0,1,330D115001,0,11,2,19,,52,,
0,0.293,0,1,330D116001,0,11,2,19,,52,,
0,0.124,0,1,330D117001,0,11,2,19,,52,,
0,0.144,0,1,330D118001,0,11,2,19,,52,,
0,0.144,0,1,330D119001,0,11,2,19,,52,,
0,0.249,0,1,330D120001,0,11,2,19,,52,,
0,0.263,0,1,330D121001,0,11,2,19,,52,,
0,0.209,0,1,330D122001,0,11,2,19,,52,,
0,0.354,0,1,330D123001,0,11,2,19,,52,,
0,0.323,0,1,330D124001,0,11,2,19,,52,,
0,0.138,0,1,330D125001,0,11,2,19,,52,,
0,0.096,0,1,330D126001,0,11,2,19,,52,,
0,0.053,0,1,330D127001,0,12,4,19,161,52,,
0.053,0.129,0,1,330D127001,0,11,2,19,,52,,
0.129,0.488,0,1,330D127001,0,11,2,19,,52,,
0,1.206,0,1,330D128001,0,11,2,19,,52,,
0,0.191,0,1,330D129001,0,12,4,19,161,52,,
0.191,0.393,0,1,330D129001,0,11,2,19,,52,,
0,0.901,0,1,330D130001,0,11,2,19,,52,,
0,0.453,0,1,330D131001,0,11,2,19,,52,,
0,0.664,0,1,330D132001,0,11,2,19,,52,,
0,0.142,0,1,330D133001,0,11,2,19,,52,,
0,0.121,0,1,330D134001,0,11,2,19,,52,,
0,0.319,0,1,330D135001,0,11,2,19,,52,,
0,0.188,0,1,330D136001,0,11,2,19,,52,,
0,0.654,0,1,330D137001,0,11,2,19,,52,,
0.654,0.761,0,1,330D137001,0,11,2,19,,52,,
0,0.154,0,1,330D138001,0,11,2,19,,52,,
0,0.097,0,1,330D139001,0,11,2,19,,52,,
0,0.065,0,1,330D140001,0,11,2,19,,52,,
0,0.22,0,1,330D141001,0,11,2,19,,52,,
0,0.635,0,1,330D142001,0,11,2,19,,52,22,33009
0.635,1.455,0,1,330D142001,0,11,2,19,,52,22,33009
0,0.05,0,1,330D143001,0,12,4,19,272,52,,
0,0.046,0,1,330D144001,0,11,2,19,,52,,
0,0.423,0,1,330D145001,0,11,2,19,,52,,
0,0.161,0,1,330D146001,0,11,2,19,,52,,
0,0.777,0,1,330D147001,0,11,2,19,,52,,
0,0.54,0,1,330D148001,0,11,2,19,,52,,
0,0.058,0,1,330D149001,0,11,2,19,,52,,
0,0.219,0,1,330D150001,0,11,2,19,,52,,
0,0.578,0,1,330D151001,0,11,2,19,,52,,
0,0.527,0,1,330D152001,0,11,2,19,,52,,
0,0.013,0,1,330D153001,0,11,2,19,,52,,
0.013,0.261,0,1,330D153001,0,12,4,19,272,52,,
0,0.102,0,1,330D154001,0,11,2,19,,52,,
0,0.074,0,1,330D155001,0,11,2,19,,52,,
0,0.066,0,1,330D156001,0,11,2,19,,52,,
0,0.038,0,1,330D157001,0,11,2,19,,52,,
0,0.383,0,1,330D158001,0,11,2,19,,52,,
0,0.508,0,1,330D159001,0,11,2,19,,52,,
0,0.306,0,1,330D160001,0,11,2,19,,52,,
0,0.155,0,1,330D161001,0,11,2,19,,52,,
0,0.416,0,1,330D162001,0,11,2,19,,52,,
0,0.089,0,1,330D163001,0,11,2,19,,52,,
0,0.466,0,1,330D164001,0,11,2,19,,52,,
0,0.01,0,1,330D165001,0,11,2,19,,52,,
0.01,0.15,0,1,330D165001,0,12,4,19,272,52,,
0,0.041,0,1,330D166001,0,11,2,19,,52,,
0,0.301,0,1,330D167001,0,11,2,19,,52,,
0,0.418,0,1,330D168001,0,11,2,19,,52,,
0,0.048,0,1,330D169001,0,11,2,19,,52,,
0,0.156,0,1,330D170001,0,11,2,19,,52,,
0,0.236,0,1,330D171001,0,11,2,19,,52,,
0,0.82,0,1,330D172001,0,11,2,19,,52,,
0,0.137,0,1,330D173001,0,12,4,19,272,52,,
0,0.473,0,1,330D174001,0,12,4,19,272,52,,
0,0.086,0,1,330D175001,0,12,4,19,272,52,,
0,0.054,0,1,330D176001,0,12,4,19,272,52,,
0,0.036,0,1,330D177001,0,12,4,19,272,52,,
0,0.606,0,1,330D178001,0,11,2,19,,52,,
0,0.209,0,1,330D179001,0,11,2,19,,52,,
0,0.401,0,1,330D180001,0,11,2,19,,52,,
0,0.062,0,1,330D181001,0,11,2,19,,52,,
0.062,0.284,0,1,330D181001,0,11,2,19,,52,,
0,0.117,0,1,330D182001,0,11,2,19,,52,,
0,0.535,0,1,330D183001,0,11,2,19,,52,,
0,0.541,0,1,330D184001,0,11,2,19,,52,,
0,0.374,0,1,330D185001,0,11,2,19,,52,,
0,0.425,0,1,330D186001,0,11,2,19,,52,,
0.425,0.46,0,1,330D186001,0,12,4,19,161,52,,
0,0.231,0,1,330D187001,0,11,2,19,,52,,
0,0.091,0,1,330D188001,0,11,2,19,,52,,
0,0.053,0,1,330D189001,0,11,2,19,,52,,
0,0.427,0,1,330D190001,0,12,4,19,52,52,,
0,0.05,0,1,330D191001,0,12,4,19,52,52,,
0,0.392,0,1,330D192001,0,12,4,19,52,52,,
0.392,0.472,0,1,330D192001,0,12,4,19,52,52,,
0,0.112,0,1,330D193001,0,12,4,19,52,52,,
0.112,0.357,0,1,330D193001,0,12,4,19,52,52,,
0,0.608,0,1,330D194001,0,12,4,19,52,52,,
0,0.174,0,1,330D195001,0,12,4,19,52,52,,
0,0.142,0,1,330D196001,0,12,4,19,52,52,,
0,0.371,0,1,330D197001,0,12,4,19,52,52,,
0,0.351,0,1,330D198001,0,12,4,19,52,52,,
0,0.442,0,1,330D199001,0,12,4,19,52,52,,
0,0.226,0,1,330D200001,0,12,4,19,52,52,,
0,0.078,0,1,330D201001,0,12,4,19,52,52,,
0,0.222,0,1,330D202001,0,12,4,19,52,52,,
0,0.131,0,1,330D203001,0,12,4,19,52,52,,
0.131,0.24,0,1,330D203001,0,12,4,19,52,52,,
0,0.161,0,1,330D204001,0,12,4,19,52,52,,
0,0.163,0,1,330D205001,0,12,4,19,52,52,,
0,0.188,0,1,330D206001,0,12,4,19,52,52,,
0,0.293,0,1,330D207001,0,12,4,19,52,52,,
0,0.078,0,1,330D208001,0,12,4,19,52,52,,
0,0.144,0,1,330D209001,0,12,4,19,52,52,,
0,0.101,0,1,330D210001,0,12,4,19,52,52,,
0,0.537,0,1,330D211001,0,12,4,19,52,52,,
0.537,0.577,0,1,330D211001,0,12,4,19,52,52,,
0,0.174,0,1,330D212001,0,12,4,19,52,52,,
0,0.249,0,1,330D213001,0,12,4,19,52,52,,
0,0.191,0,1,330D214001,0,12,4,19,52,52,,
0,0.14,0,1,330D215001,0,12,4,19,52,52,,
0,0.403,0,1,330D216001,0,12,4,19,52,52,,
0,0.066,0,1,330D217001,0,12,4,19,52,52,,
0.066,0.303,0,1,330D217001,0,12,4,19,52,52,,
0,0.17,0,1,330D218001,0,12,4,19,52,52,,
0,0.128,0,1,330D219001,0,12,4,19,52,52,,
0.128,0.658,0,1,330D219001,0,12,4,19,52,52,,
0,0.185,0,1,330D220001,0,12,4,19,52,52,,
0,0.139,0,1,330D221001,0,12,4,19,52,52,,
0,0.135,0,1,330D222001,0,12,4,19,52,52,,
0,0.302,0,1,330D223001,0,12,4,19,52,52,,
0,0.302,0,1,330D224001,0,12,4,19,52,52,,
0.302,0.615,0,1,330D224001,0,12,4,19,52,52,,
0,0.517,0,1,330D225001,0,12,4,19,52,52,,
0,0.433,0,1,330D226001,0,12,4,19,52,52,,
0,0.145,0,1,330D227001,0,12,4,19,52,52,,
0,0.288,0,1,330D228001,0,12,4,19,52,52,,
0,0.091,0,1,330D229001,0,12,4,19,52,52,,
0,0.131,0,1,330D230001,0,12,4,19,52,52,,
0.131,0.473,0,1,330D230001,0,12,4,19,52,52,,
0,0.183,0,1,330D231001,0,12,4,19,52,52,,
0,0.218,0,1,330D232001,0,12,4,19,52,52,,
0,0.211,0,1,330D233001,0,12,4,19,52,52,,
0,0.099,0,1,330D234001,0,12,4,19,52,52,,
0,0.087,0,1,330D235001,0,12,4,19,52,52,,
0,0.25,0,1,330D236001,0,12,4,19,52,52,,
0,0.908,0,1,330D237001,0,12,4,19,52,52,,
0,0.183,0,1,330D238001,0,12,4,19,52,52,,
0,0.452,0,1,330D239001,0,12,4,19,52,52,,
0,0.611,0,1,330D240001,0,12,4,19,52,52,,
0,0.044,0,1,330D241001,0,12,4,19,52,52,,
0.044,0.602,0,1,330D241001,0,12,4,19,52,52,,
0,0.047,0,1,330D242001,0,12,4,19,52,52,,
0,0.206,0,1,330D243001,0,12,4,19,52,52,,
0,0.491,0,1,330D244001,0,12,4,19,52,52,,
0,0.058,0,1,330D245001,0,12,4,19,52,52,,
0,0.13,0,1,330D246001,0,12,4,19,52,52,,
0,0.626,0,1,330D247001,0,12,4,19,52,52,,
0,0.164,0,1,330D248001,0,12,4,19,52,52,,
0.164,0.209,0,1,330D248001,0,12,4,19,52,52,,
0.209,0.93,0,1,330D248001,0,12,4,19,52,52,,
0,0.142,0,1,330D249001,0,12,4,19,52,52,,
0,0.219,0,1,330D250001,0,12,4,19,52,52,,
0,0.136,0,1,330D251001,0,12,4,19,52,52,,
0,0.531,0,1,330D252001,0,12,4,19,52,52,,
0,0.495,0,1,330D253001,0,12,4,19,52,52,,
0,0.594,0,1,330D254001,0,12,4,19,52,52,,
0,0.309,0,1,330D255001,0,12,4,19,52,52,,
0.309,0.555,0,1,330D255001,0,12,4,19,52,52,,
0,0.292,0,1,330D256001,0,12,4,19,52,52,,
0,0.208,0,1,330D257001,0,12,4,19,52,52,,
0,0.626,0,1,330D258001,0,12,4,19,52,52,,
0,0.287,0,1,330D259001,0,12,4,19,52,52,,
0,0.083,0,1,330D260001,0,12,4,19,52,52,,
0,0.12,0,1,330D261001,0,12,4,19,52,52,,
0,0.548,0,1,330D262001,0,12,4,19,52,52,,
0.548,1.159,0,1,330D262001,0,12,4,19,52,52,,
0,0.797,0,1,330D263001,0,12,4,19,52,52,,
0,0.617,0,1,330D264001,0,12,4,19,52,52,,
0,0.297,0,1,330D265001,0,12,4,19,52,52,,
0,0.36,0,1,330D266001,0,12,4,19,52,52,,
0,0.344,0,1,330D267001,0,12,4,19,52,52,,
0.344,0.489,0,1,330D267001,0,12,4,19,52,52,,
0,0.049,0,1,330D268001,0,12,4,19,52,52,,
0,0.127,0,1,330D269001,0,12,4,19,52,52,,
0,0.192,0,1,330D270001,0,12,4,19,52,52,,
0,0.068,0,1,330D271001,0,12,4,19,52,52,,
0,0.105,0,1,330D272001,0,12,4,19,52,52,,
0,0.102,0,1,330D273001,0,12,4,19,52,52,,
0,0.42,0,1,330D274001,0,12,4,19,52,52,,
0,0.278,0,1,330D275001,0,12,4,19,52,52,,
0,0.07,0,1,330D276001,0,12,4,19,52,52,,
0,0.04,0,1,330D277001,0,12,4,19,52,52,,
0,0.08,0,1,330D278001,0,12,4,19,52,52,,
0,0.406,0,1,330D279001,0,12,4,19,52,52,,
0,0.346,0,1,330D280001,0,12,4,19,52,52,,
0,0.201,0,1,330D281001,0,12,4,19,52,52,,
0,0.222,0,1,330D282001,0,12,4,19,52,52,,
0,0.122,0,1,330D283001,0,12,4,19,52,52,,
0,0.107,0,1,330D284001,0,12,4,19,52,52,,
0,0.26,0,1,330D285001,0,12,4,19,52,52,,
0,0.098,0,1,330D286001,0,12,4,19,52,52,,
0,0.829,0,1,330D287001,0,12,4,19,52,52,,
0,0.069,0,1,330D288001,0,12,4,19,52,52,,
0,0.125,0,1,330D289001,0,12,4,19,52,52,,
0,0.39,0,1,330D290001,0,12,4,19,52,52,,
0,0.108,0,1,330D291001,0,12,4,19,52,52,,
0,0.095,0,1,330D292001,0,12,4,19,52,52,,
0,0.194,0,1,330D293001,0,12,4,19,52,52,,
0,0.19,0,1,330D294001,0,12,4,19,52,52,,
0,0.158,0,1,330D295001,0,12,4,19,52,52,,
0,0.168,0,1,330D296001,0,12,4,19,52,52,,
0.168,0.318,0,1,330D296001,0,12,4,19,52,52,,
0,0.804,0,1,330D297001,0,12,4,19,52,52,,
0,0.5,0,1,330D298001,0,12,4,19,52,52,,
0,0.042,0,1,330D299001,0,12,4,19,52,52,,
0,0.129,0,1,330D300001,0,12,4,19,52,52,,
0.129,0.473,0,1,330D300001,0,12,4,19,52,52,,
0.473,0.815,0,1,330D300001,0,12,4,19,52,52,,
0.815,0.974,0,1,330D300001,0,12,4,19,52,52,,
0,0.542,0,1,330D301001,0,12,4,19,52,52,,
0,0.089,0,1,330D302001,0,12,4,19,52,52,,
0,0.487,0,1,330D303001,0,12,4,19,52,52,,
0.487,0.526,0,1,330D303001,0,12,4,19,52,52,,
0,0.782,0,1,330D304001,0,12,4,19,52,52,,
0,0.093,0,1,330D305001,0,11,2,19,,52,,
0,0.296,0,1,330D306001,0,11,2,19,,52,,
0,0.055,0,1,330D307001,0,12,4,19,52,52,,
0.055,0.505,0,1,330D307001,0,11,2,19,,52,,
0,0.342,0,1,330D308001,0,11,2,19,,52,,
0,0.094,0,1,330D309001,0,11,2,19,,52,,
0,0.076,0,1,330D310001,0,12,4,19,52,52,,
0.076,0.405,0,1,330D310001,0,11,2,19,,52,,
0,0.237,0,1,330D311001,0,11,2,19,,52,,
0.237,0.456,0,1,330D311001,0,11,2,19,,52,,
0,0.154,0,1,330D312001,0,11,2,19,,52,,
0.154,0.363,0,1,330D312001,0,11,2,19,,52,,
0,0.047,0,1,330D313001,0,11,2,19,,52,,
0,0.093,0,1,330D314001,0,11,2,19,,52,,
0,0.356,0,1,330D315001,0,11,2,19,,52,,
0,0.024,0,1,330D316001,0,12,4,19,52,52,,
0.024,0.797,0,1,330D316001,0,11,2,19,,52,,
0,0.463,0,1,330D317001,0,11,2,19,,52,,
0,0.027,0,1,330D318001,0,12,4,19,52,52,,
0.027,0.113,0,1,330D318001,0,11,2,19,,52,,
0,0.023,0,1,330D319001,0,12,4,19,52,52,,
0.023,0.123,0,1,330D319001,0,11,2,19,,52,,
0,0.05,0,1,330D320001,0,12,4,19,52,52,,
0.05,0.759,0,1,330D320001,0,11,2,19,,52,,
0,0.022,0,1,330D321001,0,12,4,19,52,52,,
0.022,0.429,0,1,330D321001,0,11,2,19,,52,,
0.429,1.172,0,1,330D321001,0,11,2,19,,52,,
0,0.098,0,1,330D322001,0,11,2,19,,52,,
0,0.15,0,1,330D323001,0,11,2,19,,52,,
0,0.547,0,1,330D324001,0,11,2,19,,52,,
0,0.208,0,1,330D325001,0,11,2,19,,52,,
0,0.272,0,1,330D326001,0,11,2,19,,52,,
0.272,0.357,0,1,330D326001,0,11,2,19,,52,,
0,0.145,0,1,330D327001,0,12,4,19,52,52,,
0,0.051,0,1,330D328001,0,11,2,19,,52,,
0,0.138,0,1,330D329001,0,12,4,19,52,52,,
0,0.232,0,1,330D330001,0,11,2,19,,52,,
0,0.366,0,1,330D331001,0,11,2,19,,52,,
0.366,0.376,0,1,330D331001,0,12,4,19,52,52,,
0,0.533,0,1,330D332001,0,11,2,19,,52,,
0,0.125,0,1,330D333001,0,11,2,19,,52,,
0,0.058,0,1,330D334001,0,11,2,19,,52,,
0,0.431,0,1,330D335001,0,11,2,19,,52,,
0,0.094,0,1,330D336001,0,11,2,19,,52,,
0,0.144,0,1,330D337001,0,11,2,19,,52,,
0,0.102,0,1,330D338001,0,11,2,19,,52,,
0,0.033,0,1,330D339001,0,12,4,19,52,52,,
0.033,0.152,0,1,330D339001,0,11,2,19,,52,,
0.152,0.235,0,1,330D339001,0,11,2,19,,52,,
0,0.166,0,1,330D340001,0,11,2,19,,52,,
0,0.305,0,1,330D341001,0,11,2,19,,52,,
0,0.384,0,1,330D342001,0,11,2,19,,52,,
0,0.254,0,1,330D343001,0,11,2,19,,52,,
0.254,0.348,0,1,330D343001,0,11,2,19,,52,,
0,0.126,0,1,330D344001,0,11,2,19,,52,,
0,0.247,0,1,330D345001,0,11,2,19,,52,,
0,0.138,0,1,330D346001,0,11,2,19,,52,,
0,0.118,0,1,330D347001,0,11,2,19,,52,,
0,0.204,0,1,330D348001,0,11,2,19,,52,,
0,2.292,0,1,330D349001,0,11,2,19,,52,,
0,0.063,0,1,330D350001,0,11,2,19,,52,,
0,0.488,0,1,330D351001,0,11,2,19,,52,,
0,0.129,0,1,330D352001,0,11,2,19,,52,,
0,0.15,0,1,330D353001,0,11,2,19,,52,,
0,0.912,0,1,330D354001,0,11,2,19,,52,,
0.912,1.247,0,1,330D354001,0,11,2,19,,52,,
0,0.141,0,1,330D355001,0,11,2,19,,52,,
0,0.265,0,1,330D356001,0,11,2,19,,52,,
0,0.053,0,1,330D357001,0,11,2,19,,52,,
0,0.056,0,1,330D358001,0,11,2,19,,52,,
0,0.153,0,1,330D359001,0,11,2,19,,52,,
0,0.233,0,1,330D360001,0,11,2,19,,52,,
0,0.062,0,1,330D361001,0,11,2,19,,52,,
0,0.048,0,1,330D362001,0,11,2,19,,52,,
0,0.207,0,1,330D363001,0,11,2,19,,52,,
0,0.171,0,1,330D364001,0,11,2,19,,52,,
0.171,0.496,0,1,330D364001,0,11,2,19,,52,,
0,0.395,0,1,330D365001,0,11,2,19,,52,,
0,0.502,0,1,330D366001,0,11,2,19,,52,,
0,0.045,0,1,330D367001,0,11,2,19,,52,,
0,0.123,0,1,330D368001,0,11,2,19,,52,,
0,0.127,0,1,330D369001,0,11,2,19,,52,,
0,0.355,0,1,330D370001,0,11,2,19,,52,,
0,0.137,0,1,330D371001,0,12,4,19,52,52,,
0,0.118,0,1,330D372001,0,11,2,19,,52,,
0,0.169,0,1,330D373001,0,11,2,19,,52,,
0,0.605,0,1,330D374001,0,11,2,19,,52,,
0,0.191,0,1,330D375001,0,11,2,19,,52,,
0,0.344,0,1,330D376001,0,11,2,19,,52,,
0,0.144,0,1,330D377001,0,11,2,19,,52,,
0,0.099,0,1,330D378001,0,11,2,19,,52,,
0,0.145,0,1,330D379001,0,11,2,19,,52,,
0.145,0.344,0,1,330D379001,0,11,2,19,,52,,
0,0.168,0,1,330D380001,0,11,2,19,,52,,
0.168,0.244,0,1,330D380001,0,11,2,19,,52,,
0,0.107,0,1,330D381001,0,11,2,19,,52,,
0,0.256,0,1,330D382001,0,11,2,19,,52,,
0,0.344,0,1,330D383001,0,11,2,19,,52,,
0.344,0.47,0,1,330D383001,0,11,2,19,,52,,
0,0.561,0,1,330D384001,0,11,2,19,,52,,
0,0.372,0,1,330D385001,0,11,2,19,,52,,
0.372,0.893,0,1,330D385001,0,11,2,19,,52,,
0,0.157,0,1,330D386001,0,11,2,19,,52,,
0.157,0.293,0,1,330D386001,0,11,2,19,,52,,
0,0.145,0,1,330D387001,0,11,2,19,,52,,
0,0.02,0,1,330D388001,0,19,11,19,,52,7,
0.02,0.252,0,1,330D388001,0,11,2,19,,52,,
0,0.74,0,1,330D389001,0,19,11,19,,52,7,
0.74,1.03,0,1,330D389001,0,11,2,19,,52,,
0,0.37,0,1,330D390001,0,19,11,9,,,7,
0,0.172,0,1,330D391001,0,19,11,19,,52,7,
0,0.613,0,1,330D392001,0,19,11,19,,52,7,
0,0.667,0,1,330D393001,0,19,11,19,,52,7,
0,0.177,0,1,330D394001,0,19,11,19,,52,7,
0,0.097,0,1,330D395001,0,11,2,19,,52,,
0.097,0.372,0,1,330D395001,0,11,2,19,,52,,
0,0.128,0,1,330D396001,0,11,2,19,,52,,
0,0.198,0,1,330D397001,0,12,4,19,52,52,,
0,0.115,0,1,330D398001,0,12,4,19,52,52,,
0,0.168,0,1,330D399001,0,12,4,19,52,52,,
0,0.378,0,1,330D400001,0,12,4,19,52,52,,
0,0.124,0,1,330D401001,0,12,4,19,52,52,,
0,0.179,0,1,330D402001,0,12,4,19,52,52,,
0,0.16,0,1,330D403001,0,12,4,19,52,52,,
0,0.134,0,1,330D404001,0,12,4,19,52,52,,
0,0.085,0,1,330D405001,0,12,4,19,52,52,,
0,0.263,0,1,330D406001,0,12,4,19,52,52,,
0.263,0.429,0,1,330D406001,0,12,4,19,52,52,,
0,0.188,0,1,330D407001,0,12,4,19,52,52,,
0,0.186,0,1,330D408001,0,12,4,19,52,52,,
0,0.296,0,1,330D409001,0,12,4,19,52,52,,
0,0.231,0,1,330D410001,0,12,4,19,52,52,,
0,0.046,0,1,330D411001,0,12,4,19,52,52,,
0,0.154,0,1,330D412001,0,12,4,19,52,52,,
0,0.111,0,1,330D413001,0,12,4,19,52,52,,
0,0.249,0,1,330D414001,0,12,4,19,52,52,,
0,0.462,0,1,330D415001,0,12,4,19,52,52,,
0,0.479,0,1,330D416001,0,12,4,19,52,52,,
0.479,0.65,0,1,330D416001,0,12,4,19,52,52,,
0,0.471,0,1,330D417001,0,12,4,19,52,52,,
0,0.141,0,1,330D418001,0,12,4,19,52,52,,
0,0.639,0,1,330D419001,0,12,4,19,52,52,,
0.639,1.351,0,1,330D419001,0,12,4,19,52,52,,
0,0.208,0,1,330D420001,0,12,4,19,52,52,,
0,0.237,0,1,330D421001,0,12,4,19,52,52,,
0,0.15,0,1,330D422001,0,12,4,19,52,52,,
0,0.099,0,1,330D423001,0,12,4,19,52,52,,
0,0.009,0,1,330D424001,0,11,2,19,,52,,
0.009,0.464,0,1,330D424001,0,12,4,19,52,52,,
0,0.047,0,1,330D425001,0,12,4,19,52,52,,
0,0.245,0,1,330D426001,0,12,4,19,52,52,,
0,0.257,0,1,330D427001,0,12,4,19,52,52,,
0,0.235,0,1,330D428001,0,12,4,19,52,52,,
0,0.064,0,1,330D429001,0,12,4,19,52,52,,
0,0.036,0,1,330D430001,0,12,4,19,52,52,,
0,0.113,0,1,330D431001,0,12,4,19,52,52,,
0,0.166,0,1,330D432001,0,12,4,19,52,52,,
0,0.23,0,1,330D433001,0,12,4,19,52,52,,
0,1.034,0,1,330D434001,0,12,4,19,52,52,,
1.034,1.208,0,1,330D434001,0,12,4,19,52,52,,
0,0.244,0,1,330D435001,0,12,4,19,52,52,,
0.244,0.634,0,1,330D435001,0,12,4,19,52,52,,
0.634,0.806,0,1,330D435001,0,12,4,19,52,52,,
0,0.106,0,1,330D436001,0,12,4,19,52,52,,
0,0.284,0,1,330D437001,0,12,4,19,52,52,,
0,0.582,0,1,330D438001,0,12,4,19,52,52,,
0,0.486,0,1,330D439001,0,12,4,19,52,52,,
0,0.137,0,1,330D440001,0,12,4,19,52,52,,
0,0.109,0,1,330D441001,0,12,4,19,52,52,,
0,0.056,0,1,330D442001,0,12,4,19,52,52,,
0,0.919,0,1,330D443001,0,12,4,19,52,52,,
0.919,1.174,0,1,330D443001,0,12,4,19,52,52,,
0,0.392,0,1,330D444001,0,12,4,19,52,52,,
0,0.278,0,1,330D445001,0,12,4,19,52,52,,
0,0.288,0,1,330D446001,0,12,4,19,52,52,,
0,0.157,0,1,330D447001,0,12,4,19,52,52,,
0,0.035,0,1,330D448001,0,12,4,19,52,52,,
0.035,0.328,0,1,330D448001,0,12,4,19,52,52,,
0,0.217,0,1,330D449001,0,12,4,19,52,52,,
0,0.129,0,1,330D450001,0,20,67,19,52,52,,
0,0.517,0,1,330D451001,0,20,67,19,52,52,,
0,0.37,0,1,330D452001,0,20,67,19,52,52,,
0.37,0.634,0,1,330D452001,0,12,4,19,52,52,,
0,0.583,0,1,330D453001,0,20,67,19,52,52,,
0,0.157,0,1,330D454001,0,12,4,19,52,52,,
0,0.215,0,1,330D455001,0,12,4,19,52,52,,
0.215,0.467,0,1,330D455001,0,12,4,19,52,52,,
0,0.453,0,1,330D456001,0,12,4,19,52,52,,
0,0.082,0,1,330D457001,0,12,4,19,52,52,,
0,0.095,0,1,330D458001,0,12,4,19,52,52,,
0,0.366,0,1,330D459001,0,12,4,19,52,52,,
0,0.189,0,1,330D460001,0,12,4,19,52,52,,
0,0.81,0,1,330D461001,0,12,4,19,52,52,,
0.81,1.385,0,1,330D461001,0,12,4,19,52,52,,
1.385,1.492,0,1,330D461001,0,12,4,19,52,52,,
1.492,1.675,0,1,330D461001,0,12,4,19,52,52,,
0,0.773,0,1,330D462001,0,12,4,19,52,52,,
0,0.199,0,1,330D463001,0,12,4,19,52,52,,
0,0.194,0,1,330D464001,0,12,4,19,52,52,,
0.194,0.356,0,1,330D464001,0,12,4,19,52,52,,
0.356,0.513,0,1,330D464001,0,12,4,19,52,52,,
0,0.288,0,1,330D465001,0,12,4,19,52,52,,
0,0.211,0,1,330D466001,0,12,4,19,52,52,,
0,0.099,0,1,330D467001,0,12,4,19,52,52,,
0,0.167,0,1,330D468001,0,12,4,19,52,52,,
0,0.099,0,1,330D469001,0,12,4,19,52,52,,
0,0.529,0,1,330D470001,0,12,4,19,52,52,,
0,0.059,0,1,330D471001,0,12,4,19,52,52,,
0,0.315,0,1,330D472001,0,12,4,19,52,52,,
0,0.38,0,1,330D473001,0,12,4,19,52,52,,
0,0.444,0,1,330D474001,0,12,4,19,52,52,,
0.444,0.477,0,1,330D474001,0,12,4,19,52,52,,
0,0.091,0,1,330D475001,0,12,4,19,52,52,,
0,0.1,0,1,330D476001,0,12,4,19,52,52,,
0,0.081,0,1,330D477001,0,12,4,19,52,52,,
0,0.079,0,1,330D478001,0,12,4,19,52,52,,
0,0.028,0,1,330D479001,0,12,4,19,52,52,,
0,0.109,0,1,330D480001,0,12,4,19,52,52,,
0,1.103,0,1,330D481001,0,12,4,19,52,52,,
0,0.34,0,1,330D482001,0,12,4,19,52,52,,
0,0.342,0,1,330D483001,0,12,4,19,52,52,,
0,0.324,0,1,330D484001,0,12,4,19,52,52,,
0.324,0.65,0,1,330D484001,0,12,4,19,52,52,,
0,0.109,0,1,330D485001,0,12,4,19,52,52,,
0,0.174,0,1,330D486001,0,12,4,19,52,52,,
0,0.401,0,1,330D487001,0,12,4,19,52,52,,
0.401,0.476,0,1,330D487001,0,12,4,19,52,52,,
0,0.161,0,1,330D488001,0,12,4,19,52,52,,
0,0.141,0,1,330D490001,0,12,4,19,52,52,,
0,0.136,0,1,330D491001,0,12,4,19,52,52,,
0,0.422,0,1,330D492001,0,12,4,19,52,52,,
0,0.384,0,1,330D493001,0,12,4,19,52,52,,
0.384,0.535,0,1,330D493001,0,12,4,19,52,52,,
0.535,0.705,0,1,330D493001,0,12,4,19,52,52,,
0,0.242,0,1,330D494001,0,12,4,19,52,52,,
0,0.178,0,1,330D495001,0,12,4,19,52,52,,
0,0.234,0,1,330D496001,0,12,4,19,52,52,,
0,0.047,0,1,330D497001,0,12,4,19,52,52,,
0,1.34,0,1,330D498001,0,12,4,19,52,52,,
0,0.612,0,1,330D499001,0,12,4,19,52,52,,
0,0.266,0,1,330D500001,0,12,4,19,52,52,,
0.266,0.478,0,1,330D500001,0,12,4,19,52,52,,
0,0.071,0,1,330D501001,0,12,4,19,272,52,,
0,1.141,0,1,330D502001,0,12,4,19,272,52,,
0,0.589,0,1,330D503001,0,12,4,19,272,52,,
