BLM,ELM,Co. Seq.,ID NUMBER,Adm. Sys.,Gov. Cont.,Func. Class,Inc Area Nbr,Urb Area Nbr,Sp Systems,State Aid Code
3.32,3.48,1,3303556001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
3.48,3.73,1,3303556001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U OTH PRIN  ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
3.73,4.16,1,3303556001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U OTH PRIN  ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
4.16,5.05,1,3303556001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U OTH PRIN  ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
5.05,5.59,1,3303556001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U OTH PRIN  ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,2.14,1,3303557001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,0.402,1,3303559001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.402,0.55,1,3303559001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.55,1.27,1,3303559001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,0.12,1,3303560001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,0.36,1,3303561001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.36,0.62,1,3303561001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,1.03,1,3303565001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
1.03,1.09,1,3303565001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,0.05,1,3303566001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.05,0.37,1,3303566001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.37,0.56,1,3303566001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.56,1.06,1,3303566001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,0.108,1,3303570001,16-NHS URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,NHS ADDITION DUE TO MAP-21
0.108,0.18,1,3303570001,16-NHS URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,NHS ADDITION DUE TO MAP-21
0.18,0.69,1,3303570001,16-NHS URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,NHS ADDITION DUE TO MAP-21
0,0.303,1,3303572001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.303,0.31,1,3303572001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.31,0.81,1,3303572001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.81,1.2,1,3303572001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,0.1,1,3303573001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.1,0.467,1,3303573001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.467,0.547,1,3303573001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.547,0.67,1,3303573001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,0.18,1,3303574001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.18,0.196,1,3303574001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.196,0.61,1,3303574001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.61,0.962,1,3303574001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.962,1.73,1,3303574001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
1.73,2.19,1,3303574001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,1.299,1,3303576001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,89 - EAST RIDGE,52 - CHATTANOOGA,--
1.299,1.72,1,3303576001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,0.812,1,3303577001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,89 - EAST RIDGE,52 - CHATTANOOGA,--
0.812,1.65,1,3303577001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
1.65,2.525,1,3303577001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
2.525,4.92,1,3303577001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
4.92,5.64,1,3303577001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,0.789,1,3303578001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,89 - EAST RIDGE,52 - CHATTANOOGA,--
0.789,0.975,1,3303578001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.975,1.3,1,3303578001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
1.3,3.67,1,3303578001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,0.23,1,3303580001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U OTH PRIN  ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.23,0.36,1,3303580001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U OTH PRIN  ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.36,1.78,1,3303580001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U OTH PRIN  ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
1.78,2.18,1,3303580001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U OTH PRIN  ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,0.65,1,3303582001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.65,2.775,1,3303582001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,0.11,1,3303584001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,172 - LOOKOUT MOUNTAIN,52 - CHATTANOOGA,--
0,0.455,1,3303587001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,241 - RED BANK,52 - CHATTANOOGA,--
0.455,1.79,1,3303587001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,0.75,1,3303588001,16-NHS URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U OTH PRIN  ART,52 - CHATTANOOGA,52 - CHATTANOOGA,NHS ADDITION DUE TO MAP-21
0.75,1.53,1,3303588001,16-NHS URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U OTH PRIN  ART,52 - CHATTANOOGA,52 - CHATTANOOGA,NHS ADDITION DUE TO MAP-21
1.53,2.66,1,3303588001,16-NHS URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U OTH PRIN  ART,52 - CHATTANOOGA,52 - CHATTANOOGA,NHS ADDITION DUE TO MAP-21
2.66,4.31,1,3303588001,16-NHS URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U OTH PRIN  ART,52 - CHATTANOOGA,52 - CHATTANOOGA,NHS ADDITION DUE TO MAP-21
0,0.35,1,3303589001,16-NHS URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U OTH PRIN  ART,52 - CHATTANOOGA,52 - CHATTANOOGA,NHS ADDITION DUE TO MAP-21
0.35,0.78,1,3303589001,16-NHS URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U OTH PRIN  ART,52 - CHATTANOOGA,52 - CHATTANOOGA,NHS ADDITION DUE TO MAP-21
0.78,0.905,1,3303589001,16-NHS URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U OTH PRIN  ART,52 - CHATTANOOGA,52 - CHATTANOOGA,NHS ADDITION DUE TO MAP-21
0.905,2.38,1,3303589001,16-NHS URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U OTH PRIN  ART,52 - CHATTANOOGA,52 - CHATTANOOGA,NHS ADDITION DUE TO MAP-21
0,0.581,1,3303590001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.581,0.86,1,3303590001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.86,1.32,1,3303590001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
1.32,1.697,1,3303590001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
1.697,1.895,1,3303590001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
1.895,2.01,1,3303590001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
2.01,2.05,1,3303590001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,0.837,1,3303591001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,STATE AID SYSTEM
0.837,3.74,1,3303591001,18-STP URBAN, NON-STATE SYS.,CO. HWAY AGENCY,U / MIN ART,--,52 - CHATTANOOGA,STATE AID SYSTEM
3.74,4.14,1,3303591001,18-STP URBAN, NON-STATE SYS.,CO. HWAY AGENCY,U / MIN ART,--,52 - CHATTANOOGA,--
4.14,4.95,1,3303591001,18-STP URBAN, NON-STATE SYS.,CO. HWAY AGENCY,U / MIN ART,--,52 - CHATTANOOGA,--
0,0.064,1,3303592001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.064,0.369,1,3303592001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.369,0.567,1,3303592001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.567,1.167,1,3303592001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,2.02,1,3303593001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
2.02,2.227,1,3303593001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,1.62,1,3303594001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
1.62,2.26,1,3303594001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
2.26,2.3,1,3303594001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
2.3,3.32,1,3303594001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
3.32,3.85,1,3303594001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
3.85,4.28,1,3303594001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
4.28,4.44,1,3303594001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,0.17,1,3303595001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.17,0.86,1,3303595001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,241 - RED BANK,52 - CHATTANOOGA,--
0.86,1.32,1,3303595001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,241 - RED BANK,52 - CHATTANOOGA,--
0,0.38,1,3303596001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,241 - RED BANK,52 - CHATTANOOGA,--
0.38,0.614,1,3303596001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,241 - RED BANK,52 - CHATTANOOGA,--
0.614,0.662,1,3303596001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.662,0.699,1,3303596001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.699,0.709,1,3303596001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,241 - RED BANK,52 - CHATTANOOGA,--
0.709,0.815,1,3303596001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,241 - RED BANK,52 - CHATTANOOGA,--
0.815,1.28,1,3303596001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,0.61,1,3303597001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.61,2.126,1,3303597001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
2.126,2.264,1,3303597001,18-STP URBAN, NON-STATE SYS.,CO. HWAY AGENCY,U / MAJ COL,--,52 - CHATTANOOGA,--
2.264,2.28,1,3303597001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
2.28,2.67,1,3303597001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,0.14,1,3303598001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.14,0.206,1,3303598001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.206,0.533,1,3303598001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.533,0.702,1,3303598001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.702,2.49,1,3303598001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,0.41,1,3303599001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.41,0.68,1,3303599001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.68,0.91,1,3303599001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,1.72,1,3303600001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,0.4,1,3303601001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.4,0.74,1,3303601001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.74,1.33,1,3303601001,31-NHS PIPELINE CONNECTOR,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
1.33,2.9,1,3303601001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,0.26,1,3303602001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.26,0.73,1,3303602001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.73,0.74,1,3303602001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.74,0.84,1,3303602001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.84,0.85,1,3303602001,25-NHS AIRPORT CONNECTOR,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0.85,0.9,1,3303602001,25-NHS AIRPORT CONNECTOR,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0.9,1.3,1,3303602001,25-NHS AIRPORT CONNECTOR,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
1.3,1.33,1,3303602001,25-NHS AIRPORT CONNECTOR,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
1.33,1.355,1,3303602001,25-NHS AIRPORT CONNECTOR,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
1.355,1.43,1,3303602001,25-NHS AIRPORT CONNECTOR,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
1.43,1.62,1,3303602001,25-NHS AIRPORT CONNECTOR,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,2.23,1,3303603001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
2.23,3.758,1,3303603001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
3.758,4.08,1,3303603001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,1.3,1,3303604001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
1.3,1.99,1,3303604001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
1.99,2.134,1,3303604001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
2.134,2.837,1,3303604001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
2.837,3.709,1,3303604001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,STATE AID SYSTEM
0,0.49,1,3303605001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.49,1.35,1,3303605001,29-NHS INTERCITY BUS CONNECT.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
1.35,3.08,1,3303605001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,1.78,1,3303607001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
1.78,1.785,1,3303607001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,1.25,1,3303608001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,1.014,1,3303609001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,89 - EAST RIDGE,52 - CHATTANOOGA,--
1.014,1.5,1,3303609001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,1.558,1,3303610001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,89 - EAST RIDGE,52 - CHATTANOOGA,--
1.558,2.07,1,3303610001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,0.18,1,3303611001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,89 - EAST RIDGE,52 - CHATTANOOGA,--
0.18,0.997,1,3303611001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,89 - EAST RIDGE,52 - CHATTANOOGA,--
0.997,0.998,1,3303611001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,89 - EAST RIDGE,52 - CHATTANOOGA,--
0.998,1.05,1,3303611001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
1.05,1.5,1,3303611001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
1.5,1.61,1,3303611001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,1.77,1,3303612001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MAJ COL,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0,0.26,1,3303613001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.26,0.33,1,3303613001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
0.33,0.78,1,3303613001,18-STP URBAN, NON-STATE SYS.,MUNICIPAL HWAY AGENCY,U / MIN ART,52 - CHATTANOOGA,52 - CHATTANOOGA,--
