BLM,ELM,Special Case,Co. Seq.,Feat Seq Nbr,ID_NUMBER,Feature_Type,Feat_Width,Feature_Composition,
0,1.174,0-NONE ,1,12,330D443001,PAVEMENT,18,ASPHALT CONCRETE,
0,1.174,0-NONE ,1,14,330D443001,SHOULDER (OUTSIDE),2,GRAVEL,
0,1.174,0-NONE ,1,15,330D443001,DRAINAGE,,DITCH,
0,0.134,0-NONE ,1,9,330D444001,DRAINAGE,,CURB ONLY,
0,0.134,0-NONE ,1,12,330D444001,PAVEMENT,20,ASPHALT CONCRETE,
0,0.134,0-NONE ,1,14,330D444001,SHOULDER (OUTSIDE),1,GRAVEL,
0,0.134,0-NONE ,1,15,330D444001,DRAINAGE,,DITCH,
0.134,0.392,0-NONE ,1,9,330D444001,DRAINAGE,,DITCH,
0.134,0.392,0-NONE ,1,10,330D444001,SHOULDER (OUTSIDE),2,GRAVEL,
0.134,0.392,0-NONE ,1,12,330D444001,PAVEMENT,20,ASPHALT CONCRETE,
0.134,0.392,0-NONE ,1,14,330D444001,SHOULDER (OUTSIDE),2,GRAVEL,
0.134,0.392,0-NONE ,1,15,330D444001,DRAINAGE,,DITCH,
0,0.278,0-NONE ,1,9,330D445001,DRAINAGE,,DITCH,
0,0.278,0-NONE ,1,10,330D445001,SHOULDER (OUTSIDE),1,GRAVEL,
0,0.278,0-NONE ,1,12,330D445001,PAVEMENT,20,ASPHALT CONCRETE,
0,0.278,0-NONE ,1,14,330D445001,SHOULDER (OUTSIDE),1,GRAVEL,
0,0.278,0-NONE ,1,15,330D445001,DRAINAGE,,DITCH,
0,0.288,0-NONE ,1,9,330D446001,DRAINAGE,,CURB ONLY,
0,0.288,0-NONE ,1,12,330D446001,PAVEMENT,26,ASPHALT CONCRETE,
0,0.288,0-NONE ,1,15,330D446001,DRAINAGE,,CURB ONLY,
0,0.096,0-NONE ,1,9,330D447001,DRAINAGE,,CURB ONLY,
0,0.096,0-NONE ,1,12,330D447001,PAVEMENT,12,ASPHALT CONCRETE,
0,0.096,0-NONE ,1,14,330D447001,SHOULDER (OUTSIDE),1,GRAVEL,
0,0.096,0-NONE ,1,15,330D447001,DRAINAGE,,DITCH,
0.096,0.157,0-NONE ,1,9,330D447001,DRAINAGE,,DITCH,
0.096,0.157,0-NONE ,1,10,330D447001,SHOULDER (OUTSIDE),1,GRAVEL,
0.096,0.157,0-NONE ,1,12,330D447001,PAVEMENT,12,ASPHALT CONCRETE,
0.096,0.157,0-NONE ,1,14,330D447001,SHOULDER (OUTSIDE),1,GRAVEL,
0.096,0.157,0-NONE ,1,15,330D447001,DRAINAGE,,DITCH,
0,0.328,0-NONE ,1,9,330D448001,DRAINAGE,,DITCH,
0,0.328,0-NONE ,1,10,330D448001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.328,0-NONE ,1,12,330D448001,PAVEMENT,18,ASPHALT CONCRETE,
0,0.328,0-NONE ,1,14,330D448001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.328,0-NONE ,1,15,330D448001,DRAINAGE,,DITCH,
0,0.217,0-NONE ,1,9,330D449001,DRAINAGE,,DITCH,
0,0.217,0-NONE ,1,10,330D449001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.217,0-NONE ,1,12,330D449001,PAVEMENT,14,ASPHALT CONCRETE,
0,0.217,0-NONE ,1,14,330D449001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.217,0-NONE ,1,15,330D449001,DRAINAGE,,DITCH,
0,0.129,0-NONE ,1,9,330D450001,DRAINAGE,,CURB ONLY,
0,0.129,0-NONE ,1,12,330D450001,PAVEMENT,22,ASPHALT CONCRETE,
0,0.129,0-NONE ,1,13,330D450001,PARKING AREA,18,ASPHALT CONCRETE,
0,0.129,0-NONE ,1,14,330D450001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.129,0-NONE ,1,15,330D450001,DRAINAGE,,DITCH,
0,0.517,0-NONE ,1,9,330D451001,DRAINAGE,,DITCH,
0,0.517,0-NONE ,1,10,330D451001,SHOULDER (OUTSIDE),3,GRAVEL,
0,0.517,0-NONE ,1,12,330D451001,PAVEMENT,24,ASPHALT CONCRETE,
0,0.517,0-NONE ,1,14,330D451001,SHOULDER (OUTSIDE),3,GRAVEL,
0,0.517,0-NONE ,1,15,330D451001,DRAINAGE,,DITCH - CONC/PAVED,
0,0.634,0-NONE ,1,9,330D452001,DRAINAGE,,DITCH,
0,0.634,0-NONE ,1,10,330D452001,SHOULDER (OUTSIDE),1,GRAVEL,
0,0.634,0-NONE ,1,12,330D452001,PAVEMENT,16,ASPHALT CONCRETE,
0,0.634,0-NONE ,1,14,330D452001,SHOULDER (OUTSIDE),1,GRAVEL,
0,0.634,0-NONE ,1,15,330D452001,DRAINAGE,,DITCH,
0,0.21,0-NONE ,1,9,330D453001,DRAINAGE,,DITCH,
0,0.21,0-NONE ,1,10,330D453001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.21,0-NONE ,1,12,330D453001,PAVEMENT,22,ASPHALT CONCRETE,
0,0.21,0-NONE ,1,14,330D453001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.21,0-NONE ,1,15,330D453001,DRAINAGE,,DITCH,
0.21,0.583,0-NONE ,1,9,330D453001,DRAINAGE,,DITCH,
0.21,0.583,0-NONE ,1,10,330D453001,SHOULDER (OUTSIDE),1,GRAVEL,
0.21,0.583,0-NONE ,1,12,330D453001,PAVEMENT,22,ASPHALT CONCRETE,
0.21,0.583,0-NONE ,1,15,330D453001,DRAINAGE,,CURB ONLY,
0,0.157,0-NONE ,1,9,330D454001,DRAINAGE,,DITCH,
0,0.157,0-NONE ,1,10,330D454001,SHOULDER (OUTSIDE),1,GRAVEL,
0,0.157,0-NONE ,1,12,330D454001,PAVEMENT,14,ASPHALT CONCRETE,
0,0.157,0-NONE ,1,14,330D454001,SHOULDER (OUTSIDE),1,GRAVEL,
0,0.157,0-NONE ,1,15,330D454001,DRAINAGE,,DITCH,
0,0.112,0-NONE ,1,9,330D455001,DRAINAGE,,CURB ONLY,
0,0.112,0-NONE ,1,12,330D455001,PAVEMENT,22,ASPHALT CONCRETE,
0,0.112,0-NONE ,1,15,330D455001,DRAINAGE,,CURB ONLY,
0.112,0.467,0-NONE ,1,9,330D455001,DRAINAGE,,DITCH,
0.112,0.467,0-NONE ,1,10,330D455001,SHOULDER (OUTSIDE),2,GRAVEL,
0.112,0.467,0-NONE ,1,12,330D455001,PAVEMENT,14,ASPHALT CONCRETE,
0.112,0.467,0-NONE ,1,14,330D455001,SHOULDER (OUTSIDE),2,GRAVEL,
0.112,0.467,0-NONE ,1,15,330D455001,DRAINAGE,,DITCH,
0,0.453,0-NONE ,1,9,330D456001,DRAINAGE,,DITCH,
0,0.453,0-NONE ,1,10,330D456001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.453,0-NONE ,1,12,330D456001,PAVEMENT,20,ASPHALT CONCRETE,
0,0.453,0-NONE ,1,14,330D456001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.453,0-NONE ,1,15,330D456001,DRAINAGE,,DITCH,
0,0.082,0-NONE ,1,9,330D457001,DRAINAGE,,CURB ONLY,
0,0.082,0-NONE ,1,12,330D457001,PAVEMENT,26,ASPHALT CONCRETE,
0,0.082,0-NONE ,1,15,330D457001,DRAINAGE,,CURB ONLY,
0,0.095,0-NONE ,1,9,330D458001,DRAINAGE,,CURB ONLY,
0,0.095,0-NONE ,1,12,330D458001,PAVEMENT,26,ASPHALT CONCRETE,
0,0.095,0-NONE ,1,15,330D458001,DRAINAGE,,CURB ONLY,
0,0.24,0-NONE ,1,9,330D459001,DRAINAGE,,DITCH,
0,0.24,0-NONE ,1,10,330D459001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.24,0-NONE ,1,12,330D459001,PAVEMENT,16,ASPHALT CONCRETE,
0,0.24,0-NONE ,1,14,330D459001,SHOULDER (OUTSIDE),1,GRAVEL,
0,0.24,0-NONE ,1,15,330D459001,DRAINAGE,,DITCH,
0.24,0.366,0-NONE ,1,9,330D459001,DRAINAGE,,DITCH,
0.24,0.366,0-NONE ,1,10,330D459001,SHOULDER (OUTSIDE),2,GRAVEL,
0.24,0.366,0-NONE ,1,12,330D459001,PAVEMENT,12,ASPHALT CONCRETE,
0.24,0.366,0-NONE ,1,14,330D459001,SHOULDER (OUTSIDE),2,GRAVEL,
0.24,0.366,0-NONE ,1,15,330D459001,DRAINAGE,,DITCH,
0,0.189,0-NONE ,1,9,330D460001,DRAINAGE,,DITCH,
0,0.189,0-NONE ,1,10,330D460001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.189,0-NONE ,1,12,330D460001,PAVEMENT,18,ASPHALT CONCRETE,
0,0.189,0-NONE ,1,14,330D460001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.189,0-NONE ,1,15,330D460001,DRAINAGE,,DITCH,
0,0.81,0-NONE ,1,9,330D461001,DRAINAGE,,DITCH,
0,0.81,0-NONE ,1,10,330D461001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.81,0-NONE ,1,12,330D461001,PAVEMENT,20,ASPHALT CONCRETE,
0,0.81,0-NONE ,1,14,330D461001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.81,0-NONE ,1,15,330D461001,DRAINAGE,,DITCH,
0.81,1,0-NONE ,1,9,330D461001,DRAINAGE,,DITCH,
0.81,1,0-NONE ,1,10,330D461001,SHOULDER (OUTSIDE),1,GRAVEL,
0.81,1,0-NONE ,1,12,330D461001,PAVEMENT,18,ASPHALT CONCRETE,
0.81,1,0-NONE ,1,14,330D461001,SHOULDER (OUTSIDE),1,GRAVEL,
0.81,1,0-NONE ,1,15,330D461001,DRAINAGE,,DITCH,
1,1.37,0-NONE ,1,9,330D461001,DRAINAGE,,DITCH,
1,1.37,0-NONE ,1,10,330D461001,SHOULDER (OUTSIDE),2,GRAVEL,
1,1.37,0-NONE ,1,12,330D461001,PAVEMENT,20,ASPHALT CONCRETE,
1,1.37,0-NONE ,1,14,330D461001,SHOULDER (OUTSIDE),2,GRAVEL,
1,1.37,0-NONE ,1,15,330D461001,DRAINAGE,,DITCH,
1.37,1.675,0-NONE ,1,9,330D461001,DRAINAGE,,DITCH,
1.37,1.675,0-NONE ,1,10,330D461001,SHOULDER (OUTSIDE),2,GRAVEL,
1.37,1.675,0-NONE ,1,12,330D461001,PAVEMENT,14,ASPHALT CONCRETE,
1.37,1.675,0-NONE ,1,14,330D461001,SHOULDER (OUTSIDE),2,GRAVEL,
1.37,1.675,0-NONE ,1,15,330D461001,DRAINAGE,,DITCH,
0,0.773,0-NONE ,1,9,330D462001,DRAINAGE,,DITCH,
0,0.773,0-NONE ,1,10,330D462001,SHOULDER (OUTSIDE),5,GRAVEL,
0,0.773,0-NONE ,1,12,330D462001,PAVEMENT,24,ASPHALT CONCRETE,
0,0.773,0-NONE ,1,14,330D462001,SHOULDER (OUTSIDE),5,GRAVEL,
0,0.773,0-NONE ,1,15,330D462001,DRAINAGE,,DITCH,
0,0.199,0-NONE ,1,9,330D463001,DRAINAGE,,DITCH,
0,0.199,0-NONE ,1,10,330D463001,SHOULDER (OUTSIDE),3,GRAVEL,
0,0.199,0-NONE ,1,12,330D463001,PAVEMENT,16,ASPHALT CONCRETE,
0,0.199,0-NONE ,1,14,330D463001,SHOULDER (OUTSIDE),3,GRAVEL,
0,0.199,0-NONE ,1,15,330D463001,DRAINAGE,,DITCH,
0,0.513,0-NONE ,1,9,330D464001,DRAINAGE,,DITCH,
0,0.513,0-NONE ,1,10,330D464001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.513,0-NONE ,1,12,330D464001,PAVEMENT,14,ASPHALT CONCRETE,
0,0.513,0-NONE ,1,14,330D464001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.513,0-NONE ,1,15,330D464001,DRAINAGE,,DITCH,
0,0.288,0-NONE ,1,9,330D465001,DRAINAGE,,DITCH,
0,0.288,0-NONE ,1,10,330D465001,SHOULDER (OUTSIDE),1,GRAVEL,
0,0.288,0-NONE ,1,12,330D465001,PAVEMENT,16,ASPHALT CONCRETE,
0,0.288,0-NONE ,1,14,330D465001,SHOULDER (OUTSIDE),1,GRAVEL,
0,0.288,0-NONE ,1,15,330D465001,DRAINAGE,,DITCH,
0,0.211,0-NONE ,1,9,330D466001,DRAINAGE,,DITCH,
0,0.211,0-NONE ,1,10,330D466001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.211,0-NONE ,1,12,330D466001,PAVEMENT,18,ASPHALT CONCRETE,
0,0.211,0-NONE ,1,14,330D466001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.211,0-NONE ,1,15,330D466001,DRAINAGE,,DITCH,
0,0.099,0-NONE ,1,9,330D467001,DRAINAGE,,DITCH,
0,0.099,0-NONE ,1,10,330D467001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.099,0-NONE ,1,12,330D467001,PAVEMENT,12,ASPHALT CONCRETE,
0,0.099,0-NONE ,1,14,330D467001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.099,0-NONE ,1,15,330D467001,DRAINAGE,,DITCH,
0,0.167,0-NONE ,1,9,330D468001,DRAINAGE,,DITCH,
0,0.167,0-NONE ,1,10,330D468001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.167,0-NONE ,1,12,330D468001,PAVEMENT,16,ASPHALT CONCRETE,
0,0.167,0-NONE ,1,14,330D468001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.167,0-NONE ,1,15,330D468001,DRAINAGE,,DITCH - CONC/PAVED,
0,0.099,0-NONE ,1,9,330D469001,DRAINAGE,,DITCH,
0,0.099,0-NONE ,1,10,330D469001,SHOULDER (OUTSIDE),1,GRAVEL,
0,0.099,0-NONE ,1,12,330D469001,PAVEMENT,8,ASPHALT CONCRETE,
0,0.099,0-NONE ,1,14,330D469001,SHOULDER (OUTSIDE),1,GRAVEL,
0,0.099,0-NONE ,1,15,330D469001,DRAINAGE,,DITCH,
0,0.529,0-NONE ,1,9,330D470001,DRAINAGE,,CURB ONLY,
0,0.529,0-NONE ,1,12,330D470001,PAVEMENT,20,ASPHALT CONCRETE,
0,0.529,0-NONE ,1,14,330D470001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.529,0-NONE ,1,15,330D470001,DRAINAGE,,DITCH,
0,0.059,0-NONE ,1,9,330D471001,DRAINAGE,,DITCH,
0,0.059,0-NONE ,1,10,330D471001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.059,0-NONE ,1,12,330D471001,PAVEMENT,20,ASPHALT CONCRETE,
0,0.059,0-NONE ,1,14,330D471001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.059,0-NONE ,1,15,330D471001,DRAINAGE,,DITCH,
0,0.315,0-NONE ,1,9,330D472001,DRAINAGE,,CURB ONLY,
0,0.315,0-NONE ,1,12,330D472001,PAVEMENT,20,ASPHALT CONCRETE,
0,0.315,0-NONE ,1,15,330D472001,DRAINAGE,,CURB ONLY,
0,0.26,0-NONE ,1,9,330D473001,DRAINAGE,,DITCH,
0,0.26,0-NONE ,1,10,330D473001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.26,0-NONE ,1,12,330D473001,PAVEMENT,20,ASPHALT CONCRETE,
0,0.26,0-NONE ,1,15,330D473001,DRAINAGE,,CURB ONLY,
0.26,0.38,0-NONE ,1,9,330D473001,DRAINAGE,,CURB ONLY,
0.26,0.38,0-NONE ,1,12,330D473001,PAVEMENT,26,ASPHALT CONCRETE,
0.26,0.38,0-NONE ,1,15,330D473001,DRAINAGE,,CURB ONLY,
0,0.477,0-NONE ,1,9,330D474001,DRAINAGE,,CURB ONLY,
0,0.477,0-NONE ,1,12,330D474001,PAVEMENT,26,ASPHALT CONCRETE,
0,0.477,0-NONE ,1,15,330D474001,DRAINAGE,,CURB ONLY,
0,0.091,0-NONE ,1,9,330D475001,DRAINAGE,,DITCH,
0,0.091,0-NONE ,1,10,330D475001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.091,0-NONE ,1,12,330D475001,PAVEMENT,24,ASPHALT CONCRETE,
0,0.091,0-NONE ,1,14,330D475001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.091,0-NONE ,1,15,330D475001,DRAINAGE,,DITCH,
0,0.1,0-NONE ,1,9,330D476001,DRAINAGE,,DITCH,
0,0.1,0-NONE ,1,10,330D476001,SHOULDER (OUTSIDE),1,GRAVEL,
0,0.1,0-NONE ,1,12,330D476001,PAVEMENT,10,ASPHALT CONCRETE,
0,0.1,0-NONE ,1,15,330D476001,DRAINAGE,,CURB ONLY,
0,0.081,0-NONE ,1,9,330D477001,DRAINAGE,,DITCH,
0,0.081,0-NONE ,1,10,330D477001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.081,0-NONE ,1,12,330D477001,PAVEMENT,10,BITUMINOUS SURFACE TREATED,
0,0.081,0-NONE ,1,14,330D477001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.081,0-NONE ,1,15,330D477001,DRAINAGE,,DITCH,
0,0.079,0-NONE ,1,9,330D478001,DRAINAGE,,DITCH,
0,0.079,0-NONE ,1,10,330D478001,SHOULDER (OUTSIDE),1,GRAVEL,
0,0.079,0-NONE ,1,12,330D478001,PAVEMENT,12,ASPHALT CONCRETE,
0,0.079,0-NONE ,1,14,330D478001,SHOULDER (OUTSIDE),1,GRAVEL,
0,0.079,0-NONE ,1,15,330D478001,DRAINAGE,,DITCH,
0,0.028,0-NONE ,1,9,330D479001,DRAINAGE,,DITCH,
0,0.028,0-NONE ,1,10,330D479001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.028,0-NONE ,1,12,330D479001,PAVEMENT,18,BITUMINOUS SURFACE TREATED,
0,0.028,0-NONE ,1,14,330D479001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.028,0-NONE ,1,15,330D479001,DRAINAGE,,DITCH,
0,0.109,0-NONE ,1,9,330D480001,DRAINAGE,,DITCH,
0,0.109,0-NONE ,1,10,330D480001,SHOULDER (OUTSIDE),1,GRAVEL,
0,0.109,0-NONE ,1,12,330D480001,PAVEMENT,10,ASPHALT CONCRETE,
0,0.109,0-NONE ,1,14,330D480001,SHOULDER (OUTSIDE),1,GRAVEL,
0,0.109,0-NONE ,1,15,330D480001,DRAINAGE,,DITCH,
0,1.103,0-NONE ,1,9,330D481001,DRAINAGE,,DITCH,
0,1.103,0-NONE ,1,10,330D481001,SHOULDER (OUTSIDE),2,GRAVEL,
0,1.103,0-NONE ,1,12,330D481001,PAVEMENT,20,ASPHALT CONCRETE,
0,1.103,0-NONE ,1,14,330D481001,SHOULDER (OUTSIDE),2,GRAVEL,
0,1.103,0-NONE ,1,15,330D481001,DRAINAGE,,DITCH,
0,0.171,0-NONE ,1,9,330D482001,DRAINAGE,,DITCH,
0,0.171,0-NONE ,1,10,330D482001,SHOULDER (OUTSIDE),3,GRAVEL,
0,0.171,0-NONE ,1,12,330D482001,PAVEMENT,16,ASPHALT CONCRETE,
0,0.171,0-NONE ,1,14,330D482001,SHOULDER (OUTSIDE),3,GRAVEL,
0,0.171,0-NONE ,1,15,330D482001,DRAINAGE,,DITCH,
0.171,0.34,0-NONE ,1,9,330D482001,DRAINAGE,,DITCH,
0.171,0.34,0-NONE ,1,10,330D482001,SHOULDER (OUTSIDE),2,GRAVEL,
0.171,0.34,0-NONE ,1,12,330D482001,PAVEMENT,18,ASPHALT CONCRETE,
0.171,0.34,0-NONE ,1,15,330D482001,DRAINAGE,,CURB ONLY,
0,0.275,0-NONE ,1,9,330D483001,DRAINAGE,,DITCH,
0,0.275,0-NONE ,1,10,330D483001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.275,0-NONE ,1,12,330D483001,PAVEMENT,28,ASPHALT CONCRETE,
0,0.275,0-NONE ,1,14,330D483001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.275,0-NONE ,1,15,330D483001,DRAINAGE,,DITCH,
0.275,0.342,0-NONE ,1,9,330D483001,DRAINAGE,,DITCH,
0.275,0.342,0-NONE ,1,10,330D483001,SHOULDER (OUTSIDE),2,GRAVEL,
0.275,0.342,0-NONE ,1,12,330D483001,PAVEMENT,28,ASPHALT CONCRETE,
0.275,0.342,0-NONE ,1,15,330D483001,DRAINAGE,,CURB ONLY,
0,0.527,0-NONE ,1,9,330D484001,DRAINAGE,,DITCH,
0,0.527,0-NONE ,1,10,330D484001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.527,0-NONE ,1,12,330D484001,PAVEMENT,26,ASPHALT CONCRETE,
0,0.527,0-NONE ,1,14,330D484001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.527,0-NONE ,1,15,330D484001,DRAINAGE,,DITCH,
0.527,0.65,0-NONE ,1,9,330D484001,DRAINAGE,,CURB ONLY,
0.527,0.65,0-NONE ,1,12,330D484001,PAVEMENT,28,ASPHALT CONCRETE,
0.527,0.65,0-NONE ,1,15,330D484001,DRAINAGE,,CURB ONLY,
0,0.109,0-NONE ,1,9,330D485001,DRAINAGE,,DITCH,
0,0.109,0-NONE ,1,10,330D485001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.109,0-NONE ,1,12,330D485001,PAVEMENT,16,ASPHALT CONCRETE,
0,0.109,0-NONE ,1,14,330D485001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.109,0-NONE ,1,15,330D485001,DRAINAGE,,DITCH,
0,0.095,0-NONE ,1,9,330D486001,DRAINAGE,,DITCH,
0,0.095,0-NONE ,1,10,330D486001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.095,0-NONE ,1,12,330D486001,PAVEMENT,18,ASPHALT CONCRETE,
0,0.095,0-NONE ,1,15,330D486001,DRAINAGE,,CURB AND GUTTER,
0.095,0.174,0-NONE ,1,9,330D486001,DRAINAGE,,DITCH,
0.095,0.174,0-NONE ,1,10,330D486001,SHOULDER (OUTSIDE),2,GRAVEL,
0.095,0.174,0-NONE ,1,12,330D486001,PAVEMENT,16,ASPHALT CONCRETE,
0.095,0.174,0-NONE ,1,15,330D486001,DRAINAGE,,CURB ONLY,
0,0.476,0-NONE ,1,9,330D487001,DRAINAGE,,DITCH,
0,0.476,0-NONE ,1,10,330D487001,SHOULDER (OUTSIDE),1,GRAVEL,
0,0.476,0-NONE ,1,12,330D487001,PAVEMENT,18,ASPHALT CONCRETE,
0,0.476,0-NONE ,1,14,330D487001,SHOULDER (OUTSIDE),1,GRAVEL,
0,0.476,0-NONE ,1,15,330D487001,DRAINAGE,,DITCH,
0,0.161,0-NONE ,1,9,330D488001,DRAINAGE,,CURB ONLY,
0,0.161,0-NONE ,1,12,330D488001,PAVEMENT,14,ASPHALT CONCRETE,
0,0.161,0-NONE ,1,14,330D488001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.161,0-NONE ,1,15,330D488001,DRAINAGE,,DITCH,
0,0.141,0-NONE ,1,9,330D490001,DRAINAGE,,CURB ONLY,
0,0.141,0-NONE ,1,12,330D490001,PAVEMENT,26,ASPHALT CONCRETE,
0,0.141,0-NONE ,1,15,330D490001,DRAINAGE,,CURB ONLY,
0,0.136,0-NONE ,1,9,330D491001,DRAINAGE,,CURB ONLY,
0,0.136,0-NONE ,1,12,330D491001,PAVEMENT,26,ASPHALT CONCRETE,
0,0.136,0-NONE ,1,15,330D491001,DRAINAGE,,CURB ONLY,
0,0.15,0-NONE ,1,9,330D492001,DRAINAGE,,CURB ONLY,
0,0.15,0-NONE ,1,12,330D492001,PAVEMENT,26,ASPHALT CONCRETE,
0,0.15,0-NONE ,1,15,330D492001,DRAINAGE,,CURB ONLY,
0.15,0.422,0-NONE ,1,9,330D492001,DRAINAGE,,DITCH,
0.15,0.422,0-NONE ,1,10,330D492001,SHOULDER (OUTSIDE),2,GRAVEL,
0.15,0.422,0-NONE ,1,12,330D492001,PAVEMENT,18,BITUMINOUS SURFACE TREATED,
0.15,0.422,0-NONE ,1,14,330D492001,SHOULDER (OUTSIDE),2,GRAVEL,
0.15,0.422,0-NONE ,1,15,330D492001,DRAINAGE,,DITCH,
0,0.705,0-NONE ,1,9,330D493001,DRAINAGE,,CURB ONLY,
0,0.705,0-NONE ,1,12,330D493001,PAVEMENT,26,ASPHALT CONCRETE,
0,0.705,0-NONE ,1,15,330D493001,DRAINAGE,,CURB ONLY,
0,0.06,0-NONE ,1,9,330D494001,DRAINAGE,,CURB ONLY,
0,0.06,0-NONE ,1,12,330D494001,PAVEMENT,26,ASPHALT CONCRETE,
0,0.06,0-NONE ,1,15,330D494001,DRAINAGE,,CURB ONLY,
0.06,0.242,0-NONE ,1,9,330D494001,DRAINAGE,,DITCH,
0.06,0.242,0-NONE ,1,10,330D494001,SHOULDER (OUTSIDE),2,GRAVEL,
0.06,0.242,0-NONE ,1,12,330D494001,PAVEMENT,14,ASPHALT CONCRETE,
0.06,0.242,0-NONE ,1,14,330D494001,SHOULDER (OUTSIDE),2,GRAVEL,
0.06,0.242,0-NONE ,1,15,330D494001,DRAINAGE,,DITCH,
0,0.178,0-NONE ,1,9,330D495001,DRAINAGE,,DITCH,
0,0.178,0-NONE ,1,10,330D495001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.178,0-NONE ,1,12,330D495001,PAVEMENT,14,ASPHALT CONCRETE,
0,0.178,0-NONE ,1,14,330D495001,SHOULDER (OUTSIDE),1,GRAVEL,
0,0.178,0-NONE ,1,15,330D495001,DRAINAGE,,DITCH,
0,0.234,0-NONE ,1,9,330D496001,DRAINAGE,,DITCH,
0,0.234,0-NONE ,1,10,330D496001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.234,0-NONE ,1,12,330D496001,PAVEMENT,16,ASPHALT CONCRETE,
0,0.234,0-NONE ,1,14,330D496001,SHOULDER (OUTSIDE),1,GRAVEL,
0,0.234,0-NONE ,1,15,330D496001,DRAINAGE,,DITCH,
0,0.047,0-NONE ,1,9,330D497001,DRAINAGE,,CURB ONLY,
0,0.047,0-NONE ,1,12,330D497001,PAVEMENT,22,ASPHALT CONCRETE,
0,0.047,0-NONE ,1,15,330D497001,DRAINAGE,,CURB ONLY,
0,0.119,0-NONE ,1,9,330D498001,DRAINAGE,,DITCH,
0,0.119,0-NONE ,1,10,330D498001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.119,0-NONE ,1,12,330D498001,PAVEMENT,24,ASPHALT CONCRETE,
0,0.119,0-NONE ,1,14,330D498001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.119,0-NONE ,1,15,330D498001,DRAINAGE,,DITCH,
0.119,0.336,0-NONE ,1,9,330D498001,DRAINAGE,,CURB AND GUTTER,
0.119,0.336,0-NONE ,1,12,330D498001,PAVEMENT,24,ASPHALT CONCRETE,
0.119,0.336,0-NONE ,1,14,330D498001,SHOULDER (OUTSIDE),2,GRAVEL,
0.119,0.336,0-NONE ,1,15,330D498001,DRAINAGE,,DITCH,
0.336,1.34,0-NONE ,1,9,330D498001,DRAINAGE,,DITCH,
0.336,1.34,0-NONE ,1,10,330D498001,SHOULDER (OUTSIDE),2,GRAVEL,
0.336,1.34,0-NONE ,1,12,330D498001,PAVEMENT,24,ASPHALT CONCRETE,
0.336,1.34,0-NONE ,1,14,330D498001,SHOULDER (OUTSIDE),2,GRAVEL,
0.336,1.34,0-NONE ,1,15,330D498001,DRAINAGE,,DITCH,
0,0.612,0-NONE ,1,9,330D499001,DRAINAGE,,DITCH,
0,0.612,0-NONE ,1,10,330D499001,SHOULDER (OUTSIDE),2,GRAVEL,
0,0.612,0-NONE ,1,12,330D499001,PAVEMENT,16,ASPHALT CONCRETE,
0,0.612,0-NONE ,1,14,330D499001,SHOULDER (OUTSIDE),1,GRAVEL,
