BLM,ELM,Co. Seq.,ID_NUMBER,Thru_Lanes,ROW ,Num_Lns,Spd Limit,Terrain,Land Use,Illum,Operation,Acc. Ctrl.,Sch Spd Limit,Truck Spd Limit
0,0.913,1,330C863001,2,56,2,,2,7,1,2,0,,
0,0.563,1,330C864001,2,60,2,,2,7,,2,0,,
0,0.386,1,330C865001,2,56,2,,2,7,,2,0,,
0,0.447,1,330C866001,2,56,2,,2,7,1,2,0,,
0,0.208,1,330C868001,2,56,2,25,2,7,,2,0,,
0,0.243,1,330C869001,2,38,2,,2,7,,2,0,,
0,0.251,1,330C870001,2,40,2,,2,7,1,2,0,,
0,0.261,1,330C871001,2,40,2,,2,7,1,2,0,,
0,0.404,1,330C872001,2,40,2,25,2,7,1,2,0,,
0,0.431,1,330C873001,2,56,2,,2,7,1,2,0,,
0,0.194,1,330C874001,2,56,2,,2,7,1,2,0,,
0,0.253,1,330C875001,2,56,2,,2,7,1,2,0,,
0,0.114,1,330C876001,2,56,2,,2,7,1,2,0,,
0,0.067,1,330C877001,2,52,2,,2,0,,2,0,,
0.067,1.36,1,330C877001,2,52,2,25,2,7,1,2,0,,
1.36,1.885,1,330C877001,2,40,2,25,2,7,1,2,0,,
0,0.134,1,330C878001,2,50,2,30,2,7,,2,0,,
0.134,0.49,1,330C878001,2,52,2,30,2,7,,2,0,,
0.49,0.608,1,330C878001,2,44,2,30,2,7,,2,0,,
0,0.317,1,330C879001,2,44,2,,2,7,1,2,0,,
0,0.201,1,330C880001,2,56,2,,2,7,1,2,0,,
0,0.266,1,330C881001,2,56,2,,2,7,,2,0,,
0,0.412,1,330C882001,2,40,2,,2,7,1,2,0,,
0,0.162,1,330C883001,2,44,2,,2,7,1,2,0,,
0,0.136,1,330C884001,2,56,2,,2,7,1,2,0,,
0,0.768,1,330C885001,2,36,2,,2,7,1,2,0,,
0,0.07,1,330C886001,1,36,1,,2,0,,2,0,,
0.07,0.216,1,330C886001,2,38,2,25,2,7,,2,0,,
0,0.121,1,330C887001,2,60,2,,2,7,,2,0,,
0,0.996,1,330C888001,2,44,2,25,2,7,1,2,0,,
0,0.196,1,330C889001,2,48,2,,2,7,,2,0,,
0,0.446,1,330C890001,2,60,2,,2,7,1,2,0,,
0,0.884,1,330C891001,2,48,2,,2,0,,2,0,,
0.884,1.021,1,330C891001,2,48,2,35,2,7,1,2,0,,
1.021,2.347,1,330C891001,2,48,2,35,2,0,1,2,0,,
0,0.123,1,330C892001,2,56,2,,2,7,1,2,0,,
0,0.12,1,330C893001,2,56,2,,2,7,1,2,0,,
0,0.068,1,330C894001,1,30,1,,2,7,,2,0,,
0,0.194,1,330C895001,2,56,2,,2,7,1,2,0,,
0,0.484,1,330C898001,2,52,2,,2,7,,2,0,,
0.484,0.883,1,330C898001,2,40,2,,2,7,,2,0,,
0,0.194,1,330C899001,2,56,2,,2,7,1,2,0,,
0,1.028,1,330C900001,2,56,2,,2,7,,2,0,,
0,0.339,1,330C901001,2,56,2,,2,7,1,2,0,,
0,0.057,1,330C902001,2,56,2,,2,7,,2,0,,
0,0.368,1,330C903001,2,56,2,,2,7,1,2,0,,
0,0.202,1,330C904001,2,56,2,,2,7,,2,0,,
0,0.331,1,330C905001,2,56,2,,2,7,1,2,0,,
0,0.136,1,330C906001,2,56,2,,2,7,1,2,0,,
0,0.069,1,330C907001,2,60,2,,2,0,,2,0,,
0.069,0.217,1,330C907001,2,60,2,,2,7,,2,0,,
0,0.157,1,330C908001,2,56,2,,2,7,1,2,0,,
0.157,0.253,1,330C908001,2,48,2,,2,7,1,2,0,,
0,0.302,1,330C909001,2,56,2,,2,7,1,2,0,,
0,0.71,1,330C910001,2,46,2,,2,0,,2,0,,
0.71,0.78,1,330C910001,2,76,2,25,2,7,1,2,0,,
0.78,1.237,1,330C910001,2,56,2,25,2,7,1,2,0,,
0,0.206,1,330C911001,2,48,2,,2,7,1,2,0,,
0,0.162,1,330C914001,2,56,2,,2,7,1,2,0,,
0,0.201,1,330C915001,2,56,2,,2,7,1,2,0,,
0,0.103,1,330C916001,2,52,2,,2,7,1,2,0,,
0,0.042,1,330C917001,2,48,2,,2,7,1,2,0,,
0,0.046,1,330C918001,2,48,2,,2,7,1,2,0,,
0,0.049,1,330C919001,2,48,2,,2,7,1,2,0,,
0,0.049,1,330C920001,2,56,2,,2,7,1,2,0,,
0,0.13,1,330C921001,2,56,2,,2,7,,2,0,,
0,0.376,1,330C922001,2,56,2,,2,7,,2,0,,
0,0.425,1,330C923001,2,56,2,,2,7,1,2,0,,
0,0.104,1,330C924001,2,48,2,,2,7,,2,0,,
0,0.058,1,330C925001,2,56,2,,2,7,,2,0,,
0,0.258,1,330C926001,2,56,2,,2,7,1,2,0,,
0,0.032,1,330C927001,2,56,2,,3,0,,2,0,,
0,0.062,1,330C928001,2,40,2,,2,7,1,2,0,,
0,0.056,1,330C929001,2,44,2,,2,7,1,2,0,,
0,0.304,1,330C930001,2,52,2,,2,7,,2,0,,
0.304,0.453,1,330C930001,2,52,2,,2,7,,2,0,15,
0.453,0.657,1,330C930001,2,52,2,,2,0,,2,0,,
0,0.005,1,330C931001,2,56,2,,2,2,1,2,0,,
0.005,0.11,1,330C931001,2,56,2,,2,0,,2,0,,
0.11,0.428,1,330C931001,2,44,2,,2,0,,2,0,,
0.428,0.694,1,330C931001,2,52,2,,2,0,,2,0,,
0,0.112,1,330C932001,2,48,2,,2,2,1,2,0,,
0.112,0.179,1,330C932001,2,54,2,,2,0,,2,0,,
0,0.138,1,330C933001,2,56,2,,2,7,1,2,0,,
0,0.109,1,330C934001,2,64,2,,2,7,1,2,0,,
0,0.1,1,330C935001,2,48,2,,2,7,1,2,0,,
0,0.081,1,330C936001,2,44,2,,2,7,,2,0,,
0,0.138,1,330C937001,1,28,1,,2,7,1,2,0,,
0,0.208,1,330C938001,2,44,2,,2,7,1,2,0,,
0,0.72,1,330C939001,2,44,2,,2,7,1,2,0,,
0,0.091,1,330C940001,2,40,2,,2,0,,2,0,,
0.091,0.45,1,330C940001,2,40,2,,2,7,1,2,0,,
0,0.193,1,330C941001,2,48,2,,2,0,,2,0,,
0,0.068,1,330C942001,2,48,2,,2,7,1,2,0,,
0,0.092,1,330C943001,2,48,2,,2,7,1,2,0,,
0,0.145,1,330C944001,2,40,2,,2,7,1,2,0,,
0,0.932,1,330C945001,2,48,2,,2,7,,2,0,,
0,0.15,1,330C946001,2,40,2,,2,0,,2,0,,
0.15,0.222,1,330C946001,2,56,2,25,2,7,,2,0,,
0,0.096,1,330C947001,1,32,1,,3,0,,2,0,,
0,0.171,1,330C948001,2,56,2,25,2,7,1,2,0,,
0,0.543,1,330C949001,2,62,2,25,2,7,1,2,0,,
0,0.185,1,330C950001,2,56,2,,2,7,1,2,0,,
0,0.283,1,330C951001,2,56,2,20,2,7,1,2,0,,
0,0.226,1,330C952001,2,56,2,,2,7,1,2,0,,
0,0.256,1,330C953001,2,56,2,,2,7,1,2,0,,
0,0.046,1,330C954001,2,56,2,,2,7,,2,0,,
0,0.109,1,330C955001,1,36,1,,2,7,1,2,0,,
0,0.235,1,330C956001,2,56,2,25,2,7,,2,0,,
0,0.045,1,330C957001,2,56,2,,2,7,,2,0,,
0,0.185,1,330C958001,2,64,2,,2,5,1,2,0,,
0,0.16,1,330C959001,2,44,2,,2,0,,2,0,,
0.16,0.32,1,330C959001,2,56,2,,2,0,,2,0,,
0.32,0.413,1,330C959001,4,124,4,25,2,7,1,2,0,,
0,0.062,1,330C960001,2,56,2,,2,7,,2,0,,
0,0.072,1,330C961001,2,56,2,,2,7,,2,0,,
0,0.26,1,330C962001,2,56,2,,2,7,,2,0,,
0,0.196,1,330C963001,2,56,2,,2,7,1,2,0,,
0,0.399,1,330C964001,2,56,2,,2,7,1,2,0,,
0,0.18,1,330C965001,2,56,2,,2,7,1,2,0,,
0,0.097,1,330C966001,2,56,2,,2,7,1,2,0,,
0,0.059,1,330C967001,2,56,2,,2,7,1,2,0,,
0,0.223,1,330C968001,2,56,2,25,2,7,1,2,0,,
0,0.144,1,330C969001,2,56,2,,2,7,,2,0,,
0,0.063,1,330C970001,2,56,2,,2,7,1,2,0,,
0,0.542,1,330C971001,2,56,2,25,2,7,1,2,0,,
0,0.151,1,330C972001,2,48,2,,2,0,,2,0,,
0,0.248,1,330C973001,2,56,2,,2,7,1,2,0,,
0,0.057,1,330C974001,2,56,2,,2,7,1,2,0,,
0,0.241,1,330C975001,2,56,2,,2,7,1,2,0,,
0,0.103,1,330C976001,2,56,2,,2,7,1,2,0,,
0,0.089,1,330C977001,2,56,2,,2,7,,2,0,,
0,0.256,1,330C978001,2,56,2,,2,7,,2,0,,
0,0.141,1,330C979001,2,56,2,,2,0,,2,0,,
0.141,0.211,1,330C979001,2,44,2,,2,0,,2,0,,
0,0.357,1,330C980001,2,36,2,,2,7,,2,0,,
0,0.359,1,330C981001,2,56,2,,2,7,,2,0,,
0,0.38,1,330C982001,2,56,2,,2,7,,2,0,,
0,0.034,1,330C983001,2,56,2,,2,7,,2,0,,
0,0.441,1,330C984001,2,56,2,30,2,0,1,2,0,,
0,0.538,1,330C985001,1,34,1,30,2,7,,2,0,,
0,0.782,1,330C986001,2,44,2,,2,7,,2,0,,
0,0.172,1,330C987001,2,56,2,,2,7,1,2,0,,
0,0.153,1,330C988001,2,56,2,,2,7,1,2,0,,
0,0.279,1,330C989001,2,40,2,,2,7,1,2,0,,
0,0.121,1,330C990001,2,56,2,,2,7,1,2,0,,
0,0.176,1,330C991001,2,56,2,,2,7,1,2,0,,
0,0.071,1,330C992001,2,36,2,,2,7,1,2,0,,
0,0.092,1,330C993001,2,36,2,,2,7,1,2,0,,
0,0.077,1,330C994001,2,52,2,,2,7,1,2,0,,
0,0.725,1,330C995001,2,56,2,25,2,7,,2,0,,
0,0.059,1,330C996001,2,56,2,30,2,7,,2,0,,
0,0.062,1,330C997001,2,56,2,,2,7,,2,0,,
0,0.224,1,330C998001,2,48,2,30,2,7,,2,0,,
0,0.076,1,330C999001,2,56,2,,2,7,,2,0,,
0,0.042,1,330D001001,2,56,2,,2,7,,2,0,,
0,0.202,1,330D002001,2,56,2,,2,7,,2,0,,
0,0.105,1,330D003001,2,56,2,,2,7,,2,0,,
0,0.165,1,330D004001,2,56,2,,2,7,,2,0,,
0,0.26,1,330D005001,2,56,2,30,2,7,,2,0,,
0,0.069,1,330D006001,2,56,2,,2,7,,2,0,,
0,0.437,1,330D007001,2,56,2,,2,7,,2,0,,
0,0.046,1,330D008001,2,56,2,,2,7,,2,0,,
0,0.053,1,330D009001,2,56,2,,2,7,,2,0,,
0,0.064,1,330D010001,2,56,2,,2,7,,2,0,,
0,0.212,1,330D011001,2,56,2,,2,7,,2,0,,
0,0.385,1,330D012001,2,40,2,,2,7,1,2,0,,
0.385,0.55,1,330D012001,2,36,2,,2,7,1,2,0,,
0,0.617,1,330D013001,2,56,2,30,2,7,,2,0,,
0,0.098,1,330D014001,2,56,2,,2,7,,2,0,,
0,0.096,1,330D015001,2,56,2,,2,7,,2,0,,
0,0.292,1,330D016001,2,48,2,25,2,7,,2,0,,
0,0.041,1,330D017001,2,56,2,,2,7,,2,0,,
0,0.183,1,330D018001,2,56,2,25,2,7,,2,0,,
0,0.4,1,330D019001,2,48,2,,2,0,,2,0,,
0.4,0.546,1,330D019001,1,36,1,30,2,7,,2,0,,
0,0.164,1,330D020001,2,38,2,25,2,7,,2,0,,
0,0.322,1,330D021001,1,28,1,,2,7,,2,0,,
0,0.509,1,330D022001,2,44,2,,2,0,,2,0,,
0.509,0.961,1,330D022001,1,28,1,25,2,7,,2,0,,
0,1.801,1,330D023001,2,48,2,,2,0,,2,0,,
0,0.21,1,330D024001,2,50,2,,2,7,0,2,0,,
0,0.11,1,330D025001,2,56,2,,2,7,,2,0,,
0,0.218,1,330D026001,2,56,2,30,2,7,,2,0,,
0,0.069,1,330D027001,2,56,2,,2,7,,2,0,,
0,0.523,1,330D028001,2,40,2,30,2,7,1,2,0,,
0,0.102,1,330D029001,2,48,2,,2,4,1,2,0,,
0,0.046,1,330D030001,2,56,2,,2,7,,2,0,,
0,0.198,1,330D031001,2,72,2,,2,7,1,2,0,,
0.198,0.954,1,330D031001,2,52,2,35,2,0,,2,0,,
0,2.056,1,330D032001,2,40,2,30,2,7,,2,0,,
0,0.254,1,330D033001,2,56,2,25,2,7,,2,0,,
0,0.063,1,330D034001,2,56,2,,2,7,,2,0,,
0,0.158,1,330D035001,1,32,1,25,2,7,,2,0,,
0,0.271,1,330D036001,2,56,2,30,2,7,,2,0,,
0,0.192,1,330D037001,2,56,2,,2,7,,2,0,,
0,0.119,1,330D038001,2,56,2,,2,7,,2,0,,
0,0.06,1,330D039001,2,56,2,,2,7,,2,0,,
0,0.326,1,330D040001,2,56,2,,2,7,,2,0,,
0,0.063,1,330D041001,2,56,2,,2,7,,2,0,,
0,0.475,1,330D042001,2,56,2,35,2,7,,2,0,,
0,0.07,1,330D043001,2,40,2,,2,7,,2,0,,
0,0.08,1,330D044001,2,44,2,,2,7,,2,0,,
0,0.451,1,330D045001,2,56,2,25,2,7,,2,0,,
0,0.095,1,330D046001,2,52,2,,2,7,,2,0,,
0,0.235,1,330D047001,2,56,2,30,2,7,,2,0,,
0,0.085,1,330D048001,2,56,2,,2,7,,2,0,,
0,0.054,1,330D049001,2,50,2,,2,7,,2,0,,
0,0.15,1,330D050001,2,56,2,20,2,7,,2,0,,
0,0.281,1,330D051001,2,56,2,25,2,7,,2,0,,
0,0.07,1,330D052001,2,56,2,,2,7,,2,0,,
0,0.038,1,330D053001,2,40,2,,2,7,,2,0,,
0,0.113,1,330D054001,1,30,1,,2,7,,2,0,,
0,0.368,1,330D055001,2,42,2,25,2,7,,2,0,,
0,0.272,1,330D056001,2,56,2,25,2,7,,2,0,,
0,0.054,1,330D057001,2,56,2,,2,7,,2,0,,
0,0.284,1,330D058001,2,56,2,25,2,7,,2,0,,
0,0.353,1,330D059001,2,56,2,20,2,7,,2,0,,
0,0.698,1,330D060001,2,56,2,25,2,7,,2,0,,
0,0.049,1,330D061001,2,56,2,,2,7,,2,0,,
0,0.324,1,330D062001,2,56,2,25,2,7,,2,0,,
0,0.493,1,330D063001,2,56,2,,2,7,,2,0,,
0,0.24,1,330D064001,4,104,4,,2,0,,2,0,,
0.24,0.476,1,330D064001,2,56,2,25,2,7,,2,0,,
0,0.598,1,330D065001,2,44,2,,2,7,,2,0,,
0,0.269,1,330D066001,2,56,2,30,2,0,,2,0,,
0,0.419,1,330D067001,2,56,2,,2,0,,2,0,,
0.419,0.582,1,330D067001,2,56,2,25,2,0,,2,0,,
0,0.151,1,330D068001,2,56,2,20,2,7,1,2,0,,
0,0.154,1,330D069001,1,32,1,20,2,7,,2,0,,
0,0.279,1,330D070001,1,40,1,,2,7,,2,0,,
0,0.376,1,330D071001,2,56,2,30,2,7,,2,0,,
0,0.034,1,330D072001,2,56,2,,2,7,,2,0,,
0,0.124,1,330D073001,1,24,1,,2,7,,2,0,,
0,0.265,1,330D074001,2,56,2,25,2,7,,2,0,,
0,0.096,1,330D075001,2,56,2,,2,7,,2,0,,
0,0.091,1,330D076001,2,56,2,,2,7,,2,0,,
0,0.173,1,330D077001,1,28,1,15,2,7,,2,0,,
0,0.276,1,330D078001,2,56,2,25,2,7,,2,0,,
0,0.144,1,330D079001,1,28,1,,2,7,,2,0,,
0,0.062,1,330D080001,2,72,2,,2,7,,2,0,,
0.062,0.142,1,330D080001,2,44,2,,2,7,,2,0,,
0,0.437,1,330D081001,2,56,2,30,2,7,1,2,0,,
0,0.438,1,330D082001,2,56,2,30,2,7,,2,0,,
0,0.051,1,330D083001,2,56,2,,2,7,,2,0,,
0,0.05,1,330D084001,2,56,2,,2,7,,2,0,,
0,0.054,1,330D085001,2,56,2,,2,7,,2,0,,
0,0.112,1,330D086001,2,56,2,,2,7,,2,0,,
0,0.04,1,330D087001,2,56,2,,2,7,,2,0,,
0,0.302,1,330D088001,2,48,2,30,2,7,1,2,0,,
0,0.089,1,330D089001,2,56,2,,2,7,,2,0,,
0,0.179,1,330D090001,2,56,2,,2,7,,2,0,,
0,0.09,1,330D091001,2,56,2,,2,7,,2,0,,
0,0.806,1,330D092001,2,56,2,,2,7,1,2,0,,
0,0.247,1,330D093001,2,56,2,,2,7,,2,0,,
0,0.043,1,330D094001,2,56,2,,2,7,,2,0,,
0,0.284,1,330D095001,2,56,2,,2,7,,2,0,,
0,0.083,1,330D096001,2,56,2,,2,7,1,2,0,,
0,0.129,1,330D097001,2,56,2,,2,7,1,2,0,,
0,0.141,1,330D098001,2,56,2,,2,7,1,2,0,,
0,0.135,1,330D099001,2,56,2,,2,7,,2,0,,
0,0.196,1,330D100001,2,56,2,,2,7,1,2,0,,
0.196,0.308,1,330D100001,2,196,2,,2,7,1,2,0,,
0.308,0.427,1,330D100001,2,52,2,,2,7,1,2,0,,
0.427,0.778,1,330D100001,2,52,2,,2,0,,2,0,,
0,0.061,1,330D101001,2,48,2,,2,7,,2,0,,
0,0.216,1,330D102001,2,56,2,30,2,7,,2,0,,
0,0.257,1,330D103001,2,60,2,,2,7,1,2,0,,
0,0.109,1,330D104001,2,56,2,25,2,4,,2,0,,
0,0.761,1,330D105001,2,56,2,,3,0,1,2,0,,
0,0.259,1,330D106001,2,56,2,,2,7,1,2,0,,
0,0.288,1,330D107001,2,56,2,,2,7,1,2,0,,
0,0.426,1,330D108001,2,40,2,25,3,0,,2,0,,
0,0.41,1,330D109001,2,56,2,,2,7,,2,0,,
0,0.33,1,330D110001,2,48,2,30,2,7,,2,0,,
0,0.059,1,330D111001,2,48,2,,3,0,,2,0,,
0,0.503,1,330D112001,2,56,2,,2,7,,2,0,,
0.503,0.998,1,330D112001,2,56,2,,2,0,,2,0,,
0.998,1.098,1,330D112001,2,44,2,,2,0,,2,0,,
0,0.254,1,330D113001,2,56,2,30,2,7,,2,0,,
0,0.937,1,330D114001,2,56,2,25,2,7,,2,0,,
0,0.096,1,330D115001,2,56,2,20,2,7,,2,0,,
0,0.293,1,330D116001,2,56,2,25,2,7,,2,0,,
0,0.124,1,330D117001,2,56,2,25,2,7,,2,0,,
0,0.144,1,330D118001,2,44,2,,3,7,,2,0,,
0,0.144,1,330D119001,1,32,1,,2,7,,2,0,,
0,0.249,1,330D120001,2,56,2,25,2,7,,2,0,,
0,0.263,1,330D121001,2,52,2,25,2,7,,2,0,,
0,0.209,1,330D122001,2,56,2,,3,7,,2,0,,
0,0.354,1,330D123001,2,52,2,25,2,7,,2,0,,
0,0.323,1,330D124001,2,40,2,30,2,7,,2,0,,
0,0.138,1,330D125001,2,40,2,,2,7,,2,0,,
0,0.096,1,330D126001,2,40,2,,2,7,,2,0,,
0,0.132,1,330D127001,2,76,2,,2,0,,2,0,,
0.132,0.36,1,330D127001,2,56,2,30,2,7,,2,0,,
0.36,0.488,1,330D127001,2,52,2,30,2,0,,2,0,,
0,0.449,1,330D128001,2,48,2,,2,0,,2,0,,
0.449,0.577,1,330D128001,2,48,2,35,2,7,,2,0,,
0.577,0.93,1,330D128001,2,48,2,35,2,0,,2,0,,
0.93,1.206,1,330D128001,2,40,2,35,2,0,,2,0,,
0,0.191,1,330D129001,2,48,2,25,2,7,,2,0,,
0.191,0.393,1,330D129001,2,48,2,25,2,0,,2,0,,
0,0.901,1,330D130001,2,44,2,30,2,7,,2,0,,
0,0.18,1,330D131001,2,74,2,,2,0,,2,0,,
0.18,0.262,1,330D131001,2,48,2,,2,0,,2,0,,
0.262,0.453,1,330D131001,2,48,2,30,2,7,,2,0,,
0,0.208,1,330D132001,2,56,2,,2,0,,2,0,,
0.208,0.664,1,330D132001,2,56,2,25,2,7,,2,0,,
0,0.142,1,330D133001,2,56,2,,3,7,,2,0,,
0,0.121,1,330D134001,2,56,2,,3,7,,2,0,,
0,0.319,1,330D135001,2,44,2,,2,7,,2,0,,
0,0.188,1,330D136001,2,56,2,20,2,7,,2,0,,
0,0.761,1,330D137001,2,40,2,,2,7,,2,0,,
0,0.154,1,330D138001,2,44,2,,2,7,,2,0,,
0,0.097,1,330D139001,2,38,2,,2,7,1,2,0,,
0,0.065,1,330D140001,2,38,2,,2,7,,2,0,,
0,0.22,1,330D141001,2,42,2,,2,7,,2,0,,
0,0.636,1,330D142001,2,48,2,,2,0,,2,0,,
0.636,1.143,1,330D142001,2,50,2,30,2,7,,2,0,,
1.143,1.455,1,330D142001,2,44,2,30,2,7,,2,0,,
0,0.05,1,330D143001,2,40,2,,2,7,,2,0,,
0,0.046,1,330D144001,2,56,2,,2,7,,2,0,,
0,0.423,1,330D145001,2,56,2,30,2,7,,2,0,,
0,0.161,1,330D146001,2,56,2,20,2,7,,2,0,,
0,0.777,1,330D147001,2,48,2,35,2,7,,2,0,,
0,0.54,1,330D148001,2,44,2,,2,7,,2,0,,
0,0.058,1,330D149001,2,52,2,,2,7,,2,0,,
0,0.219,1,330D150001,2,56,2,30,2,7,,2,0,,
0,0.578,1,330D151001,2,44,2,20,2,7,,2,0,,
0,0.527,1,330D152001,2,56,2,,2,0,,2,0,,
0,0.261,1,330D153001,2,40,2,20,2,0,,2,0,,
0,0.102,1,330D154001,2,56,2,,2,7,,2,0,,
0,0.074,1,330D155001,2,56,2,,2,7,,2,0,,
0,0.066,1,330D156001,2,56,2,,2,7,,2,0,,
0,0.038,1,330D157001,2,56,2,,2,7,,2,0,,
0,0.383,1,330D158001,2,44,2,,2,7,,2,0,,
0,0.508,1,330D159001,2,44,2,,2,7,,2,0,,
0,0.306,1,330D160001,2,44,2,,2,7,,2,0,,
0,0.155,1,330D161001,2,52,2,30,2,7,,2,0,,
0,0.416,1,330D162001,2,56,2,30,2,7,,2,0,,
0,0.089,1,330D163001,2,36,2,,2,7,,2,0,,
0,0.466,1,330D164001,2,56,2,25,2,7,,2,0,,
0,0.15,1,330D165001,2,44,2,,2,7,,2,0,,
0,0.041,1,330D166001,2,56,2,,2,7,,2,0,,
0,0.301,1,330D167001,2,56,2,,2,7,,2,0,,
0,0.11,1,330D168001,2,56,2,,2,0,,2,0,,
0.11,0.418,1,330D168001,2,56,2,25,2,7,,2,0,,
0,0.048,1,330D169001,2,56,2,,2,7,,2,0,,
0,0.156,1,330D170001,2,56,2,25,2,7,,2,0,,
0,0.236,1,330D171001,2,56,2,,2,7,,2,0,,
0,0.82,1,330D172001,2,44,2,,2,7,,2,0,,
0,0.137,1,330D173001,2,56,2,20,2,7,,2,0,,
0,0.473,1,330D174001,2,56,2,20,2,7,,2,0,,
0,0.086,1,330D175001,2,56,2,,2,7,,2,0,,
0,0.054,1,330D176001,2,56,2,,2,7,,2,0,,
0,0.036,1,330D177001,2,56,2,,2,7,,2,0,,
0,0.251,1,330D178001,2,44,2,25,2,7,,2,0,,
0.251,0.606,1,330D178001,2,56,2,25,2,7,,2,0,,
0,0.209,1,330D179001,2,56,2,25,2,7,,2,0,,
0,0.401,1,330D180001,2,56,2,,2,7,,2,0,,
0,0.284,1,330D181001,2,40,2,,2,7,,2,0,,
0,0.117,1,330D182001,2,44,2,,2,7,,2,0,,
0,0.2,1,330D183001,2,56,2,25,2,7,,2,0,,
0.2,0.535,1,330D183001,2,44,2,25,2,7,,2,0,,
0,0.541,1,330D184001,2,56,2,25,2,7,,2,0,,
0,0.374,1,330D185001,2,40,2,25,2,7,,2,0,,
0,0.46,1,330D186001,2,56,2,25,2,0,,2,0,,
0,0.231,1,330D187001,2,56,2,,2,7,,2,0,,
0,0.091,1,330D188001,2,56,2,,2,7,,2,0,,
0,0.053,1,330D189001,2,56,2,,2,7,,2,0,,
0,0.427,1,330D190001,2,56,2,,2,7,,2,0,,
0,0.05,1,330D191001,2,56,2,,2,7,,2,0,,
0,0.472,1,330D192001,2,56,2,,2,7,,2,0,,
0,0.113,1,330D193001,2,56,2,,2,0,,2,0,,
0.113,0.357,1,330D193001,2,76,2,25,2,7,,2,0,,
0,0.608,1,330D194001,2,48,2,30,2,7,,2,0,,
0,0.174,1,330D195001,2,40,2,,2,7,1,2,0,,
0,0.142,1,330D196001,2,44,2,,2,7,1,2,0,,
0,0.371,1,330D197001,2,44,2,,2,7,1,2,0,,
0,0.351,1,330D198001,2,68,2,,2,2,,2,0,,
0,0.442,1,330D199001,2,56,2,,2,7,,2,0,,
0,0.13,1,330D200001,2,52,2,25,2,7,1,2,0,,
0.13,0.226,1,330D200001,2,56,2,25,2,7,1,2,0,,
0,0.078,1,330D201001,2,46,2,,2,7,,2,0,,
0,0.222,1,330D202001,2,40,2,,2,7,1,2,0,,
0,0.24,1,330D203001,2,40,2,,2,7,1,2,0,,
0,0.161,1,330D204001,2,56,2,,2,7,1,2,0,,
0,0.163,1,330D205001,2,56,2,,2,7,1,2,0,,
0,0.188,1,330D206001,2,56,2,,2,7,,2,0,,
0,0.293,1,330D207001,2,64,2,,2,7,1,2,0,,
0,0.078,1,330D208001,2,56,2,,2,7,1,2,0,,
0,0.144,1,330D209001,2,44,2,,2,7,1,2,0,,
0,0.101,1,330D210001,2,44,2,,2,7,1,2,0,,
0,0.304,1,330D211001,2,56,2,,2,0,,2,0,,
0.304,0.577,1,330D211001,2,56,2,25,2,7,1,2,0,,
0,0.174,1,330D212001,2,40,2,,2,7,1,2,0,,
0,0.249,1,330D213001,2,50,2,,2,7,,2,0,,
0,0.191,1,330D214001,2,46,2,,2,7,1,2,0,,
0,0.14,1,330D215001,2,48,2,,2,7,1,2,0,,
0,0.075,1,330D216001,2,44,2,,2,0,,2,0,,
0.075,0.403,1,330D216001,2,44,2,25,2,7,1,2,0,,
0,0.303,1,330D217001,2,40,2,,2,7,1,2,0,,
0,0.17,1,330D218001,2,40,2,,2,7,,2,0,,
0,0.658,1,330D219001,2,52,2,,2,0,,2,0,,
0,0.185,1,330D220001,2,58,2,,2,7,1,2,0,,
0,0.139,1,330D221001,2,50,2,,2,7,,2,0,,
0,0.135,1,330D222001,2,56,2,,2,7,,2,0,,
0,0.302,1,330D223001,2,56,2,,2,7,,2,0,,
0,0.19,1,330D224001,2,52,2,,2,7,1,2,0,,
0.19,0.615,1,330D224001,2,56,2,,2,7,1,2,0,,
0,0.287,1,330D225001,2,54,2,30,2,7,,2,0,,
0.287,0.517,1,330D225001,2,62,2,30,2,7,,2,0,,
0,0.433,1,330D226001,2,52,2,,2,7,1,2,0,,
0,0.145,1,330D227001,2,48,2,,2,7,1,2,0,,
0,0.088,1,330D228001,2,62,2,,2,0,,2,0,,
0.088,0.288,1,330D228001,2,62,2,25,2,5,,2,0,,
0,0.091,1,330D229001,2,56,2,,3,0,,2,0,,
0,0.473,1,330D230001,2,56,2,,2,7,1,2,0,,
0,0.183,1,330D231001,2,56,2,,2,7,1,2,0,,
0,0.218,1,330D232001,2,60,2,25,2,7,,2,0,,
0,0.211,1,330D233001,2,56,2,,2,7,,2,0,,
0,0.099,1,330D234001,2,60,2,,2,7,1,2,0,,
0,0.087,1,330D235001,2,56,2,,2,7,1,2,0,,
0,0.25,1,330D236001,2,40,2,25,2,7,,2,0,,
0,0.908,1,330D237001,2,48,2,25,2,7,1,2,0,,
0,0.183,1,330D238001,2,44,2,,2,7,,2,0,,
0,0.452,1,330D239001,2,40,2,,2,7,1,2,0,,
0,0.611,1,330D240001,2,44,2,,2,7,,2,0,,
0,0.602,1,330D241001,2,48,2,,2,7,1,2,0,,
0,0.047,1,330D242001,2,48,2,,2,7,,2,0,,
0,0.206,1,330D243001,2,48,2,,2,7,,2,0,,
0,0.491,1,330D244001,2,48,2,25,2,7,,2,0,,
0,0.058,1,330D245001,2,50,2,,2,7,1,2,0,,
0,0.13,1,330D246001,2,60,2,25,2,7,,2,0,,
0,0.37,1,330D247001,2,52,2,,2,7,,2,0,,
0.37,0.626,1,330D247001,2,56,2,,2,7,,2,0,,
