,BLM,ELM,Co. Seq.,ID_NUMBER,Thru_Lanes,ROW ,Num_Lns,Spd_Limit,Terrain,Land_Use,Illum,Operation,Acc_Ctrl,Sch Spd Limit,Truck Spd Limit,BLM_Lat,BLM_Long,ELM_Lat,ELM_Long
216,0.0,0.18600000000000003,1,330B649001,2,54,2,,2.0,7.0,,2,0,,,35.01306827,-85.25681935,0,0
217,0.0,0.10400000000000001,1,330B653001,2,56,2,,2.0,7.0,1.0,2,0,,,35.00954327,-85.27277839,0,0
218,0.0,0.10400000000000001,1,330B659001,2,44,2,,2.0,7.0,,2,0,,,35.01452328,-85.28125440000001,0,0
219,0.0,0.037000000000000005,1,330B680001,2,60,2,,2.0,7.0,,2,0,,,35.05145535,-85.23242330000001,0,0
220,0.0,0.17600000000000002,1,330B681001,2,60,2,,2.0,7.0,1.0,2,0,,,35.05198635,-85.2346483,0,0
221,0.0,0.14800000000000002,1,330B701001,2,52,2,,2.0,7.0,1.0,2,0,,,35.01436928,-85.25442035,0,0
222,0.0,0.052000000000000005,1,330B702001,2,56,2,,2.0,7.0,1.0,2,0,,,35.01164427,-85.25523335,0,0
223,0.0,0.052000000000000005,1,330B703001,2,56,2,,2.0,7.0,1.0,2,0,,,35.01204227,-85.25619435,0,0
224,0.0,0.08800000000000001,1,330B706001,2,48,2,,2.0,7.0,,2,0,,,35.00729326,-85.25629435,0,0
225,0.16,0.28300000000000003,1,330B713001,2,44,2,,2.0,7.0,1.0,2,0,,,35.0084113,-85.25327736,0,0
226,0.0,0.17300000000000001,1,330B739001,2,40,2,,2.0,7.0,1.0,2,0,,,35.00605926,-85.24778634,0,0
227,0.0,0.10300000000000001,1,330B746001,2,56,2,,2.0,7.0,,2,0,,,35.00823626,-85.24227433,0,0
228,0.0,0.07200000000000001,1,330B768001,2,44,2,,2.0,7.0,,2,0,,,35.00205925,-85.23278631,0,0
229,0.0,0.18600000000000003,1,330B769001,2,40,2,,2.0,7.0,1.0,2,0,,,35.00283325,-85.23489331,0,0
230,0.0,0.28800000000000003,1,330B773001,2,56,2,30.0,2.0,7.0,1.0,2,0,,,35.00006224,-85.23815832,0,0
231,0.0,0.24100000000000002,1,330B777001,2,40,2,,2.0,7.0,1.0,2,0,,,34.99564924,-85.23638232,0,0
232,0.0,0.07200000000000001,1,330B783001,2,60,2,,2.0,7.0,,2,0,,,35.00402125,-85.2289663,0,0
233,0.0,0.14300000000000002,1,330B786001,2,48,2,,2.0,7.0,1.0,2,0,,,35.00003224,-85.2261093,0,0
234,0.0,0.07400000000000001,1,330B789001,2,44,2,,2.0,7.0,1.0,2,0,,,34.99742324,-85.22826529999999,0,0
235,0.0,0.18100000000000002,1,330B801001,2,48,2,20.0,2.0,7.0,1.0,2,0,,,34.99028622,-85.21778228,0,0
236,0.0,0.08800000000000001,1,330B808001,2,44,2,,2.0,7.0,1.0,2,0,,,34.99665224,-85.21776128,0,0
237,0.0,0.08800000000000001,1,330B818001,2,48,2,,2.0,7.0,,2,0,,,34.99409123,-85.21270927,0,0
238,0.0,0.21600000000000003,1,330B833001,2,56,2,30.0,2.0,7.0,,2,0,,,35.00219324,-85.18777022,0,0
239,0.0,0.5770000000000001,1,330B834001,2,40,2,,2.0,7.0,,2,0,,,35.00296324,-85.18989222,0,0
240,0.0,0.10300000000000001,1,330B842001,2,52,2,,2.0,7.0,1.0,2,0,,,34.99098722,-85.18581922,0,0
241,0.0,0.23800000000000002,1,330B850001,2,44,2,,2.0,7.0,,2,0,,,34.98923422,-85.18147621,0,0
242,0.0,0.17300000000000001,1,330B856001,2,48,2,,2.0,7.0,,2,0,,,34.98786122,-85.21016927,0,0
243,0.0,0.059000000000000004,1,330B858001,2,48,2,,2.0,7.0,1.0,2,0,,,34.98770222,-85.20916626,0,0
244,0.0,0.052000000000000005,1,330B862001,2,48,2,,2.0,7.0,,2,0,,,34.98676121,-85.20960626,0,0
245,0.0,0.20600000000000002,1,330B873001,2,60,2,,2.0,7.0,1.0,2,0,,,34.98588321,-85.21848928,0,0
246,0.0,0.018000000000000002,1,330B875001,2,44,2,,2.0,7.0,,2,0,,,34.98588921,-85.21800428,0,0
247,0.0,0.36700000000000005,1,330B878001,2,44,2,,2.0,0.0,,2,0,,,34.99044022,-85.21944428,0,0
248,0.0,0.36200000000000004,1,330B879001,2,44,2,,2.0,0.0,,2,0,,,34.98576221,-85.22328429,0,0
249,0.0,0.054000000000000006,1,330B885001,2,54,2,,2.0,7.0,1.0,2,0,,,34.98650222,-85.22406829,0,0
250,0.0,0.18100000000000002,1,330B892001,2,48,2,30.0,2.0,7.0,1.0,2,0,,,34.99237723,-85.2269853,0,0
251,0.0,0.18100000000000002,1,330B895001,2,46,2,,2.0,7.0,1.0,2,0,,,34.99043322,-85.2295223,0,0
252,0.0,0.11800000000000001,1,330B900001,2,56,2,15.0,2.0,7.0,,2,0,,,34.99422323,-85.23189931,0,0
253,0.0,0.059000000000000004,1,330B902001,2,42,2,,2.0,2.0,1.0,2,0,,,34.99483223,-85.23576932,0,0
254,0.0,0.07200000000000001,1,330B903001,2,44,2,,2.0,7.0,1.0,2,0,,,34.99330123,-85.23686632,0,0
255,0.0,0.28600000000000003,1,330B909001,2,44,2,30.0,2.0,7.0,1.0,2,0,,,34.98745122,-85.23468431,0,0
256,0.0,0.022000000000000002,1,330B916001,2,40,2,20.0,2.0,7.0,,2,0,,,34.98565422,-85.23970333,0,0
257,0.0,0.14300000000000002,1,330B931001,2,42,2,20.0,2.0,7.0,1.0,2,0,,,34.98985022,-85.24173333,0,0
258,0.0,0.12300000000000001,1,330B942001,2,64,2,,2.0,7.0,1.0,2,0,,,34.99027523,-85.24970034,0,0
259,0.0,0.054000000000000006,1,330B967001,2,58,2,,2.0,7.0,,2,0,,,34.98967223,-85.26445437,0,0
260,0.0,0.10800000000000001,1,330B976001,2,48,2,,2.0,7.0,,2,0,,,34.98650122,-85.26392737,0,0
261,0.0,0.20800000000000002,1,330B996001,2,48,2,,2.0,7.0,1.0,2,0,,,34.99808024,-85.26016036,0,0
262,0.0,0.09300000000000001,1,330C010001,2,50,2,,2.0,7.0,1.0,2,0,,,35.00553426,-85.26649938,0,0
263,0.0,0.17300000000000001,1,330C025001,1,28,1,,2.0,0.0,,2,0,,,35.01290928,-85.33985052,0,0
264,0.138,0.20800000000000002,1,330C054001,2,44,2,,2.0,0.0,,2,0,,,35.01944721,-85.3759375,0,0
265,0.0,0.21100000000000002,1,330C064001,2,36,2,,2.0,7.0,1.0,2,0,,,35.03305833,-85.36805658,0,0
266,0.0,0.059000000000000004,1,330C077001,2,52,2,,2.0,7.0,1.0,2,0,,,35.03479333,-85.36225556,0,0
267,0.0,0.10300000000000001,1,330C078001,2,52,2,,2.0,7.0,1.0,2,0,,,35.03395133,-85.36998358,0,0
268,0.0,0.41600000000000004,1,330C084001,2,56,2,,2.0,7.0,1.0,2,0,,,35.04709835,-85.35874555,0,0
269,0.0,0.6990000000000001,1,330C089001,2,52,2,,2.0,7.0,1.0,2,0,,,35.05364737,-85.35235754,0,0
270,0.0,0.47600000000000003,1,330C095001,2,56,2,25.0,2.0,7.0,,2,0,,,35.05950738,-85.35390754,0,0
271,0.24100000000000002,0.34700000000000003,1,330C097001,1,50,1,,3.0,4.0,1.0,2,0,,,35.02702279,-85.36121431,0,0
272,0.0,0.17800000000000002,1,330C099001,2,40,2,,2.0,7.0,1.0,2,0,,,35.0206593,-85.36369857,0,0
273,0.0,0.5670000000000001,1,330C101001,2,44,2,,2.0,7.0,,2,0,,,34.98664823,-85.34829254,0,0
274,0.305,0.49700000000000005,1,330C114001,2,40,2,15.0,2.0,7.0,,2,0,,,34.99628296,-85.34842397,0,0
275,0.0,0.054000000000000006,1,330C117001,2,44,2,,2.0,7.0,,2,0,,,34.99607725,-85.34729254,0,0
276,0.0,0.013000000000000001,1,330C138001,2,48,2,,2.0,7.0,,2,0,,,35.00121826,-85.35196955,0,0
277,0.0,0.14400000000000002,1,330C151001,2,56,2,,2.0,7.0,,2,0,,,34.99038421,-85.11773608,0,0
278,0.0,0.17300000000000001,1,330C187001,2,40,2,,3.0,0.0,,2,0,,,35.21267767,-85.23365227,0,0
279,0.0,0.14300000000000002,1,330C203001,2,56,2,,2.0,7.0,1.0,2,0,,,35.06909138,-85.20931125,0,0
280,0.34,0.7070000000000001,1,330C205001,2,60,2,25.0,2.0,7.0,1.0,2,0,,,35.15287532,-85.3447848,0,0
281,0.0,0.28600000000000003,1,330C209001,2,56,2,,2.0,7.0,1.0,2,0,,,35.15274356,-85.34500751,0,0
282,0.0,0.7340000000000001,1,330C212001,2,54,2,,2.0,7.0,,2,0,,,35.14843155,-85.34664651,0,0
283,0.0,0.29600000000000004,1,330C214001,2,56,2,,2.0,7.0,,2,0,,,35.14699855,-85.34221550000001,0,0
284,0.0,0.09300000000000001,1,330C218001,2,56,2,,2.0,7.0,,2,0,,,35.15225856,-85.33067548,0,0
285,0.0,0.07400000000000001,1,330C227001,2,50,2,,2.0,7.0,,2,0,,,35.11699949,-85.35148553,0,0
286,0.0,0.07200000000000001,1,330C230001,2,50,2,,2.0,7.0,,2,0,,,35.15138556,-85.31519945,0,0
287,0.0,0.07400000000000001,1,330C238001,2,52,2,,2.0,7.0,,2,0,,,35.16295658,-85.32031946,0,0
288,0.0,0.37200000000000005,1,330C242001,2,56,2,25.0,2.0,7.0,,2,0,,,35.16591259,-85.32867547,0,0
289,0.405,0.9540000000000001,1,330C261001,2,56,2,25.0,2.0,7.0,,2,0,,,35.192153399999995,-85.33682107,0,0
290,0.0,0.10400000000000001,1,330C262001,2,64,2,,2.0,2.0,,2,0,,,35.10173246,-85.32752048,0,0
291,0.0,0.07400000000000001,1,330C263001,2,52,2,,2.0,7.0,,2,0,,,35.18350462,-85.30843343,0,0
292,0.0,0.054000000000000006,1,330C266001,2,56,2,,2.0,7.0,,2,0,,,35.1732656,-85.33937749,0,0
293,0.0,0.10400000000000001,1,330C269001,2,56,2,,2.0,7.0,1.0,2,0,,,35.1707086,-85.33780149,0,0
294,0.0,0.12300000000000001,1,330C272001,2,32,2,,2.0,7.0,1.0,1,0,,,34.98761523,-85.36040157,0,0
295,0.0,0.054000000000000006,1,330C278001,2,40,2,,2.0,7.0,,2,0,,,35.1235305,-85.29312641,0,0
296,0.0,0.037000000000000005,1,330C279001,2,48,2,,2.0,7.0,1.0,2,0,,,35.13160651,-85.27497537,0,0
297,0.0,0.07400000000000001,1,330C286001,2,52,2,,2.0,7.0,,2,0,,,35.01310327,-85.25960736,0,0
298,0.0,0.027000000000000003,1,330C292001,2,56,2,,2.0,7.0,,2,0,,,34.99953824,-85.19015022,0,0
299,0.0,0.022000000000000002,1,330C293001,2,56,2,,2.0,7.0,1.0,2,0,,,35.00031024,-85.18977222,0,0
300,0.0,0.40700000000000003,1,330C294001,2,56,2,,2.0,7.0,,2,0,,,35.00331624,-85.18970222,0,0
301,0.0,0.08900000000000001,1,330C297001,2,52,2,,2.0,7.0,1.0,2,0,,,34.99767324,-85.2295353,0,0
302,0.0,0.41700000000000004,1,330C306001,2,56,2,,2.0,7.0,1.0,2,0,,,34.99613922,-85.14491013,0,0
303,0.0,0.17300000000000001,1,330C310001,2,52,2,,2.0,7.0,1.0,2,0,,,34.99019821,-85.14211313,0,0
304,0.0,0.10300000000000001,1,330C316001,2,52,2,,2.0,7.0,1.0,2,0,,,34.99214122,-85.14409413,0,0
305,0.0,0.054000000000000006,1,330C321001,2,48,2,,2.0,7.0,,2,0,,,34.99477122,-85.14912414,0,0
306,0.0,0.10800000000000001,1,330C339001,2,52,2,,2.0,7.0,1.0,2,0,,,35.02461028,-85.15126314,0,0
307,0.775,0.8420000000000001,1,330C353001,2,100,2,,2.0,2.0,1.0,2,0,,,35.00627288,-85.21015646,0,0
308,0.0,0.059000000000000004,1,330C361001,2,44,2,,2.0,7.0,1.0,2,0,,,35.02117329,-85.24564033,0,0
309,0.0,0.07400000000000001,1,330C372001,2,100,2,,2.0,5.0,1.0,2,0,,,34.99723225,-85.29782644,0,0
310,0.0,0.054000000000000006,1,330C378001,2,44,2,,2.0,7.0,1.0,2,0,,,34.99025424,-85.33105651,0,0
311,0.0,0.052000000000000005,1,330C393001,2,52,2,,2.0,7.0,,2,0,,,35.02056031,-85.40215965,0,0
312,0.0,0.47600000000000003,1,330C394001,2,52,2,,2.0,7.0,1.0,2,0,,,35.0196493,-85.40481765,0,0
313,0.0,0.21600000000000003,1,330C409001,2,40,2,,2.0,7.0,1.0,2,0,,,35.11735849,-85.33552949,0,0
314,0.0,0.059000000000000004,1,330C419001,2,56,2,,2.0,7.0,,2,0,,,35.11522949,-85.34467151,0,0
315,0.302,1.0490000000000002,1,330C421001,2,56,2,,2.0,7.0,,2,0,,,35.11458914,-85.3495308,0,0
316,0.16399999999999998,0.29600000000000004,1,330C426001,2,40,2,25.0,2.0,7.0,,2,0,,,35.12095523,-85.34059618,0,0
317,0.0,0.09300000000000001,1,330C427001,1,36,1,,2.0,7.0,,2,0,,,35.1206145,-85.34351351,0,0
318,0.0,0.28600000000000003,1,330C437001,1,36,1,,2.0,0.0,,2,0,,,35.12426751,-85.3388535,0,0
319,0.0,0.28600000000000003,1,330C448001,2,32,2,25.0,2.0,7.0,1.0,2,0,,,35.12310951,-85.36215455,0,0
320,0.212,0.5710000000000001,1,330C458001,2,32,2,,2.0,7.0,1.0,2,0,,,35.1205565,-85.36021954,0,0
321,0.08,0.17300000000000001,1,330C463001,2,44,2,,2.0,7.0,1.0,2,0,,,35.12559761,-85.33882779999999,0,0
322,0.0,0.07400000000000001,1,330C465001,2,44,2,,2.0,7.0,,2,0,,,35.12401151,-85.34379951,0,0
323,0.0,0.23600000000000002,1,330C475001,2,56,2,,2.0,7.0,,2,0,,,35.13373952,-85.3416395,0,0
324,0.0,0.7290000000000001,1,330C489001,2,56,2,25.0,2.0,7.0,,2,0,,,35.14056154,-85.34966752,0,0
325,0.309,0.43200000000000005,1,330C493001,2,40,2,25.0,2.0,7.0,,2,0,15.0,,35.14548998,-85.33593894,0,0
326,0.0,0.07400000000000001,1,330C494001,2,56,2,,2.0,7.0,1.0,2,0,,,35.14996156,-85.3398965,0,0
327,0.0,0.17300000000000001,1,330C496001,2,36,2,,2.0,7.0,1.0,2,0,,,35.14517655,-85.33495249,0,0
328,0.0,0.052000000000000005,1,330C499001,2,56,2,,2.0,7.0,,2,0,,,35.14694755,-85.33766249,0,0
329,0.0,0.14300000000000002,1,330C500001,2,56,2,,2.0,7.0,,2,0,,,35.14906855,-85.33408949,0,0
330,0.0,0.09300000000000001,1,330C510001,2,56,2,,2.0,7.0,,2,0,,,35.14765755,-85.32493347,0,0
331,0.0,0.42200000000000004,1,330C513001,1,30,1,,2.0,7.0,,2,0,,,35.14897555,-85.32119046,0,0
332,0.0,0.29100000000000004,1,330C517001,2,40,2,,2.0,7.0,,2,0,,,35.15501656,-85.30543943,0,0
333,1.617,2.2840000000000003,1,330C520001,2,48,2,30.0,2.0,7.0,1.0,2,0,,,35.16196763,-85.30383271,0,0
334,1.87,2.7680000000000002,1,330C531001,2,56,2,30.0,2.0,7.0,,2,0,,,35.182061700000006,-85.2866872,0,0
335,0.0,0.10800000000000001,1,330C537001,2,40,2,,2.0,7.0,,2,0,,,35.15381356,-85.31384744,0,0
336,0.0,0.059000000000000004,1,330C541001,2,50,2,,2.0,7.0,,2,0,,,35.15383556,-85.32696447,0,0
337,0.0,0.23600000000000002,1,330C547001,1,36,1,,2.0,7.0,,2,0,,,35.16947659,-85.31710245,0,0
338,0.0,0.18600000000000003,1,330C558001,2,56,2,,2.0,7.0,,2,0,,,35.16629159,-85.32455446,0,0
339,0.0,0.28800000000000003,1,330C559001,2,48,2,,2.0,7.0,,2,0,,,35.1724656,-85.31955545,0,0
340,0.0,0.35100000000000003,1,330C563001,2,36,2,25.0,2.0,7.0,,2,0,,,35.18312362,-85.32253446,0,0
341,0.0,0.47100000000000003,1,330C577001,2,44,2,25.0,3.0,0.0,,2,0,,,35.18804763,-85.35109851,0,0
342,0.0,0.6990000000000001,1,330C581001,2,48,2,30.0,3.0,0.0,,2,0,,,35.19965566,-85.33316748,0,0
343,0.37,0.43700000000000006,1,330C587001,2,44,2,30.0,2.0,7.0,,2,0,,,35.01200764,-85.31256952,0,0
344,0.0,0.12300000000000001,1,330C601001,2,52,2,,2.0,7.0,1.0,2,0,,,35.04986036,-85.35462255,0,0
345,0.36,0.5920000000000001,1,330C603001,1,32,1,30.0,2.0,7.0,1.0,2,0,,,35.08706054,-85.3228318,0,0
346,0.0,0.07400000000000001,1,330C607001,2,48,2,,2.0,7.0,,2,0,,,35.04942136,-85.35166954,0,0
347,0.0,0.29600000000000004,1,330C614001,2,42,2,,2.0,7.0,1.0,2,0,,,35.09389444,-85.31005645,0,0
348,0.0,0.21100000000000002,1,330C632001,2,44,2,,2.0,7.0,,2,0,,,35.10298546,-85.30022943,0,0
349,0.0,0.08900000000000001,1,330C648001,2,36,2,,2.0,7.0,,2,0,,,35.11442748,-85.30007642,0,0
350,0.11199999999999999,0.18600000000000003,1,330C651001,2,36,2,,2.0,7.0,,2,0,,,35.11101089,-85.29588525,0,0
351,0.0,0.08900000000000001,1,330C658001,1,32,1,,2.0,7.0,,2,0,,,35.11923849,-85.29250041,0,0
352,0.0,0.21600000000000003,1,330C667001,2,36,2,25.0,2.0,7.0,1.0,2,0,,,35.1253705,-85.28529239,0,0
353,0.0,0.10400000000000001,1,330C675001,2,36,2,,2.0,7.0,1.0,2,0,,,35.13252451,-85.28389839,0,0
354,0.0,0.14800000000000002,1,330C690001,2,48,2,,2.0,7.0,,2,0,,,35.14593454,-85.27259236,0,0
355,0.465,1.0190000000000001,1,330C694001,2,60,2,25.0,2.0,7.0,1.0,2,0,,,35.13243065,-85.26071089,0,0
356,0.0,0.11900000000000001,1,330C695001,2,48,2,20.0,2.0,7.0,,2,0,,,35.13458952,-85.26538035,0,0
357,0.0,0.14800000000000002,1,330C720001,2,56,2,,2.0,0.0,,2,0,,,35.13146451,-85.26375335,0,0
358,0.0,0.23600000000000002,1,330C722001,2,40,2,,2.0,7.0,,2,0,,,35.12178349,-85.28011338,0,0
359,0.0,0.18600000000000003,1,330C729001,2,56,2,,2.0,7.0,1.0,2,0,,,35.13901153,-85.26585335,0,0
360,0.0,0.07200000000000001,1,330C734001,1,36,1,,2.0,7.0,,2,0,,,35.12823151,-85.28143038,0,0
361,0.0,0.24600000000000002,1,330C736001,2,40,2,,2.0,7.0,1.0,2,0,,,35.1224865,-85.28714740000001,0,0
362,0.0,0.14400000000000002,1,330C743001,2,56,2,25.0,2.0,0.0,1.0,2,0,,,35.12920851,-85.26596535,0,0
363,0.0,0.49700000000000005,1,330C745001,2,42,2,,2.0,7.0,,2,0,,,35.11202047,-85.28928940000002,0,0
364,0.0,0.054000000000000006,1,330C751001,2,48,2,,2.0,0.0,,2,0,,,35.11937649,-85.28721740000002,0,0
365,0.0,0.09300000000000001,1,330C754001,2,56,2,,2.0,7.0,,2,0,,,35.1253475,-85.26277935,0,0
366,0.0,0.14400000000000002,1,330C758001,2,56,2,,3.0,0.0,1.0,2,0,,,35.13177451,-85.26107934,0,0
367,0.09699999999999999,0.17600000000000002,1,330C771001,2,36,2,,2.0,0.0,,2,0,,,35.08977051,-85.30858042,0,0
368,0.0,0.17600000000000002,1,330C782001,2,56,2,,2.0,7.0,1.0,2,0,,,35.1249075,-85.27045236,0,0
369,0.12,0.28300000000000003,1,330C790001,2,40,2,,2.0,2.0,1.0,2,0,,,35.07534047,-85.32104352,0,0
370,0.0,0.17600000000000002,1,330C793001,2,44,2,,2.0,7.0,1.0,2,0,,,35.12268849,-85.25101732,0,0
371,0.0,0.17300000000000001,1,330C827001,2,56,2,,2.0,7.0,1.0,2,0,,,35.11796748,-85.25662234,0,0
372,0.0,0.11900000000000001,1,330C834001,2,56,2,,3.0,7.0,1.0,2,0,,,35.13213151,-85.26232234,0,0
373,0.0,0.28600000000000003,1,330C847001,1,34,1,25.0,2.0,7.0,1.0,2,0,,,35.12152649,-85.24868132,0,0
374,0.0,0.10800000000000001,1,330C854001,2,44,2,,2.0,7.0,1.0,2,0,,,35.12484149,-85.24629631,0,0
375,0.0,0.20800000000000002,1,330C868001,2,56,2,25.0,2.0,7.0,,2,0,,,35.1291135,-85.24908632,0,0
376,0.0,0.41200000000000003,1,330C882001,2,40,2,,2.0,7.0,1.0,2,0,,,35.15965157,-85.26628535,0,0
377,0.07,0.21600000000000003,1,330C886001,2,38,2,25.0,2.0,7.0,,2,0,,,35.15369428,-85.26837866,0,0
378,0.0,0.12300000000000001,1,330C892001,2,56,2,,2.0,7.0,1.0,2,0,,,35.16044857,-85.26570035,0,0
379,0.0,0.20600000000000002,1,330C911001,2,48,2,,2.0,7.0,1.0,2,0,,,35.14621954,-85.25307932,0,0
380,0.0,0.10300000000000001,1,330C916001,2,52,2,,2.0,7.0,1.0,2,0,,,35.14790954,-85.24603231,0,0
381,0.0,0.10400000000000001,1,330C924001,2,48,2,,2.0,7.0,,2,0,,,35.14165953,-85.26007534,0,0
382,0.428,0.6940000000000001,1,330C931001,2,52,2,,2.0,0.0,,2,0,,,35.14116524,-85.2439606,0,0
383,0.0,0.20800000000000002,1,330C938001,2,44,2,,2.0,7.0,1.0,2,0,,,35.14341253,-85.2390533,0,0
384,0.0,0.28300000000000003,1,330C951001,2,56,2,20.0,2.0,7.0,1.0,2,0,,,35.16967858,-85.24756031,0,0
385,0.0,0.07200000000000001,1,330C961001,2,56,2,,2.0,7.0,,2,0,,,35.17394859,-85.24883431,0,0
386,0.0,0.059000000000000004,1,330C967001,2,56,2,,2.0,7.0,1.0,2,0,,,35.15897556,-85.2408543,0,0
387,0.0,0.14400000000000002,1,330C969001,2,56,2,,2.0,7.0,,2,0,,,35.16106557,-85.2427473,0,0
388,0.0,0.24100000000000002,1,330C975001,2,56,2,,2.0,7.0,1.0,2,0,,,35.16930858,-85.23551828,0,0
389,0.0,0.10300000000000001,1,330C976001,2,56,2,,2.0,7.0,1.0,2,0,,,35.16815558,-85.23557928,0,0
390,0.0,0.08900000000000001,1,330C977001,2,56,2,,2.0,7.0,,2,0,,,35.16792458,-85.23562628,0,0
391,0.141,0.21100000000000002,1,330C979001,2,44,2,,2.0,0.0,,2,0,,,35.16544947,-85.23300751,0,0
392,0.0,0.35700000000000004,1,330C980001,2,36,2,,2.0,7.0,,2,0,,,35.16568958,-85.23917829,0,0
393,0.0,0.17600000000000002,1,330C991001,2,56,2,,2.0,7.0,1.0,2,0,,,35.15749456,-85.23591529,0,0
394,0.0,0.059000000000000004,1,330C996001,2,56,2,30.0,2.0,7.0,,2,0,,,35.17615759,-85.21944125,0,0
395,0.0,0.43700000000000006,1,330D007001,2,56,2,,2.0,7.0,,2,0,,,35.17376859,-85.21779525,0,0
396,0.198,0.9540000000000001,1,330D031001,2,52,2,35.0,2.0,0.0,,2,0,,,35.1518919,-85.22017067,0,0
397,0.0,0.11900000000000001,1,330D038001,2,56,2,,2.0,7.0,,2,0,,,35.18792462,-85.20854623,0,0
398,0.0,0.054000000000000006,1,330D049001,2,50,2,,2.0,7.0,,2,0,,,35.181174600000006,-85.22046025,0,0
399,0.0,0.054000000000000006,1,330D057001,2,56,2,,2.0,7.0,,2,0,,,35.1791906,-85.20265222,0,0
400,0.24,0.47600000000000003,1,330D064001,2,56,2,25.0,2.0,7.0,,2,0,,,35.18572274,-85.20460188,0,0
401,0.419,0.5820000000000001,1,330D067001,2,56,2,25.0,2.0,0.0,,2,0,,,35.20319742,-85.19946551,0,0
402,0.0,0.17300000000000001,1,330D077001,1,28,1,15.0,2.0,7.0,,2,0,,,35.19542863,-85.1970662,0,0
403,0.0,0.14400000000000002,1,330D079001,1,28,1,,2.0,7.0,,2,0,,,35.19182562,-85.19290219,0,0
404,0.0,0.43700000000000006,1,330D081001,2,56,2,30.0,2.0,7.0,1.0,2,0,,,35.18696561,-85.19230519,0,0
405,0.0,0.054000000000000006,1,330D085001,2,56,2,,2.0,7.0,,2,0,,,35.18901762,-85.1978732,0,0
406,0.0,0.08900000000000001,1,330D089001,2,56,2,,2.0,7.0,,2,0,,,35.17631859,-85.17945617,0,0
407,0.0,0.21600000000000003,1,330D102001,2,56,2,30.0,2.0,7.0,,2,0,,,35.19465163,-85.20714122,0,0
408,0.0,0.28800000000000003,1,330D107001,2,56,2,,2.0,7.0,1.0,2,0,,,35.16108256,-85.20359622,0,0
409,0.0,0.059000000000000004,1,330D111001,2,48,2,,3.0,0.0,,2,0,,,35.16659357,-85.20263222,0,0
410,0.0,0.14400000000000002,1,330D118001,2,44,2,,3.0,7.0,,2,0,,,35.18622361,-85.16826714,0,0
411,0.0,0.14400000000000002,1,330D119001,1,32,1,,2.0,7.0,,2,0,,,35.19409762,-85.16561814,0,0
412,0.0,0.07400000000000001,1,330D155001,2,56,2,,2.0,7.0,,2,0,,,35.20412965,-85.20175521,0,0
413,0.0,0.41600000000000004,1,330D162001,2,56,2,30.0,2.0,7.0,,2,0,,,35.19421663,-85.18639618,0,0
414,0.0,0.08900000000000001,1,330D163001,2,36,2,,2.0,7.0,,2,0,,,35.19867964,-85.18893618,0,0
415,0.0,0.23600000000000002,1,330D171001,2,56,2,,2.0,7.0,,2,0,,,35.20165864,-85.17874216,0,0
416,0.0,0.054000000000000006,1,330D176001,2,56,2,,2.0,7.0,,2,0,,,35.21348767,-85.19055018,0,0
417,0.0,0.036000000000000004,1,330D177001,2,56,2,,2.0,7.0,,2,0,,,35.21360767,-85.18847218,0,0
418,0.0,0.42700000000000005,1,330D190001,2,56,2,,2.0,7.0,,2,0,,,35.04901533,-85.17384718,0,0
419,0.0,0.47200000000000003,1,330D192001,2,56,2,,2.0,7.0,,2,0,,,35.05689035,-85.17410918,0,0
420,0.113,0.35700000000000004,1,330D193001,2,76,2,25.0,2.0,7.0,,2,0,,,35.05633753,-85.17363103,0,0
421,0.0,0.35100000000000003,1,330D198001,2,68,2,,2.0,2.0,,2,0,,,35.05496535,-85.19714723,0,0
422,0.0,0.14400000000000002,1,330D209001,2,44,2,,2.0,7.0,1.0,2,0,,,35.06319137,-85.22922929,0,0
423,0.304,0.5770000000000001,1,330D211001,2,56,2,25.0,2.0,7.0,1.0,2,0,,,35.07898847,-85.19672989,0,0
424,0.08800000000000001,0.28800000000000003,1,330D228001,2,62,2,25.0,2.0,5.0,,2,0,,,35.08348679,-85.19880186,0,0
425,0.0,0.21100000000000002,1,330D233001,2,56,2,,2.0,7.0,,2,0,,,35.0797994,-85.19094921,0,0
426,0.0,0.20600000000000002,1,330D243001,2,48,2,,2.0,7.0,,2,0,,,35.07283838,-85.17228117,0,0
427,0.0,0.20800000000000002,1,330D257001,2,64,2,,2.0,7.0,,2,0,,,35.07689539,-85.17588818,0,0
428,0.0,0.34600000000000003,1,330D280001,2,56,2,,2.0,7.0,1.0,2,0,,,35.0821604,-85.17602518,0,0
429,0.08,0.8290000000000001,1,330D287001,2,56,2,25.0,2.0,7.0,,2,0,,,35.08792122,-85.18576374,0,0
430,0.0,0.10800000000000001,1,330D291001,2,56,2,,2.0,7.0,,2,0,,,35.08780641,-85.16936116,0,0
431,0.75,0.9740000000000001,1,330D300001,2,48,2,,2.0,7.0,,2,0,,,35.08870342,-85.17311536,0,0
432,0.0,0.08900000000000001,1,330D302001,2,56,2,,2.0,7.0,,2,0,,,35.09535443,-85.17167517,0,0
433,0.0,0.09300000000000001,1,330D305001,2,60,2,,2.0,7.0,,2,0,,,35.11379046,-85.12733208,0,0
434,0.225,0.29600000000000004,1,330D306001,2,56,2,30.0,2.0,7.0,,2,0,,,35.11243574,-85.12563206,0,0
