,BLM,ELM,Route
522,0,0.047,330A294001
523,0,0.202,330A295001
524,0,0.83,330A296001
525,0,0.031,330A297001
526,0,0.038,330A298001
527,0,0.212,330A299001
528,0,0.169,330A300001
529,0,0.108,330A301001
530,0,0.16,330A302001
531,0,0.074,330A303001
532,0,0.259,330A304001
533,0,0.131,330A305001
534,0,0.298,330A306001
535,0,0.318,330A307001
536,0,0.082,330A308001
537,0,1.039,330A309001
538,0,0.218,330A310001
539,0,0.157,330A311001
540,0,0.049,330A312001
541,0,0.348,330A313001
542,0,0.123,330A314001
543,0,0.068,330A315001
544,0,0.364,330A316001
545,0,0.267,330A317001
546,0,0.803,330A318001
547,0,0.111,330A319001
548,0,0.183,330A320001
549,0,0.065,330A321001
550,0,0.131,330A322001
551,0,0.109,330A323001
552,0,0.066,330A324001
553,0,0.296,330A325001
554,0,0.25,330A326001
555,0,0.149,330A327001
556,0,0.19,330A328001
557,0,0.041,330A329001
558,0,0.336,330A330001
559,0,0.04,330A331001
560,0,0.173,330A332001
561,0,0.365,330A333001
562,0,0.118,330A334001
563,0,0.333,330A335001
564,0,0.036,330A336001
565,0,0.415,330A337001
566,0,1.464,330A338001
567,0,0.051,330A339001
568,0,0.256,330A340001
569,0,0.367,330A341001
570,0,0.3,330A342001
571,0,0.247,330A343001
572,0,0.417,330A344001
573,0,0.573,330A345001
574,0,0.271,330A346001
575,0,0.335,330A347001
576,0,0.153,330A348001
577,0,0.214,330A349001
578,0,0.341,330A350001
579,0,0.07,330A351001
580,0,0.238,330A352001
581,0,0.17,330A353001
582,0,0.175,330A354001
583,0,0.055,330A355001
584,0,0.08,330A356001
585,0,0.098,330A357001
586,0,0.059,330A358001
587,0,0.224,330A359001
588,0,0.195,330A360001
589,0,0.375,330A361001
590,0,0.263,330A362001
591,0,0.042,330A363001
592,0,0.11,330A364001
593,0,0.158,330A365001
594,0,0.56,330A366001
595,0,0.135,330A367001
596,0,0.185,330A368001
597,0,0.373,330A369001
598,0,0.521,330A370001
599,0,0.168,330A371001
600,0,0.128,330A372001
601,0,0.048,330A373001
602,0,0.116,330A374001
603,0,0.191,330A375001
604,0,0.107,330A376001
605,0,0.209,330A377001
606,0,0.133,330A378001
607,0,0.123,330A379001
608,0,0.175,330A380001
609,0,0.103,330A381001
610,0,0.151,330A382001
611,0,0.626,330A383001
612,0,0.304,330A384001
613,0,0.306,330A385001
614,0,0.103,330A386001
615,0,0.114,330A387001
616,0,0.145,330A388001
617,0,0.099,330A389001
618,0,0.608,330A390001
619,0,0.372,330A391001
620,0,0.057,330A392001
621,0,0.108,330A393001
622,0,0.354,330A394001
623,0,0.16,330A395001
624,0,0.108,330A396001
625,0,0.209,330A397001
626,0,0.059,330A398001
627,0,0.087,330A399001
628,0,0.345,330A400001
629,0,0.352,330A401001
630,0,0.467,330A402001
631,0,0.04,330A403001
632,0,0.17,330A404001
633,0,0.084,330A405001
634,0,0.22,330A406001
635,0,0.249,330A407001
636,0,0.103,330A408001
637,0,0.146,330A409001
638,0,0.058,330A410001
639,0,0.103,330A411001
640,0,0.145,330A412001
641,0,0.143,330A413001
642,0,0.239,330A414001
643,0,0.093,330A415001
644,0,0.161,330A416001
645,0,0.617,330A417001
646,0,0.055,330A418001
647,0,0.06,330A419001
648,0,0.159,330A420001
649,0,0.377,330A421001
650,0,0.141,330A422001
651,0,0.062,330A423001
652,0,0.08,330A424001
653,0,0.264,330A425001
654,0,0.068,330A426001
655,0,0.302,330A427001
656,0,0.111,330A428001
657,0,0.327,330A429001
658,0,0.238,330A430001
659,0,0.083,330A431001
660,0,0.14,330A432001
661,0,0.38,330A433001
662,0,0.043,330A434001
663,0,0.07,330A435001
664,0,0.123,330A436001
665,0,0.18,330A437001
666,0,0.038,330A438001
667,0,0.354,330A439001
668,0,0.4,330A440001
669,0,0.48,330A441001
670,0,0.145,330A442001
671,0,0.228,330A443001
672,0,0.153,330A444001
673,0,0.069,330A445001
674,0,0.27,330A446001
675,0,0.269,330A447001
676,0,0.331,330A448001
677,0,0.435,330A449001
678,0,0.21,330A450001
679,0,0.309,330A451001
680,0,0.079,330A452001
681,0,0.08,330A453001
682,0,0.081,330A454001
683,0,0.21,330A455001
684,0,0.08,330A456001
685,0,0.257,330A457001
686,0,0.067,330A458001
687,0,0.1,330A459001
688,0,0.609,330A460001
689,0,0.207,330A461001
690,0,0.269,330A462001
691,0,0.185,330A463001
692,0,1.015,330A464001
693,0,0.074,330A465001
694,0,0.281,330A466001
695,0,0.088,330A467001
696,0,0.309,330A468001
697,0,0.905,330A469001
698,0,1.507,330A470001
699,0,1.085,330A471001
700,0,0.249,330A472001
701,0,0.25,330A473001
702,0,0.738,330A474001
703,0,0.31,330A475001
704,0,0.193,330A476001
705,0,0.423,330A477001
706,0,0.743,330A478001
707,0,0.744,330A479001
708,0,0.747,330A480001
709,0,0.749,330A481001
710,0,0.249,330A482001
711,0,0.162,330A483001
712,0,0.176,330A484001
713,0,0.167,330A485001
714,0,0.08,330A486001
715,0,0.67,330A488001
716,0,0.319,330A489001
717,0,1.075,330A490001
718,0,0.233,330A491001
719,0,0.685,330A492001
720,0,0.683,330A493001
721,0,0.952,330A494001
722,0,1.161,330A495001
723,0,0.086,330A496001
724,0,0.352,330A497001
725,0,0.297,330A498001
726,0,0.357,330A499001
727,0,0.165,330A500001
728,0,0.146,330A501001
729,0,0.05,330A502001
730,0,0.114,330A503001
731,0,0.063,330A504001
732,0,0.072,330A505001
733,0,0.651,330A506001
734,0,0.019,330A507001
735,0,0.042,330A508001
736,0,0.092,330A509001
737,0,0.12,330A510001
738,0,0.486,330A511001
739,0,0.49,330A512001
740,0,0.061,330A513001
741,0,0.099,330A514001
742,0,0.484,330A515001
743,0,0.364,330A516001
744,0,0.488,330A517001
745,0,0.172,330A518001
746,0,0.129,330A519001
747,0,0.183,330A520001
748,0,0.309,330A521001
749,0,0.066,330A522001
750,0,0.1,330A523001
751,0,0.13,330A524001
752,0,0.205,330A525001
753,0,0.184,330A526001
754,0,0.186,330A527001
755,0,0.138,330A529001
756,0,0.064,330A530001
757,0,0.363,330A531001
758,0,0.207,330A533001
759,0,0.162,330A535001
760,0,0.041,330A536001
761,0,0.285,330A537001
762,0,0.222,330A538001
763,0,0.221,330A539001
764,0,0.146,330A540001
765,0,0.065,330A541001
766,0,0.225,330A542001
767,0,0.113,330A543001
768,0,0.447,330A544001
769,0,0.534,330A545001
770,0,0.474,330A546001
771,0,0.506,330A547001
772,0,0.083,330A548001
773,0,0.24,330A549001
774,0,0.215,330A550001
775,0,0.025,330A551001
776,0,0.507,330A552001
777,0,0.137,330A553001
778,0,0.454,330A554001
779,0,0.067,330A555001
780,0,0.176,330A556001
781,0,0.08,330A557001
782,0,0.094,330A558001
783,0,0.093,330A559001
784,0,0.052,330A560001
785,0,0.036,330A561001
786,0,0.079,330A562001
787,0,0.09,330A563001
788,0,0.163,330A564001
789,0,0.352,330A565001
790,0,0.378,330A566001
791,0,0.249,330A567001
792,0,0.249,330A568001
793,0,0.183,330A569001
794,0,0.702,330A570001
795,0,0.101,330A571001
796,0,0.284,330A572001
797,0,0.144,330A573001
798,0,0.054,330A574001
799,0,0.066,330A575001
800,0,0.216,330A576001
801,0,0.055,330A577001
802,0,0.625,330A578001
803,0,0.059,330A579001
804,0,0.503,330A580001
805,0,0.125,330A581001
806,0,0.242,330A582001
807,0,0.242,330A583001
808,0,0.036,330A584001
809,0,0.154,330A585001
810,0,0.291,330A586001
811,0,0.185,330A587001
812,0,0.186,330A588001
813,0,0.502,330A589001
814,0,0.506,330A590001
815,0,0.127,330A591001
816,0,0.546,330A592001
817,0,0.473,330A593001
818,0,0.075,330A594001
819,0,0.136,330A595001
820,0,0.1,330A596001
821,0,0.174,330A597001
822,0,0.074,330A598001
823,0,0.076,330A599001
824,0,0.258,330A600001
825,0,0.441,330A601001
826,0,0.186,330A603001
827,0,0.252,330A604001
828,0,0.123,330A605001
829,0,0.134,330A606001
830,0,0.191,330A607001
831,0,0.098,330A608001
832,0,0.158,330A610001
833,0,0.151,330A611001
834,0,0.226,330A612001
835,0,0.287,330A613001
836,0,0.194,330A614001
837,0,0.314,330A615001
838,0,0.263,330A616001
839,0,0.086,330A617001
840,0,0.239,330A618001
841,0,0.164,330A619001
842,0,0.06,330A620001
843,0,0.052,330A621001
844,0,0.074,330A622001
845,0,0.12,330A623001
846,0,0.074,330A624001
847,0,0.047,330A625001
848,0,0.038,330A626001
849,0,0.034,330A628001
850,0,0.147,330A629001
851,0,0.067,330A630001
852,0,0.261,330A631001
853,0,0.295,330A632001
854,0,0.391,330A633001
855,0,0.564,330A634001
856,0,0.332,330A635001
857,0,0.099,330A636001
858,0,0.117,330A637001
859,0,0.06,330A638001
860,0,0.325,330A639001
861,0,0.09,330A640001
862,0,0.143,330A641001
863,0,0.99,330A642001
864,0,1.09,330A643001
865,0,0.65,330A644001
866,0,0.182,330A645001
867,0,0.49,330A646001
868,0,0.453,330A647001
869,0,0.252,330A648001
870,0,0.46,330A649001
871,0,0.403,330A650001
872,0,0.243,330A651001
873,0,0.118,330A652001
874,0,0.12,330A653001
875,0,0.485,330A654001
876,0,0.316,330A655001
877,0,0.067,330A656001
878,0,0.487,330A657001
879,0,0.325,330A658001
880,0,0.238,330A659001
881,0,0.889,330A660001
882,0,0.552,330A661001
883,0,0.125,330A662001
884,0,0.301,330A663001
885,0,0.046,330A665001
886,0,0.076,330A666001
887,0,0.12,330A667001
888,0,0.119,330A668001
889,0,0.151,330A669001
890,0,0.164,330A671001
891,0,0.058,330A673001
892,0,0.39,330A674001
893,0,0.176,330A675001
894,0,0.633,330A676001
895,0,0.721,330A677001
896,0,0.535,330A678001
897,0,0.586,330A679001
898,0,0.268,330A680001
899,0,0.377,330A681001
900,0,0.116,330A682001
901,0,0.091,330A683001
902,0,0.286,330A684001
903,0,0.115,330A685001
904,0,0.063,330A686001
905,0,0.063,330A687001
906,0,0.13,330A688001
907,0,0.159,330A689001
908,0,0.189,330A690001
909,0,0.205,330A691001
910,0,0.045,330A692001
911,0,0.256,330A693001
912,0,0.258,330A694001
913,0,0.063,330A695001
914,0,0.251,330A696001
915,0,0.255,330A697001
916,0,1.009,330A698001
917,0,0.623,330A699001
918,0,0.351,330A700001
919,0,0.25,330A701001
920,0,0.654,330A702001
921,0,0.51,330A703001
922,0,0.844,330A704001
923,0,0.253,330A705001
924,0,0.54,330A706001
925,0,0.408,330A707001
926,0,0.156,330A708001
927,0,0.247,330A709001
928,0,0.25,330A710001
929,0,0.086,330A711001
930,0,0.251,330A712001
931,0,0.062,330A713001
932,0,0.138,330A714001
933,0,0.129,330A716001
934,0,0.505,330A717001
935,0,0.185,330A718001
936,0,0.155,330A720001
937,0,0.181,330A721001
938,0,0.374,330A722001
939,0,0.177,330A723001
940,0,0.189,330A724001
941,0,0.416,330A725001
942,0,0.16,330A726001
943,0,0.405,330A727001
944,0,0.197,330A728001
945,0,0.034,330A729001
946,0,0.143,330A730001
947,0,0.234,330A731001
948,0,0.833,330A732001
949,0,0.198,330A733001
950,0,0.153,330A734001
951,0,0.153,330A735001
952,0,1.146,330A736001
953,0,0.441,330A737001
954,0,0.658,330A738001
955,0,0.349,330A739001
956,0,0.324,330A740001
957,0,0.093,330A741001
958,0,0.769,330A742001
959,0,0.654,330A743001
960,0,1.158,330A744001
961,0,0.099,330A745001
962,0,0.386,330A746001
963,0,0.295,330A747001
964,0,0.253,330A748001
965,0,0.046,330A749001
966,0,0.276,330A750001
967,0,0.373,330A751001
968,0,0.033,330A752001
969,0,0.185,330A753001
970,0,0.746,330A754001
971,0,0.856,330A755001
972,0,0.083,330A756001
973,0,0.056,330A757001
974,0,0.112,330A758001
975,0,0.084,330A759001
976,0,0.129,330A760001
977,0,0.324,330A761001
978,0,0.084,330A762001
979,0,0.033,330A763001
980,0,0.119,330A764001
981,0,0.329,330A765001
982,0,0.033,330A766001
983,0,0.598,330A767001
984,0,0.018,330A768001
985,0,0.097,330A769001
986,0,0.165,330A770001
987,0,0.161,330A771001
988,0,0.072,330A772001
989,0,0.543,330A773001
990,0,0.058,330A774001
991,0,0.101,330A775001
992,0,0.042,330A776001
993,0,0.081,330A777001
994,0,0.3,330A778001
995,0,0.274,330A779001
996,0,0.201,330A780001
997,0,0.363,330A781001
998,0,0.069,330A782001
999,0,0.127,330A783001
1000,0,0.198,330A784001
1001,0,0.117,330A785001
1002,0,0.199,330A786001
1003,0,0.124,330A787001
1004,0,0.991,330A788001
1005,0,0.239,330A789001
1006,0,0.244,330A790001
1007,0,0.092,330A791001
1008,0,0.565,330A792001
1009,0,0.243,330A793001
1010,0,0.138,330A794001
1011,0,0.211,330A795001
1012,0,0.504,330A796001
1013,0,0.501,330A797001
1014,0,0.219,330A798001
1015,0,0.283,330A799001
1016,0,0.062,330A800001
1017,0,0.305,330A802001
1018,0,0.162,330A803001
1019,0,0.243,330A804001
1020,0,0.75,330A805001
1021,0,0.743,330A806001
1022,0,0.423,330A807001
1023,0,0.243,330A808001
1024,0,0.251,330A809001
1025,0,0.334,330A810001
1026,0,0.248,330A811001
1027,0,0.119,330A812001
1028,0,0.178,330A813001
1029,0,0.18,330A814001
1030,0,0.454,330A815001
1031,0,0.269,330A816001
1032,0,0.018,330A817001
1033,0,0.186,330A818001
1034,0,0.111,330A819001
1035,0,0.047,330A820001
1036,0,0.036,330A821001
1037,0,0.434,330A823001
1038,0,0.088,330A824001
1039,0,0.05,330A825001
1040,0,0.227,330A826001
1041,0,0.527,330A827001
1042,0,0.247,330A828001
1043,0,0.1,330A829001
1044,0,0.103,330A830001
1045,0,0.449,330A832001
1046,0,0.134,330A833001
1047,0,0.36,330A834001
1048,0,0.071,330A835001
1049,0,0.264,330A836001
1050,0,0.042,330A837001
1051,0,1.057,330A838001
1052,0,0.089,330A839001
1053,0,0.048,330A840001
1054,0,0.099,330A841001
1055,0,0.099,330A842001
1056,0,0.18,330A843001
1057,0,0.126,330A844001
1058,0,0.091,330A845001
1059,0,0.159,330A846001
1060,0,0.101,330A847001
1061,0,0.134,330A848001
1062,0,0.191,330A849001
1063,0,0.294,330A850001
1064,0,1.055,330A851001
1065,0,0.226,330A852001
1066,0,0.09,330A853001
