"BLM","ELM","ID NUMBER","Feat Seq Nbr","Feature Type","Feat Width","Feature Composition"
0,0.0450,330B922001,12,19,22,15
0,0.0450,330B922001,14,20,2,05
0,0.0450,330B922001,15,29,,40
0,0.5110,330B923001,9,29,,40
0,0.5110,330B923001,10,20,1,05
0,0.5110,330B923001,12,19,20,15
0,0.5110,330B923001,14,20,1,05
0,0.5110,330B923001,15,29,,40
0,0.3810,330B924001,9,29,,40
0,0.3810,330B924001,10,20,1,05
0,0.3810,330B924001,12,19,20,15
0,0.3810,330B924001,14,20,1,05
0,0.3810,330B924001,15,29,,40
0.3810,0.4790,330B924001,9,29,,40
0.3810,0.4790,330B924001,10,20,1,05
0.3810,0.4790,330B924001,12,19,20,15
0.3810,0.4790,330B924001,15,29,,43
0.4790,0.6220,330B924001,9,29,,40
0.4790,0.6220,330B924001,10,20,1,05
0.4790,0.6220,330B924001,12,19,20,15
0.4790,0.6220,330B924001,14,20,1,05
0.4790,0.6220,330B924001,15,29,,40
0,0.2850,330B925001,9,29,,40
0,0.2850,330B925001,10,20,2,05
0,0.2850,330B925001,12,19,22,15
0,0.2850,330B925001,14,20,2,05
0,0.2850,330B925001,15,29,,40
0,0.2090,330B926001,9,29,,40
0,0.2090,330B926001,10,20,1,05
0,0.2090,330B926001,12,19,20,15
0,0.2090,330B926001,14,20,1,05
0,0.2090,330B926001,15,29,,40
0,0.5380,330B927001,9,29,,40
0,0.5380,330B927001,10,20,1,05
0,0.5380,330B927001,12,19,18,15
0,0.5380,330B927001,14,20,1,05
0,0.5380,330B927001,15,29,,40
0,0.18,330B928001,9,29,,40
0,0.18,330B928001,10,20,2,05
0,0.18,330B928001,12,19,18,15
0,0.18,330B928001,14,20,1,05
0,0.18,330B928001,15,29,,40
0.18,0.2550,330B928001,9,29,,40
0.18,0.2550,330B928001,10,20,1,05
0.18,0.2550,330B928001,12,19,20,15
0.18,0.2550,330B928001,14,20,1,05
0.18,0.2550,330B928001,15,29,,40
0.2550,0.3270,330B928001,9,29,,41
0.2550,0.3270,330B928001,12,19,20,15
0.2550,0.3270,330B928001,15,29,,41
0.3270,0.4280,330B928001,9,29,,40
0.3270,0.4280,330B928001,10,20,1,05
0.3270,0.4280,330B928001,12,19,20,15
0.3270,0.4280,330B928001,14,20,1,05
0.3270,0.4280,330B928001,15,29,,40
0,0.5340,330B929001,9,29,,40
0,0.5340,330B929001,10,20,2,05
0,0.5340,330B929001,12,19,18,15
0,0.5340,330B929001,14,20,2,05
0,0.5340,330B929001,15,29,,40
0,0.2130,330B930001,9,29,,40
0,0.2130,330B930001,10,20,2,05
0,0.2130,330B930001,12,19,18,15
0,0.2130,330B930001,14,20,2,05
0,0.2130,330B930001,15,29,,40
0,0.1430,330B931001,9,29,,41
0,0.1430,330B931001,12,19,16,15
0,0.1430,330B931001,15,29,,41
0,0.0640,330B932001,9,29,,41
0,0.0640,330B932001,12,19,20,15
0,0.0640,330B932001,14,20,1,05
0,0.0640,330B932001,15,29,,40
0,0.1390,330B933001,9,29,,40
0,0.1390,330B933001,10,20,2,05
0,0.1390,330B933001,12,19,16,15
0,0.1390,330B933001,14,20,2,05
0,0.1390,330B933001,15,29,,40
0,0.2040,330B934001,9,29,,40
0,0.2040,330B934001,10,20,2,05
0,0.2040,330B934001,12,19,22,15
0,0.2040,330B934001,14,20,2,05
0,0.2040,330B934001,15,29,,40
0,0.19,330B935001,9,29,,40
0,0.19,330B935001,10,20,1,05
0,0.19,330B935001,12,19,18,15
0,0.19,330B935001,14,20,1,05
0,0.19,330B935001,15,29,,40
0.19,0.2840,330B935001,9,29,,45
0.19,0.2840,330B935001,12,19,22,15
0.19,0.2840,330B935001,15,29,,45
0,0.1280,330B936001,9,29,,45
0,0.1280,330B936001,12,19,24,15
0,0.1280,330B936001,15,29,,45
0,0.2120,330B937001,9,29,,40
0,0.2120,330B937001,10,20,1,05
0,0.2120,330B937001,12,19,22,15
0,0.2120,330B937001,14,20,1,05
0,0.2120,330B937001,15,29,,40
0,0.1470,330B938001,9,29,,40
0,0.1470,330B938001,10,20,1,05
0,0.1470,330B938001,12,19,22,15
0,0.1470,330B938001,14,20,1,05
0,0.1470,330B938001,15,29,,40
0,0.0640,330B939001,9,29,,40
0,0.0640,330B939001,10,20,1,05
0,0.0640,330B939001,12,19,20,15
0,0.0640,330B939001,14,20,1,05
0,0.0640,330B939001,15,29,,40
0,0.20,330B940001,9,29,,40
0,0.20,330B940001,10,20,1,05
0,0.20,330B940001,12,19,22,15
0,0.20,330B940001,14,20,1,05
0,0.20,330B940001,15,29,,40
0.20,0.4980,330B940001,9,29,,40
0.20,0.4980,330B940001,10,20,2,05
0.20,0.4980,330B940001,12,19,18,15
0.20,0.4980,330B940001,14,20,2,05
0.20,0.4980,330B940001,15,29,,40
0,0.1060,330B941001,9,29,,40
0,0.1060,330B941001,10,20,1,05
0,0.1060,330B941001,12,19,14,15
0,0.1060,330B941001,14,20,1,05
0,0.1060,330B941001,15,29,,40
0,0.1230,330B942001,9,29,,41
0,0.1230,330B942001,12,19,26,15
0,0.1230,330B942001,15,29,,41
0,0.3270,330B943001,9,29,,40
0,0.3270,330B943001,10,20,1,05
0,0.3270,330B943001,12,19,20,15
0,0.3270,330B943001,14,20,1,05
0,0.3270,330B943001,15,29,,40
0,0.2050,330B944001,9,29,,40
0,0.2050,330B944001,10,20,1,05
0,0.2050,330B944001,12,19,20,15
0,0.2050,330B944001,14,20,1,05
0,0.2050,330B944001,15,29,,40
0,0.0120,330B945001,9,29,,42
0,0.0120,330B945001,12,19,16,15
0,0.0120,330B945001,15,29,,42
0,0.23,330B946001,9,29,,41
0,0.23,330B946001,12,19,26,15
0,0.23,330B946001,15,29,,41
0.23,0.3490,330B946001,9,29,,41
0.23,0.3490,330B946001,12,19,18,15
0.23,0.3490,330B946001,14,20,2,05
0.23,0.3490,330B946001,15,29,,40
0,0.2130,330B947001,9,29,,40
0,0.2130,330B947001,10,20,1,05
0,0.2130,330B947001,12,19,24,15
0,0.2130,330B947001,14,20,1,05
0,0.2130,330B947001,15,29,,40
0,0.0620,330B948001,9,29,,40
0,0.0620,330B948001,10,20,1,05
0,0.0620,330B948001,12,19,20,15
0,0.0620,330B948001,14,20,1,05
0,0.0620,330B948001,15,29,,40
0.0620,0.1930,330B948001,9,29,,40
0.0620,0.1930,330B948001,10,20,1,05
0.0620,0.1930,330B948001,12,19,22,15
0.0620,0.1930,330B948001,14,20,1,05
0.0620,0.1930,330B948001,15,29,,40
0,0.12,330B949001,9,29,,41
0,0.12,330B949001,12,19,28,15
0,0.12,330B949001,15,29,,41
0.12,0.7590,330B949001,9,29,,41
0.12,0.7590,330B949001,12,19,26,15
0.12,0.7590,330B949001,15,29,,41
0,0.1320,330B950001,9,29,,40
0,0.1320,330B950001,10,20,2,05
0,0.1320,330B950001,12,19,16,15
0,0.1320,330B950001,14,20,2,05
0,0.1320,330B950001,15,29,,40
0,0.13,330B951001,9,29,,40
0,0.13,330B951001,10,20,2,05
0,0.13,330B951001,12,19,12,15
0,0.13,330B951001,14,20,2,05
0,0.13,330B951001,15,29,,40
0,0.1540,330B952001,9,29,,41
0,0.1540,330B952001,12,19,26,15
0,0.1540,330B952001,15,29,,41
0,0.26,330B953001,9,29,,41
0,0.26,330B953001,12,19,28,15
0,0.26,330B953001,15,29,,41
0,0.0620,330B954001,9,29,,41
0,0.0620,330B954001,12,19,28,15
0,0.0620,330B954001,15,29,,41
0,0.1650,330B955001,9,29,,41
0,0.1650,330B955001,12,19,26,15
0,0.1650,330B955001,15,29,,41
0,0.0750,330B956001,9,29,,41
0,0.0750,330B956001,12,19,26,15
0,0.0750,330B956001,15,29,,41
0,0.1410,330B957001,9,29,,41
0,0.1410,330B957001,12,19,26,15
0,0.1410,330B957001,15,29,,41
0.1410,0.2210,330B957001,9,29,,41
0.1410,0.2210,330B957001,12,19,24,15
0.1410,0.2210,330B957001,15,29,,41
0.2210,0.3480,330B957001,9,29,,41
0.2210,0.3480,330B957001,12,19,20,15
0.2210,0.3480,330B957001,15,29,,41
0,0.1130,330B958001,9,29,,41
0,0.1130,330B958001,12,19,26,15
0,0.1130,330B958001,15,29,,41
0,0.13,330B959001,9,29,,41
0,0.13,330B959001,12,19,26,15
0,0.13,330B959001,15,29,,41
0,0.3390,330B960001,9,29,,41
0,0.3390,330B960001,12,19,24,15
0,0.3390,330B960001,15,29,,41
0,0.1150,330B961001,9,29,,41
0,0.1150,330B961001,12,19,26,15
0,0.1150,330B961001,15,29,,41
0,0.3420,330B962001,9,29,,40
0,0.3420,330B962001,10,20,1,05
0,0.3420,330B962001,12,19,16,15
0,0.3420,330B962001,15,29,,41
0.3420,0.4620,330B962001,9,29,,41
0.3420,0.4620,330B962001,12,19,22,15
0.3420,0.4620,330B962001,15,29,,41
0.4620,0.6010,330B962001,9,29,,41
0.4620,0.6010,330B962001,12,19,18,15
0.4620,0.6010,330B962001,15,29,,41
0,0.2210,330B963001,9,29,,41
0,0.2210,330B963001,12,19,22,15
0,0.2210,330B963001,15,29,,41
0,0.1540,330B964001,9,29,,40
0,0.1540,330B964001,10,20,1,05
0,0.1540,330B964001,12,19,16,15
0,0.1540,330B964001,14,20,1,05
0,0.1540,330B964001,15,29,,40
0,0.0870,330B965001,9,29,,40
0,0.0870,330B965001,10,20,1,05
0,0.0870,330B965001,12,19,12,15
0,0.0870,330B965001,14,20,1,05
0,0.0870,330B965001,15,29,,40
0,0.2980,330B966001,9,29,,41
0,0.2980,330B966001,12,19,26,15
0,0.2980,330B966001,15,29,,41
0,0.0540,330B967001,9,29,,43
0,0.0540,330B967001,12,19,27,15
0,0.0540,330B967001,15,29,,43
0,0.0790,330B968001,9,29,,43
0,0.0790,330B968001,12,19,27,15
0,0.0790,330B968001,15,29,,43
0,0.2430,330B969001,9,29,,40
0,0.2430,330B969001,10,20,1,05
0,0.2430,330B969001,12,19,22,15
0,0.2430,330B969001,14,20,1,05
0,0.2430,330B969001,15,29,,40
0,0.1070,330B970001,9,29,,40
0,0.1070,330B970001,10,20,1,05
0,0.1070,330B970001,12,19,20,15
0,0.1070,330B970001,14,20,1,05
0,0.1070,330B970001,15,29,,40
0,0.2120,330B971001,9,29,,41
0,0.2120,330B971001,12,19,24,15
0,0.2120,330B971001,15,29,,41
0,0.3330,330B972001,9,29,,40
0,0.3330,330B972001,10,20,1,05
0,0.3330,330B972001,12,19,22,15
0,0.3330,330B972001,14,20,1,05
0,0.3330,330B972001,15,29,,40
0,0.1750,330B973001,9,29,,40
0,0.1750,330B973001,10,20,1,05
0,0.1750,330B973001,12,19,18,15
0,0.1750,330B973001,14,20,1,05
0,0.1750,330B973001,15,29,,40
0,0.22,330B974001,9,29,,40
0,0.22,330B974001,10,20,1,05
0,0.22,330B974001,12,19,20,15
0,0.22,330B974001,14,20,1,05
0,0.22,330B974001,15,29,,40
0.22,0.3490,330B974001,9,29,,40
0.22,0.3490,330B974001,10,20,1,05
0.22,0.3490,330B974001,12,19,22,15
0.22,0.3490,330B974001,14,20,1,05
0.22,0.3490,330B974001,15,29,,40
0,0.30,330B975001,9,29,,41
0,0.30,330B975001,12,19,26,15
0,0.30,330B975001,15,29,,41
0.30,0.3890,330B975001,9,29,,40
0.30,0.3890,330B975001,10,20,1,05
0.30,0.3890,330B975001,12,19,20,15
0.30,0.3890,330B975001,14,20,1,05
0.30,0.3890,330B975001,15,29,,40
0,0.1080,330B976001,9,29,,40
0,0.1080,330B976001,10,20,1,05
0,0.1080,330B976001,12,19,20,15
0,0.1080,330B976001,14,20,1,05
0,0.1080,330B976001,15,29,,40
0,0.16,330B977001,9,29,,40
0,0.16,330B977001,10,20,2,05
0,0.16,330B977001,12,19,30,15
0,0.16,330B977001,14,20,2,05
0,0.16,330B977001,15,29,,40
0.16,0.3920,330B977001,9,29,,41
0.16,0.3920,330B977001,12,19,24,15
0.16,0.3920,330B977001,15,29,,41
0,0.12,330B978001,9,29,,41
0,0.12,330B978001,12,19,20,15
0,0.12,330B978001,15,29,,41
0.12,0.40,330B978001,9,29,,40
0.12,0.40,330B978001,10,20,1,05
0.12,0.40,330B978001,12,19,20,15
0.12,0.40,330B978001,14,20,1,05
0.12,0.40,330B978001,15,29,,40
0,0.3740,330B979001,9,29,,40
0,0.3740,330B979001,10,20,2,05
0,0.3740,330B979001,12,19,20,15
0,0.3740,330B979001,14,20,2,05
0,0.3740,330B979001,15,29,,40
0,0.1050,330B980001,9,29,,41
0,0.1050,330B980001,12,19,16,15
0,0.1050,330B980001,15,29,,41
0,0.1010,330B981001,9,29,,40
0,0.1010,330B981001,10,20,1,05
0,0.1010,330B981001,12,19,20,15
0,0.1010,330B981001,14,20,1,05
0,0.1010,330B981001,15,29,,40
0,0.37,330B982001,9,29,,40
0,0.37,330B982001,10,20,2,05
0,0.37,330B982001,12,19,24,15
0,0.37,330B982001,14,20,2,05
0,0.37,330B982001,15,29,,40
0.37,0.4410,330B982001,9,29,,40
0.37,0.4410,330B982001,10,20,2,05
0.37,0.4410,330B982001,12,19,21,15
0.37,0.4410,330B982001,14,20,2,05
0.37,0.4410,330B982001,15,29,,40
0,0.17,330B983001,9,29,,40
0,0.17,330B983001,10,20,1,05
0,0.17,330B983001,12,19,20,15
0,0.17,330B983001,14,20,1,05
0,0.17,330B983001,15,29,,40
0,0.1130,330B984001,9,29,,41
0,0.1130,330B984001,12,19,26,15
0,0.1130,330B984001,15,29,,41
0,0.11,330B985001,9,29,,40
0,0.11,330B985001,10,20,1,05
0,0.11,330B985001,12,19,20,15
0,0.11,330B985001,14,20,1,05
0,0.11,330B985001,15,29,,40
0,0.1930,330B986001,9,29,,40
0,0.1930,330B986001,10,20,1,05
0,0.1930,330B986001,12,19,22,15
0,0.1930,330B986001,15,29,,41
0.1930,0.4540,330B986001,9,29,,41
0.1930,0.4540,330B986001,12,19,22,15
0.1930,0.4540,330B986001,15,29,,41
0,0.3860,330B987001,9,29,,40
0,0.3860,330B987001,10,20,1,05
0,0.3860,330B987001,12,19,20,15
0,0.3860,330B987001,14,20,1,05
0,0.3860,330B987001,15,29,,40
0,0.06,330B988001,9,29,,40
0,0.06,330B988001,10,20,1,05
0,0.06,330B988001,12,19,26,15
0,0.06,330B988001,14,20,1,05
0,0.06,330B988001,15,29,,40
0.06,0.15,330B988001,9,29,,40
0.06,0.15,330B988001,10,20,1,05
0.06,0.15,330B988001,12,19,20,15
0.06,0.15,330B988001,14,20,1,05
0.06,0.15,330B988001,15,29,,40
0.15,0.2250,330B988001,9,29,,41
0.15,0.2250,330B988001,12,19,22,15
0.15,0.2250,330B988001,15,29,,41
0,0.1380,330B989001,9,29,,40
0,0.1380,330B989001,10,20,1,05
0,0.1380,330B989001,12,19,20,15
0,0.1380,330B989001,14,20,1,05
0,0.1380,330B989001,15,29,,40
0,0.2510,330B990001,9,29,,40
0,0.2510,330B990001,10,20,1,05
0,0.2510,330B990001,12,19,20,15
0,0.2510,330B990001,14,20,1,05
0,0.2510,330B990001,15,29,,40
0,0.0460,330B991001,9,29,,40
0,0.0460,330B991001,10,20,1,05
0,0.0460,330B991001,12,19,24,15
0,0.0460,330B991001,14,20,1,05
0,0.0460,330B991001,15,29,,40
0,0.0990,330B992001,9,29,,41
0,0.0990,330B992001,12,19,24,15
0,0.0990,330B992001,15,29,,41
0,0.2980,330B993001,9,29,,40
0,0.2980,330B993001,10,20,1,05
0,0.2980,330B993001,12,19,20,15
0,0.2980,330B993001,14,20,1,05
0,0.2980,330B993001,15,29,,40
0,0.09,330B994001,9,29,,41
0,0.09,330B994001,12,19,22,15
0,0.09,330B994001,15,29,,41
0.09,0.3450,330B994001,9,29,,41
0.09,0.3450,330B994001,12,19,18,15
0.09,0.3450,330B994001,15,29,,41
0,0.2050,330B995001,9,29,,41
0,0.2050,330B995001,12,19,26,15
0,0.2050,330B995001,15,29,,41
0,0.14,330B996001,9,29,,40
0,0.14,330B996001,10,20,2,05
0,0.14,330B996001,12,19,18,15
0,0.14,330B996001,14,20,2,05
0,0.14,330B996001,15,29,,40
0.14,0.2080,330B996001,9,29,,41
0.14,0.2080,330B996001,12,19,22,15
0.14,0.2080,330B996001,15,29,,41
0,0.2540,330B997001,9,29,,40
0,0.2540,330B997001,10,20,2,05
0,0.2540,330B997001,12,19,24,15
0,0.2540,330B997001,14,20,2,05
0,0.2540,330B997001,15,29,,40
0.2540,0.4620,330B997001,9,29,,41
0.2540,0.4620,330B997001,12,19,24,15
0.2540,0.4620,330B997001,15,29,,41
0,0.18,330B998001,9,29,,40
0,0.18,330B998001,10,20,1,05
0,0.18,330B998001,12,19,20,15
0,0.18,330B998001,14,20,1,05
0,0.18,330B998001,15,29,,40
0.18,0.3270,330B998001,9,29,,41
0.18,0.3270,330B998001,12,19,18,15
0.18,0.3270,330B998001,15,29,,41
0,0.1980,330B999001,9,29,,41
0,0.1980,330B999001,12,19,19,15
0,0.1980,330B999001,15,29,,41
0,0.1460,330C001001,9,29,,40
0,0.1460,330C001001,10,20,2,05
0,0.1460,330C001001,12,19,20,15
0,0.1460,330C001001,14,20,2,05
0,0.1460,330C001001,15,29,,40
0,0.2820,330C002001,9,29,,40
0,0.2820,330C002001,10,20,1,05
0,0.2820,330C002001,12,19,20,15
0,0.2820,330C002001,14,20,1,05
0,0.2820,330C002001,15,29,,40
0,0.1610,330C003001,9,29,,40
0,0.1610,330C003001,10,20,1,05
0,0.1610,330C003001,12,19,20,15
0,0.1610,330C003001,15,29,,41
0.1610,0.32,330C003001,9,29,,40
0.1610,0.32,330C003001,10,20,1,05
0.1610,0.32,330C003001,12,19,20,15
0.1610,0.32,330C003001,14,20,1,05
0.1610,0.32,330C003001,15,29,,40
0,0.06,330C004001,9,29,,40
0,0.06,330C004001,10,20,1,05
0,0.06,330C004001,12,19,18,15
0,0.06,330C004001,14,20,1,05
0,0.06,330C004001,15,29,,40
0.06,0.3310,330C004001,9,29,,40
0.06,0.3310,330C004001,10,20,1,05
0.06,0.3310,330C004001,12,19,20,15
0.06,0.3310,330C004001,15,29,,41
0,0.0750,330C005001,9,29,,40
0,0.0750,330C005001,10,20,1,05
0,0.0750,330C005001,12,19,28,15
0,0.0750,330C005001,14,20,1,05
0,0.0750,330C005001,15,29,,40
0,0.0990,330C006001,9,29,,40
0,0.0990,330C006001,10,20,2,05
0,0.0990,330C006001,12,19,10,15
0,0.0990,330C006001,14,20,2,05
0,0.0990,330C006001,15,29,,40
0,0.1330,330C007001,9,29,,41
0,0.1330,330C007001,12,19,26,15
0,0.1330,330C007001,15,29,,41
0,0.1340,330C008001,9,29,,41
0,0.1340,330C008001,12,19,22,15
0,0.1340,330C008001,15,29,,41
0,0.0990,330C009001,9,29,,41
0,0.0990,330C009001,12,19,20,15
0,0.0990,330C009001,15,29,,41
0,0.0930,330C010001,9,29,,41
0,0.0930,330C010001,12,19,20,15
0,0.0930,330C010001,15,29,,41
0,0.3540,330C011001,9,29,,40
0,0.3540,330C011001,10,20,1,05
0,0.3540,330C011001,12,19,18,15
0,0.3540,330C011001,14,20,1,05
0,0.3540,330C011001,15,29,,40
0,0.1550,330C012001,9,29,,40
0,0.1550,330C012001,10,20,1,05
0,0.1550,330C012001,12,19,20,15
0,0.1550,330C012001,14,20,1,05
0,0.1550,330C012001,15,29,,40
0,0.22,330C013001,9,29,,41
0,0.22,330C013001,12,19,22,15
0,0.22,330C013001,15,29,,41
0.22,0.3260,330C013001,9,29,,40
0.22,0.3260,330C013001,10,20,1,05
0.22,0.3260,330C013001,12,19,22,15
0.22,0.3260,330C013001,14,20,1,05
0.22,0.3260,330C013001,15,29,,40
0,0.0750,330C014001,9,29,,40
0,0.0750,330C014001,10,20,1,05
0,0.0750,330C014001,12,19,26,15
0,0.0750,330C014001,14,20,1,05
0,0.0750,330C014001,15,29,,40
0,0.1390,330C015001,9,29,,41
0,0.1390,330C015001,12,19,24,15
0,0.1390,330C015001,15,29,,41
0,0.0760,330C016001,9,29,,41
0,0.0760,330C016001,12,19,20,15
0,0.0760,330C016001,15,29,,41
0,0.0690,330C017001,9,29,,41
0,0.0690,330C017001,12,19,22,15
0,0.0690,330C017001,15,29,,41
0,0.1020,330C018001,9,29,,40
0,0.1020,330C018001,10,20,1,05
0,0.1020,330C018001,12,19,10,15
0,0.1020,330C018001,14,20,1,05
0,0.1020,330C018001,15,29,,40
0,1.0220,330C019001,9,29,,40
0,1.0220,330C019001,10,20,2,05
0,1.0220,330C019001,12,19,18,06
0,1.0220,330C019001,14,20,2,05
0,1.0220,330C019001,15,29,,40
0,0.1330,330C020001,9,29,,40
0,0.1330,330C020001,12,19,18,06
0,0.1330,330C020001,15,29,,40
0,0.2250,330C021001,9,29,,40
0,0.2250,330C021001,10,20,2,05
0,0.2250,330C021001,12,19,12,15
0,0.2250,330C021001,14,20,2,05
0,0.2250,330C021001,15,29,,40
0,0.75,330C022001,9,29,,40
0,0.75,330C022001,10,20,2,05
0,0.75,330C022001,12,19,12,15
0,0.75,330C022001,14,20,2,05
0,0.75,330C022001,15,29,,40
0.75,1.20,330C022001,9,29,,40
0.75,1.20,330C022001,10,20,2,05
0.75,1.20,330C022001,12,19,18,15
0.75,1.20,330C022001,14,20,2,05
0.75,1.20,330C022001,15,29,,40
1.20,1.4760,330C022001,9,29,,40
1.20,1.4760,330C022001,10,20,1,05
1.20,1.4760,330C022001,12,19,12,15
1.20,1.4760,330C022001,14,20,1,05
1.20,1.4760,330C022001,15,29,,40
0,0.1610,330C023001,9,29,,40
0,0.1610,330C023001,10,20,1,05
0,0.1610,330C023001,12,19,10,15
0,0.1610,330C023001,14,20,1,05
0,0.1610,330C023001,15,29,,40
0,0.2940,330C024001,9,29,,40
0,0.2940,330C024001,10,20,1,05
0,0.2940,330C024001,12,19,10,15
0,0.2940,330C024001,14,20,1,05
0,0.2940,330C024001,15,29,,40
0,0.1730,330C025001,9,29,,40
0,0.1730,330C025001,10,20,1,05
0,0.1730,330C025001,12,19,10,15
0,0.1730,330C025001,14,20,1,05
0,0.1730,330C025001,15,29,,40
0,0.1650,330C026001,9,29,,40
0,0.1650,330C026001,10,20,2,05
0,0.1650,330C026001,12,19,10,15
0,0.1650,330C026001,14,20,2,05
0,0.1650,330C026001,15,29,,40
0,0.0690,330C027001,9,29,,42
0,0.0690,330C027001,12,19,24,15
0,0.0690,330C027001,15,29,,41
0,0.9350,330C028001,9,29,,40
0,0.9350,330C028001,10,20,2,05
0,0.9350,330C028001,12,19,16,06
0,0.9350,330C028001,14,20,2,05
0,0.9350,330C028001,15,29,,40
0,0.1340,330C029001,9,29,,40
0,0.1340,330C029001,10,20,2,05
0,0.1340,330C029001,12,19,10,15
0,0.1340,330C029001,14,20,2,05
0,0.1340,330C029001,15,29,,40
0,0.2870,330C030001,9,29,,42
0,0.2870,330C030001,12,19,30,15
0,0.2870,330C030001,15,29,,42
0,1.46,330C031001,8,29,,40
0,1.46,330C031001,9,20,2,04
0,1.46,330C031001,10,19,22,15
0,1.46,330C031001,12,20,2,04
0,1.46,330C031001,13,29,,40
1.46,2.5520,330C031001,9,29,,40
1.46,2.5520,330C031001,10,20,2,05
1.46,2.5520,330C031001,12,19,20,15
1.46,2.5520,330C031001,14,20,2,05
1.46,2.5520,330C031001,15,29,,40
2.5520,2.6930,330C031001,9,29,,40
2.5520,2.6930,330C031001,10,20,5,05
2.5520,2.6930,330C031001,12,19,24,15
2.5520,2.6930,330C031001,14,20,5,05
2.5520,2.6930,330C031001,15,29,,40
0,0.1490,330C032001,9,29,,40
0,0.1490,330C032001,10,20,1,05
0,0.1490,330C032001,12,19,20,15
0,0.1490,330C032001,14,20,1,05
0,0.1490,330C032001,15,29,,40
0,0.0650,330C033001,9,29,,40
0,0.0650,330C033001,10,20,1,05
0,0.0650,330C033001,12,19,12,06
0,0.0650,330C033001,14,20,1,05
0,0.0650,330C033001,15,29,,40
0,0.1110,330C034001,9,29,,40
0,0.1110,330C034001,10,20,1,05
0,0.1110,330C034001,12,19,10,06
0,0.1110,330C034001,14,20,1,05
0,0.1110,330C034001,15,29,,40
0,0.1770,330C035001,9,29,,41
0,0.1770,330C035001,12,19,26,15
0,0.1770,330C035001,15,29,,41
0,0.1220,330C036001,9,29,,40
0,0.1220,330C036001,10,20,1,05
0,0.1220,330C036001,12,19,10,15
0,0.1220,330C036001,14,20,1,05
0,0.1220,330C036001,15,29,,40
0,0.0860,330C036002,9,29,,40
0,0.0860,330C036002,10,20,1,05
0,0.0860,330C036002,12,19,10,15
0,0.0860,330C036002,14,20,1,05
0,0.0860,330C036002,15,29,,40
0,0.3150,330C037001,9,29,,40
0,0.3150,330C037001,10,20,2,05
0,0.3150,330C037001,12,19,14,15
0,0.3150,330C037001,14,20,2,05
0,0.3150,330C037001,15,29,,40
0.3150,0.47,330C037001,9,29,,40
0.3150,0.47,330C037001,10,20,2,05
0.3150,0.47,330C037001,12,19,14,15
0.3150,0.47,330C037001,15,29,,41
0.47,1.19,330C037001,9,29,,40
0.47,1.19,330C037001,10,20,2,05
0.47,1.19,330C037001,12,19,16,15
0.47,1.19,330C037001,14,20,2,05
0.47,1.19,330C037001,15,29,,40
1.19,1.8370,330C037001,9,29,,40
1.19,1.8370,330C037001,10,20,1,05
1.19,1.8370,330C037001,12,19,20,15
1.19,1.8370,330C037001,14,20,1,05
1.19,1.8370,330C037001,15,29,,40
0,0.07,330C038001,9,29,,40
0,0.07,330C038001,10,20,2,05
0,0.07,330C038001,12,19,18,15
0,0.07,330C038001,14,20,2,05
0,0.07,330C038001,15,29,,40
0.07,1.2060,330C038001,9,29,,40
0.07,1.2060,330C038001,10,20,2,05
0.07,1.2060,330C038001,12,19,16,15
0.07,1.2060,330C038001,14,20,2,05
0.07,1.2060,330C038001,15,29,,40
0,0.22,330C039001,9,29,,40
0,0.22,330C039001,10,20,2,05
0,0.22,330C039001,12,19,16,15
0,0.22,330C039001,14,20,2,05
0,0.22,330C039001,15,29,,40
0.22,0.35,330C039001,9,29,,40
0.22,0.35,330C039001,10,20,2,05
0.22,0.35,330C039001,12,19,14,15
0.22,0.35,330C039001,14,20,1,05
0.22,0.35,330C039001,15,29,,40
0,0.21,330C040001,9,29,,40
0,0.21,330C040001,10,20,2,05
0,0.21,330C040001,12,19,12,15
0,0.21,330C040001,14,20,2,05
0,0.21,330C040001,15,29,,40
0.21,0.4830,330C040001,9,29,,40
0.21,0.4830,330C040001,10,20,2,05
0.21,0.4830,330C040001,12,19,18,15
0.21,0.4830,330C040001,14,20,2,05
0.21,0.4830,330C040001,15,29,,40
0,0.1820,330C041001,9,29,,40
0,0.1820,330C041001,10,20,2,05
0,0.1820,330C041001,12,19,16,15
0,0.1820,330C041001,14,20,2,05
0,0.1820,330C041001,15,29,,40
0,0.45,330C042001,9,29,,40
0,0.45,330C042001,10,20,2,05
0,0.45,330C042001,12,19,16,15
0,0.45,330C042001,14,20,2,05
0,0.45,330C042001,15,29,,40
0,0.1650,330C043001,9,29,,40
0,0.1650,330C043001,10,20,2,05
0,0.1650,330C043001,12,19,14,15
0,0.1650,330C043001,14,20,2,05
0,0.1650,330C043001,15,29,,40
0,0.1220,330C044001,9,29,,40
0,0.1220,330C044001,10,20,2,05
0,0.1220,330C044001,12,19,16,15
0,0.1220,330C044001,14,20,2,05
0,0.1220,330C044001,15,29,,40
0,0.1570,330C045001,9,29,,40
0,0.1570,330C045001,10,20,2,05
0,0.1570,330C045001,12,19,16,15
0,0.1570,330C045001,14,20,2,05
0,0.1570,330C045001,15,29,,40
0,0.2230,330C046001,9,29,,40
0,0.2230,330C046001,10,20,1,05
0,0.2230,330C046001,12,19,16,15
0,0.2230,330C046001,14,20,1,05
0,0.2230,330C046001,15,29,,40
0,0.3250,330C047001,9,29,,40
0,0.3250,330C047001,10,20,2,05
