"BLM","ELM","ID NUMBER","Feat Seq Nbr","Feature Type","Feat Width","Feature Composition"
0,0.1120,330A208001,9,29,,43
0,0.1120,330A208001,12,19,24,15
0,0.1120,330A208001,15,29,,43
0,0.37,330A209001,9,29,,40
0,0.37,330A209001,10,20,1,05
0,0.37,330A209001,12,19,22,15
0,0.37,330A209001,14,20,1,05
0,0.37,330A209001,15,29,,40
0.37,0.9420,330A209001,9,29,,45
0.37,0.9420,330A209001,12,19,30,15
0.37,0.9420,330A209001,15,29,,45
0,0.2070,330A210001,9,29,,45
0,0.2070,330A210001,12,19,30,15
0,0.2070,330A210001,15,29,,45
0,0.4770,330A211001,9,29,,43
0,0.4770,330A211001,12,19,30,15
0,0.4770,330A211001,15,29,,43
0,0.1030,330A212001,9,29,,40
0,0.1030,330A212001,10,20,2,05
0,0.1030,330A212001,12,19,14,15
0,0.1030,330A212001,14,20,2,05
0,0.1030,330A212001,15,29,,40
0,0.2590,330A213001,9,29,,45
0,0.2590,330A213001,12,19,30,15
0,0.2590,330A213001,15,29,,41
0,0.1530,330A214001,9,29,,40
0,0.1530,330A214001,10,20,1,05
0,0.1530,330A214001,12,19,20,15
0,0.1530,330A214001,14,20,1,05
0,0.1530,330A214001,15,29,,40
0.1530,0.2220,330A214001,9,29,,40
0.1530,0.2220,330A214001,10,20,1,05
0.1530,0.2220,330A214001,12,19,26,15
0.1530,0.2220,330A214001,14,20,1,05
0.1530,0.2220,330A214001,15,29,,40
0.2220,0.4140,330A214001,9,29,,41
0.2220,0.4140,330A214001,12,19,24,15
0.2220,0.4140,330A214001,15,29,,41
0,0.0470,330A215001,9,29,,43
0,0.0470,330A215001,12,19,36,15
0,0.0470,330A215001,15,29,,43
0,0.1670,330A216001,9,29,,41
0,0.1670,330A216001,12,19,14,15
0,0.1670,330A216001,15,29,,41
0,0.16,330A217001,9,29,,40
0,0.16,330A217001,10,20,1,05
0,0.16,330A217001,12,19,20,15
0,0.16,330A217001,14,20,1,05
0,0.16,330A217001,15,29,,40
0.16,0.3060,330A217001,9,29,,40
0.16,0.3060,330A217001,10,20,1,05
0.16,0.3060,330A217001,12,19,10,15
0.16,0.3060,330A217001,14,20,1,05
0.16,0.3060,330A217001,15,29,,40
0,0.0690,330A218001,9,29,,40
0,0.0690,330A218001,10,20,1,05
0,0.0690,330A218001,12,19,20,15
0,0.0690,330A218001,15,29,,41
0,0.2150,330A219001,9,29,,41
0,0.2150,330A219001,12,19,22,15
0,0.2150,330A219001,15,29,,41
0,0.11,330A220001,9,29,,43
0,0.11,330A220001,12,19,24,15
0,0.11,330A220001,14,20,1,05
0,0.11,330A220001,15,29,,40
0,0.12,330A221001,9,29,,40
0,0.12,330A221001,10,20,2,05
0,0.12,330A221001,12,19,24,15
0,0.12,330A221001,15,29,,43
0.12,0.19,330A221001,9,29,,43
0.12,0.19,330A221001,12,19,24,15
0.12,0.19,330A221001,15,29,,43
0,0.20,330A222001,9,29,,43
0,0.20,330A222001,12,19,24,15
0,0.20,330A222001,15,29,,43
0.20,0.2050,330A222001,9,29,,45
0.20,0.2050,330A222001,12,19,36,15
0.20,0.2050,330A222001,15,29,,45
0,0.20,330A223001,9,29,,45
0,0.20,330A223001,12,19,26,15
0,0.20,330A223001,15,29,,45
0.20,0.3710,330A223001,9,29,,40
0.20,0.3710,330A223001,10,20,1,05
0.20,0.3710,330A223001,12,19,20,15
0.20,0.3710,330A223001,14,20,1,05
0.20,0.3710,330A223001,15,29,,40
0,0.07,330A224001,9,29,,42
0,0.07,330A224001,12,19,24,15
0,0.07,330A224001,15,29,,43
0.07,0.18,330A224001,9,29,,40
0.07,0.18,330A224001,10,20,1,05
0.07,0.18,330A224001,12,19,14,15
0.07,0.18,330A224001,15,29,,41
0.18,0.3770,330A224001,9,29,,43
0.18,0.3770,330A224001,12,19,24,15
0.18,0.3770,330A224001,15,29,,43
0,0.1240,330A225001,9,29,,41
0,0.1240,330A225001,12,19,10,06
0,0.1240,330A225001,14,20,1,05
0,0.1240,330A225001,15,29,,40
0,0.05,330A226001,9,29,,41
0,0.05,330A226001,12,19,20,15
0,0.05,330A226001,15,29,,41
0,0.2190,330A227001,9,29,,43
0,0.2190,330A227001,12,19,24,15
0,0.2190,330A227001,15,29,,43
0,0.25,330A228001,9,29,,40
0,0.25,330A228001,10,20,1,05
0,0.25,330A228001,12,19,10,15
0,0.25,330A228001,14,20,1,05
0,0.25,330A228001,15,29,,40
0,0.1650,330A229001,9,29,,42
0,0.1650,330A229001,12,19,16,15
0,0.1650,330A229001,15,29,,42
0,0.12,330A230001,9,29,,40
0,0.12,330A230001,10,20,1,05
0,0.12,330A230001,12,19,22,15
0,0.12,330A230001,15,29,,41
0.12,0.5070,330A230001,9,29,,40
0.12,0.5070,330A230001,10,20,1,05
0.12,0.5070,330A230001,12,19,16,15
0.12,0.5070,330A230001,14,20,1,05
0.12,0.5070,330A230001,15,29,,40
0,0.0990,330A231001,9,29,,43
0,0.0990,330A231001,12,19,40,15
0,0.0990,330A231001,15,29,,42
0.0990,0.1850,330A231001,9,29,,41
0.0990,0.1850,330A231001,12,19,28,15
0.0990,0.1850,330A231001,15,29,,41
0.1850,0.2850,330A231001,1,29,,43
0.1850,0.2850,330A231001,2,20,2,18
0.1850,0.2850,330A231001,3,19,24,15
0.1850,0.2850,330A231001,4,20,2,18
0.1850,0.2850,330A231001,5,29,,42
0.2850,0.3250,330A231001,1,29,,40
0.2850,0.3250,330A231001,2,20,2,05
0.2850,0.3250,330A231001,3,19,18,15
0.2850,0.3250,330A231001,4,20,2,05
0.2850,0.3250,330A231001,5,29,,40
0,0.0350,330A232001,9,29,,43
0,0.0350,330A232001,12,19,30,15
0,0.0350,330A232001,15,29,,42
0,0.2240,330A233001,9,29,,40
0,0.2240,330A233001,10,20,1,05
0,0.2240,330A233001,12,19,18,15
0,0.2240,330A233001,14,20,1,05
0,0.2240,330A233001,15,29,,40
0,0.4080,330A234001,9,29,,43
0,0.4080,330A234001,12,19,30,15
0,0.4080,330A234001,15,29,,43
0,0.4180,330A235001,9,29,,43
0,0.4180,330A235001,12,19,30,15
0,0.4180,330A235001,15,29,,41
0,0.2890,330A236001,9,29,,45
0,0.2890,330A236001,12,19,22,15
0,0.2890,330A236001,15,29,,45
0.2890,0.3580,330A236001,9,29,,41
0.2890,0.3580,330A236001,12,19,16,15
0.2890,0.3580,330A236001,15,29,,41
0.3580,0.6730,330A236001,9,29,,40
0.3580,0.6730,330A236001,10,20,1,05
0.3580,0.6730,330A236001,12,19,16,15
0.3580,0.6730,330A236001,15,29,,41
0,0.0660,330A237001,9,29,,45
0,0.0660,330A237001,12,19,30,15
0,0.0660,330A237001,15,29,,45
0,0.2850,330A238001,9,29,,43
0,0.2850,330A238001,12,19,23,15
0,0.2850,330A238001,15,29,,43
0,0.0770,330A239001,9,29,,40
0,0.0770,330A239001,10,20,1,05
0,0.0770,330A239001,12,19,16,15
0,0.0770,330A239001,14,20,1,05
0,0.0770,330A239001,15,29,,40
0,0.1810,330A240001,9,29,,45
0,0.1810,330A240001,12,19,30,15
0,0.1810,330A240001,15,29,,45
0,0.1250,330A241001,9,29,,45
0,0.1250,330A241001,12,19,28,15
0,0.1250,330A241001,15,29,,45
0,0.1520,330A242001,9,29,,40
0,0.1520,330A242001,10,20,1,05
0,0.1520,330A242001,12,19,12,15
0,0.1520,330A242001,14,20,2,05
0,0.1520,330A242001,15,29,,40
0,0.1340,330A243001,9,29,,45
0,0.1340,330A243001,12,19,30,15
0,0.1340,330A243001,15,29,,45
0,0.1730,330A244001,9,29,,43
0,0.1730,330A244001,12,19,24,15
0,0.1730,330A244001,15,29,,43
0,0.4290,330A245001,9,29,,45
0,0.4290,330A245001,12,19,30,15
0,0.4290,330A245001,15,29,,45
0,0.0640,330A246001,9,29,,45
0,0.0640,330A246001,12,19,24,15
0,0.0640,330A246001,15,29,,45
0,0.2080,330A247001,9,29,,45
0,0.2080,330A247001,12,19,30,15
0,0.2080,330A247001,15,29,,45
0,0.2650,330A248001,9,29,,45
0,0.2650,330A248001,12,19,30,15
0,0.2650,330A248001,15,29,,45
0,0.1120,330A249001,9,29,,45
0,0.1120,330A249001,12,19,26,15
0,0.1120,330A249001,15,29,,45
0,0.1240,330A250001,9,29,,45
0,0.1240,330A250001,12,19,14,15
0,0.1240,330A250001,15,29,,45
0.1240,0.2230,330A250001,9,29,,40
0.1240,0.2230,330A250001,10,20,1,05
0.1240,0.2230,330A250001,12,19,8,15
0.1240,0.2230,330A250001,14,20,1,05
0.1240,0.2230,330A250001,15,29,,40
0,0.08,330A251001,9,29,,41
0,0.08,330A251001,12,19,22,15
0,0.08,330A251001,15,29,,41
0.08,0.2580,330A251001,9,29,,40
0.08,0.2580,330A251001,10,20,2,05
0.08,0.2580,330A251001,12,19,16,15
0.08,0.2580,330A251001,14,20,2,05
0.08,0.2580,330A251001,15,29,,40
0,0.1560,330A252001,9,29,,43
0,0.1560,330A252001,12,19,26,15
0,0.1560,330A252001,15,29,,43
0,0.1910,330A253001,9,29,,40
0,0.1910,330A253001,10,20,1,05
0,0.1910,330A253001,12,19,20,15
0,0.1910,330A253001,14,20,1,05
0,0.1910,330A253001,15,29,,40
0,0.1760,330A254001,9,29,,40
0,0.1760,330A254001,10,20,1,05
0,0.1760,330A254001,12,19,17,15
0,0.1760,330A254001,14,20,2,05
0,0.1760,330A254001,15,29,,40
0,0.04,330A255001,9,29,,42
0,0.04,330A255001,11,20,2,18
0,0.04,330A255001,13,19,17,15
0,0.04,330A255001,15,20,7,15
0,0.04,330A255001,17,29,,43
0.04,0.21,330A255001,1,29,,42
0.04,0.21,330A255001,2,20,2,18
0.04,0.21,330A255001,3,19,18,15
0.04,0.21,330A255001,4,20,2,18
0.04,0.21,330A255001,5,29,,43
0.21,0.2530,330A255001,1,20,4,15
0.21,0.2530,330A255001,2,19,20,15
0.21,0.2530,330A255001,3,20,2,18
0.21,0.2530,330A255001,4,29,,43
0,0.1080,330A256001,9,29,,41
0,0.1080,330A256001,12,19,24,15
0,0.1080,330A256001,14,20,1,05
0,0.1080,330A256001,15,29,,40
0,0.1750,330A257001,9,29,,41
0,0.1750,330A257001,12,19,26,15
0,0.1750,330A257001,15,29,,41
0,0.1670,330A258001,9,29,,40
0,0.1670,330A258001,10,20,2,05
0,0.1670,330A258001,12,19,22,15
0,0.1670,330A258001,14,20,2,05
0,0.1670,330A258001,15,29,,40
0,0.0710,330A259001,9,29,,40
0,0.0710,330A259001,10,20,1,05
0,0.0710,330A259001,12,19,20,15
0,0.0710,330A259001,14,20,1,05
0,0.0710,330A259001,15,29,,40
0,0.1360,330A260001,9,29,,41
0,0.1360,330A260001,12,19,22,15
0,0.1360,330A260001,15,29,,41
0.1360,0.7680,330A260001,9,29,,45
0.1360,0.7680,330A260001,12,19,26,15
0.1360,0.7680,330A260001,15,29,,45
0,0.50,330A261001,9,29,,45
0,0.50,330A261001,12,19,26,15
0,0.50,330A261001,15,29,,45
0,0.06,330A262001,9,29,,41
0,0.06,330A262001,12,19,24,15
0,0.06,330A262001,15,29,,45
0.06,0.13,330A262001,9,29,,42
0.06,0.13,330A262001,12,19,22,15
0.06,0.13,330A262001,15,29,,42
0.13,0.2160,330A262001,9,29,,40
0.13,0.2160,330A262001,10,20,1,05
0.13,0.2160,330A262001,12,19,10,15
0.13,0.2160,330A262001,14,20,1,05
0.13,0.2160,330A262001,15,29,,40
0,0.2020,330A263001,9,29,,41
0,0.2020,330A263001,12,19,24,15
0,0.2020,330A263001,15,29,,41
0.2020,0.2840,330A263001,9,29,,41
0.2020,0.2840,330A263001,12,19,20,15
0.2020,0.2840,330A263001,15,29,,41
0,0.36,330A264001,9,29,,41
0,0.36,330A264001,12,19,24,15
0,0.36,330A264001,15,29,,41
0,0.3190,330A265001,9,29,,41
0,0.3190,330A265001,12,19,22,15
0,0.3190,330A265001,15,29,,41
0.3190,0.4460,330A265001,9,29,,43
0.3190,0.4460,330A265001,12,19,24,15
0.3190,0.4460,330A265001,15,29,,43
0,0.07,330A266001,9,29,,41
0,0.07,330A266001,12,19,28,15
0,0.07,330A266001,15,29,,41
0.07,0.2350,330A266001,9,29,,41
0.07,0.2350,330A266001,12,19,30,15
0.07,0.2350,330A266001,15,29,,43
0,0.05,330A267001,9,29,,42
0,0.05,330A267001,11,2,12,15
0,0.05,330A267001,13,19,26,15
0,0.05,330A267001,16,29,,42
0.05,0.13,330A267001,1,29,,40
0.05,0.13,330A267001,2,20,1,04
0.05,0.13,330A267001,3,19,22,15
0.05,0.13,330A267001,4,29,,42
0.13,0.18,330A267001,9,29,,40
0.13,0.18,330A267001,11,20,1,05
0.13,0.18,330A267001,13,19,14,15
0.13,0.18,330A267001,15,20,1,05
0.13,0.18,330A267001,17,29,,40
0.18,0.22,330A267001,1,29,,42
0.18,0.22,330A267001,2,19,18,15
0.18,0.22,330A267001,3,29,,42
0.22,0.3850,330A267001,1,29,,42
0.22,0.3850,330A267001,2,19,14,15
0.22,0.3850,330A267001,3,29,,42
0.3850,0.4880,330A267001,1,29,,43
0.3850,0.4880,330A267001,2,20,2,18
0.3850,0.4880,330A267001,3,19,16,15
0.3850,0.4880,330A267001,4,20,2,18
0.3850,0.4880,330A267001,5,29,,42
0,0.0420,330A268001,9,29,,40
0,0.0420,330A268001,10,20,1,05
0,0.0420,330A268001,12,19,18,15
0,0.0420,330A268001,14,20,1,05
0,0.0420,330A268001,15,29,,40
0,0.0330,330A269001,9,29,,45
0,0.0330,330A269001,12,19,30,15
0,0.0330,330A269001,15,29,,45
0.0330,0.1420,330A269001,1,29,,42
0.0330,0.1420,330A269001,4,19,16,15
0.0330,0.1420,330A269001,7,29,,43
0.0330,0.1420,330A269001,8,40,3,26
0.0330,0.1420,330A269001,9,29,,43
0.0330,0.1420,330A269001,12,19,16,15
0.0330,0.1420,330A269001,15,29,,42
0,0.30,330A270001,9,29,,45
0,0.30,330A270001,12,19,28,15
0,0.30,330A270001,15,29,,45
0.30,0.4960,330A270001,9,29,,41
0.30,0.4960,330A270001,12,19,24,15
0.30,0.4960,330A270001,14,20,1,05
0.30,0.4960,330A270001,15,29,,40
0,0.1360,330A271001,9,29,,40
0,0.1360,330A271001,10,20,1,05
0,0.1360,330A271001,12,19,16,15
0,0.1360,330A271001,15,29,,43
0.1360,0.2650,330A271001,9,29,,41
0.1360,0.2650,330A271001,12,19,18,15
0.1360,0.2650,330A271001,15,29,,41
0,0.0470,330A272001,9,29,,40
0,0.0470,330A272001,10,20,1,05
0,0.0470,330A272001,12,19,24,15
0,0.0470,330A272001,15,29,,41
0,0.0540,330A273001,9,29,,40
0,0.0540,330A273001,10,20,1,05
0,0.0540,330A273001,12,19,20,15
0,0.0540,330A273001,14,20,1,05
0,0.0540,330A273001,15,29,,40
0,0.1160,330A274001,9,29,,41
0,0.1160,330A274001,12,19,18,15
0,0.1160,330A274001,15,29,,41
0.1160,0.2760,330A274001,9,29,,40
0.1160,0.2760,330A274001,10,20,1,05
0.1160,0.2760,330A274001,12,19,12,15
0.1160,0.2760,330A274001,14,20,1,05
0.1160,0.2760,330A274001,15,29,,40
0,0.2120,330A275001,9,29,,40
0,0.2120,330A275001,10,20,1,05
0,0.2120,330A275001,12,19,20,15
0,0.2120,330A275001,14,20,1,05
0,0.2120,330A275001,15,29,,40
0.2120,0.3050,330A275001,9,29,,43
0.2120,0.3050,330A275001,12,19,23,15
0.2120,0.3050,330A275001,15,29,,43
0,0.0770,330A276001,9,29,,40
0,0.0770,330A276001,10,20,1,05
0,0.0770,330A276001,12,19,14,15
0,0.0770,330A276001,14,20,1,05
0,0.0770,330A276001,15,29,,40
0,0.2240,330A277001,9,29,,40
0,0.2240,330A277001,10,20,1,05
0,0.2240,330A277001,12,19,16,15
0,0.2240,330A277001,14,20,1,05
0,0.2240,330A277001,15,29,,40
0,0.1920,330A278001,9,29,,40
0,0.1920,330A278001,10,20,1,05
0,0.1920,330A278001,12,19,10,06
0,0.1920,330A278001,14,20,1,05
0,0.1920,330A278001,15,29,,40
0,0.10,330A279001,9,29,,40
0,0.10,330A279001,10,20,1,05
0,0.10,330A279001,12,19,20,15
0,0.10,330A279001,14,20,1,05
0,0.10,330A279001,15,29,,40
0.10,0.1660,330A279001,9,29,,40
0.10,0.1660,330A279001,10,20,1,05
0.10,0.1660,330A279001,12,19,14,15
0.10,0.1660,330A279001,14,20,1,05
0.10,0.1660,330A279001,15,29,,40
0,0.2230,330A280001,9,29,,45
0,0.2230,330A280001,12,19,28,15
0,0.2230,330A280001,15,29,,45
0.2230,0.3030,330A280001,9,29,,40
0.2230,0.3030,330A280001,10,20,1,05
0.2230,0.3030,330A280001,12,19,22,15
0.2230,0.3030,330A280001,14,20,1,05
0.2230,0.3030,330A280001,15,29,,40
0.3030,0.4420,330A280001,9,29,,40
0.3030,0.4420,330A280001,10,20,1,05
0.3030,0.4420,330A280001,12,19,18,15
0.3030,0.4420,330A280001,14,20,1,05
0.3030,0.4420,330A280001,15,29,,40
0,0.2990,330A281001,9,29,,40
0,0.2990,330A281001,10,20,1,05
0,0.2990,330A281001,12,19,18,15
0,0.2990,330A281001,14,20,1,05
0,0.2990,330A281001,15,29,,40
0,0.0980,330A282001,9,29,,43
0,0.0980,330A282001,12,19,23,15
0,0.0980,330A282001,15,29,,43
0,0.0820,330A283001,9,29,,41
0,0.0820,330A283001,12,19,22,15
0,0.0820,330A283001,15,29,,41
0,0.0430,330A284001,9,29,,40
0,0.0430,330A284001,10,20,1,05
0,0.0430,330A284001,12,19,18,15
0,0.0430,330A284001,14,20,2,05
0,0.0430,330A284001,15,29,,40
0,0.0330,330A285001,9,29,,40
0,0.0330,330A285001,10,20,1,05
0,0.0330,330A285001,12,19,20,06
0,0.0330,330A285001,14,20,2,05
0,0.0330,330A285001,15,29,,40
0,0.12,330A286001,9,29,,40
0,0.12,330A286001,10,20,1,05
0,0.12,330A286001,12,19,18,15
0,0.12,330A286001,15,29,,40
0.12,0.2820,330A286001,9,29,,40
0.12,0.2820,330A286001,10,20,1,05
0.12,0.2820,330A286001,12,19,24,15
0.12,0.2820,330A286001,15,29,,43
0,0.1720,330A287001,9,29,,45
0,0.1720,330A287001,12,19,24,15
0,0.1720,330A287001,15,29,,43
0.1720,0.4310,330A287001,9,29,,45
0.1720,0.4310,330A287001,12,19,20,15
0.1720,0.4310,330A287001,15,29,,45
0,0.0470,330A288001,9,29,,40
0,0.0470,330A288001,10,20,1,05
0,0.0470,330A288001,12,19,16,15
0,0.0470,330A288001,14,20,1,05
0,0.0470,330A288001,15,29,,40
0,0.0530,330A289001,9,29,,41
0,0.0530,330A289001,12,19,10,06
0,0.0530,330A289001,15,29,,41
0,0.0940,330A290001,9,29,,40
0,0.0940,330A290001,10,20,1,05
0,0.0940,330A290001,12,19,18,15
0,0.0940,330A290001,14,20,1,05
0,0.0940,330A290001,15,29,,40
0,0.1080,330A291001,9,29,,40
0,0.1080,330A291001,10,20,1,05
0,0.1080,330A291001,12,19,18,15
0,0.1080,330A291001,15,29,,41
0,0.05,330A292001,9,29,,40
0,0.05,330A292001,10,20,1,05
0,0.05,330A292001,12,19,10,06
0,0.05,330A292001,14,20,1,05
0,0.05,330A292001,15,29,,40
0,0.20,330A293001,9,29,,42
0,0.20,330A293001,12,19,26,15
0,0.20,330A293001,15,29,,42
0.20,0.2760,330A293001,9,29,,41
0.20,0.2760,330A293001,12,19,24,15
0.20,0.2760,330A293001,15,29,,41
0,0.0470,330A294001,9,29,,40
0,0.0470,330A294001,10,20,1,05
0,0.0470,330A294001,12,19,18,15
0,0.0470,330A294001,14,20,1,05
0,0.0470,330A294001,15,29,,40
0,0.2020,330A295001,9,29,,45
0,0.2020,330A295001,12,19,24,15
0,0.2020,330A295001,15,29,,45
0,0.3390,330A296001,9,29,,41
0,0.3390,330A296001,12,19,24,15
0,0.3390,330A296001,14,20,1,05
0,0.3390,330A296001,15,29,,40
0.3390,0.83,330A296001,9,29,,40
0.3390,0.83,330A296001,10,20,1,05
0.3390,0.83,330A296001,12,19,24,15
0.3390,0.83,330A296001,15,29,,41
0,0.0310,330A297001,9,29,,41
0,0.0310,330A297001,12,19,24,15
0,0.0310,330A297001,15,29,,45
0,0.0380,330A298001,9,29,,41
0,0.0380,330A298001,12,19,24,15
0,0.0380,330A298001,15,29,,41
0,0.2120,330A299001,9,29,,45
0,0.2120,330A299001,12,19,24,15
0,0.2120,330A299001,15,29,,41
0,0.1690,330A300001,9,29,,45
0,0.1690,330A300001,12,19,24,15
0,0.1690,330A300001,15,29,,41
0,0.1080,330A301001,9,29,,41
0,0.1080,330A301001,12,19,24,15
0,0.1080,330A301001,15,29,,41
0,0.16,330A302001,9,29,,45
0,0.16,330A302001,12,19,24,15
0,0.16,330A302001,15,29,,41
0,0.0740,330A303001,9,29,,40
0,0.0740,330A303001,10,20,2,05
0,0.0740,330A303001,12,19,16,15
0,0.0740,330A303001,14,20,2,05
0,0.0740,330A303001,15,29,,40
0,0.2590,330A304001,9,29,,41
0,0.2590,330A304001,12,19,22,15
0,0.2590,330A304001,15,29,,41
0,0.1310,330A305001,9,29,,40
0,0.1310,330A305001,10,20,1,05
0,0.1310,330A305001,12,19,10,06
0,0.1310,330A305001,14,20,1,05
0,0.1310,330A305001,15,29,,40
0,0.06,330A306001,9,29,,40
0,0.06,330A306001,10,20,1,05
0,0.06,330A306001,12,19,14,15
0,0.06,330A306001,14,20,1,05
0,0.06,330A306001,15,29,,40
0.06,0.20,330A306001,9,29,,40
0.06,0.20,330A306001,10,20,1,05
0.06,0.20,330A306001,12,19,22,15
0.06,0.20,330A306001,14,20,1,05
0.06,0.20,330A306001,15,29,,40
0.20,0.2980,330A306001,9,29,,41
0.20,0.2980,330A306001,12,19,22,15
0.20,0.2980,330A306001,15,29,,45
0,0.3180,330A307001,9,29,,41
0,0.3180,330A307001,12,19,24,15
0,0.3180,330A307001,15,29,,41
0,0.0820,330A308001,9,29,,45
0,0.0820,330A308001,12,19,30,15
0,0.0820,330A308001,15,29,,41
0,0.13,330A309001,9,29,,45
0,0.13,330A309001,12,19,26,15
0,0.13,330A309001,15,29,,45
0.13,0.92,330A309001,9,29,,43
0.13,0.92,330A309001,12,19,24,15
0.13,0.92,330A309001,15,29,,43
0.92,1.0390,330A309001,9,29,,40
0.92,1.0390,330A309001,10,20,2,05
0.92,1.0390,330A309001,12,19,24,15
0.92,1.0390,330A309001,14,20,2,05
0.92,1.0390,330A309001,15,29,,40
0,0.06,330A310001,9,29,,40
0,0.06,330A310001,10,20,2,05
0,0.06,330A310001,12,19,24,15
0,0.06,330A310001,14,20,2,05
0,0.06,330A310001,15,29,,40
0.06,0.2180,330A310001,9,29,,40
0.06,0.2180,330A310001,10,20,2,05
0.06,0.2180,330A310001,12,19,20,15
0.06,0.2180,330A310001,14,20,2,05
0.06,0.2180,330A310001,15,29,,40
0,0.0650,330A311001,9,29,,40
0,0.0650,330A311001,10,20,1,05
0,0.0650,330A311001,12,19,18,15
0,0.0650,330A311001,14,20,2,05
0,0.0650,330A311001,15,29,,40
0.0650,0.1570,330A311001,9,29,,45
0.0650,0.1570,330A311001,12,19,24,15
0.0650,0.1570,330A311001,15,29,,45
0,0.0490,330A312001,9,29,,41
0,0.0490,330A312001,12,19,24,15
0,0.0490,330A312001,15,29,,41
0,0.3480,330A313001,9,29,,41
0,0.3480,330A313001,12,19,24,15
0,0.3480,330A313001,15,29,,41
0,0.1230,330A314001,9,29,,41
0,0.1230,330A314001,12,19,18,15
0,0.1230,330A314001,15,29,,41
0,0.0680,330A315001,9,29,,40
0,0.0680,330A315001,10,20,1,05
0,0.0680,330A315001,12,19,12,06
0,0.0680,330A315001,14,20,1,05
0,0.0680,330A315001,15,29,,40
0,0.12,330A316001,9,29,,41
0,0.12,330A316001,12,19,20,15
0,0.12,330A316001,15,29,,41
0.12,0.3640,330A316001,9,29,,45
0.12,0.3640,330A316001,12,19,24,15
0.12,0.3640,330A316001,15,29,,45
0,0.2670,330A317001,9,29,,41
0,0.2670,330A317001,12,19,20,15
0,0.2670,330A317001,15,29,,41
0,0.2460,330A318001,9,29,,41
0,0.2460,330A318001,12,19,24,15
0,0.2460,330A318001,15,29,,41
0.2460,0.4040,330A318001,9,29,,43
0.2460,0.4040,330A318001,12,19,24,15
0.2460,0.4040,330A318001,14,20,1,05
0.2460,0.4040,330A318001,15,29,,40
0.4040,0.6550,330A318001,9,29,,40
0.4040,0.6550,330A318001,10,20,1,05
0.4040,0.6550,330A318001,12,19,16,15
0.4040,0.6550,330A318001,14,20,1,05
0.4040,0.6550,330A318001,15,29,,40
0.6550,0.8030,330A318001,9,29,,41
0.6550,0.8030,330A318001,12,19,20,15
0.6550,0.8030,330A318001,15,29,,41
0,0.1110,330A319001,9,29,,40
0,0.1110,330A319001,10,20,2,05
0,0.1110,330A319001,12,19,20,15
0,0.1110,330A319001,14,20,2,05
0,0.1110,330A319001,15,29,,40
0,0.1830,330A320001,9,29,,40
0,0.1830,330A320001,10,20,1,05
0,0.1830,330A320001,12,19,22,15
0,0.1830,330A320001,14,20,1,05
0,0.1830,330A320001,15,29,,40
0,0.0650,330A321001,9,29,,41
0,0.0650,330A321001,12,19,20,15
0,0.0650,330A321001,15,29,,41
0,0.1310,330A322001,9,29,,40
0,0.1310,330A322001,10,20,1,05
0,0.1310,330A322001,12,19,18,15
0,0.1310,330A322001,14,20,2,05
0,0.1310,330A322001,15,29,,40
0,0.1090,330A323001,9,29,,40
0,0.1090,330A323001,10,20,1,05
0,0.1090,330A323001,12,19,17,15
0,0.1090,330A323001,14,20,2,05
0,0.1090,330A323001,15,29,,40
0,0.0660,330A324001,9,29,,40
0,0.0660,330A324001,10,20,1,05
0,0.0660,330A324001,12,19,18,15
0,0.0660,330A324001,14,20,1,05
0,0.0660,330A324001,15,29,,40
0,0.2960,330A325001,9,29,,40
0,0.2960,330A325001,10,20,2,05
0,0.2960,330A325001,12,19,12,06
0,0.2960,330A325001,14,20,2,05
0,0.2960,330A325001,15,29,,40
0,0.25,330A326001,9,29,,40
0,0.25,330A326001,10,20,1,05
0,0.25,330A326001,12,19,20,15
0,0.25,330A326001,14,20,1,05
0,0.25,330A326001,15,29,,40
0,0.1490,330A327001,9,29,,41
0,0.1490,330A327001,12,19,26,15
0,0.1490,330A327001,15,29,,41
0,0.19,330A328001,9,29,,45
0,0.19,330A328001,12,19,26,15
0,0.19,330A328001,15,29,,41
0,0.0410,330A329001,9,29,,41
0,0.0410,330A329001,12,19,24,15
0,0.0410,330A329001,15,29,,41
0,0.0860,330A330001,9,29,,42
0,0.0860,330A330001,12,19,24,15
0,0.0860,330A330001,15,29,,42
0.0860,0.3360,330A330001,9,29,,40
0.0860,0.3360,330A330001,10,20,1,05
0.0860,0.3360,330A330001,12,19,16,15
0.0860,0.3360,330A330001,14,20,1,05
0.0860,0.3360,330A330001,15,29,,40
0,0.04,330A331001,9,29,,43
0,0.04,330A331001,12,19,10,15
0,0.04,330A331001,13,6,8,15
0,0.04,330A331001,15,29,,43
0,0.06,330A332001,9,29,,43
0,0.06,330A332001,12,19,20,15
0,0.06,330A332001,13,6,10,15
0,0.06,330A332001,15,29,,43
0.06,0.1730,330A332001,9,29,,43
0.06,0.1730,330A332001,12,19,30,15
0.06,0.1730,330A332001,15,29,,43
0,0.0660,330A333001,9,29,,43
0,0.0660,330A333001,11,6,8,15
0,0.0660,330A333001,12,19,22,15
0,0.0660,330A333001,13,6,8,15
0,0.0660,330A333001,15,29,,43
0.0660,0.24,330A333001,9,29,,43
0.0660,0.24,330A333001,11,6,8,15
0.0660,0.24,330A333001,12,19,24,15
0.0660,0.24,330A333001,15,29,,43
0.24,0.3650,330A333001,9,29,,45
0.24,0.3650,330A333001,12,19,36,15
