Latitude,Longitude,Hour,DayFrame,WeekDay,WeekEnd,Clear,Cloudy,Rain,Foggy,Snow,RainBefore,Grid_Block,Grid_Col,Grid_Row,Highway,Land_Use_Mode,Road_Count,time,precipIntensity,Probability,Prediction
34.98785142,-85.19133512,20,1,1,0,0,1,0,0,0,0,12,19,26,0,7,24,1555113600,0,0.0055884123,0
35.05929668,-85.36852937,23,1,1,0,0,1,0,0,0,0,12,19,26,0,7,24,1555124400,0,0.005562961,0
35.0566812,-85.36130828,0,1,1,0,0,1,0,0,0,0,13,20,26,0,7,23,1555041600,0,0.005560875,0
35.05406529,-85.35408766,4,1,1,0,0,1,0,0,0,0,13,20,26,0,7,23,1555056000,0,0.0055716336,0
35.05144897,-85.34686751,8,2,1,0,0,0,1,0,0,1,13,20,26,0,7,23,1555070400,0.106,0.058936924,0
35.04883223,-85.33964784,12,3,1,0,0,1,0,0,0,0,13,20,26,0,7,23,1555084800,0,0.0056869388,0
35.04621507,-85.33242865,16,4,1,0,0,1,0,0,0,0,13,20,26,0,7,23,1555099200,0,0.005746156,0
35.04359749,-85.32520993,20,1,1,0,0,1,0,0,0,0,13,20,26,0,7,23,1555113600,0,0.005577445,0
35.04097949,-85.31799169,23,1,1,0,0,1,0,0,0,0,13,20,26,0,7,23,1555124400,0,0.005548984,0
35.03836108,-85.31077392,0,1,1,0,0,1,0,0,0,0,14,21,26,0,7,20,1555041600,0,0.005533546,0
35.03574225,-85.30355663,4,1,1,0,0,1,0,0,0,0,14,21,26,0,7,20,1555056000,0,0.005547315,0
35.033123,-85.29633981,8,2,1,0,0,0,1,0,0,1,14,21,26,0,7,20,1555070400,0.11,0.04134497,0
35.03050333,-85.28912347,12,3,1,0,0,1,0,0,0,0,14,21,26,0,7,20,1555084800,0,0.005639106,0
35.02788325,-85.2819076,16,4,1,0,0,1,0,0,0,0,14,21,26,0,7,20,1555099200,0,0.0056723356,0
35.02526275,-85.27469221,20,1,1,0,0,1,0,0,0,0,14,21,26,0,7,20,1555113600,0,0.00555405,0
35.02264183,-85.2674773,23,1,1,0,0,1,0,0,0,0,14,21,26,0,7,20,1555124400,0,0.005517155,0
35.0200205,-85.26026286,0,1,1,0,0,1,0,0,0,0,15,22,26,0,7,15,1555041600,0,0.005546361,0
35.01739875,-85.2530489,4,1,1,0,0,1,0,0,0,0,15,22,26,0,7,15,1555056000,0,0.0055547953,0
35.01477658,-85.24583541,8,2,1,0,0,0,1,0,0,1,15,22,26,0,7,15,1555070400,0.112,0.027201504,0
35.012154,-85.23862239,12,3,1,0,0,1,0,0,0,0,15,22,26,0,7,15,1555084800,0,0.0056171417,0
35.009531,-85.23140986,16,4,1,0,0,1,0,0,0,0,15,22,26,0,7,15,1555099200,0,0.005641699,0
35.00690758,-85.2241978,20,1,1,0,0,1,0,0,0,0,15,22,26,0,7,15,1555113600,0,0.0055565834,0
35.00428375,-85.21698622,23,1,1,0,0,1,0,0,0,0,15,22,26,0,7,15,1555124400,0,0.005531043,0
35.0016595,-85.20977511,0,1,1,0,0,1,0,0,0,0,16,23,26,0,7,21,1555041600,0,0.005525321,0
34.99903484,-85.20256448,4,1,1,0,0,1,0,0,0,0,16,23,26,0,7,21,1555056000,0,0.005541593,0
34.99640976,-85.19535432,8,2,1,0,0,0,1,0,0,1,16,23,26,0,7,21,1555070400,0.114,0.043887824,0
34.99378427,-85.18814464,12,3,1,0,0,1,0,0,0,0,16,23,26,0,7,21,1555084800,0,0.0056433976,0
34.99115836,-85.18093544,16,4,1,0,0,1,0,0,0,0,16,23,26,0,7,21,1555099200,0,0.0056795776,0
34.98853203,-85.17372671,20,1,1,0,0,1,0,0,0,0,16,23,26,0,7,21,1555113600,0,0.0055544674,0
35.0652344,-85.36534852,23,1,1,0,0,1,0,0,0,0,16,23,26,0,7,21,1555124400,0,0.0055184364,0
35.06261872,-85.35812702,0,1,1,0,0,1,0,0,0,0,17,24,26,0,7,12,1555041600,0,0.0055568516,0
35.06000261,-85.35090599,4,1,1,0,0,1,0,0,0,0,17,24,26,0,7,12,1555056000,0,0.0055606067,0
35.05738609,-85.34368544,8,2,1,0,0,0,1,0,0,1,17,24,26,0,7,12,1555070400,0.116,0.022108108,0
35.05476915,-85.33646537,12,3,1,0,0,1,0,0,0,0,17,24,26,0,7,12,1555084800,0,0.005610794,0
35.05215179,-85.32924577,16,4,1,0,0,1,0,0,0,0,17,24,26,0,7,12,1555099200,0,0.0056345165,0
35.04953401,-85.32202665,20,1,1,0,0,1,0,0,0,0,17,24,26,0,7,12,1555113600,0,0.0055595636,0
35.04691582,-85.314808,23,1,1,0,0,1,0,0,0,0,17,24,26,0,7,12,1555124400,0,0.005545199,0
35.04429721,-85.30758982,0,1,1,0,0,1,0,0,0,0,18,25,26,0,7,7,1555041600,0,0.0055984557,0
35.04167818,-85.30037213,4,1,1,0,0,1,0,0,0,0,18,25,26,0,7,7,1555056000,0,0.005597681,0
35.03905873,-85.2931549,8,2,1,0,0,0,1,0,0,1,18,25,26,0,7,7,1555070400,0.118,0.017435372,0
35.03643887,-85.28593816,12,3,1,0,0,1,0,0,0,0,18,25,26,0,7,7,1555084800,0,0.0056025386,0
35.03381858,-85.27872189,16,4,1,0,0,1,0,0,0,0,18,25,26,0,7,7,1555099200,0,0.0056122243,0
35.03119788,-85.27150609,20,1,1,0,0,1,0,0,0,0,18,25,26,0,7,7,1555113600,0,0.0055955946,0
35.02857677,-85.26429077,23,1,1,0,0,1,0,0,0,0,18,25,26,0,7,7,1555124400,0,0.0055963993,0
35.02595523,-85.25707593,0,1,1,0,0,1,0,0,0,0,19,7,25,0,-1,-1,1555041600,0,0.0056004524,0
35.02333328,-85.24986156,4,1,1,0,0,1,0,0,0,0,19,7,25,0,-1,-1,1555056000,0,0.0056005716,0
35.02071092,-85.24264767,8,2,1,0,0,0,1,0,0,1,19,7,25,0,-1,-1,1555070400,0.059,0.015510619,0
35.01808813,-85.23543426,12,3,1,0,0,1,0,0,0,0,19,7,25,0,-1,-1,1555084800,0,0.005605787,0
35.01546493,-85.22822132,16,4,1,0,0,1,0,0,0,0,19,7,25,0,-1,-1,1555099200,0,0.0056104064,0
35.01284132,-85.22100886,20,1,1,0,0,1,0,0,0,0,19,7,25,0,-1,-1,1555113600,0,0.0056004226,0
35.01021729,-85.21379687,23,1,1,0,0,1,0,0,0,0,19,7,25,0,-1,-1,1555124400,0,0.005600393,0
35.00759284,-85.20658536,0,1,1,0,0,1,0,0,0,0,20,8,25,0,0,8,1555041600,0,0.005601138,0
35.00496798,-85.19937432,4,1,1,0,0,1,0,0,0,0,20,8,25,0,0,8,1555056000,0,0.005601704,0
35.0023427,-85.19216377,8,2,1,0,0,0,1,0,0,1,20,8,25,0,0,8,1555070400,0.062,0.010725021,0
34.999717,-85.18495369,12,3,1,0,0,1,0,0,0,0,20,8,25,0,0,8,1555084800,0,0.005617827,0
34.99709089,-85.17774408,16,4,1,0,0,1,0,0,0,0,20,8,25,0,0,8,1555099200,0,0.005648881,0
34.99446437,-85.17053495,20,1,1,0,0,1,0,0,0,0,20,8,25,0,0,8,1555113600,0,0.0056010187,0
34.99183743,-85.1633263,23,1,1,0,0,1,0,0,0,0,20,8,25,0,0,8,1555124400,0,0.00560081,0
34.98921007,-85.15611813,0,1,1,0,0,1,0,0,0,0,21,9,25,0,7,11,1555041600,0,0.0056030154,0
34.9865823,-85.14891043,4,1,1,0,0,1,0,0,0,0,21,9,25,0,7,11,1555056000,0,0.005604565,0
35.07117202,-85.36216718,8,2,1,0,0,0,1,0,0,1,21,9,25,0,7,11,1555070400,0.066,0.021829277,0
35.06855614,-85.35494528,12,3,1,0,0,1,0,0,0,0,21,9,25,0,7,11,1555084800,0,0.0056449473,0
35.06593983,-85.34772384,16,4,1,0,0,1,0,0,0,0,21,9,25,0,7,11,1555099200,0,0.0058568716,0
35.06332311,-85.34050289,20,1,1,0,0,1,0,0,0,0,21,9,25,0,7,11,1555113600,0,0.005604148,0
35.06070597,-85.33328241,23,1,1,0,0,1,0,0,0,0,21,9,25,0,7,11,1555124400,0,0.0056023896,0
35.05808841,-85.32606241,0,1,1,0,0,1,0,0,0,0,22,10,25,0,0,1,1555041600,0,0.005601704,0
35.05547044,-85.31884288,4,1,1,0,0,1,0,0,0,0,22,10,25,0,0,1,1555056000,0,0.005602628,0
35.05285204,-85.31162382,8,2,1,0,0,0,1,0,0,1,22,10,25,0,0,1,1555070400,0.069,0.014185131,0
35.05023323,-85.30440525,12,3,1,0,0,1,0,0,0,0,22,10,25,0,0,1,1555084800,0,0.005646169,0
35.047614,-85.29718714,16,4,1,0,0,0,0,1,0,0,22,10,25,0,0,1,1555099200,0,0.0056273043,0
35.04499436,-85.28996952,20,1,1,0,0,1,0,0,0,0,22,10,25,0,0,1,1555113600,0,0.005601406,0
35.0423743,-85.28275237,23,1,1,0,0,1,0,0,0,0,22,10,25,0,0,1,1555124400,0,0.005601138,0
35.03975382,-85.27553569,0,1,1,0,0,1,0,0,0,0,23,11,25,1,0,1,1555041600,0,0.005620271,0
35.03713292,-85.26831949,4,1,1,0,0,1,0,0,0,0,23,11,25,1,0,1,1555056000,0,0.0056340992,0
35.0345116,-85.26110377,8,2,1,0,0,0,1,0,0,1,23,11,25,1,0,1,1555070400,0.073,0.018686205,0
35.03188986,-85.25388852,12,3,1,0,0,1,0,0,0,0,23,11,25,1,0,1,1555084800,0,0.006183505,0
35.02926772,-85.24667375,16,4,1,0,0,0,0,1,0,0,23,11,25,1,0,1,1555099200,0,0.0058828294,0
35.02664515,-85.23945946,20,1,1,0,0,1,0,0,0,0,23,11,25,1,0,1,1555113600,0,0.0056183636,0
35.02402217,-85.23224564,23,1,1,0,0,1,0,0,0,0,23,11,25,1,0,1,1555124400,0,0.0056123137,0
35.02139877,-85.2250323,0,1,1,0,0,1,0,0,0,0,24,12,25,1,0,1,1555041600,0,0.005622238,0
35.01877495,-85.21781943,4,1,1,0,0,1,0,0,0,0,24,12,25,1,0,1,1555056000,0,0.0056369603,0
35.01615072,-85.21060704,8,2,1,0,0,0,1,0,0,1,24,12,25,1,0,1,1555070400,0.076,0.018578768,0
35.01352607,-85.20339513,12,3,1,0,0,1,0,0,0,0,24,12,25,1,0,1,1555084800,0,0.006032467,0
35.01090101,-85.1961837,16,4,1,0,0,1,0,0,0,0,24,12,25,1,0,1,1555099200,0,0.0061710775,0
35.00827553,-85.18897274,20,1,1,0,0,1,0,0,0,0,24,12,25,1,0,1,1555113600,0,0.0056224763,0
35.00564964,-85.18176226,23,1,1,0,0,1,0,0,0,0,24,12,25,1,0,1,1555124400,0,0.0056149065,0
35.00302333,-85.17455225,0,1,1,0,0,1,0,0,0,0,25,13,25,0,2,1,1555041600,0,0.005602628,0
35.0003966,-85.16734272,4,1,1,0,0,1,0,0,0,0,25,13,25,0,2,1,1555056000,0,0.005604595,0
34.99776946,-85.16013367,8,2,1,0,0,0,1,0,0,1,25,13,25,0,2,1,1555070400,0.079,0.014723718,0
34.9951419,-85.1529251,12,3,1,0,0,1,0,0,0,0,25,13,25,0,2,1,1555084800,0,0.005689591,0
34.99251393,-85.145717,16,4,1,0,0,1,0,0,0,0,25,13,25,0,2,1,1555099200,0,0.005774498,0
34.98988555,-85.13850938,20,1,1,0,0,1,0,0,0,0,25,13,25,0,2,1,1555113600,0,0.0056040883,0
34.98725675,-85.13130223,23,1,1,0,0,1,0,0,0,0,25,13,25,0,2,1,1555124400,0,0.0056029856,0
35.07710954,-85.35898538,0,1,1,0,0,1,0,0,0,0,26,14,25,1,5,1,1555041600,0,0.0056230724,0
35.07449345,-85.35176306,4,1,1,0,0,1,0,0,0,0,26,14,25,1,5,1,1555056000,0,0.005641103,0
35.07187695,-85.34454123,8,2,1,0,0,0,1,0,0,1,26,14,25,1,5,1,1555070400,0.083,0.05902216,0
35.06926003,-85.33731987,12,3,1,0,0,1,0,0,0,0,26,14,25,1,5,1,1555084800,0,0.005798638,0
35.06664269,-85.33009898,16,4,1,0,0,1,0,0,0,0,26,14,25,1,5,1,1555099200,0,0.0058404803,0
35.06402494,-85.32287857,20,1,1,0,0,1,0,0,0,0,26,14,25,1,5,1,1555113600,0,0.0056673586,0
35.06140676,-85.31565864,23,1,1,0,0,1,0,0,0,0,26,14,25,1,5,1,1555124400,0,0.0056473017,0
35.05878817,-85.30843918,0,1,1,0,0,1,0,0,0,0,27,15,25,0,4,9,1555041600,0,0.0056010485,0
35.05616916,-85.30122019,4,1,1,0,0,1,0,0,0,0,27,15,25,0,4,9,1555056000,0,0.005601436,0
35.05354973,-85.29400169,8,2,1,0,0,0,1,0,0,1,27,15,25,0,4,9,1555070400,0.087,0.012880862,0
35.05092988,-85.28678366,12,3,1,0,0,1,0,0,0,0,27,15,25,0,4,9,1555084800,0,0.0056090355,0
35.04830962,-85.2795661,16,4,1,0,0,1,0,0,0,0,27,15,25,0,4,9,1555099200,0,0.005619645,0
35.04568894,-85.27234902,20,1,1,0,0,1,0,0,0,0,27,15,25,0,4,9,1555113600,0,0.005601436,0
35.04306784,-85.26513242,23,1,1,0,0,1,0,0,0,0,27,15,25,0,4,9,1555124400,0,0.005600959,0
35.04044633,-85.25791629,0,1,1,0,0,1,0,0,0,0,28,16,25,0,5,10,1555041600,0,0.0056014657,0
35.03782439,-85.25070064,4,1,1,0,0,1,0,0,0,0,28,16,25,0,5,10,1555056000,0,0.0056020916,0
35.03520205,-85.24348547,8,2,1,0,0,0,1,0,0,1,28,16,25,0,5,10,1555070400,0.09,0.01817429,0
35.03257928,-85.23627077,12,3,1,0,0,1,0,0,0,0,28,16,25,0,5,10,1555084800,0,0.0056119263,0
35.0299561,-85.22905655,16,4,1,0,0,1,0,0,0,0,28,16,25,0,5,10,1555099200,0,0.005626738,0
35.0273325,-85.22184281,20,1,1,0,0,1,0,0,0,0,28,16,25,0,5,10,1555113600,0,0.0056019425,0
35.02470848,-85.21462954,23,1,1,0,0,1,0,0,0,0,28,16,25,0,5,10,1555124400,0,0.005601257,0
35.02208405,-85.20741675,0,1,1,0,0,1,0,0,0,0,29,17,25,0,0,1,1555041600,0,0.005601555,0
35.01945921,-85.20020443,4,1,1,0,0,1,0,0,0,0,29,17,25,0,0,1,1555056000,0,0.00560236,0
35.01683395,-85.1929926,8,2,1,0,0,0,1,0,0,1,29,17,25,0,0,1,1555070400,0.094,0.017236024,0
35.01420827,-85.18578124,12,3,1,0,0,1,0,0,0,0,29,17,25,0,0,1,1555084800,0,0.0056218803,0
35.01158217,-85.17857035,16,4,1,0,0,1,0,0,0,0,29,17,25,0,0,1,1555099200,0,0.005629897,0
35.00895566,-85.17135994,20,1,1,0,0,1,0,0,0,0,29,17,25,0,0,1,1555113600,0,0.005601406,0
35.00632873,-85.16415001,23,1,1,0,0,1,0,0,0,0,29,17,25,0,0,1,1555124400,0,0.0056010187,0
35.00370139,-85.15694056,0,1,1,0,0,1,0,0,0,0,30,18,25,0,0,9,1555041600,0,0.005601734,0
35.00107363,-85.14973158,4,1,1,0,0,1,0,0,0,0,30,18,25,0,0,9,1555056000,0,0.005602479,0
34.99844546,-85.14252308,8,2,1,0,0,0,1,0,0,1,30,18,25,0,0,9,1555070400,0.098,0.013652325,0
34.99581688,-85.13531506,12,3,1,0,0,1,0,0,0,0,30,18,25,0,0,9,1555084800,0,0.005615264,0
34.99318788,-85.12810752,16,4,1,0,0,1,0,0,0,0,30,18,25,0,0,9,1555099200,0,0.005620688,0
34.99055846,-85.12090045,20,1,1,0,0,1,0,0,0,0,30,18,25,0,0,9,1555113600,0,0.0056017637,0
34.98792863,-85.11369386,23,1,1,0,0,1,0,0,0,0,30,18,25,0,0,9,1555124400,0,0.0056010783,0
35.08304695,-85.3558031,0,1,1,0,0,1,0,0,0,0,31,19,25,0,7,18,1555041600,0,0.0055785477,0
35.08043067,-85.34858038,4,1,1,0,0,1,0,0,0,0,31,19,25,0,7,18,1555056000,0,0.00558272,0
35.07781397,-85.34135813,8,2,1,0,0,0,1,0,0,1,31,19,25,0,7,18,1555070400,0.102,0.034716666,0
35.07519685,-85.33413636,12,3,1,0,0,1,0,0,0,0,31,19,25,0,7,18,1555084800,0,0.005631447,0
35.07257931,-85.32691507,16,4,1,0,0,1,0,0,0,0,31,19,25,0,7,18,1555099200,0,0.005655706,0
35.06996136,-85.31969426,20,1,1,0,0,1,0,0,0,0,31,19,25,0,7,18,1555113600,0,0.0055802166,0
35.06734299,-85.31247392,23,1,1,0,0,1,0,0,0,0,31,19,25,0,7,18,1555124400,0,0.0055647194,0
35.06472419,-85.30525405,0,1,1,0,0,1,0,0,0,0,32,20,25,0,7,17,1555041600,0,0.0055713058,0
35.06210498,-85.29803467,4,1,1,0,0,1,0,0,0,0,32,20,25,0,7,17,1555056000,0,0.0055763125,0
