Grid_Num,cdotYieldCount,cdotStopCount,eTrimsYieldCount,eTrimsStopCount,trafficSignal,trafficSignalCount,coords,Longitudes,Latitudes,Center_Lat,Center_Long,yieldDifference,stopDifference
599,0,0,0,0,0,0,"-85.29407194222858, 35.14016001970731, -85.29652252380498, 35.13591548790873, -85.30142368695783, 35.13591548790873, -85.30387426853417, 35.14016001970731, -85.30142368695783, 35.144404551505716, -85.29652252380498, 35.144404551505716, -85.29407194222858, 35.14016001970731","-85.29407194222858, -85.29652252380498, -85.30142368695783, -85.30387426853417, -85.30142368695783, -85.29652252380498, -85.29407194222858","35.14016001970731, 35.13591548790873, 35.13591548790873, 35.14016001970731, 35.144404551505716, 35.144404551505716, 35.14016001970731",35.14016002,-85.29897311,0,0
600,0,0,0,0,0,0,"-85.28672019749939, 35.13591548790873, -85.28917077907573, 35.13167095611038, -85.29407194222858, 35.13167095611038, -85.29652252380498, 35.13591548790873, -85.29407194222858, 35.14016001970731, -85.28917077907573, 35.14016001970731, -85.28672019749939, 35.13591548790873","-85.28672019749939, -85.28917077907573, -85.29407194222858, -85.29652252380498, -85.29407194222858, -85.28917077907573, -85.28672019749939","35.13591548790873, 35.13167095611038, 35.13167095611038, 35.13591548790873, 35.14016001970731, 35.14016001970731, 35.13591548790873",35.13591549,-85.29162136,0,0
601,0,2,1,5,0,0,"-85.27936845277014, 35.14016001970731, -85.28181903434665, 35.13591548790873, -85.28672019749939, 35.13591548790873, -85.28917077907573, 35.14016001970731, -85.28672019749939, 35.144404551505716, -85.28181903434665, 35.144404551505716, -85.27936845277014, 35.14016001970731","-85.27936845277014, -85.28181903434665, -85.28672019749939, -85.28917077907573, -85.28672019749939, -85.28181903434665, -85.27936845277014","35.14016001970731, 35.13591548790873, 35.13591548790873, 35.14016001970731, 35.144404551505716, 35.144404551505716, 35.14016001970731",35.14016002,-85.28426962,1,3
602,0,1,1,16,0,0,"-85.26466496331182, 35.14016001970731, -85.26711554488821, 35.13591548790873, -85.27201670804106, 35.13591548790873, -85.2744672896174, 35.14016001970731, -85.27201670804106, 35.144404551505716, -85.26711554488821, 35.144404551505716, -85.26466496331182, 35.14016001970731","-85.26466496331182, -85.26711554488821, -85.27201670804106, -85.2744672896174, -85.27201670804106, -85.26711554488821, -85.26466496331182","35.14016001970731, 35.13591548790873, 35.13591548790873, 35.14016001970731, 35.144404551505716, 35.144404551505716, 35.14016001970731",35.14016002,-85.26956613,1,15
603,1,9,1,12,0,0,"-85.25731321858262, 35.13591548790873, -85.25976380015896, 35.13167095611038, -85.26466496331182, 35.13167095611038, -85.26711554488821, 35.13591548790873, -85.26466496331182, 35.14016001970731, -85.25976380015896, 35.14016001970731, -85.25731321858262, 35.13591548790873","-85.25731321858262, -85.25976380015896, -85.26466496331182, -85.26711554488821, -85.26466496331182, -85.25976380015896, -85.25731321858262","35.13591548790873, 35.13167095611038, 35.13167095611038, 35.13591548790873, 35.14016001970731, 35.14016001970731, 35.13591548790873",35.13591549,-85.26221438,0,3
604,0,12,0,13,0,0,"-85.24996147385338, 35.14016001970731, -85.25241205542983, 35.13591548790873, -85.25731321858262, 35.13591548790873, -85.25976380015896, 35.14016001970731, -85.25731321858262, 35.144404551505716, -85.25241205542983, 35.144404551505716, -85.24996147385338, 35.14016001970731","-85.24996147385338, -85.25241205542983, -85.25731321858262, -85.25976380015896, -85.25731321858262, -85.25241205542983, -85.24996147385338","35.14016001970731, 35.13591548790873, 35.13591548790873, 35.14016001970731, 35.144404551505716, 35.144404551505716, 35.14016001970731",35.14016002,-85.25486264,0,1
605,0,3,0,2,1,2,"-85.24260972912424, 35.13591548790873, -85.24506031070064, 35.13167095611038, -85.24996147385338, 35.13167095611038, -85.25241205542983, 35.13591548790873, -85.24996147385338, 35.14016001970731, -85.24506031070064, 35.14016001970731, -85.24260972912424, 35.13591548790873","-85.24260972912424, -85.24506031070064, -85.24996147385338, -85.25241205542983, -85.24996147385338, -85.24506031070064, -85.24260972912424","35.13591548790873, 35.13167095611038, 35.13167095611038, 35.13591548790873, 35.14016001970731, 35.14016001970731, 35.13591548790873",35.13591549,-85.24751089,0,1
606,1,14,0,10,1,2,"-85.23525798439505, 35.14016001970731, -85.23770856597139, 35.13591548790873, -85.24260972912424, 35.13591548790873, -85.24506031070064, 35.14016001970731, -85.24260972912424, 35.144404551505716, -85.23770856597139, 35.144404551505716, -85.23525798439505, 35.14016001970731","-85.23525798439505, -85.23770856597139, -85.24260972912424, -85.24506031070064, -85.24260972912424, -85.23770856597139, -85.23525798439505","35.14016001970731, 35.13591548790873, 35.13591548790873, 35.14016001970731, 35.144404551505716, 35.144404551505716, 35.14016001970731",35.14016002,-85.24015915,1,4
607,2,1,0,1,1,2,"-85.2279062396658, 35.13591548790873, -85.2303568212422, 35.13167095611038, -85.23525798439505, 35.13167095611038, -85.23770856597139, 35.13591548790873, -85.23525798439505, 35.14016001970731, -85.2303568212422, 35.14016001970731, -85.2279062396658, 35.13591548790873","-85.2279062396658, -85.2303568212422, -85.23525798439505, -85.23770856597139, -85.23525798439505, -85.2303568212422, -85.2279062396658","35.13591548790873, 35.13167095611038, 35.13167095611038, 35.13591548790873, 35.14016001970731, 35.14016001970731, 35.13591548790873",35.13591549,-85.2328074,2,0
608,1,3,0,3,0,0,"-85.22055449493655, 35.14016001970731, -85.22300507651306, 35.13591548790873, -85.2279062396658, 35.13591548790873, -85.2303568212422, 35.14016001970731, -85.2279062396658, 35.144404551505716, -85.22300507651306, 35.144404551505716, -85.22055449493655, 35.14016001970731","-85.22055449493655, -85.22300507651306, -85.2279062396658, -85.2303568212422, -85.2279062396658, -85.22300507651306, -85.22055449493655","35.14016001970731, 35.13591548790873, 35.13591548790873, 35.14016001970731, 35.144404551505716, 35.144404551505716, 35.14016001970731",35.14016002,-85.22545566,1,0
609,0,0,0,0,0,0,"-85.21320275020747, 35.13591548790873, -85.21565333178387, 35.13167095611038, -85.22055449493655, 35.13167095611038, -85.22300507651306, 35.13591548790873, -85.22055449493655, 35.14016001970731, -85.21565333178387, 35.14016001970731, -85.21320275020747, 35.13591548790873","-85.21320275020747, -85.21565333178387, -85.22055449493655, -85.22300507651306, -85.22055449493655, -85.21565333178387, -85.21320275020747","35.13591548790873, 35.13167095611038, 35.13167095611038, 35.13591548790873, 35.14016001970731, 35.14016001970731, 35.13591548790873",35.13591549,-85.21810391,0,0
610,0,3,0,1,0,0,"-85.20585100547828, 35.14016001970731, -85.20830158705462, 35.13591548790873, -85.21320275020747, 35.13591548790873, -85.21565333178387, 35.14016001970731, -85.21320275020747, 35.144404551505716, -85.20830158705462, 35.144404551505716, -85.20585100547828, 35.14016001970731","-85.20585100547828, -85.20830158705462, -85.21320275020747, -85.21565333178387, -85.21320275020747, -85.20830158705462, -85.20585100547828","35.14016001970731, 35.13591548790873, 35.13591548790873, 35.14016001970731, 35.144404551505716, 35.144404551505716, 35.14016001970731",35.14016002,-85.21075217,0,2
611,1,1,1,1,0,0,"-85.19849926074903, 35.13591548790873, -85.20094984232549, 35.13167095611038, -85.20585100547828, 35.13167095611038, -85.20830158705462, 35.13591548790873, -85.20585100547828, 35.14016001970731, -85.20094984232549, 35.14016001970731, -85.19849926074903, 35.13591548790873","-85.19849926074903, -85.20094984232549, -85.20585100547828, -85.20830158705462, -85.20585100547828, -85.20094984232549, -85.19849926074903","35.13591548790873, 35.13167095611038, 35.13167095611038, 35.13591548790873, 35.14016001970731, 35.14016001970731, 35.13591548790873",35.13591549,-85.20340042,0,0
612,0,0,0,0,0,0,"-85.1911475160199, 35.14016001970731, -85.1935980975963, 35.13591548790873, -85.19849926074903, 35.13591548790873, -85.20094984232549, 35.14016001970731, -85.19849926074903, 35.144404551505716, -85.1935980975963, 35.144404551505716, -85.1911475160199, 35.14016001970731","-85.1911475160199, -85.1935980975963, -85.19849926074903, -85.20094984232549, -85.19849926074903, -85.1935980975963, -85.1911475160199","35.14016001970731, 35.13591548790873, 35.13591548790873, 35.14016001970731, 35.144404551505716, 35.144404551505716, 35.14016001970731",35.14016002,-85.19604868,0,0
613,0,5,0,5,0,0,"-85.1837957712907, 35.13591548790873, -85.18624635286704, 35.13167095611038, -85.1911475160199, 35.13167095611038, -85.1935980975963, 35.13591548790873, -85.1911475160199, 35.14016001970731, -85.18624635286704, 35.14016001970731, -85.1837957712907, 35.13591548790873","-85.1837957712907, -85.18624635286704, -85.1911475160199, -85.1935980975963, -85.1911475160199, -85.18624635286704, -85.1837957712907","35.13591548790873, 35.13167095611038, 35.13167095611038, 35.13591548790873, 35.14016001970731, 35.14016001970731, 35.13591548790873",35.13591549,-85.18869693,0,0
614,0,0,0,1,0,0,"-85.17644402656146, 35.14016001970731, -85.17889460813785, 35.13591548790873, -85.1837957712907, 35.13591548790873, -85.18624635286704, 35.14016001970731, -85.1837957712907, 35.144404551505716, -85.17889460813785, 35.144404551505716, -85.17644402656146, 35.14016001970731","-85.17644402656146, -85.17889460813785, -85.1837957712907, -85.18624635286704, -85.1837957712907, -85.17889460813785, -85.17644402656146","35.14016001970731, 35.13591548790873, 35.13591548790873, 35.14016001970731, 35.144404551505716, 35.144404551505716, 35.14016001970731",35.14016002,-85.18134519,0,1
615,0,0,0,0,0,0,"-85.16174053710313, 35.14016001970731, -85.16419111867953, 35.13591548790873, -85.16909228183226, 35.13591548790873, -85.17154286340872, 35.14016001970731, -85.16909228183226, 35.144404551505716, -85.16419111867953, 35.144404551505716, -85.16174053710313, 35.14016001970731","-85.16174053710313, -85.16419111867953, -85.16909228183226, -85.17154286340872, -85.16909228183226, -85.16419111867953, -85.16174053710313","35.14016001970731, 35.13591548790873, 35.13591548790873, 35.14016001970731, 35.144404551505716, 35.144404551505716, 35.14016001970731",35.14016002,-85.1666417,0,0
616,0,0,0,5,0,0,"-85.15438879237394, 35.13591548790873, -85.15683937395028, 35.13167095611038, -85.16174053710313, 35.13167095611038, -85.16419111867953, 35.13591548790873, -85.16174053710313, 35.14016001970731, -85.15683937395028, 35.14016001970731, -85.15438879237394, 35.13591548790873","-85.15438879237394, -85.15683937395028, -85.16174053710313, -85.16419111867953, -85.16174053710313, -85.15683937395028, -85.15438879237394","35.13591548790873, 35.13167095611038, 35.13167095611038, 35.13591548790873, 35.14016001970731, 35.14016001970731, 35.13591548790873",35.13591549,-85.15928996,0,5
617,0,0,0,0,0,0,"-85.30142368695783, 35.144404551505716, -85.30387426853423, 35.14016001970731, -85.30877543168691, 35.14016001970731, -85.31122601326342, 35.144404551505716, -85.30877543168691, 35.14864908330412, -85.30387426853423, 35.14864908330412, -85.30142368695783, 35.144404551505716","-85.30142368695783, -85.30387426853423, -85.30877543168691, -85.31122601326342, -85.30877543168691, -85.30387426853423, -85.30142368695783","35.144404551505716, 35.14016001970731, 35.14016001970731, 35.144404551505716, 35.14864908330412, 35.14864908330412, 35.144404551505716",35.14440455,-85.30632485,0,0
618,0,0,0,0,0,0,"-85.29407194222858, 35.14864908330412, -85.29652252380498, 35.144404551505716, -85.30142368695783, 35.144404551505716, -85.30387426853417, 35.14864908330412, -85.30142368695783, 35.15289361510247, -85.29652252380498, 35.15289361510247, -85.29407194222858, 35.14864908330412","-85.29407194222858, -85.29652252380498, -85.30142368695783, -85.30387426853417, -85.30142368695783, -85.29652252380498, -85.29407194222858","35.14864908330412, 35.144404551505716, 35.144404551505716, 35.14864908330412, 35.15289361510247, 35.15289361510247, 35.14864908330412",35.14864908,-85.29897311,0,0
619,0,0,0,0,0,0,"-85.28672019749939, 35.144404551505716, -85.28917077907573, 35.14016001970731, -85.29407194222858, 35.14016001970731, -85.29652252380498, 35.144404551505716, -85.29407194222858, 35.14864908330412, -85.28917077907573, 35.14864908330412, -85.28672019749939, 35.144404551505716","-85.28672019749939, -85.28917077907573, -85.29407194222858, -85.29652252380498, -85.29407194222858, -85.28917077907573, -85.28672019749939","35.144404551505716, 35.14016001970731, 35.14016001970731, 35.144404551505716, 35.14864908330412, 35.14864908330412, 35.144404551505716",35.14440455,-85.29162136,0,0
620,0,1,0,1,0,0,"-85.27936845277014, 35.14864908330412, -85.28181903434665, 35.144404551505716, -85.28672019749939, 35.144404551505716, -85.28917077907573, 35.14864908330412, -85.28672019749939, 35.15289361510247, -85.28181903434665, 35.15289361510247, -85.27936845277014, 35.14864908330412","-85.27936845277014, -85.28181903434665, -85.28672019749939, -85.28917077907573, -85.28672019749939, -85.28181903434665, -85.27936845277014","35.14864908330412, 35.144404551505716, 35.144404551505716, 35.14864908330412, 35.15289361510247, 35.15289361510247, 35.14864908330412",35.14864908,-85.28426962,0,0
621,0,2,0,13,0,0,"-85.27201670804106, 35.144404551505716, -85.2744672896174, 35.14016001970731, -85.27936845277014, 35.14016001970731, -85.28181903434665, 35.144404551505716, -85.27936845277014, 35.14864908330412, -85.2744672896174, 35.14864908330412, -85.27201670804106, 35.144404551505716","-85.27201670804106, -85.2744672896174, -85.27936845277014, -85.28181903434665, -85.27936845277014, -85.2744672896174, -85.27201670804106","35.144404551505716, 35.14016001970731, 35.14016001970731, 35.144404551505716, 35.14864908330412, 35.14864908330412, 35.144404551505716",35.14440455,-85.27691787,0,11
622,0,14,0,13,0,0,"-85.26466496331182, 35.14864908330412, -85.26711554488821, 35.144404551505716, -85.27201670804106, 35.144404551505716, -85.2744672896174, 35.14864908330412, -85.27201670804106, 35.15289361510247, -85.26711554488821, 35.15289361510247, -85.26466496331182, 35.14864908330412","-85.26466496331182, -85.26711554488821, -85.27201670804106, -85.2744672896174, -85.27201670804106, -85.26711554488821, -85.26466496331182","35.14864908330412, 35.144404551505716, 35.144404551505716, 35.14864908330412, 35.15289361510247, 35.15289361510247, 35.14864908330412",35.14864908,-85.26956613,0,1
623,1,13,1,14,0,0,"-85.25731321858262, 35.144404551505716, -85.25976380015896, 35.14016001970731, -85.26466496331182, 35.14016001970731, -85.26711554488821, 35.144404551505716, -85.26466496331182, 35.14864908330412, -85.25976380015896, 35.14864908330412, -85.25731321858262, 35.144404551505716","-85.25731321858262, -85.25976380015896, -85.26466496331182, -85.26711554488821, -85.26466496331182, -85.25976380015896, -85.25731321858262","35.144404551505716, 35.14016001970731, 35.14016001970731, 35.144404551505716, 35.14864908330412, 35.14864908330412, 35.144404551505716",35.14440455,-85.26221438,0,1
624,1,2,1,2,0,0,"-85.24996147385338, 35.14864908330412, -85.25241205542983, 35.144404551505716, -85.25731321858262, 35.144404551505716, -85.25976380015896, 35.14864908330412, -85.25731321858262, 35.15289361510247, -85.25241205542983, 35.15289361510247, -85.24996147385338, 35.14864908330412","-85.24996147385338, -85.25241205542983, -85.25731321858262, -85.25976380015896, -85.25731321858262, -85.25241205542983, -85.24996147385338","35.14864908330412, 35.144404551505716, 35.144404551505716, 35.14864908330412, 35.15289361510247, 35.15289361510247, 35.14864908330412",35.14864908,-85.25486264,0,0
625,0,6,0,4,1,4,"-85.24260972912424, 35.144404551505716, -85.24506031070064, 35.14016001970731, -85.24996147385338, 35.14016001970731, -85.25241205542983, 35.144404551505716, -85.24996147385338, 35.14864908330412, -85.24506031070064, 35.14864908330412, -85.24260972912424, 35.144404551505716","-85.24260972912424, -85.24506031070064, -85.24996147385338, -85.25241205542983, -85.24996147385338, -85.24506031070064, -85.24260972912424","35.144404551505716, 35.14016001970731, 35.14016001970731, 35.144404551505716, 35.14864908330412, 35.14864908330412, 35.144404551505716",35.14440455,-85.24751089,0,2
626,1,4,1,3,0,0,"-85.23525798439505, 35.14864908330412, -85.23770856597139, 35.144404551505716, -85.24260972912424, 35.144404551505716, -85.24506031070064, 35.14864908330412, -85.24260972912424, 35.15289361510247, -85.23770856597139, 35.15289361510247, -85.23525798439505, 35.14864908330412","-85.23525798439505, -85.23770856597139, -85.24260972912424, -85.24506031070064, -85.24260972912424, -85.23770856597139, -85.23525798439505","35.14864908330412, 35.144404551505716, 35.144404551505716, 35.14864908330412, 35.15289361510247, 35.15289361510247, 35.14864908330412",35.14864908,-85.24015915,0,1
627,1,6,0,6,1,3,"-85.2279062396658, 35.144404551505716, -85.2303568212422, 35.14016001970731, -85.23525798439505, 35.14016001970731, -85.23770856597139, 35.144404551505716, -85.23525798439505, 35.14864908330412, -85.2303568212422, 35.14864908330412, -85.2279062396658, 35.144404551505716","-85.2279062396658, -85.2303568212422, -85.23525798439505, -85.23770856597139, -85.23525798439505, -85.2303568212422, -85.2279062396658","35.144404551505716, 35.14016001970731, 35.14016001970731, 35.144404551505716, 35.14864908330412, 35.14864908330412, 35.144404551505716",35.14440455,-85.2328074,1,0
628,1,2,0,1,0,0,"-85.22055449493655, 35.14864908330412, -85.22300507651306, 35.144404551505716, -85.2279062396658, 35.144404551505716, -85.2303568212422, 35.14864908330412, -85.2279062396658, 35.15289361510247, -85.22300507651306, 35.15289361510247, -85.22055449493655, 35.14864908330412","-85.22055449493655, -85.22300507651306, -85.2279062396658, -85.2303568212422, -85.2279062396658, -85.22300507651306, -85.22055449493655","35.14864908330412, 35.144404551505716, 35.144404551505716, 35.14864908330412, 35.15289361510247, 35.15289361510247, 35.14864908330412",35.14864908,-85.22545566,1,1
629,0,0,0,0,1,1,"-85.21320275020747, 35.144404551505716, -85.21565333178387, 35.14016001970731, -85.22055449493655, 35.14016001970731, -85.22300507651306, 35.144404551505716, -85.22055449493655, 35.14864908330412, -85.21565333178387, 35.14864908330412, -85.21320275020747, 35.144404551505716","-85.21320275020747, -85.21565333178387, -85.22055449493655, -85.22300507651306, -85.22055449493655, -85.21565333178387, -85.21320275020747","35.144404551505716, 35.14016001970731, 35.14016001970731, 35.144404551505716, 35.14864908330412, 35.14864908330412, 35.144404551505716",35.14440455,-85.21810391,0,0
630,0,3,0,3,0,0,"-85.20585100547828, 35.14864908330412, -85.20830158705462, 35.144404551505716, -85.21320275020747, 35.144404551505716, -85.21565333178387, 35.14864908330412, -85.21320275020747, 35.15289361510247, -85.20830158705462, 35.15289361510247, -85.20585100547828, 35.14864908330412","-85.20585100547828, -85.20830158705462, -85.21320275020747, -85.21565333178387, -85.21320275020747, -85.20830158705462, -85.20585100547828","35.14864908330412, 35.144404551505716, 35.144404551505716, 35.14864908330412, 35.15289361510247, 35.15289361510247, 35.14864908330412",35.14864908,-85.21075217,0,0
631,1,5,1,3,0,0,"-85.19849926074903, 35.144404551505716, -85.20094984232549, 35.14016001970731, -85.20585100547828, 35.14016001970731, -85.20830158705462, 35.144404551505716, -85.20585100547828, 35.14864908330412, -85.20094984232549, 35.14864908330412, -85.19849926074903, 35.144404551505716","-85.19849926074903, -85.20094984232549, -85.20585100547828, -85.20830158705462, -85.20585100547828, -85.20094984232549, -85.19849926074903","35.144404551505716, 35.14016001970731, 35.14016001970731, 35.144404551505716, 35.14864908330412, 35.14864908330412, 35.144404551505716",35.14440455,-85.20340042,0,2
632,0,7,0,5,0,0,"-85.1911475160199, 35.14864908330412, -85.1935980975963, 35.144404551505716, -85.19849926074903, 35.144404551505716, -85.20094984232549, 35.14864908330412, -85.19849926074903, 35.15289361510247, -85.1935980975963, 35.15289361510247, -85.1911475160199, 35.14864908330412","-85.1911475160199, -85.1935980975963, -85.19849926074903, -85.20094984232549, -85.19849926074903, -85.1935980975963, -85.1911475160199","35.14864908330412, 35.144404551505716, 35.144404551505716, 35.14864908330412, 35.15289361510247, 35.15289361510247, 35.14864908330412",35.14864908,-85.19604868,0,2
633,2,13,1,9,0,0,"-85.1837957712907, 35.144404551505716, -85.18624635286704, 35.14016001970731, -85.1911475160199, 35.14016001970731, -85.1935980975963, 35.144404551505716, -85.1911475160199, 35.14864908330412, -85.18624635286704, 35.14864908330412, -85.1837957712907, 35.144404551505716","-85.1837957712907, -85.18624635286704, -85.1911475160199, -85.1935980975963, -85.1911475160199, -85.18624635286704, -85.1837957712907","35.144404551505716, 35.14016001970731, 35.14016001970731, 35.144404551505716, 35.14864908330412, 35.14864908330412, 35.144404551505716",35.14440455,-85.18869693,1,4
634,0,0,0,7,0,0,"-85.17644402656146, 35.14864908330412, -85.17889460813785, 35.144404551505716, -85.1837957712907, 35.144404551505716, -85.18624635286704, 35.14864908330412, -85.1837957712907, 35.15289361510247, -85.17889460813785, 35.15289361510247, -85.17644402656146, 35.14864908330412","-85.17644402656146, -85.17889460813785, -85.1837957712907, -85.18624635286704, -85.1837957712907, -85.17889460813785, -85.17644402656146","35.14864908330412, 35.144404551505716, 35.144404551505716, 35.14864908330412, 35.15289361510247, 35.15289361510247, 35.14864908330412",35.14864908,-85.18134519,0,7
635,0,0,0,2,0,0,"-85.16909228183226, 35.144404551505716, -85.17154286340872, 35.14016001970731, -85.17644402656146, 35.14016001970731, -85.17889460813785, 35.144404551505716, -85.17644402656146, 35.14864908330412, -85.17154286340872, 35.14864908330412, -85.16909228183226, 35.144404551505716","-85.16909228183226, -85.17154286340872, -85.17644402656146, -85.17889460813785, -85.17644402656146, -85.17154286340872, -85.16909228183226","35.144404551505716, 35.14016001970731, 35.14016001970731, 35.144404551505716, 35.14864908330412, 35.14864908330412, 35.144404551505716",35.14440455,-85.17399344,0,2
636,0,0,0,0,0,0,"-85.28672019749939, 35.15289361510247, -85.28917077907573, 35.14864908330412, -85.29407194222858, 35.14864908330412, -85.29652252380498, 35.15289361510247, -85.29407194222858, 35.15713814690088, -85.28917077907573, 35.15713814690088, -85.28672019749939, 35.15289361510247","-85.28672019749939, -85.28917077907573, -85.29407194222858, -85.29652252380498, -85.29407194222858, -85.28917077907573, -85.28672019749939","35.15289361510247, 35.14864908330412, 35.14864908330412, 35.15289361510247, 35.15713814690088, 35.15713814690088, 35.15289361510247",35.15289362,-85.29162136,0,0
637,0,4,0,3,0,0,"-85.27936845277014, 35.15713814690088, -85.28181903434665, 35.15289361510247, -85.28672019749939, 35.15289361510247, -85.28917077907573, 35.15713814690088, -85.28672019749939, 35.16138267869928, -85.28181903434665, 35.16138267869928, -85.27936845277014, 35.15713814690088","-85.27936845277014, -85.28181903434665, -85.28672019749939, -85.28917077907573, -85.28672019749939, -85.28181903434665, -85.27936845277014","35.15713814690088, 35.15289361510247, 35.15289361510247, 35.15713814690088, 35.16138267869928, 35.16138267869928, 35.15713814690088",35.15713815,-85.28426962,0,1
638,0,2,0,3,0,0,"-85.27201670804106, 35.15289361510247, -85.2744672896174, 35.14864908330412, -85.27936845277014, 35.14864908330412, -85.28181903434665, 35.15289361510247, -85.27936845277014, 35.15713814690088, -85.2744672896174, 35.15713814690088, -85.27201670804106, 35.15289361510247","-85.27201670804106, -85.2744672896174, -85.27936845277014, -85.28181903434665, -85.27936845277014, -85.2744672896174, -85.27201670804106","35.15289361510247, 35.14864908330412, 35.14864908330412, 35.15289361510247, 35.15713814690088, 35.15713814690088, 35.15289361510247",35.15289362,-85.27691787,0,1
639,0,6,0,6,0,0,"-85.26466496331182, 35.15713814690088, -85.26711554488821, 35.15289361510247, -85.27201670804106, 35.15289361510247, -85.2744672896174, 35.15713814690088, -85.27201670804106, 35.16138267869928, -85.26711554488821, 35.16138267869928, -85.26466496331182, 35.15713814690088","-85.26466496331182, -85.26711554488821, -85.27201670804106, -85.2744672896174, -85.27201670804106, -85.26711554488821, -85.26466496331182","35.15713814690088, 35.15289361510247, 35.15289361510247, 35.15713814690088, 35.16138267869928, 35.16138267869928, 35.15713814690088",35.15713815,-85.26956613,0,0
640,0,1,0,1,0,0,"-85.25731321858262, 35.15289361510247, -85.25976380015896, 35.14864908330412, -85.26466496331182, 35.14864908330412, -85.26711554488821, 35.15289361510247, -85.26466496331182, 35.15713814690088, -85.25976380015896, 35.15713814690088, -85.25731321858262, 35.15289361510247","-85.25731321858262, -85.25976380015896, -85.26466496331182, -85.26711554488821, -85.26466496331182, -85.25976380015896, -85.25731321858262","35.15289361510247, 35.14864908330412, 35.14864908330412, 35.15289361510247, 35.15713814690088, 35.15713814690088, 35.15289361510247",35.15289362,-85.26221438,0,0
641,1,3,1,1,0,0,"-85.24996147385338, 35.15713814690088, -85.25241205542983, 35.15289361510247, -85.25731321858262, 35.15289361510247, -85.25976380015896, 35.15713814690088, -85.25731321858262, 35.16138267869928, -85.25241205542983, 35.16138267869928, -85.24996147385338, 35.15713814690088","-85.24996147385338, -85.25241205542983, -85.25731321858262, -85.25976380015896, -85.25731321858262, -85.25241205542983, -85.24996147385338","35.15713814690088, 35.15289361510247, 35.15289361510247, 35.15713814690088, 35.16138267869928, 35.16138267869928, 35.15713814690088",35.15713815,-85.25486264,0,2
642,1,7,0,6,1,4,"-85.24260972912424, 35.15289361510247, -85.24506031070064, 35.14864908330412, -85.24996147385338, 35.14864908330412, -85.25241205542983, 35.15289361510247, -85.24996147385338, 35.15713814690088, -85.24506031070064, 35.15713814690088, -85.24260972912424, 35.15289361510247","-85.24260972912424, -85.24506031070064, -85.24996147385338, -85.25241205542983, -85.24996147385338, -85.24506031070064, -85.24260972912424","35.15289361510247, 35.14864908330412, 35.14864908330412, 35.15289361510247, 35.15713814690088, 35.15713814690088, 35.15289361510247",35.15289362,-85.24751089,1,1
643,1,5,1,4,0,0,"-85.23525798439505, 35.15713814690088, -85.23770856597139, 35.15289361510247, -85.24260972912424, 35.15289361510247, -85.24506031070064, 35.15713814690088, -85.24260972912424, 35.16138267869928, -85.23770856597139, 35.16138267869928, -85.23525798439505, 35.15713814690088","-85.23525798439505, -85.23770856597139, -85.24260972912424, -85.24506031070064, -85.24260972912424, -85.23770856597139, -85.23525798439505","35.15713814690088, 35.15289361510247, 35.15289361510247, 35.15713814690088, 35.16138267869928, 35.16138267869928, 35.15713814690088",35.15713815,-85.24015915,0,1
644,0,0,0,0,0,0,"-85.2279062396658, 35.15289361510247, -85.2303568212422, 35.14864908330412, -85.23525798439505, 35.14864908330412, -85.23770856597139, 35.15289361510247, -85.23525798439505, 35.15713814690088, -85.2303568212422, 35.15713814690088, -85.2279062396658, 35.15289361510247","-85.2279062396658, -85.2303568212422, -85.23525798439505, -85.23770856597139, -85.23525798439505, -85.2303568212422, -85.2279062396658","35.15289361510247, 35.14864908330412, 35.14864908330412, 35.15289361510247, 35.15713814690088, 35.15713814690088, 35.15289361510247",35.15289362,-85.2328074,0,0
645,0,0,0,0,0,0,"-85.22055449493655, 35.15713814690088, -85.22300507651306, 35.15289361510247, -85.2279062396658, 35.15289361510247, -85.2303568212422, 35.15713814690088, -85.2279062396658, 35.16138267869928, -85.22300507651306, 35.16138267869928, -85.22055449493655, 35.15713814690088","-85.22055449493655, -85.22300507651306, -85.2279062396658, -85.2303568212422, -85.2279062396658, -85.22300507651306, -85.22055449493655","35.15713814690088, 35.15289361510247, 35.15289361510247, 35.15713814690088, 35.16138267869928, 35.16138267869928, 35.15713814690088",35.15713815,-85.22545566,0,0
646,2,2,2,2,1,4,"-85.21320275020747, 35.15289361510247, -85.21565333178387, 35.14864908330412, -85.22055449493655, 35.14864908330412, -85.22300507651306, 35.15289361510247, -85.22055449493655, 35.15713814690088, -85.21565333178387, 35.15713814690088, -85.21320275020747, 35.15289361510247","-85.21320275020747, -85.21565333178387, -85.22055449493655, -85.22300507651306, -85.22055449493655, -85.21565333178387, -85.21320275020747","35.15289361510247, 35.14864908330412, 35.14864908330412, 35.15289361510247, 35.15713814690088, 35.15713814690088, 35.15289361510247",35.15289362,-85.21810391,0,0
647,5,4,5,4,0,0,"-85.20585100547828, 35.15713814690088, -85.20830158705462, 35.15289361510247, -85.21320275020747, 35.15289361510247, -85.21565333178387, 35.15713814690088, -85.21320275020747, 35.16138267869928, -85.20830158705462, 35.16138267869928, -85.20585100547828, 35.15713814690088","-85.20585100547828, -85.20830158705462, -85.21320275020747, -85.21565333178387, -85.21320275020747, -85.20830158705462, -85.20585100547828","35.15713814690088, 35.15289361510247, 35.15289361510247, 35.15713814690088, 35.16138267869928, 35.16138267869928, 35.15713814690088",35.15713815,-85.21075217,0,0
