Updated On,Latitude,Longitude,Description,DescCode,Grid_Num
3/20/2009 7:47,35.001817,-85.329136, 2-WAY STOP,3,58
3/20/2009 7:47,35.001879,-85.330129, 1-WAY STOP ,1,58
3/20/2009 7:47,35.000358,-85.33028, 2-WAY STOP,3,58
3/20/2009 7:47,35.000309,-85.329286, 2-WAY STOP,3,58
3/20/2009 7:47,35.000204,-85.327677, 1-WAY STOP ,1,58
3/20/2009 7:47,35.000031,-85.327686, 1-WAY STOP ,1,36
3/20/2009 7:47,34.997537,-85.326466, 1-WAY STOP ,1,36
3/20/2009 7:47,34.999316,-85.327716, 1-WAY STOP ,1,36
3/20/2009 7:47,34.998425,-85.327757, 1-WAY STOP ,1,36
3/20/2009 7:47,34.998543,-85.329459, 2-WAY STOP,3,36
3/20/2009 7:47,34.998615,-85.330444, 1-WAY STOP ,1,36
3/20/2009 7:47,34.998019,-85.327783, 1-WAY STOP ,1,36
3/20/2009 7:47,35.071127,-85.269761, TRAFFIC SIGNAL,7,360
3/20/2009 7:47,35.071967,-85.271733, 1-WAY STOP ,1,360
3/20/2009 7:47,35.081222,-85.264178, TRAFFIC SIGNAL,7,437
3/20/2009 7:47,34.995396,-85.326355, 1-WAY STOP ,1,36
3/20/2009 7:47,34.995972,-85.327932, 2-WAY STOP,3,36
3/20/2009 7:47,34.996614,-85.329655, 2-WAY STOP,3,36
3/20/2009 7:47,34.996964,-85.330618, 2-WAY STOP,3,36
3/20/2009 7:47,34.989773,-85.332909, 1-WAY STOP ,1,35
3/20/2009 7:47,34.994611,-85.330464, 2-WAY STOP,3,36
3/20/2009 7:47,34.994486,-85.328036, 2-WAY STOP,3,36
3/20/2009 7:47,34.994367,-85.326333, 1-WAY STOP ,1,36
3/20/2009 7:47,34.992529,-85.332848, 1-WAY STOP ,1,35
3/20/2009 7:47,34.992445,-85.330975, 2-WAY STOP,3,36
3/20/2009 7:47,34.99234,-85.328312, 2-WAY STOP,3,36
3/20/2009 7:47,34.99226,-85.32674, 1-WAY STOP ,1,36
3/20/2009 7:47,34.991363,-85.327045, 1-WAY STOP ,1,12
3/20/2009 7:47,34.991521,-85.331001, 2-WAY STOP,3,35
3/20/2009 7:47,34.991582,-85.332743, 1-WAY STOP ,1,35
3/20/2009 7:47,34.991383,-85.327371, 1-WAY STOP ,1,12
3/20/2009 7:47,34.992304,-85.327273, 1-WAY STOP ,1,36
3/20/2009 7:47,34.98958,-85.32768, 1-WAY STOP ,1,12
3/20/2009 7:47,34.989718,-85.331105, 2-WAY STOP,3,12
3/20/2009 7:47,34.988263,-85.329831, 2-WAY STOP,3,12
3/20/2009 7:47,34.989661,-85.329693, 2-WAY STOP,3,12
3/20/2009 7:47,34.991454,-85.329527, 2-WAY STOP,3,12
3/20/2009 7:47,34.992383,-85.329439, 2-WAY STOP,3,36
3/20/2009 7:47,34.994531,-85.328893, 2-WAY STOP,3,36
3/20/2009 7:47,34.996248,-85.328668, 1-WAY STOP ,1,36
3/20/2009 7:47,35.001739,-85.328369, 2-WAY STOP,3,58
3/20/2009 7:47,35.000258,-85.32848, 2-WAY STOP,3,58
3/20/2009 7:47,34.998481,-85.32861, 2-WAY STOP,3,36
3/20/2009 7:47,34.994559,-85.329435, 2-WAY STOP,3,36
3/20/2009 7:47,34.992406,-85.330087, 2-WAY STOP,3,36
3/20/2009 7:47,34.991483,-85.330176, 2-WAY STOP,3,12
3/20/2009 7:47,34.990944,-85.330224, 2-WAY STOP,3,12
3/20/2009 7:47,34.988292,-85.330496, 1-WAY STOP ,1,12
3/20/2009 7:47,34.989768,-85.332654, 1-WAY STOP ,1,35
3/20/2009 7:47,34.986707,-85.330017, 1-WAY STOP ,1,12
3/20/2009 7:47,34.986787,-85.331967, 2-WAY STOP,3,12
3/20/2009 7:47,34.986844,-85.333233, 2-WAY STOP,3,11
3/20/2009 7:47,34.985462,-85.331294, 1-WAY STOP ,1,12
3/20/2009 7:47,34.985549,-85.332536, 2-WAY STOP,3,11
3/20/2009 7:47,34.988399,-85.33285, 1-WAY STOP ,1,35
3/20/2009 7:47,34.988324,-85.33125, 2-WAY STOP,3,12
3/20/2009 7:47,34.98816,-85.328029, 1-WAY STOP ,1,12
3/20/2009 7:47,34.988073,-85.328038, 1-WAY STOP ,1,12
3/20/2009 7:47,34.990679,-85.331048, 1-WAY STOP ,1,12
3/20/2009 7:47,34.993817,-85.332108, 1-WAY YIELD SIGN,2,36
3/20/2009 7:47,35.00436,-85.331937, 1-WAY STOP ,1,58
3/20/2009 7:47,35.006937,-85.329898, 1-WAY STOP ,1,58
3/20/2009 7:47,35.006463,-85.3297, 4-WAY STOP,6,58
3/20/2009 7:47,34.994659,-85.331316, 1-WAY STOP ,1,36
3/20/2009 7:47,35.004058,-85.329912, 1-WAY STOP ,1,58
3/20/2009 7:47,35.003995,-85.32893, 1-WAY STOP ,1,58
3/20/2009 7:47,34.995818,-85.330969, 1-WAY STOP ,1,36
3/20/2009 7:47,34.995579,-85.330073, 2-WAY STOP,3,36
3/20/2009 7:47,34.995319,-85.32914, 1-WAY STOP ,1,36
3/20/2009 7:47,34.990993,-85.331028, 1-WAY STOP ,1,12
3/20/2009 7:47,34.990902,-85.329573, 1-WAY STOP ,1,12
3/20/2009 7:47,34.990625,-85.3296, 1-WAY STOP ,1,12
3/20/2009 7:47,34.990511,-85.327345, 1-WAY STOP ,1,12
3/20/2009 7:47,34.990511,-85.327345, 1-WAY STOP ,1,12
3/20/2009 7:47,34.992858,-85.326535, 1-WAY STOP ,1,36
3/20/2009 7:47,34.996593,-85.327238, 1-WAY STOP ,1,36
3/20/2009 7:47,34.99122,-85.319647, 1-WAY STOP ,1,37
3/20/2009 7:47,34.988307,-85.328007, 1-WAY STOP ,1,12
3/20/2009 7:47,34.986449,-85.324177, 1-WAY STOP ,1,12
3/20/2009 7:47,34.988419,-85.319886, 1-WAY STOP ,1,37
3/20/2009 7:47,34.9906,-85.318726, 1-WAY STOP ,1,37
3/20/2009 7:47,34.989051,-85.319573, 2-WAY STOP,3,37
3/20/2009 7:47,34.986661,-85.320809, 1-WAY STOP ,1,13
3/20/2009 7:47,34.988654,-85.318481, 2-WAY STOP,3,37
3/20/2009 7:47,34.990732,-85.315487, 1-WAY STOP ,1,14
3/20/2009 7:47,34.988082,-85.316924, 2-WAY STOP,3,14
3/20/2009 7:47,34.987736,-85.315996, 1-WAY STOP ,1,14
3/20/2009 7:47,34.990394,-85.314534, 1-WAY STOP ,1,14
3/20/2009 7:47,34.988728,-85.310003, 1-WAY STOP ,1,14
3/20/2009 7:47,34.989375,-85.311765, 1-WAY YIELD SIGN,2,14
3/20/2009 7:47,35.053812,-85.286025, 1-WAY STOP ,1,285
3/20/2009 7:47,34.993336,-85.317231, 1-WAY STOP ,1,37
3/20/2009 7:47,34.992532,-85.317679, 1-WAY STOP ,1,37
3/20/2009 7:47,34.99171,-85.318122, 1-WAY STOP ,1,37
3/20/2009 7:47,35.020328,-85.320734, 1-WAY STOP ,1,133
3/20/2009 7:47,35.019578,-85.318738, 1-WAY STOP ,1,133
3/20/2009 7:47,34.994098,-85.307118, 1-WAY STOP ,1,39
3/20/2009 7:47,34.991921,-85.303694, 1-WAY STOP ,1,39
3/20/2009 7:47,34.993321,-85.307539, 1-WAY YIELD SIGN,2,39
3/20/2009 7:47,34.992542,-85.307953, 1-WAY YIELD SIGN,2,39
3/20/2009 7:47,34.991814,-85.305943, 2-WAY STOP,3,39
3/20/2009 7:47,34.989901,-85.307678, 1-WAY STOP ,1,39
3/20/2009 7:47,34.990162,-85.309228, 1-WAY YIELD SIGN,2,39
3/20/2009 7:47,34.990782,-85.301927, 1-WAY YIELD SIGN,2,39
3/20/2009 7:47,34.992659,-85.303265, 1-WAY STOP ,1,39
3/20/2009 7:47,34.997911,-85.311832, 1-WAY STOP ,1,38
3/20/2009 7:47,35.004588,-85.308213, 1-WAY STOP ,1,96
3/20/2009 7:47,35.004993,-85.309291, 1-WAY STOP ,1,60
3/20/2009 7:47,34.998304,-85.312896, 1-WAY STOP ,1,38
3/20/2009 7:47,35.002152,-85.312459, 1-WAY YIELD SIGN,2,60
3/20/2009 7:47,35.001638,-85.311095, 2-WAY STOP,3,60
3/20/2009 7:47,35.000854,-85.308965, 1-WAY STOP ,1,61
3/20/2009 7:47,35.002761,-85.310484, 1-WAY STOP ,1,60
3/20/2009 7:47,35.002372,-85.309432, 2-WAY STOP,3,61
3/20/2009 7:47,35.003871,-85.309887, 1-WAY STOP ,1,60
3/20/2009 7:47,35.00348,-85.308838, 1-WAY STOP ,1,61
3/20/2009 7:47,35.0045,-85.315156, 1-WAY STOP ,1,60
3/20/2009 7:47,35.003911,-85.312962, 2-WAY STOP,3,60
3/20/2009 7:47,35.004063,-85.31176, 2-WAY STOP,3,60
3/20/2009 7:47,35.003966,-85.311464, 2-WAY STOP,3,60
3/20/2009 7:47,35.003458,-85.310105, 1-WAY STOP ,1,60
3/20/2009 7:47,35.003599,-85.311663, 1-WAY YIELD SIGN,2,60
3/20/2009 7:47,35.005868,-85.311608, 1-WAY STOP ,1,60
3/20/2009 7:47,35.001963,-85.312561, 1-WAY YIELD SIGN,2,60
3/20/2009 7:47,34.999975,-85.313626, 1-WAY STOP ,1,38
3/20/2009 7:47,35.004759,-85.31785, 2-WAY STOP,3,60
3/20/2009 7:47,35.007629,-85.316282, 1-WAY STOP ,1,60
3/20/2009 7:47,34.99758,-85.314918, 1-WAY STOP ,1,38
3/20/2009 7:47,35.000694,-85.320032, 2-WAY STOP,3,59
3/20/2009 7:47,35.001091,-85.319557, 1-WAY STOP ,1,59
3/20/2009 7:47,35.0008,-85.315838, 1-WAY STOP ,1,60
3/20/2009 7:47,34.998411,-85.317143, 2-WAY STOP,3,59
3/20/2009 7:47,35.007191,-85.315134, 1-WAY STOP ,1,60
3/20/2009 7:47,35.004364,-85.315234, 1-WAY STOP ,1,60
3/20/2009 7:47,35.00527,-85.311961, 1-WAY STOP ,1,60
3/20/2009 7:47,35.005107,-85.313218, 2-WAY STOP,3,60
3/20/2009 7:47,35.005166,-85.31343, 2-WAY STOP,3,60
3/20/2009 7:47,35.005588,-85.314547, 2-WAY STOP,3,60
3/20/2009 8:02,35.006735,-85.313902, 1-WAY STOP ,1,60
3/20/2009 7:47,35.006314,-85.312798, 1-WAY STOP ,1,60
3/20/2009 7:47,35.005166,-85.31343, 1-WAY YIELD SIGN,2,60
3/20/2009 7:47,35.004067,-85.314032, 2-WAY STOP,3,60
3/20/2009 7:47,35.00123,-85.31698, 1-WAY STOP ,1,59
3/20/2009 7:47,34.998839,-85.318294, 1-WAY STOP ,1,59
3/20/2009 7:47,35.001467,-85.317601, 1-WAY STOP ,1,59
3/20/2009 7:47,35.004485,-85.317137, 1-WAY STOP ,1,60
3/20/2009 7:47,35.001986,-85.318538, 2-WAY STOP,3,59
3/20/2009 7:47,35.003875,-85.315508, 1-WAY STOP ,1,60
3/20/2009 7:47,35.005055,-85.318653, 1-WAY STOP ,1,94
3/20/2009 7:47,35.005055,-85.318653, 1-WAY YIELD SIGN,2,94
3/20/2009 7:47,35.005352,-85.319415, 1-WAY STOP ,1,94
3/20/2009 7:47,35.003539,-85.317645, 1-WAY STOP ,1,60
3/20/2009 7:47,35.003804,-85.318377, 2-WAY STOP,3,59
3/20/2009 7:47,35.004123,-85.319171, 2-WAY STOP,3,59
3/20/2009 7:47,34.999679,-85.316442, 1-WAY STOP ,1,59
3/20/2009 7:47,35.005055,-85.318653, 1-WAY STOP ,1,94
3/20/2009 7:47,35.005055,-85.318653, 1-WAY YIELD SIGN,2,94
3/20/2009 7:47,35.002432,-85.321293, 1-WAY STOP ,1,59
3/20/2009 7:47,35.008529,-85.318731, 1-WAY STOP ,1,94
3/20/2009 7:47,35.007453,-85.319285, 2-WAY STOP,3,94
3/20/2009 7:47,35.005476,-85.31058, 1-WAY STOP ,1,60
3/20/2009 7:47,35.005097,-85.309566, 1-WAY STOP ,1,60
3/20/2009 7:47,35.006842,-85.309894, 1-WAY STOP ,1,96
3/20/2009 7:47,35.006436,-85.308827, 2-WAY STOP,3,96
3/20/2009 7:47,35.006044,-85.307766, 1-WAY STOP ,1,96
3/20/2009 7:47,35.004704,-85.308521, 1-WAY STOP ,1,96
3/20/2009 7:47,35.005666,-85.306753, 1-WAY STOP ,1,96
3/20/2009 7:47,35.004325,-85.307498, 1-WAY STOP ,1,61
3/20/2009 7:47,35.006545,-85.311226, 1-WAY STOP ,1,60
3/20/2009 7:47,35.007421,-85.313511, 2-WAY STOP,3,60
3/20/2009 7:47,35.007745,-85.314265, 2-WAY STOP,3,60
3/20/2009 7:47,35.008066,-85.31504, 2-WAY STOP,3,60
3/20/2009 7:47,35.010528,-85.314596, 1-WAY STOP ,1,95
3/20/2009 7:47,35.022738,-85.342566, 1-WAY STOP ,1,130
3/20/2009 7:47,35.011198,-85.316335, 1-WAY STOP ,1,95
3/20/2009 7:47,35.009017,-85.310551, 1-WAY STOP ,1,96
3/20/2009 7:47,35.018008,-85.323386, 1-WAY STOP ,1,133
3/20/2009 7:47,35.017613,-85.322218, TRAFFIC SIGNAL,7,133
3/20/2009 7:47,35.008506,-85.314479, 1-WAY STOP ,1,60
3/20/2009 7:47,35.010144,-85.313553, 2-WAY STOP,3,95
3/20/2009 7:47,35.008301,-85.313934, 2-WAY STOP,3,60
3/20/2009 7:47,35.009517,-85.317241, 2-WAY STOP,3,94
8/13/2013 13:12,35.012822,-85.325954, TRAFFIC SIGNAL,7,93
3/20/2009 7:47,35.013841,-85.327587, 1-WAY STOP ,1,93
3/20/2009 7:47,35.009845,-85.318143, 1-WAY STOP ,1,94
3/20/2009 7:47,35.008565,-85.318827, 1-WAY STOP ,1,94
3/20/2009 7:47,35.010428,-85.319663, 1-WAY STOP ,1,94
5/6/2019 8:17,35.008259,-85.321538, 1-WAY STOP ,1,94
3/20/2009 7:47,35.010645,-85.320248, 1-WAY STOP ,1,94
3/20/2009 7:47,35.008182,-85.321218, 1-WAY YIELD SIGN,2,94
3/20/2009 7:47,35.01047,-85.31978, 1-WAY STOP ,1,94
3/20/2009 7:47,35.008489,-85.328246, 1-WAY STOP ,1,58
3/20/2009 7:47,35.006362,-85.33029, 1-WAY STOP ,1,58
3/20/2009 7:47,35.010511,-85.32841, 1-WAY YIELD SIGN,2,93
3/20/2009 7:47,35.009256,-85.327959, 1-WAY STOP ,1,93
3/20/2009 7:47,35.011253,-85.328212, 4-WAY STOP,6,93
3/20/2009 7:47,35.013959,-85.327173, 2-WAY STOP,3,93
3/20/2009 7:47,35.011066,-85.327612, TRAFFIC SIGNAL,7,93
3/20/2009 7:47,35.011253,-85.328212, 2-WAY STOP,3,93
3/20/2009 7:47,35.015005,-85.324268, 1-WAY STOP ,1,133
3/20/2009 7:47,35.015666,-85.325944, 1-WAY STOP ,1,93
3/20/2009 7:47,35.016134,-85.325493, 1-WAY STOP ,1,93
3/20/2009 7:47,35.017065,-85.324594, 1-WAY STOP ,1,133
3/20/2009 7:47,35.016998,-85.322548, 1-WAY STOP ,1,133
3/20/2009 7:47,35.01755,-85.324099, 1-WAY STOP ,1,133
3/20/2009 7:47,35.018498,-85.322928, 1-WAY STOP ,1,133
3/20/2009 7:47,35.018126,-85.321938, 1-WAY STOP ,1,133
3/20/2009 7:47,35.018896,-85.322712, 1-WAY STOP ,1,133
3/20/2009 7:47,35.019002,-85.321464, 1-WAY STOP ,1,133
3/20/2009 7:47,35.019361,-85.32245, 1-WAY STOP ,1,133
3/20/2009 7:47,35.021288,-85.321387, 1-WAY STOP ,1,133
3/20/2009 7:47,35.02092,-85.320407, 1-WAY STOP ,1,133
3/20/2009 7:47,35.013704,-85.328275, 1-WAY STOP ,1,93
3/20/2009 7:47,35.012184,-85.330728, 2-WAY STOP,3,93
3/20/2009 7:47,35.010214,-85.329782, 1-WAY STOP ,1,93
3/20/2009 7:47,35.015747,-85.316851, 1-WAY STOP ,1,95
3/20/2009 7:47,35.016098,-85.317867, 1-WAY STOP ,1,133
3/20/2009 7:47,35.014651,-85.317449, 1-WAY STOP ,1,95
3/20/2009 7:47,35.012471,-85.325092, 1-WAY STOP ,1,93
3/20/2009 7:47,35.015669,-85.323337, 1-WAY YIELD SIGN,2,133
3/20/2009 7:47,34.999926,-85.298826, 1-WAY STOP ,1,40
3/20/2009 7:47,35.017394,-85.312963, 1-WAY STOP ,1,134
3/20/2009 7:47,35.018065,-85.309263, 1-WAY STOP ,1,135
3/20/2009 7:47,35.019049,-85.312031, 2-WAY STOP,3,134
3/20/2009 7:47,35.018308,-85.309968, 1-WAY STOP ,1,135
3/20/2009 7:47,34.986806,-85.288023, 1-WAY STOP ,1,18
8/30/2013 8:53,34.986799,-85.288357, 1-WAY STOP ,1,18
3/20/2009 7:47,34.986634,-85.29687, 1-WAY STOP ,1,16
3/20/2009 7:47,34.98584,-85.292885, 2-WAY STOP,3,17
3/20/2009 7:47,34.985899,-85.289587, 2-WAY STOP,3,17
3/20/2009 7:47,34.98593,-85.288069, 1-WAY STOP ,1,18
3/20/2009 7:47,34.987534,-85.294601, 1-WAY STOP ,1,16
8/12/2013 8:48,34.987584,-85.288763, TRAFFIC SIGNAL,7,18
3/20/2009 7:47,34.987572,-85.288523, TRAFFIC SIGNAL,7,18
3/20/2009 7:47,34.987504,-85.285744, 2-WAY STOP,3,18
3/20/2009 7:47,34.9875,-85.284587, 2-WAY STOP,3,18
3/20/2009 7:47,34.98753,-85.283463, 1-WAY STOP ,1,18
3/20/2009 7:47,34.988488,-85.289459, 1-WAY STOP ,1,41
3/20/2009 7:47,34.988468,-85.291314, 2-WAY STOP,3,41
3/20/2009 7:47,34.988781,-85.284565, 1-WAY STOP ,1,18
3/20/2009 7:47,34.986678,-85.294575, 1-WAY STOP ,1,16
3/20/2009 7:47,34.989336,-85.291342, 2-WAY STOP,3,41
3/20/2009 7:47,34.988438,-85.292949, 2-WAY STOP,3,41
3/20/2009 7:47,34.98758,-85.292931, 2-WAY STOP,3,41
3/20/2009 7:47,34.986707,-85.292899, 2-WAY STOP,3,17
3/20/2009 7:47,34.985073,-85.292878, 1-WAY STOP ,1,17
3/20/2009 7:47,34.985865,-85.291253, 2-WAY STOP,3,17
3/20/2009 7:47,34.986738,-85.291283, 2-WAY STOP,3,17
3/20/2009 7:47,34.987605,-85.291301, 2-WAY STOP,3,41
3/20/2009 7:47,34.990099,-85.291364, 1-WAY YIELD SIGN,2,41
3/20/2009 7:47,34.986765,-85.289606, 2-WAY STOP,3,17
3/20/2009 7:47,34.988762,-85.289672, 1-WAY STOP ,1,41
8/29/2013 15:30,34.987587,-85.288832, TRAFFIC SIGNAL,7,18
8/29/2013 15:34,34.990511,-85.291835, 1-WAY STOP ,1,41
3/20/2009 7:47,34.991048,-85.28531, 1-WAY STOP ,1,18
3/20/2009 7:47,34.990244,-85.285753, 2-WAY STOP,3,18
3/20/2009 7:47,34.98939,-85.286225, 2-WAY STOP,3,18
3/20/2009 7:47,34.988524,-85.286692, 2-WAY STOP,3,18
3/20/2009 7:47,34.987562,-85.286838, 1-WAY STOP ,1,18
3/20/2009 7:47,34.990766,-85.284548, 1-WAY STOP ,1,18
3/20/2009 7:47,34.984872,-85.28347, 1-WAY STOP ,1,18
3/20/2009 7:47,34.985616,-85.283469, 2-WAY STOP,3,18
3/20/2009 7:47,34.988364,-85.28344, 1-WAY STOP ,1,18
3/20/2009 7:47,34.984882,-85.282318, 1-WAY STOP ,1,18
3/20/2009 7:47,34.985625,-85.28231, 2-WAY STOP,3,18
3/20/2009 7:47,34.987733,-85.282317, 1-WAY STOP ,1,18
3/20/2009 7:47,34.98491,-85.280658, 1-WAY STOP ,1,19
3/20/2009 7:47,34.986436,-85.281144, 2-WAY STOP,3,18
3/20/2009 7:47,34.989957,-85.284988, 2-WAY STOP,3,18
3/20/2009 7:47,34.990645,-85.286832, 2-WAY STOP,3,18
3/20/2009 7:47,34.991638,-85.289552, 1-WAY STOP ,1,41
8/30/2013 8:34,34.987587,-85.288832, TRAFFIC SIGNAL,7,18
3/20/2009 7:47,34.985446,-85.288035, 1-WAY STOP ,1,18
3/20/2009 7:47,34.985594,-85.287256, 2-WAY STOP,3,18
3/20/2009 7:47,34.985605,-85.285755, 2-WAY STOP,3,18
3/20/2009 7:47,34.985614,-85.284609, 2-WAY STOP,3,18
3/20/2009 7:47,34.985645,-85.281145, 1-WAY STOP ,1,18
3/20/2009 7:47,34.990809,-85.290096, 1-WAY STOP ,1,41
3/20/2009 7:47,34.989781,-85.287301, 2-WAY STOP,3,18
3/20/2009 7:47,34.989109,-85.285456, 2-WAY STOP,3,18
3/20/2009 7:47,34.988068,-85.282609, 2-WAY YIELD SIGN,4,18
3/20/2009 7:47,34.986407,-85.287759, 1-WAY STOP ,1,18
3/20/2009 7:47,34.986678,-85.285749, 2-WAY STOP,3,18
3/20/2009 7:47,34.986697,-85.284597, 1-WAY STOP ,1,18
3/20/2009 7:47,34.988738,-85.284452, 1-WAY STOP ,1,18
3/20/2009 7:47,34.989566,-85.283973, 2-WAY STOP,3,18
3/20/2009 7:47,34.990392,-85.283528, 1-WAY STOP ,1,18
3/20/2009 7:47,34.992495,-85.290429, 1-WAY STOP ,1,41
3/20/2009 7:47,34.991439,-85.286393, TRAFFIC SIGNAL,7,18
3/20/2009 7:47,34.988182,-85.285742, 1-WAY STOP ,1,18
3/20/2009 7:47,34.988922,-85.287764, 2-WAY STOP,3,18
3/20/2009 7:47,34.989699,-85.289865, TRAFFIC SIGNAL,7,41
3/20/2009 7:47,34.989315,-85.288844, 2-WAY STOP,3,41
3/20/2009 7:47,34.990178,-85.288384, 2-WAY STOP,3,41
3/20/2009 7:47,34.991043,-85.28791, 2-WAY STOP,3,41
3/20/2009 7:47,34.99183,-85.287475, 1-WAY STOP ,1,41
3/20/2009 7:47,34.988896,-85.281871, 1-WAY STOP ,1,18
3/20/2009 7:47,34.988324,-85.282816, 1-WAY STOP ,1,18
3/20/2009 7:47,34.993811,-85.288339, 1-WAY STOP ,1,41
3/20/2009 7:47,34.992431,-85.289089, 2-WAY STOP,3,41
3/20/2009 7:47,34.991582,-85.290246, 1-WAY STOP ,1,41
3/20/2009 7:47,34.994749,-85.290875, 1-WAY YIELD SIGN,2,41
3/20/2009 7:47,34.992832,-85.285676, 2-WAY STOP,3,42
3/20/2009 7:47,34.992026,-85.283511, 4-WAY STOP,6,42
3/20/2009 7:47,34.99344,-85.287327, 1-WAY STOP ,1,42
3/20/2009 7:47,34.992059,-85.288075, 1-WAY STOP ,1,41
3/20/2009 7:47,34.991705,-85.287113, 1-WAY STOP ,1,41
3/20/2009 7:47,34.993081,-85.286349, 1-WAY STOP ,1,42
3/20/2009 7:47,34.992372,-85.284452, 1-WAY STOP ,1,42
3/20/2009 7:47,34.991001,-85.285182, 1-WAY STOP ,1,18
3/20/2009 7:47,34.990653,-85.284244, 1-WAY STOP ,1,18
3/20/2009 7:47,34.992026,-85.283511, 4-WAY STOP,6,42
3/20/2009 7:47,34.997395,-85.280602, 2-WAY STOP,3,42
3/20/2009 7:47,34.998145,-85.2802, 1-WAY STOP ,1,65
3/20/2009 7:47,34.997004,-85.279519, 1-WAY STOP ,1,65
3/20/2009 7:47,34.996212,-85.279941, 2-WAY STOP,3,42
3/20/2009 7:47,34.994199,-85.281042, 2-WAY STOP,3,42
3/20/2009 7:47,34.991641,-85.282434, 2-WAY STOP,3,42
3/20/2009 7:47,34.990264,-85.283193, 1-WAY STOP ,1,18
3/20/2009 7:47,34.994149,-85.284975, 2-WAY STOP,3,42
3/20/2009 7:47,34.993348,-85.282804, 2-WAY STOP,3,42
3/20/2009 7:47,34.992948,-85.281722, 2-WAY STOP,3,42
3/20/2009 7:47,34.995177,-85.284418, 1-WAY STOP ,1,42
3/20/2009 7:47,34.99544,-85.28427, 1-WAY STOP ,1,42
3/20/2009 7:47,34.995063,-85.283158, 2-WAY STOP,3,42
3/20/2009 7:47,34.994673,-85.282094, 1-WAY STOP ,1,42
3/20/2009 7:47,34.996212,-85.279941, 1-WAY STOP ,1,42
3/20/2009 7:47,34.996212,-85.279941, 1-WAY YIELD SIGN,2,42
3/20/2009 7:47,34.996613,-85.281023, 2-WAY STOP,3,42
3/20/2009 7:47,34.997013,-85.282094, 2-WAY STOP,3,42
3/20/2009 7:47,34.997423,-85.283182, 2-WAY STOP,3,42
3/20/2009 7:47,34.996658,-85.283601, 1-WAY STOP ,1,42
3/20/2009 7:47,34.99821,-85.282759, 1-WAY STOP ,1,42
3/20/2009 7:47,34.996173,-85.277268, 1-WAY STOP ,1,65
3/20/2009 7:47,34.999001,-85.282488, TRAFFIC SIGNAL,7,42
3/20/2009 7:47,35.000015,-85.285174, 1-WAY STOP ,1,42
3/20/2009 7:47,34.998546,-85.281258, 1-WAY STOP ,1,42
3/20/2009 7:47,34.997792,-85.281666, 2-WAY STOP,3,42
3/20/2009 7:47,34.992428,-85.284602, 1-WAY STOP ,1,42
3/20/2009 7:47,34.996284,-85.282486, 1-WAY STOP ,1,42
3/20/2009 7:47,34.995857,-85.281432, 1-WAY STOP ,1,42
3/20/2009 7:47,34.996595,-85.278461, 1-WAY STOP ,1,65
3/20/2009 7:47,34.995813,-85.278864, 2-WAY STOP,3,43
3/20/2009 7:47,34.993827,-85.279982, 2-WAY STOP,3,43
3/20/2009 7:47,34.994609,-85.282128, 1-WAY STOP ,1,42
3/20/2009 7:47,34.998615,-85.283829, 2-WAY STOP,3,42
3/20/2009 7:47,34.999353,-85.283428, 1-WAY STOP ,1,42
3/20/2009 7:47,34.998839,-85.284416, 1-WAY STOP ,1,42
3/20/2009 7:47,34.998049,-85.284848, 1-WAY STOP ,1,42
3/20/2009 7:47,34.995627,-85.281562, 1-WAY STOP ,1,42
3/20/2009 7:47,34.994466,-85.285834, 2-WAY STOP,3,42
3/20/2009 7:47,34.99268,-85.290464, 1-WAY STOP ,1,41
3/20/2009 7:47,34.994271,-85.289586, 2-WAY STOP,3,41
3/20/2009 7:47,34.999921,-85.286525, 2-WAY STOP,3,42
3/20/2009 7:47,35.003805,-85.284436, 1-WAY STOP ,1,64
3/20/2009 7:47,34.995415,-85.288949, 1-WAY STOP ,1,41
8/13/2013 14:22,34.995163,-85.290955, TRAFFIC SIGNAL,7,41
3/20/2009 7:47,34.997153,-85.288018, 2-WAY STOP,3,42
3/20/2009 7:47,34.997564,-85.289133, 2-WAY STOP,3,63
3/20/2009 7:47,34.997785,-85.290225, 2-WAY STOP,3,63
3/20/2009 7:47,34.997641,-85.291449, 2-WAY STOP,3,63
3/20/2009 7:47,34.997478,-85.292643, 2-WAY STOP,3,63
3/20/2009 7:47,34.998949,-85.299366, 1-WAY STOP ,1,40
3/20/2009 7:47,34.998906,-85.291699, 2-WAY STOP,3,63
3/20/2009 7:47,34.999063,-85.290476, 2-WAY STOP,3,63
3/20/2009 7:47,34.998798,-85.28847, 2-WAY STOP,3,63
3/20/2009 7:47,34.998388,-85.28736, 2-WAY STOP,3,42
3/20/2009 7:47,34.997987,-85.28628, 1-WAY STOP ,1,42
3/20/2009 7:47,35.003337,-85.283282, 1-WAY STOP ,1,64
3/20/2009 7:47,35.00192,-85.297732, 1-WAY STOP ,1,62
3/20/2009 7:47,35.002642,-85.292432, 2-WAY STOP,3,63
3/20/2009 7:47,35.002798,-85.291244, 2-WAY STOP,3,63
3/20/2009 7:47,35.002921,-85.290192, 2-WAY STOP,3,63
3/20/2009 7:47,35.002541,-85.289068, 2-WAY STOP,3,63
3/20/2009 7:47,35.002139,-85.287983, 2-WAY STOP,3,63
3/20/2009 7:47,35.001735,-85.286878, 2-WAY STOP,3,64
3/20/2009 7:47,35.001333,-85.285759, 2-WAY STOP,3,64
3/20/2009 7:47,35.000914,-85.284628, 1-WAY STOP ,1,64
