,Train_Acc,Train_Loss,Test_Acc,Test_Loss,AUC,TN,FP,FN,TP
0,90.87830854262884,0.10158151907106687,90.87762166564856,0.09812197867926807,0.9613986130879812,10392.0,948.0,1292.0,11923.0
1,90.97081630795742,0.07331259605594014,90.95499898187742,0.07006479735034273,0.9622346473096882,10438.0,902.0,1319.0,11896.0
2,91.25008767546534,0.07156437210241164,91.22378334351455,0.06865501592743795,0.9634403412294696,10431.0,909.0,1246.0,11969.0
3,91.31292343048095,0.0702125854477669,91.33374058236612,0.06763468869484968,0.9637607443308036,10435.0,905.0,1223.0,11992.0
4,91.53808566983466,0.06913636423583977,91.52922011810223,0.0667269179572133,0.964375232303092,10390.0,950.0,1130.0,12085.0
5,91.55554015243769,0.06816578895534375,91.51293015679087,0.06597377909983107,0.9644518781433904,10360.0,980.0,1104.0,12111.0
6,91.74579444864081,0.06769449563968029,91.7939319894115,0.06556742224832036,0.9646649930834572,10464.0,876.0,1139.0,12076.0
7,91.75102984881106,0.06724873914545945,91.74098961514963,0.06521790624187178,0.96477856385474,10420.0,920.0,1108.0,12107.0
8,91.75102932862808,0.0669715197551832,91.69211973121566,0.06499240736403435,0.964833268939083,10397.0,943.0,1097.0,12118.0
9,91.86971945061177,0.06667681522627747,91.78171451842802,0.06478970493465917,0.9649465427627868,10407.0,933.0,1085.0,12130.0
10,91.84353761413963,0.06639412518834915,91.75727957646099,0.06458096076117842,0.9650212000552524,10406.0,934.0,1090.0,12125.0
11,91.89066487151652,0.06615640974654616,91.81022195072286,0.06438058094269516,0.9650958306558004,10390.0,950.0,1061.0,12154.0
12,91.93604692753271,0.0658795606415767,91.83465689268988,0.06417019352187207,0.9652232845605276,10381.0,959.0,1046.0,12169.0
13,92.02681054435095,0.06574852765578884,91.93239666055794,0.06406626610147632,0.9652128046465288,10453.0,887.0,1094.0,12121.0
14,91.98317396851348,0.06552726434251528,91.91203420891877,0.06389048806182954,0.9653281070559416,10463.0,877.0,1109.0,12106.0
15,92.00761032480688,0.06533576241725872,91.9161066992466,0.06375341122947714,0.9653148478460624,10426.0,914.0,1071.0,12144.0
16,91.94477506500543,0.06522426425898498,91.82243942170635,0.0636394404402035,0.9654060541272044,10389.0,951.0,1057.0,12158.0
17,91.99888243161207,0.06488785025578361,91.90388922826307,0.06341561413856013,0.9654890960181666,10394.0,946.0,1042.0,12173.0
18,92.03728284281841,0.06462120132339723,91.93239666055794,0.06320464545661028,0.965554437831522,10407.0,933.0,1048.0,12167.0
19,92.0756832848196,0.06441389360884177,91.9649765831806,0.0630271682094082,0.9656297290570212,10396.0,944.0,1029.0,12186.0
20,92.07742796308423,0.06415630331896686,91.96904907350843,0.06285031316824764,0.965628628015436,10411.0,929.0,1043.0,12172.0
21,92.16644504978643,0.06392810467684186,92.09122378334352,0.0626641791794913,0.9656135037078408,10485.0,855.0,1087.0,12128.0
22,92.093136460723,0.06371883626971189,92.01384646711463,0.06249161938408701,0.9656802468468504,10399.0,941.0,1020.0,12195.0
23,92.09837262244112,0.06358057104031083,92.01791895744249,0.0623326081090649,0.9657137285205138,10430.0,910.0,1050.0,12165.0
24,92.16295384515108,0.06331063014372064,92.06678884137648,0.06210854793573699,0.9657767114356848,10417.0,923.0,1025.0,12190.0
25,92.21357179946476,0.06305917939415795,92.13602117694971,0.06188761827896791,0.9658211000940222,10429.0,911.0,1020.0,12195.0
26,92.37589902995329,0.06277168171306201,92.35186316432501,0.06160664930946245,0.9659246080125132,10508.0,832.0,1046.0,12169.0
27,92.40208088182285,0.06252350979312561,92.33557320301365,0.06141425421864637,0.9659368662754968,10475.0,865.0,1017.0,12198.0
28,92.44048025266324,0.06235756123628866,92.40073304825899,0.0612543998749229,0.9660352727013088,10511.0,829.0,1037.0,12178.0
29,92.47364374642963,0.06216030170716475,92.4455304418652,0.0611090886889269,0.966093884815035,10538.0,802.0,1053.0,12162.0
30,92.3793891913097,0.06196391563253247,92.29892079006314,0.060963506070717176,0.966117957587878,10462.0,878.0,1013.0,12202.0
31,92.51553405557176,0.061849046624979774,92.47811036448788,0.06084538266618359,0.9662140584993404,10515.0,825.0,1022.0,12193.0
32,92.50680695846495,0.06169591168029261,92.44145795153736,0.06078914001757005,0.9661895519828424,10503.0,837.0,1019.0,12196.0
33,92.53124306090908,0.06159002015771541,92.46589289350435,0.0606517399085209,0.966231758576947,10536.0,804.0,1046.0,12169.0
34,92.5836075328544,0.0614518945037174,92.5351252290776,0.060525728706465276,0.9662472332159556,10497.0,843.0,990.0,12225.0
35,92.54520685240135,0.06129348158538823,92.51883526776622,0.06036535485651474,0.9663516519961216,10520.0,820.0,1017.0,12198.0
36,92.72847872976234,0.06089844541888675,92.60435756465078,0.0600821863509747,0.9664679119780646,10507.0,833.0,983.0,12232.0
37,92.77385976081005,0.06057434764442375,92.6287925066178,0.059768921856304724,0.9664727165231642,10511.0,829.0,981.0,12234.0
38,92.83844099600441,0.060248678343332834,92.71431480350232,0.05952146069275765,0.9666662429324808,10535.0,805.0,984.0,12231.0
39,92.93095005554821,0.06003263953267145,92.83241702300957,0.05931222261520544,0.9667508529735798,10555.0,785.0,975.0,12240.0
40,92.94840476994473,0.0598949524828901,92.79576461005905,0.059218783785015675,0.9668235917844948,10588.0,752.0,1017.0,12198.0
41,93.00600386802809,0.059752053584340416,92.80390959071472,0.05909651336107673,0.966951489442346,10593.0,747.0,1020.0,12195.0
42,92.99727751998472,0.05963178307545732,92.82834453268171,0.058992419733130186,0.9670806516297752,10594.0,746.0,1015.0,12200.0
